

Here are the 16 flight plans:

MCO | TPA | American Airlines | Non-stop | 06:00 | 07:15 | 120.00
HKT | MCO | Lufthansa | 2 stops (FRA, LHR) | 12:00 | 17:00 | 1450.00
HKT | MCO | American Airlines | 2 stops (DFW, ORD) | 13:30 | 19:00 | 1650.00
HKT | MCO | Delta Air Lines | Non-stop | 15:00 | 16:30 | 1850.00
HKT | MCO | United Airlines | 1 stop (SFO) | 16:30 | 20:00 | 2050.00


Here are the 16 flight plans:

MCO | PRG | Delta | Non-stop | 08:00 | 17:30 | 450.00
MCO | PRG | Lufthansa | 1 stop (FRA) | 10:30 | 20:15 | 520.00
MCO | PRG | American Airlines | Non-stop | 12:45 | 22:10 | 480.00
MCO | PRG | United | 1 stop (EWR) | 14:00 | 23:50 | 550.00
MCO | PRG | KLM | 2 stops (AMS, FRA) | 15:30 | 02:20 (+1) | 620.00
MCO | PRG | Air France | 1 stop (CDG) | 17:15 | 01:05 (+1) | 580.00
MCO | PRG | British Airways | Non-stop | 19:00 | 02:45 (+1) | 500.00
MCO | PRG | Swiss | 1 stop (ZRH) | 21:00 | 04:30 (+1) | 540.00

PRG | MCO | Delta | Non-stop | 09:30 | 14:00 | 420.00
PRG | MCO | Lufthansa | 1 stop (FRA) | 11:45 | 18:20 | 490.00
PRG | MCO | American Airlines | Non-stop | 13:15 | 19:45 | 450.00
PRG | MCO | United | 1 stop (EWR) | 15:00 | 21:50 | 510.00
PRG | MCO | KLM | 2 stops (AMS, FRA) | 16:30 | 01:20 (+1) | 590.00
PRG | MCO | Air France | 1 stop (CDG) | 18:15 | 02:05 (+1) | 550.00
PRG | MCO | British Airways | Non-stop | 20:00 | 03:45 (+1) | 470.00
PRG | MCO | Swiss | 1 stop (ZRH) | 22:00 | 05:30 (+1) | 500.00


Here are the 16 flight plans:

MCO | KEF | Icelandair | 1 (BOS) | 08:00 | 18:30 | 450.00
MCO | KEF | Delta | 2 (ATL, JFK) | 09:30 | 20:15 | 520.00
MCO | KEF | American Airlines | 1 (PHL) | 11:00 | 21:45 | 480.00
MCO | KEF | United | 2 (EWR, LHR) | 12:30 | 23:00 | 550.00
MCO | KEF | Lufthansa | 2 (FRA, CPH) | 14:00 | 01:15 | 580.00
MCO | KEF | Air Canada | 2 (YYZ, YUL) | 15:30 | 02:45 | 600.00
MCO | KEF | British Airways | 1 (LHR) | 17:00 | 04:15 | 520.00
MCO | KEF | KLM | 2 (AMS, OSL) | 18:30 | 05:45 | 620.00
KEF | MCO | Icelandair | 1 (BOS) | 08:00 | 14:30 | 420.00
KEF | MCO | Delta | 2 (JFK, ATL) | 09:30 | 16:15 | 500.00
KEF | MCO | American Airlines | 1 (PHL) | 11:00 | 17:45 | 460.00
KEF | MCO | United | 2 (LHR, EWR) | 12:30 | 19:00 | 530.00
KEF | MCO | Lufthansa | 2 (CPH, FRA) | 14:00 | 20:15 | 560.00
KEF | MCO | Air Canada | 2 (YUL, YYZ) | 15:30 | 21:45 | 580.00
KEF | MCO | British Airways | 1 (LHR) | 17:00 | 22:15 | 500.00
KEF | MCO | KLM | 2 (OSL, AMS) | 18:30 | 23:45 | 610.00


Here are the 16 flight plans:

MCO | GIG | LATAM | 1 (BOG) | 08:30 | 18:45 | 542.00
MCO | GIG | American | 0 | 10:15 | 19:30 | 650.00
MCO | GIG | Avianca | 1 (PTY) | 12:00 | 21:10 | 480.00
MCO | GIG | Delta | 0 | 14:45 | 22:50 | 720.00
MCO | GIG | Copa | 1 (PTY) | 16:30 | 23:40 | 510.00
MCO | GIG | LATAM | 0 | 18:00 | 01:10 | 580.00
MCO | GIG | Azul | 1 (REC) | 20:15 | 03:20 | 440.00
MCO | GIG | United | 0 | 22:00 | 04:05 | 690.00
GIG | MCO | LATAM | 1 (LIM) | 09:00 | 17:10 | 520.00
GIG | MCO | American | 0 | 11:30 | 19:40 | 680.00
GIG | MCO | Avianca | 1 (BOG) | 13:45 | 21:55 | 500.00
GIG | MCO | Delta | 0 | 16:00 | 23:05 | 750.00
GIG | MCO | Copa | 1 (PTY) | 18:15 | 00:20 | 530.00
GIG | MCO | LATAM | 0 | 20:30 | 02:35 | 610.00
GIG | MCO | Azul | 1 (BRC) | 22:45 | 04:50 | 460.00
GIG | MCO | United | 0 | 00:50 | 06:55 | 710.00


Here are the 16 flight plans:

MCO | FCO | American Airlines | Non-stop | 08:00 | 17:30 | 850.00
MCO | FCO | Lufthansa | 1 stop (FRA) | 10:30 | 19:45 | 720.00
MCO | FCO | Delta Air Lines | Non-stop | 12:00 | 21:15 | 950.00
MCO | FCO | United Airlines | 1 stop (EWR) | 14:00 | 23:20 | 800.00
MCO | FCO | Alitalia | Non-stop | 16:00 | 01:15 | 900.00
MCO | FCO | British Airways | 1 stop (LHR) | 18:00 | 02:30 | 780.00
MCO | FCO | Iberia | 1 stop (MAD) | 20:00 | 04:15 | 850.00
MCO | FCO | Turkish Airlines | 1 stop (IST) | 22:00 | 06:30 | 820.00

FCO | MCO | Alitalia | Non-stop | 09:00 | 14:15 | 920.00
FCO | MCO | American Airlines | 1 stop (PHL) | 11:30 | 17:45 | 790.00
FCO | MCO | Delta Air Lines | Non-stop | 13:30 | 19:45 | 980.00
FCO | MCO | Lufthansa | 1 stop (FRA) | 15:30 | 22:00 | 860.00
FCO | MCO | United Airlines | 1 stop (EWR) | 17:30 | 00:15 | 870.00
FCO | MCO | British Airways | 1 stop (LHR) | 19:30 | 02:45 | 840.00
FCO | MCO | Iberia | 1 stop (MAD) | 21:30 | 04:50 | 900.00
FCO | MCO | Turkish Airlines | 1 stop (IST) | 23:30 | 07:00 | 890.00


Here are the 16 flight plans:

MCO | SCL | LATAM | 1 (LIM) | 08:00 | 22:35 | 849.00
MCO | SCL | American | 2 (MIA, LIM) | 09:15 | 23:50 | 959.00
MCO | SCL | Delta | 1 (ATL) | 10:30 | 21:45 | 879.00
MCO | SCL | Avianca | 2 (BOG, LIM) | 11:45 | 00:10 | 1029.00
MCO | SCL | Copa | 1 (PTY) | 13:00 | 22:20 | 899.00
MCO | SCL | LATAM | 0 | 14:15 | 21:15 | 799.00
MCO | SCL | United | 2 (IAH, LIM) | 15:30 | 23:55 | 1059.00
MCO | SCL | Aeromexico | 2 (MEX, LIM) | 16:45 | 00:25 | 1099.00
SCL | MCO | LATAM | 1 (LIM) | 08:00 | 18:35 | 849.00
SCL | MCO | American | 2 (LIM, MIA) | 09:15 | 20:50 | 959.00
SCL | MCO | Delta | 1 (ATL) | 10:30 | 19:45 | 879.00
SCL | MCO | Avianca | 2 (LIM, BOG) | 11:45 | 21:10 | 1029.00
SCL | MCO | Copa | 1 (PTY) | 13:00 | 20:20 | 899.00
SCL | MCO | LATAM | 0 | 14:15 | 19:15 | 799.00
SCL | MCO | United | 2 (LIM, IAH) | 15:30 | 21:55 | 1059.00
SCL | MCO | Aeromexico | 2 (LIM, MEX) | 16:45 | 22:25 | 1099.00


Here are the 16 flight plans:

MCO | ICN | Korean Air | 1 (NRT) | 09:00 | 20:30 | 850.00
MCO | ICN | Delta | 2 (ATL, NRT) | 10:30 | 22:15 | 950.00
MCO | ICN | American Airlines | 1 (DFW) | 11:45 | 23:20 | 920.00
MCO | ICN | Japan Airlines | 1 (NRT) | 12:15 | 23:50 | 900.00
MCO | ICN | United | 2 (EWR, HKG) | 13:30 | 01:10 | 1050.00
MCO | ICN | Asiana Airlines | 1 (ICN) | 14:45 | 02:25 | 880.00
MCO | ICN | China Eastern | 2 (PVG, KIX) | 15:50 | 03:40 | 1020.00
MCO | ICN | ANA | 1 (NRT) | 17:15 | 04:55 | 930.00
ICN | MCO | Korean Air | 1 (NRT) | 09:30 | 20:00 | 820.00
ICN | MCO | Delta | 2 (NRT, ATL) | 10:45 | 21:30 | 920.00
ICN | MCO | American Airlines | 1 (DFW) | 12:00 | 23:35 | 890.00
ICN | MCO | Japan Airlines | 1 (NRT) | 13:20 | 00:55 | 860.00
ICN | MCO | United | 2 (HKG, EWR) | 14:30 | 02:15 | 1000.00
ICN | MCO | Asiana Airlines | 1 (ICN) | 15:45 | 03:20 | 850.00
ICN | MCO | China Eastern | 2 (KIX, PVG) | 17:00 | 04:50 | 980.00
ICN | MCO | ANA | 1 (NRT) | 18:20 | 05:55 | 900.00


Here are the 16 flight plans:

MCO | PVG | AA | 1 (NRT) | 10:30 | 14:45 | 850.00
MCO | PVG | UA | 2 (SFO, HKG) | 08:15 | 17:20 | 1100.00
MCO | PVG | DL | 1 (LAX) | 12:45 | 19:00 | 950.00
MCO | PVG | CX | 1 (HKG) | 14:00 | 20:15 | 1050.00
MCO | PVG | JL | 1 (NRT) | 09:30 | 16:45 | 1000.00
MCO | PVG | MU | 2 (LAX, PEK) | 11:15 | 18:20 | 1250.00
MCO | PVG | HU | 1 (PEK) | 13:45 | 20:00 | 1150.00
MCO | PVG | CA | 1 (PEK) | 10:00 | 17:15 | 1200.00
PVG | MCO | AA | 1 (NRT) | 09:30 | 13:45 | 900.00
PVG | MCO | UA | 2 (HKG, SFO) | 11:15 | 18:20 | 1300.00
PVG | MCO | DL | 1 (LAX) | 14:45 | 20:00 | 1050.00
PVG | MCO | CX | 1 (HKG) | 10:00 | 16:15 | 1100.00
PVG | MCO | JL | 1 (NRT) | 12:30 | 19:45 | 1150.00
PVG | MCO | MU | 2 (PEK, LAX) | 08:15 | 15:20 | 1400.00
PVG | MCO | HU | 1 (PEK) | 13:00 | 20:15 | 1250.00
PVG | MCO | CA | 1 (PEK) | 11:45 | 18:00 | 1350.00


Here are the 16 flight plans:

MCO | SIN | SQ | 1 (NRT) | 08:00 | 20:30 | 850.00
MCO | SIN | AA | 2 (DFW, HKG) | 10:00 | 23:59 | 1200.00
MCO | SIN | UA | 1 (SFO) | 12:00 | 02:30 | 950.00
MCO | SIN | DL | 2 (ATL, NRT) | 14:00 | 05:00 | 1100.00
MCO | SIN | CX | 1 (HKG) | 16:00 | 07:30 | 1000.00
MCO | SIN | JL | 2 (LAX, NRT) | 18:00 | 10:00 | 1300.00
MCO | SIN | BR | 1 (TPE) | 20:00 | 12:30 | 900.00
MCO | SIN | EK | 2 (DXB, KUL) | 22:00 | 15:00 | 1400.00
SIN | MCO | SQ | 1 (NRT) | 01:00 | 13:30 | 900.00
SIN | MCO | UA | 2 (SFO, IAH) | 03:00 | 16:00 | 1200.00
SIN | MCO | CX | 1 (HKG) | 05:00 | 18:30 | 1000.00
SIN | MCO | AA | 2 (HKG, DFW) | 07:00 | 21:00 | 1300.00
SIN | MCO | JL | 1 (NRT) | 09:00 | 23:30 | 1100.00
SIN | MCO | BR | 2 (TPE, LAX) | 11:00 | 02:00 | 1400.00
SIN | MCO | EK | 1 (DXB) | 13:00 | 05:30 | 1200.00
SIN | MCO | DL | 2 (NRT, ATL) | 15:00 | 08:00 | 1300.00


Here are the 16 flight plans:

MCO | SPU | American Airlines | Non-stop | 08:00 | 11:30 | 450.00
MCO | SPU | Delta Air Lines | 1 stop (JFK) | 09:15 | 14:05 | 520.00
MCO | SPU | United Airlines | Non-stop | 10:45 | 14:15 | 480.00
MCO | SPU | Lufthansa | 1 stop (FRA) | 12:00 | 18:30 | 620.00
MCO | SPU | Turkish Airlines | 1 stop (IST) | 13:30 | 20:00 | 580.00
MCO | SPU | Emirates | 1 stop (DXB) | 15:00 | 22:30 | 750.00
MCO | SPU | KLM Royal Dutch | 1 stop (AMS) | 16:15 | 23:45 | 650.00
MCO | SPU | Air Canada | 1 stop (YYZ) | 18:00 | 01:30 | 600.00

SPU | MCO | American Airlines | Non-stop | 06:00 | 09:30 | 420.00
SPU | MCO | Delta Air Lines | 1 stop (CDG) | 07:15 | 12:05 | 550.00
SPU | MCO | United Airlines | Non-stop | 08:45 | 12:15 | 500.00
SPU | MCO | Lufthansa | 1 stop (MUC) | 10:00 | 15:30 | 630.00
SPU | MCO | Turkish Airlines | 1 stop (IST) | 11:30 | 17:00 | 590.00
SPU | MCO | Emirates | 1 stop (DXB) | 13:00 | 19:30 | 780.00
SPU | MCO | KLM Royal Dutch | 1 stop (AMS) | 14:15 | 20:45 | 680.00
SPU | MCO | Air Canada | 1 stop (YYZ) | 16:00 | 22:30 | 610.00


Here are the 16 flight plans:

MCO | ARN | SAS | 1 (KEF) | 08:00 | 18:30 | 540.00
MCO | ARN | Norwegian | 0 | 10:30 | 20:00 | 450.00
MCO | ARN | Lufthansa | 1 (FRA) | 12:00 | 22:30 | 620.00
MCO | ARN | Delta | 1 (AMS) | 14:00 | 00:30 | 580.00
MCO | ARN | KLM | 1 (AMS) | 16:00 | 02:30 | 550.00
MCO | ARN | Icelandair | 1 (KEF) | 18:00 | 04:30 | 500.00
MCO | ARN | American Airlines | 1 (PHL) | 20:00 | 06:30 | 520.00
MCO | ARN | United | 1 (EWR) | 22:00 | 08:30 | 600.00
ARN | MCO | SAS | 1 (OSL) | 08:00 | 18:30 | 520.00
ARN | MCO | Norwegian | 0 | 10:30 | 20:00 | 430.00
ARN | MCO | Lufthansa | 1 (FRA) | 12:00 | 22:30 | 640.00
ARN | MCO | Delta | 1 (CDG) | 14:00 | 00:30 | 610.00
ARN | MCO | KLM | 1 (AMS) | 16:00 | 02:30 | 570.00
ARN | MCO | Icelandair | 1 (KEF) | 18:00 | 04:30 | 510.00
ARN | MCO | American Airlines | 1 (PDX) | 20:00 | 06:30 | 530.00
ARN | MCO | United | 1 (EWR) | 22:00 | 08:30 | 590.00


Here are the 16 flight plans:

MCO | SYD | Qantas | 1 (LAX) | 08:00 | 06:30 | 1050.00
MCO | SYD | American Airlines | 2 (DFW, HNL) | 10:30 | 09:15 | 1200.00
MCO | SYD | Delta | 1 (ATL) | 14:00 | 11:45 | 1100.00
MCO | SYD | United | 2 (SFO, NRT) | 16:30 | 14:15 | 1300.00
MCO | SYD | Virgin Australia | 1 (LAX) | 18:00 | 16:45 | 1250.00
MCO | SYD | Emirates | 2 (DXB, BKK) | 20:30 | 19:15 | 1400.00
MCO | SYD | Singapore Airlines | 2 (SIN, MEL) | 22:00 | 21:45 | 1350.00
MCO | SYD | Air New Zealand | 1 (AKL) | 00:30 | 23:15 | 1280.00

SYD | MCO | Qantas | 1 (LAX) | 09:00 | 07:45 | 1000.00
SYD | MCO | American Airlines | 2 (HNL, DFW) | 11:30 | 10:15 | 1150.00
SYD | MCO | Delta | 1 (ATL) | 15:00 | 12:45 | 1050.00
SYD | MCO | United | 2 (NRT, SFO) | 17:30 | 16:15 | 1250.00
SYD | MCO | Virgin Australia | 1 (LAX) | 19:00 | 18:45 | 1200.00
SYD | MCO | Emirates | 2 (BKK, DXB) | 21:30 | 20:15 | 1300.00
SYD | MCO | Singapore Airlines | 2 (MEL, SIN) | 23:00 | 22:45 | 1280.00
SYD | MCO | Air New Zealand | 1 (AKL) | 01:30 | 00:15 | 1230.00


Here are the 16 flight plans:

MCO | NRT | ANA | 0 | 08:30 | 10:35 | 850.00
MCO | NRT | JAL | 1 (HNL) | 09:15 | 12:05 | 720.00
MCO | NRT | AA | 2 (DFW, HNL) | 10:00 | 14:30 | 950.00
MCO | NRT | UA | 0 | 11:45 | 14:00 | 780.00
MCO | NRT | DL | 1 (LAX) | 12:30 | 15:45 | 820.00
MCO | NRT | CX | 1 (HKG) | 13:15 | 16:30 | 900.00
MCO | NRT | JL | 0 | 14:00 | 16:20 | 750.00
MCO | NRT | SQ | 1 (SIN) | 15:30 | 19:00 | 1050.00
NRT | MCO | ANA | 0 | 09:00 | 06:30 | 850.00
NRT | MCO | JAL | 1 (HNL) | 10:30 | 08:05 | 720.00
NRT | MCO | AA | 2 (HNL, DFW) | 11:45 | 10:30 | 950.00
NRT | MCO | UA | 0 | 12:30 | 10:00 | 780.00
NRT | MCO | DL | 1 (LAX) | 13:15 | 11:45 | 820.00
NRT | MCO | CX | 1 (HKG) | 14:00 | 12:30 | 900.00
NRT | MCO | JL | 0 | 15:00 | 13:20 | 750.00
NRT | MCO | SQ | 1 (SIN) | 16:30 | 15:00 | 1050.00


Here are the 16 flight plans:

MCO | HND | ANA | 1 (NRT) | 09:00 | 11:30 | 850.00
MCO | HND | JAL | 1 (HKG) | 10:30 | 13:00 | 920.00
MCO | HND | Delta | 1 (LAX) | 11:00 | 14:30 | 950.00
MCO | HND | American | 1 (DFW) | 12:00 | 15:30 | 980.00
MCO | HND | United | 1 (SFO) | 13:00 | 16:30 | 1010.00
MCO | HND | ANA | 2 (NRT, ICN) | 14:00 | 19:00 | 1150.00
MCO | HND | JAL | 2 (HKG, KIX) | 15:00 | 20:30 | 1200.00
MCO | HND | Delta | 0 | 16:00 | 20:00 | 1300.00
HND | MCO | ANA | 1 (NRT) | 09:00 | 08:30 | 850.00
HND | MCO | JAL | 1 (HKG) | 10:30 | 10:00 | 920.00
HND | MCO | Delta | 1 (LAX) | 11:00 | 10:30 | 950.00
HND | MCO | American | 1 (DFW) | 12:00 | 11:30 | 980.00
HND | MCO | United | 1 (SFO) | 13:00 | 12:30 | 1010.00
HND | MCO | ANA | 2 (NRT, ICN) | 14:00 | 15:30 | 1150.00
HND | MCO | JAL | 2 (HKG, KIX) | 15:00 | 16:30 | 1200.00
HND | MCO | Delta | 0 | 16:00 | 15:00 | 1300.00
HND | MCO | United | 0 | 17:00 | 16:00 | 1350.00


Here are the 16 flight plans:

MCO | YYZ | AC | 0 | 08:00 | 11:15 | 350.00
MCO | YYZ | WS | 1 (BOS) | 09:30 | 14:05 | 420.00
MCO | YYZ | DL | 0 | 10:45 | 14:00 | 380.00
MCO | YYZ | AA | 1 (CLT) | 12:00 | 16:30 | 450.00
MCO | YYZ | UA | 0 | 13:15 | 16:30 | 320.00
MCO | YYZ | B6 | 1 (JFK) | 14:30 | 18:50 | 480.00
MCO | YYZ | WN | 1 (BWI) | 15:45 | 20:10 | 410.00
MCO | YYZ | AS | 0 | 17:00 | 20:15 | 390.00
YYZ | MCO | AC | 0 | 08:30 | 11:45 | 330.00
YYZ | MCO | WS | 1 (YUL) | 09:45 | 14:10 | 440.00
YYZ | MCO | DL | 0 | 11:15 | 14:30 | 360.00
YYZ | MCO | AA | 1 (PHL) | 12:30 | 16:55 | 460.00
YYZ | MCO | UA | 0 | 13:45 | 17:00 | 310.00
YYZ | MCO | B6 | 1 (EWR) | 15:00 | 19:20 | 490.00
YYZ | MCO | WN | 1 (MDW) | 16:15 | 20:40 | 430.00
YYZ | MCO | AS | 0 | 17:30 | 21:00 | 400.00


Here are the 16 flight plans:

MCO | YVR | AA | 1 (DFW) | 08:00 | 11:35 | 450.00
MCO | YVR | UA | 1 (ORD) | 10:30 | 14:10 | 520.00
MCO | YVR | DL | 1 (ATL) | 12:15 | 16:00 | 480.00
MCO | YVR | WN | 1 (DEN) | 14:45 | 18:20 | 420.00
MCO | YVR | AS | 1 (SEA) | 16:00 | 19:40 | 500.00
MCO | YVR | B6 | 1 (JFK) | 17:30 | 21:10 | 550.00
MCO | YVR | F9 | 1 (LAS) | 19:00 | 22:40 | 380.00
MCO | YVR | NK | 1 (MIA) | 20:30 | 00:10 | 400.00
YVR | MCO | AA | 1 (DFW) | 08:00 | 16:35 | 480.00
YVR | MCO | UA | 1 (SFO) | 10:30 | 19:10 | 520.00
YVR | MCO | DL | 1 (LAX) | 12:15 | 20:55 | 500.00
YVR | MCO | WN | 1 (PHX) | 14:45 | 23:20 | 450.00
YVR | MCO | AS | 1 (PDX) | 16:00 | 00:40 | 480.00
YVR | MCO | B6 | 1 (BOS) | 17:30 | 02:10 | 550.00
YVR | MCO | F9 | 1 (SAN) | 19:00 | 03:40 | 420.00
YVR | MCO | NK | 1 (ORD) | 20:30 | 05:10 | 400.00


Here are the 16 flight plans:

MCO | VIE | Austrian Airlines | 1 (FRA) | 08:00 | 18:30 | 850.00
MCO | VIE | Lufthansa | 1 (MUC) | 09:30 | 20:00 | 920.00
MCO | VIE | Turkish Airlines | 1 (IST) | 11:00 | 22:30 | 780.00
MCO | VIE | KLM | 1 (AMS) | 12:30 | 23:59 | 840.00
MCO | VIE | Swiss International | 1 (ZRH) | 14:00 | 01:30 | 960.00
MCO | VIE | British Airways | 1 (LHR) | 15:30 | 03:00 | 900.00
MCO | VIE | Air France | 1 (CDG) | 17:00 | 04:30 | 880.00
MCO | VIE | Delta Air Lines | 1 (ATL) | 19:00 | 06:00 | 860.00
VIE | MCO | Austrian Airlines | 1 (FRA) | 08:00 | 14:30 | 830.00
VIE | MCO | Lufthansa | 1 (MUC) | 09:30 | 16:00 | 900.00
VIE | MCO | Turkish Airlines | 1 (IST) | 11:00 | 18:30 | 750.00
VIE | MCO | KLM | 1 (AMS) | 12:30 | 20:00 | 810.00
VIE | MCO | Swiss International | 1 (ZRH) | 14:00 | 22:30 | 930.00
VIE | MCO | British Airways | 1 (LHR) | 15:30 | 00:30 | 870.00
VIE | MCO | Air France | 1 (CDG) | 17:00 | 02:30 | 850.00
VIE | MCO | Delta Air Lines | 1 (ATL) | 19:00 | 04:30 | 820.00


Here are the 16 flight plans:

MCO | ZRH | American Airlines | 1 (PHL) | 08:00 | 18:30 | 850.00
MCO | ZRH | Lufthansa | 1 (FRA) | 09:30 | 19:15 | 920.00
MCO | ZRH | Swiss International | 0 | 11:00 | 15:30 | 1100.00
MCO | ZRH | United Airlines | 1 (EWR) | 12:30 | 21:00 | 780.00
MCO | ZRH | Delta Air Lines | 1 (CDG) | 13:15 | 21:45 | 900.00
MCO | ZRH | Austrian Airlines | 1 (VIE) | 14:00 | 22:30 | 1050.00
MCO | ZRH | British Airways | 1 (LHR) | 15:30 | 23:15 | 1000.00
MCO | ZRH | Iberia | 1 (MAD) | 16:45 | 00:15 | 950.00
ZRH | MCO | Swiss International | 0 | 08:00 | 12:30 | 1200.00
ZRH | MCO | Lufthansa | 1 (FRA) | 09:30 | 14:15 | 1020.00
ZRH | MCO | American Airlines | 1 (PHL) | 11:00 | 16:30 | 930.00
ZRH | MCO | United Airlines | 1 (EWR) | 12:30 | 18:00 | 860.00
ZRH | MCO | Delta Air Lines | 1 (CDG) | 13:15 | 19:45 | 980.00
ZRH | MCO | Austrian Airlines | 1 (VIE) | 14:00 | 20:30 | 1090.00
ZRH | MCO | British Airways | 1 (LHR) | 15:30 | 21:15 | 1040.00
ZRH | MCO | Iberia | 1 (MAD) | 16:45 | 22:15 | 990.00
