

Here are the 16 flight plans:

TPA | ANC | AA | 1 (DFW) | 08:00 | 14:30 | 542.50
TPA | GIG | American | 0 | 10:30 | 19:00 | 620.00
TPA | GIG | Delta | 1 (ATL) | 12:00 | 20:30 | 580.00
TPA | GIG | Azul | 0 | 14:00 | 22:00 | 550.00
TPA | GIG | Copa | 1 (PTY) | 16:00 | 00:30 | 630.00
TPA | GIG | Avianca | 1 (BOG) | 18:00 | 02:30 | 650.00
TPA | GIG | LATAM | 0 | 20:00 | 04:00 | 590.00
TPA | GIG | United | 1 (IAH) | 22:00 | 06:30 | 610.00
GIG | TPA | LATAM | 0 | 08:00 | 14:00 | 520.00
GIG | TPA | American | 1 (MIA) | 10:00 | 16:30 | 600.00
GIG | TPA | Delta | 0 | 12:00 | 18:00 | 570.00
GIG | TPA | Azul | 1 (CNF) | 14:00 | 20:30 | 580.00
GIG | TPA | Copa | 0 | 16:00 | 22:00 | 560.00
GIG | TPA | Avianca | 1 (LIM) | 18:00 | 00:30 | 620.00
GIG | TPA | LATAM | 1 (GRU) | 20:00 | 02:30 | 640.00
GIG | TPA | United | 0 | 22:00 | 04:00 | 590.00


Here are the 16 flight plans:

TPA | FCO | American Airlines | Non-stop | 08:00 | 17:30 | 850.00
TPA | FCO | Delta Air Lines | 1 stop (JFK) | 10:30 | 19:15 | 950.00
TPA | FCO | Lufthansa | 1 stop (FRA) | 12:00 | 20:45 | 1050.00
TPA | FCO | United Airlines | 2 stops (EWR, ZRH) | 13:45 | 22:30 | 1200.00
TPA | FCO | Alitalia | Non-stop | 15:00 | 22:50 | 1100.00
TPA | FCO | British Airways | 1 stop (LHR) | 16:30 | 23:59 | 1250.00
TPA | FCO | Iberia | 1 stop (MAD) | 17:45 | 00:30 | 1150.00
TPA | FCO | Turkish Airlines | 2 stops (IST, MXP) | 19:00 | 02:15 | 1300.00
FCO | TPA | American Airlines | Non-stop | 09:00 | 14:30 | 900.00
FCO | TPA | Delta Air Lines | 1 stop (CDG) | 11:30 | 16:15 | 1000.00
FCO | TPA | Lufthansa | 1 stop (MUC) | 13:00 | 18:45 | 1100.00
FCO | TPA | United Airlines | 2 stops (ZRH, EWR) | 14:45 | 20:30 | 1250.00
FCO | TPA | Alitalia | Non-stop | 16:00 | 21:50 | 1050.00
FCO | TPA | British Airways | 1 stop (LHR) | 17:30 | 22:59 | 1200.00
FCO | TPA | Iberia | 1 stop (MAD) | 19:00 | 00:30 | 1150.00
FCO | TPA | Turkish Airlines | 2 stops (MXP, IST) | 20:30 | 03:15 | 1350.00


Here are the 16 flight plans:

TPA | SCL | LATAM | 1 (MIA) | 08:00 | 22:45 | 850.00
TPA | SCL | American Airlines | 2 (MIA, LIM) | 09:30 | 01:15 | 1100.00
TPA | SCL | Delta | 1 (ATL) | 10:15 | 23:50 | 900.00
TPA | SCL | Avianca | 2 (BOG, LIM) | 11:00 | 02:20 | 1200.00
TPA | SCL | Copa Airlines | 1 (PTY) | 12:30 | 01:10 | 950.00
TPA | SCL | United | 2 (IAH, LIM) | 13:45 | 03:35 | 1300.00
TPA | SCL | LATAM | 1 (FLL) | 15:00 | 02:50 | 1000.00
TPA | SCL | Aeromexico | 2 (MEX, LIM) | 16:15 | 04:45 | 1400.00

SCL | TPA | LATAM | 1 (LIM) | 09:00 | 20:30 | 800.00
SCL | TPA | American Airlines | 2 (LIM, MIA) | 10:30 | 22:15 | 1050.00
SCL | TPA | Delta | 1 (ATL) | 11:45 | 23:20 | 850.00
SCL | TPA | Avianca | 2 (BOG, MIA) | 13:00 | 01:40 | 1150.00
SCL | TPA | Copa Airlines | 1 (PTY) | 14:15 | 00:50 | 900.00
SCL | TPA | United | 2 (LIM, IAH) | 15:30 | 02:55 | 1250.00
SCL | TPA | LATAM | 1 (FLL) | 16:45 | 03:25 | 950.00
SCL | TPA | Aeromexico | 2 (LIM, MEX) | 18:00 | 05:10 | 1350.00


Here are the 16 flight plans:

TPA | ICN | Korean Air | 1 (NRT) | 10:30 | 14:45 | 850.00
TPA | ICN | Delta | 2 (ATL, NRT) | 08:00 | 17:30 | 1200.00
TPA | ICN | American Airlines | 1 (DFW) | 12:45 | 16:15 | 900.00
TPA | ICN | Japan Airlines | 1 (HND) | 14:00 | 18:20 | 1000.00
TPA | ICN | United | 2 (EWR, HKG) | 09:15 | 19:45 | 1300.00
TPA | ICN | Asiana Airlines | 1 (ICN) | 11:30 | 15:50 | 950.00
TPA | ICN | China Eastern | 2 (PVG, KIX) | 07:00 | 16:30 | 1100.00
TPA | ICN | ANA | 1 (NRT) | 13:15 | 17:40 | 1050.00
ICN | TPA | Korean Air | 1 (HND) | 09:00 | 08:20 | 900.00
ICN | TPA | Delta | 2 (NRT, ATL) | 11:45 | 14:15 | 1250.00
ICN | TPA | American Airlines | 1 (DFW) | 14:30 | 17:00 | 1000.00
ICN | TPA | Japan Airlines | 1 (NRT) | 16:15 | 20:45 | 1150.00
ICN | TPA | United | 2 (HKG, EWR) | 08:00 | 13:30 | 1400.00
ICN | TPA | Asiana Airlines | 1 (ICN) | 10:45 | 14:10 | 1050.00
ICN | TPA | China Eastern | 2 (KIX, PVG) | 12:00 | 16:30 | 1200.00
ICN | TPA | ANA | 1 (HND) | 15:30 | 19:05 | 1100.00


Here are the 16 flight plans:

TPA | PVG | AA | 1 (NRT) | 08:00 | 22:30 | 850.00
TPA | PVG | UA | 2 (SFO, HKG) | 10:30 | 01:15 | 1200.00
TPA | PVG | DL | 1 (ATL) | 12:45 | 04:50 | 900.00
TPA | PVG | CX | 1 (HKG) | 14:15 | 06:20 | 1100.00
TPA | PVG | JL | 2 (MIA, NRT) | 16:00 | 08:40 | 1300.00
TPA | PVG | AC | 1 (YYZ) | 18:30 | 11:10 | 1000.00
TPA | PVG | SQ | 2 (IAH, SIN) | 20:45 | 13:25 | 1400.00
TPA | PVG | LH | 1 (FRA) | 22:15 | 14:50 | 1050.00

PVG | TPA | MU | 1 (NRT) | 09:00 | 21:30 | 800.00
PVG | TPA | CZ | 2 (CAN, LAX) | 11:30 | 00:15 | 1150.00
PVG | TPA | CA | 1 (PEK) | 13:45 | 03:50 | 950.00
PVG | TPA | BR | 2 (TPE, SFO) | 15:15 | 06:20 | 1250.00
PVG | TPA | HU | 1 (XIY) | 17:00 | 09:30 | 850.00
PVG | TPA | OZ | 2 (ICN, JFK) | 19:30 | 12:10 | 1350.00
PVG | TPA | KE | 1 (ICN) | 21:45 | 14:40 | 1000.00
PVG | TPA | TG | 2 (BKK, FRA) | 23:15 | 16:50 | 1450.00


TPA | SIN | SQ | 1 (DXB) | 09:30 | 07:45 | 850.00
TPA | SIN | EK | 1 (DXB) | 11:15 | 09:30 | 920.00
TPA | SIN | QR | 1 (DOH) | 14:00 | 12:15 | 980.00
TPA | SIN | CX | 2 (HKG, BKK) | 16:45 | 15:00 | 1100.00
TPA | SIN | JL | 1 (NRT) | 18:30 | 16:45 | 1050.00
TPA | SIN | TG | 2 (BKK, KUL) | 20:15 | 18:30 | 1200.00
TPA | SIN | UA | 1 (HKG) | 22:00 | 20:15 | 1000.00
TPA | SIN | AA | 2 (DFW, NRT) | 23:45 | 22:00 | 1150.00
SIN | TPA | SQ | 1 (DXB) | 09:00 | 06:15 | 900.00
SIN | TPA | EK | 1 (DXB) | 11:45 | 09:00 | 970.00
SIN | TPA | QR | 1 (DOH) | 14:30 | 12:45 | 1040.00
SIN | TPA | CX | 2 (HKG, BKK) | 17:15 | 15:30 | 1160.00
SIN | TPA | JL | 1 (NRT) | 19:00 | 16:15 | 1090.00
SIN | TPA | TG | 2 (BKK, KUL) | 21:45 | 20:00 | 1250.00
SIN | TPA | UA | 1 (HKG) | 23:30 | 21:45 | 1020.00
SIN | TPA | AA | 2 (DFW, NRT) | 01:15 | 23:30 | 1180.00


Here are the 16 flight plans:

TPA | SPU | AA | 0 | 08:00 | 11:30 | 450.00
TPA | SPU | UA | 1 (MIA) | 09:15 | 13:45 | 520.00
TPA | SPU | DL | 0 | 10:30 | 14:00 | 480.00
TPA | SPU | WN | 1 (FLL) | 11:45 | 16:15 | 550.00
TPA | SPU | AS | 0 | 13:00 | 16:30 | 500.00
TPA | SPU | B6 | 1 (JFK) | 14:15 | 18:45 | 580.00
TPA | SPU | F9 | 0 | 15:30 | 18:50 | 530.00
TPA | SPU | NK | 1 (EWR) | 16:45 | 21:15 | 610.00
SPU | TPA | AA | 0 | 07:00 | 10:30 | 420.00
SPU | TPA | UA | 1 (ORD) | 08:15 | 12:45 | 490.00
SPU | TPA | DL | 0 | 09:30 | 13:00 | 450.00
SPU | TPA | WN | 1 (DAL) | 10:45 | 14:15 | 510.00
SPU | TPA | AS | 0 | 12:00 | 15:30 | 480.00
SPU | TPA | B6 | 1 (BOS) | 13:15 | 17:45 | 560.00
SPU | TPA | F9 | 0 | 14:30 | 17:50 | 520.00
SPU | TPA | NK | 1 (MCO) | 15:45 | 20:15 | 590.00


Here are the 16 flight plans:

TPA | ARN | SAS | 1 (AMS) | 08:00 | 18:30 | 850.00
TPA | ARN | Lufthansa | 2 (FRA, CPH) | 10:30 | 21:45 | 1050.00
TPA | ARN | Delta | 1 (JFK) | 12:00 | 22:15 | 950.00
TPA | ARN | KLM | 1 (AMS) | 14:30 | 00:45 | 900.00
TPA | ARN | United | 2 (EWR, LHR) | 16:00 | 02:30 | 1100.00
TPA | ARN | American | 1 (PHL) | 18:30 | 04:45 | 1000.00
TPA | ARN | British Airways | 2 (MIA, LHR) | 20:00 | 06:15 | 1150.00
TPA | ARN | Finnair | 1 (JFK) | 22:00 | 08:15 | 1020.00

ARN | TPA | SAS | 1 (CPH) | 08:00 | 14:30 | 850.00
ARN | TPA | Lufthansa | 2 (FRA, MIA) | 10:30 | 18:45 | 1050.00
ARN | TPA | Delta | 1 (JFK) | 12:00 | 20:15 | 950.00
ARN | TPA | KLM | 1 (AMS) | 14:30 | 22:45 | 900.00
ARN | TPA | United | 2 (LHR, EWR) | 16:00 | 00:30 | 1100.00
ARN | TPA | American | 1 (PHL) | 18:30 | 02:45 | 1000.00
ARN | TPA | British Airways | 2 (LHR, MIA) | 20:00 | 04:15 | 1150.00
ARN | TPA | Finnair | 1 (JFK) | 22:00 | 06:15 | 1020.00


Here are the 16 flight plans:

TPA | SYD | Qantas | 1 (LAX) | 08:00 | 07:30 | 1050.00
TPA | SYD | American | 2 (DFW, HNL) | 09:30 | 11:15 | 1200.00
TPA | SYD | Delta | 1 (ATL) | 11:00 | 10:30 | 1100.00
TPA | SYD | United | 2 (IAH, SFO) | 12:30 | 14:45 | 1300.00
TPA | SYD | Emirates | 1 (DXB) | 14:00 | 13:30 | 1400.00
TPA | SYD | Virgin | 2 (JFK, LAX) | 15:30 | 18:15 | 1500.00
TPA | SYD | Air New Zealand | 1 (AKL) | 17:00 | 16:30 | 1200.00
TPA | SYD | Singapore | 2 (SIN, MEL) | 19:30 | 22:15 | 1600.00
SYD | TPA | Qantas | 1 (LAX) | 08:00 | 07:30 | 1050.00
SYD | TPA | American | 2 (HNL, DFW) | 09:30 | 11:15 | 1200.00
SYD | TPA | Delta | 1 (ATL) | 11:00 | 10:30 | 1100.00
SYD | TPA | United | 2 (SFO, IAH) | 12:30 | 14:45 | 1300.00
SYD | TPA | Emirates | 1 (DXB) | 14:00 | 13:30 | 1400.00
SYD | TPA | Virgin | 2 (LAX, JFK) | 15:30 | 18:15 | 1500.00
SYD | TPA | Air New Zealand | 1 (AKL) | 17:00 | 16:30 | 1200.00
SYD | TPA | Singapore | 2 (MEL, SIN) | 19:30 | 22:15 | 1600.00


Here are the 16 flight plans:

TPA | NRT | AA | 1 (DFW) | 08:00 | 11:30 | 850.00
TPA | NRT | UA | 2 (IAH, SFO) | 09:30 | 14:45 | 1050.00
TPA | NRT | JL | 0 | 11:00 | 14:30 | 1200.00
TPA | NRT | DL | 1 (ATL) | 12:30 | 16:00 | 900.00
TPA | NRT | NH | 1 (LAX) | 13:30 | 17:00 | 1100.00
TPA | NRT | CX | 1 (HKG) | 14:30 | 18:30 | 1300.00
TPA | NRT | BR | 1 (TPE) | 15:30 | 19:30 | 1000.00
TPA | NRT | SQ | 1 (SIN) | 16:30 | 20:30 | 1400.00
NRT | TPA | AA | 1 (DFW) | 08:00 | 19:30 | 900.00
NRT | TPA | UA | 2 (SFO, IAH) | 09:30 | 21:45 | 1150.00
NRT | TPA | JL | 0 | 11:00 | 22:30 | 1300.00
NRT | TPA | DL | 1 (ATL) | 12:30 | 23:00 | 950.00
NRT | TPA | NH | 1 (LAX) | 13:30 | 23:30 | 1200.00
NRT | TPA | CX | 1 (HKG) | 14:30 | 00:30 | 1400.00
NRT | TPA | BR | 1 (TPE) | 15:30 | 01:30 | 1100.00
NRT | TPA | SQ | 1 (SIN) | 16:30 | 02:30 | 1500.00


Here are the 16 flight plans:

TPA | HND | JAL | 1 (LAX) | 08:00 | 21:30 | 850.00
TPA | HND | ANA | 0 | 10:00 | 19:30 | 1200.00
TPA | HND | AA | 2 (DFW, NRT) | 14:00 | 23:30 | 950.00
TPA | HND | UA | 1 (SFO) | 16:00 | 22:30 | 1000.00
TPA | HND | DL | 1 (ATL) | 18:00 | 23:59 | 900.00
TPA | HND | JL | 0 | 20:00 | 20:30 | 1300.00
TPA | HND | AC | 2 (YYZ, HKG) | 22:00 | 01:30 | 1100.00
TPA | HND | CX | 1 (HKG) | 00:00 | 03:30 | 1050.00

HND | TPA | JAL | 1 (LAX) | 09:00 | 20:30 | 800.00
HND | TPA | ANA | 0 | 11:00 | 20:00 | 1100.00
HND | TPA | AA | 2 (DFW, ORD) | 13:00 | 22:00 | 900.00
HND | TPA | UA | 1 (SFO) | 15:00 | 21:30 | 950.00
HND | TPA | DL | 1 (ATL) | 17:00 | 22:59 | 850.00
HND | TPA | JL | 0 | 19:00 | 19:30 | 1200.00
HND | TPA | AC | 2 (YYZ, LHR) | 21:00 | 00:30 | 1000.00
HND | TPA | CX | 1 (HKG) | 23:00 | 02:30 | 1050.00


Here are the 16 flight plans:

TPA | YYZ | WestJet | 0 | 08:00 | 11:15 | 350.00
TPA | YYZ | Air Canada | 1 (BOS) | 09:30 | 14:45 | 420.00
TPA | YYZ | American Airlines | 0 | 10:45 | 14:00 | 380.00
TPA | YYZ | Delta Air Lines | 1 (ATL) | 12:15 | 17:30 | 450.00
TPA | YYZ | United Airlines | 0 | 13:30 | 16:45 | 410.00
TPA | YYZ | WestJet | 1 (MCO) | 14:50 | 19:05 | 480.00
TPA | YYZ | Air Canada | 0 | 16:00 | 19:15 | 390.00
TPA | YYZ | American Airlines | 1 (CLT) | 17:20 | 21:35 | 510.00

YYZ | TPA | WestJet | 0 | 08:30 | 11:45 | 360.00
YYZ | TPA | Air Canada | 1 (YUL) | 09:50 | 14:05 | 440.00
YYZ | TPA | American Airlines | 0 | 11:10 | 14:25 | 400.00
YYZ | TPA | Delta Air Lines | 1 (DTW) | 12:35 | 16:50 | 470.00
YYZ | TPA | United Airlines | 0 | 13:55 | 17:10 | 430.00
YYZ | TPA | WestJet | 1 (BUF) | 15:15 | 18:30 | 500.00
YYZ | TPA | Air Canada | 0 | 16:30 | 19:45 | 420.00
YYZ | TPA | American Airlines | 1 (PHL) | 17:50 | 21:05 | 540.00


Here are the 16 flight plans:

TPA | YVR | AA | 1 (LAX) | 08:00 | 11:30 | 450.00
TPA | YVR | UA | 2 (DEN, SFO) | 09:15 | 14:45 | 520.00
TPA | YVR | DL | 0 | 10:30 | 14:00 | 380.00
TPA | YVR | WN | 1 (PHX) | 11:45 | 16:15 | 420.00
TPA | YVR | AS | 1 (SEA) | 12:00 | 16:30 | 400.00
TPA | YVR | B6 | 2 (JFK, LAX) | 13:15 | 18:45 | 550.00
TPA | YVR | F9 | 1 (DEN) | 14:30 | 19:00 | 480.00
TPA | YVR | NK | 1 (LAX) | 15:45 | 20:15 | 500.00
YVR | TPA | AA | 1 (DFW) | 08:00 | 16:30 | 460.00
YVR | TPA | UA | 2 (SFO, IAH) | 09:15 | 18:45 | 540.00
YVR | TPA | DL | 0 | 10:30 | 18:00 | 410.00
YVR | TPA | WN | 1 (LAS) | 11:45 | 20:15 | 440.00
YVR | TPA | AS | 1 (PDX) | 12:00 | 20:30 | 430.00
YVR | TPA | B6 | 2 (LAX, JFK) | 13:15 | 22:45 | 570.00
YVR | TPA | F9 | 1 (DEN) | 14:30 | 22:00 | 490.00
YVR | TPA | NK | 1 (LAX) | 15:45 | 23:15 | 510.00


Here are the 16 flight plans:

TPA | VIE | Austrian Airlines | 1 (FRA) | 08:30 | 18:15 | 850.00
TPA | VIE | Lufthansa | 1 (MUC) | 10:00 | 19:45 | 920.00
TPA | VIE | Swiss International | 1 (ZRH) | 12:15 | 21:50 | 990.00
TPA | VIE | KLM Royal Dutch | 1 (AMS) | 14:30 | 23:05 | 860.00
TPA | VIE | Turkish Airlines | 1 (IST) | 16:00 | 00:35 | 950.00
TPA | VIE | British Airways | 1 (LHR) | 18:15 | 02:50 | 980.00
TPA | VIE | Iberia | 1 (MAD) | 20:30 | 05:05 | 910.00
TPA | VIE | American Airlines | 1 (PHL) | 22:45 | 07:20 | 930.00
VIE | TPA | Austrian Airlines | 1 (FRA) | 08:00 | 17:45 | 820.00
VIE | TPA | Lufthansa | 1 (MUC) | 09:30 | 19:15 | 890.00
VIE | TPA | Swiss International | 1 (ZRH) | 11:45 | 21:30 | 960.00
VIE | TPA | KLM Royal Dutch | 1 (AMS) | 14:00 | 22:45 | 830.00
VIE | TPA | Turkish Airlines | 1 (IST) | 15:30 | 00:05 | 900.00
VIE | TPA | British Airways | 1 (LHR) | 17:45 | 02:30 | 940.00
VIE | TPA | Iberia | 1 (MAD) | 20:00 | 04:35 | 870.00
VIE | TPA | American Airlines | 1 (PHL) | 21:45 | 06:20 | 900.00


TPA | ZRH | Swiss | 1 (AMS) | 08:00 | 18:30 | 850.00
TPA | ZRH | Lufthansa | 2 (FRA, MUC) | 10:30 | 21:15 | 1050.00
TPA | ZRH | American | 1 (PHL) | 13:45 | 23:50 | 900.00
TPA | ZRH | Delta | 0 | 16:00 | 06:30 | 1100.00
TPA | ZRH | United | 1 (EWR) | 18:15 | 08:00 | 950.00
TPA | ZRH | KLM | 1 (AMS) | 20:30 | 10:15 | 1000.00
TPA | ZRH | Air Canada | 2 (YYZ, FRA) | 22:00 | 12:45 | 1150.00
TPA | ZRH | British Airways | 1 (LHR) | 23:50 | 13:30 | 1050.00
ZRH | TPA | Swiss | 1 (FRA) | 08:30 | 16:15 | 850.00
ZRH | TPA | Lufthansa | 2 (MUC, AMS) | 10:00 | 19:50 | 1100.00
ZRH | TPA | American | 1 (PHL) | 12:15 | 21:00 | 900.00
ZRH | TPA | Delta | 0 | 14:30 | 22:15 | 1150.00
ZRH | TPA | United | 1 (EWR) | 16:45 | 01:30 | 950.00
ZRH | TPA | KLM | 1 (AMS) | 19:00 | 05:45 | 1000.00
ZRH | TPA | Air Canada | 2 (FRA, YYZ) | 21:15 | 09:00 | 1150.00
ZRH | TPA | British Airways | 1 (LHR) | 23:20 | 11:15 | 1050.00
