

Here are the 16 flight plans:

DEN | BNA | United | Non-stop | 06:00 | 10:30 | 350.00
DEN | PTY | AA | 0 | 08:00 | 15:30 | 450.00
DEN | PTY | UA | 1 (IAH) | 09:30 | 17:15 | 520.00
DEN | PTY | DL | 0 | 11:00 | 18:20 | 480.00
DEN | PTY | WN | 1 (HOU) | 12:30 | 19:50 | 550.00
DEN | PTY | F9 | 0 | 14:00 | 20:40 | 400.00
DEN | PTY | NK | 1 (FLL) | 15:30 | 22:10 | 580.00
DEN | PTY | B6 | 0 | 17:00 | 23:30 | 420.00
DEN | PTY | AS | 1 (LAX) | 18:30 | 01:00 | 600.00
PTY | DEN | AA | 0 | 08:30 | 12:50 | 420.00
PTY | DEN | UA | 1 (EWR) | 10:00 | 14:35 | 500.00
PTY | DEN | DL | 0 | 11:30 | 16:00 | 440.00
PTY | DEN | WN | 1 (DAL) | 12:30 | 17:10 | 520.00
PTY | DEN | F9 | 0 | 14:00 | 18:30 | 380.00
PTY | DEN | NK | 1 (MCO) | 15:30 | 20:00 | 560.00
PTY | DEN | B6 | 0 | 17:00 | 21:20 | 400.00
PTY | DEN | AS | 1 (SFO) | 18:30 | 23:50 | 620.00


Here are the 16 flight plans:

DEN | CDG | United | 0 | 08:00 | 16:30 | 850.00
DEN | CDG | Lufthansa | 1 (FRA) | 10:30 | 19:15 | 1050.00
DEN | CDG | American | 0 | 12:00 | 20:00 | 900.00
DEN | CDG | Delta | 1 (AMS) | 14:00 | 22:45 | 1000.00
DEN | CDG | Air France | 0 | 16:00 | 23:30 | 1100.00
DEN | CDG | British Airways | 1 (LHR) | 18:00 | 01:15 | 1200.00
DEN | CDG | Iberia | 1 (MAD) | 20:00 | 03:30 | 1150.00
DEN | CDG | Swiss | 1 (ZRH) | 22:00 | 05:15 | 1250.00

CDG | DEN | Air France | 0 | 09:00 | 11:30 | 950.00
CDG | DEN | Lufthansa | 1 (FRA) | 11:30 | 14:15 | 1100.00
CDG | DEN | United | 0 | 13:00 | 15:30 | 900.00
CDG | DEN | American | 1 (PHL) | 15:00 | 18:45 | 1050.00
CDG | DEN | Delta | 1 (AMS) | 17:00 | 20:45 | 1000.00
CDG | DEN | British Airways | 1 (LHR) | 19:00 | 22:15 | 1200.00
CDG | DEN | Iberia | 1 (MAD) | 21:00 | 00:30 | 1150.00
CDG | DEN | Swiss | 1 (ZRH) | 23:00 | 02:15 | 1250.00


Here are the 16 flight plans:

DEN | HKT | UA | 1 (NRT) | 08:00 | 20:35 | 850.00
DEN | HKT | AA | 2 (LAX, HKG) | 09:15 | 22:10 | 1050.00
DEN | HKT | DL | 1 (PDX) | 10:30 | 21:50 | 920.00
DEN | HKT | WN | 2 (PHX, NRT) | 11:45 | 23:25 | 980.00
DEN | HKT | AS | 1 (SEA) | 13:00 | 22:20 | 900.00
DEN | HKT | F9 | 2 (LAS, HKG) | 14:15 | 23:55 | 1100.00
DEN | HKT | NK | 1 (ORD) | 15:30 | 22:50 | 950.00
DEN | HKT | B6 | 2 (JFK, NRT) | 16:45 | 00:10 | 1020.00

HKT | DEN | UA | 1 (NRT) | 08:00 | 18:35 | 800.00
HKT | DEN | AA | 2 (HKG, LAX) | 09:15 | 20:10 | 1000.00
HKT | DEN | DL | 1 (PDX) | 10:30 | 19:50 | 870.00
HKT | DEN | WN | 2 (NRT, PHX) | 11:45 | 21:25 | 930.00
HKT | DEN | AS | 1 (SEA) | 13:00 | 20:20 | 860.00
HKT | DEN | F9 | 2 (HKG, LAS) | 14:15 | 21:55 | 1060.00
HKT | DEN | NK | 1 (ORD) | 15:30 | 20:50 | 910.00
HKT | DEN | B6 | 2 (NRT, JFK) | 16:45 | 22:10 | 990.00


DEN | PRG | UA | 1 (FRA) | 08:30 | 18:45 | 850.00
DEN | PRG | LH | 1 (MUC) | 10:15 | 20:30 | 920.00
DEN | PRG | AA | 1 (PHL) | 12:00 | 22:15 | 780.00
DEN | PRG | BA | 1 (LHR) | 14:30 | 00:45 | 950.00
DEN | PRG | KL | 2 (AMS, FRA) | 07:00 | 19:30 | 1050.00
DEN | PRG | AF | 1 (CDG) | 09:45 | 21:00 | 900.00
DEN | PRG | DL | 1 (AMS) | 11:30 | 22:45 | 830.00
DEN | PRG | TK | 1 (IST) | 13:15 | 23:30 | 960.00
PRG | DEN | UA | 1 (EWR) | 09:00 | 19:15 | 870.00
PRG | DEN | LH | 1 (FRA) | 11:45 | 22:00 | 940.00
PRG | DEN | AA | 1 (PHL) | 14:15 | 00:30 | 800.00
PRG | DEN | BA | 1 (LHR) | 16:30 | 02:45 | 970.00
PRG | DEN | KL | 2 (FRA, AMS) | 08:00 | 20:30 | 1100.00
PRG | DEN | AF | 1 (CDG) | 10:45 | 22:00 | 910.00
PRG | DEN | DL | 1 (AMS) | 13:00 | 23:15 | 850.00
PRG | DEN | TK | 1 (IST) | 15:15 | 01:30 | 980.00


DEN | KEF | Icelandair | 1 (ORD) | 08:00 | 18:30 | 549.00
DEN | KEF | Lufthansa | 2 (FRA, AMS) | 10:30 | 22:00 | 799.00
DEN | KEF | United | 1 (EWR) | 12:00 | 20:30 | 649.00
DEN | KEF | American Airlines | 2 (PHL, LHR) | 14:00 | 23:30 | 899.00
DEN | KEF | Delta | 1 (ATL) | 16:00 | 22:00 | 749.00
DEN | KEF | Swiss | 2 (ZRH, GVA) | 18:00 | 01:30 | 949.00
DEN | KEF | Austrian | 2 (VIE, OSR) | 20:00 | 03:00 | 1099.00
DEN | KEF | Turkish Airlines | 2 (IST, ARN) | 22:00 | 04:30 | 1249.00
KEF | DEN | Icelandair | 1 (ORD) | 08:30 | 14:00 | 529.00
KEF | DEN | Lufthansa | 2 (FRA, MUC) | 10:00 | 18:30 | 779.00
KEF | DEN | United | 1 (EWR) | 11:30 | 19:00 | 629.00
KEF | DEN | American Airlines | 2 (PHL, CLT) | 13:00 | 21:30 | 879.00
KEF | DEN | Delta | 1 (ATL) | 14:30 | 20:00 | 729.00
KEF | DEN | Swiss | 2 (ZRH, GVA) | 16:00 | 23:30 | 929.00
KEF | DEN | Austrian | 2 (VIE, PRG) | 17:30 | 01:00 | 1079.00
KEF | DEN | Turkish Airlines | 2 (IST, CPH) | 19:00 | 02:30 | 1229.00


DEN | GIG | UA | 1 (IAH) | 08:00 | 18:30 | 850.00
DEN | GIG | AA | 2 (DFW, GRU) | 09:15 | 21:45 | 1050.00
DEN | GIG | LATAM | 0 | 11:00 | 22:30 | 950.00
DEN | GIG | DL | 1 (ATL) | 12:30 | 23:59 | 1000.00
DEN | GIG | AV | 2 (LAX, SCL) | 14:00 | 02:15 | 1200.00
DEN | GIG | WN | 1 (HOU) | 15:45 | 03:15 | 1100.00
DEN | GIG | B6 | 2 (FLL, LIM) | 17:00 | 04:30 | 1300.00
DEN | GIG | AS | 1 (SEA) | 19:30 | 06:00 | 1250.00
GIG | DEN | UA | 1 (IAH) | 08:30 | 19:00 | 900.00
GIG | DEN | AA | 2 (GRU, DFW) | 10:00 | 22:30 | 1150.00
GIG | DEN | LATAM | 0 | 12:00 | 23:30 | 1000.00
GIG | DEN | DL | 1 (ATL) | 13:30 | 01:00 | 1050.00
GIG | DEN | AV | 2 (SCL, LAX) | 15:00 | 03:30 | 1250.00
GIG | DEN | WN | 1 (HOU) | 16:30 | 04:30 | 1150.00
GIG | DEN | B6 | 2 (LIM, FLL) | 18:00 | 06:00 | 1350.00
GIG | DEN | AS | 1 (SEA) | 20:00 | 07:30 | 1300.00


DEN | FCO | Lufthansa | 1 (FRA) | 08:00 | 18:30 | 850.00
DEN | FCO | United | 2 (EWR, MXP) | 10:30 | 20:45 | 1100.00
DEN | FCO | American | 1 (PHL) | 12:15 | 22:20 | 900.00
DEN | FCO | Delta | 0 | 14:00 | 22:00 | 1200.00
DEN | FCO | Swiss | 1 (ZRH) | 08:45 | 19:15 | 1000.00
DEN | FCO | Air Canada | 2 (YYZ, FRA) | 11:00 | 21:30 | 1300.00
DEN | FCO | British Airways | 1 (LHR) | 09:30 | 20:00 | 1050.00
DEN | FCO | KLM | 1 (AMS) | 13:45 | 23:10 | 1150.00
FCO | DEN | Alitalia | 1 (MXP) | 09:00 | 17:30 | 950.00
FCO | DEN | Lufthansa | 1 (FRA) | 11:15 | 19:45 | 1000.00
FCO | DEN | United | 2 (EWR, IAD) | 13:30 | 22:00 | 1250.00
FCO | DEN | American | 1 (PHL) | 08:45 | 17:15 | 1050.00
FCO | DEN | Delta | 0 | 10:00 | 18:30 | 1150.00
FCO | DEN | Swiss | 1 (ZRH) | 12:15 | 20:45 | 1100.00
FCO | DEN | Air Canada | 2 (YYZ, FRA) | 09:30 | 19:00 | 1200.00
FCO | DEN | British Airways | 1 (LHR) | 14:00 | 22:30 | 1250.00


DEN | SCL | LATAM | 1 (LAX) | 08:00 | 22:45 | 850.00
DEN | SCL | American Airlines | 2 (DFW, GRU) | 09:15 | 04:10 | 1100.00
DEN | SCL | Delta | 1 (ATL) | 10:30 | 23:50 | 950.00
DEN | SCL | United | 0 | 11:45 | 21:15 | 1200.00
DEN | SCL | Avianca | 2 (BOG, LIM) | 12:00 | 05:30 | 1300.00
DEN | SCL | LATAM | 1 (EZE) | 13:15 | 02:00 | 1000.00
DEN | SCL | Copa Airlines | 2 (PTY, LIM) | 14:30 | 06:45 | 1400.00
DEN | SCL | Aeromexico | 2 (MEX, LIM) | 15:45 | 08:15 | 1500.00
SCL | DEN | LATAM | 1 (LAX) | 08:00 | 18:45 | 900.00
SCL | DEN | American Airlines | 2 (GRU, DFW) | 09:15 | 23:10 | 1200.00
SCL | DEN | Delta | 1 (ATL) | 10:30 | 22:50 | 1050.00
SCL | DEN | United | 0 | 11:45 | 20:15 | 1350.00
SCL | DEN | Avianca | 2 (LIM, BOG) | 12:00 | 04:30 | 1450.00
SCL | DEN | LATAM | 1 (EZE) | 13:15 | 01:00 | 1150.00
SCL | DEN | Copa Airlines | 2 (LIM, PTY) | 14:30 | 06:45 | 1550.00
SCL | DEN | Aeromexico | 2 (LIM, MEX) | 15:45 | 09:15 | 1650.00


DEN | ICN | United | 1 (HNL) | 10:30 | 17:45 | 850.00
DEN | ICN | Delta | 2 (LAX, NRT) | 14:15 | 20:50 | 1050.00
DEN | ICN | Korean Air | 0 | 16:00 | 19:30 | 900.00
DEN | ICN | American | 1 (DFW) | 08:45 | 16:10 | 950.00
DEN | ICN | Japan Airlines | 1 (NRT) | 12:50 | 19:20 | 1000.00
DEN | ICN | Asiana | 1 (SEA) | 11:20 | 18:40 | 920.00
DEN | ICN | China Eastern | 2 (LAX, PVG) | 09:30 | 17:55 | 1100.00
DEN | ICN | Air Canada | 2 (YYZ, YVR) | 13:40 | 21:05 | 1200.00
ICN | DEN | Korean Air | 0 | 10:00 | 06:30 | 800.00
ICN | DEN | Delta | 1 (NRT) | 14:20 | 10:50 | 900.00
ICN | DEN | United | 1 (HNL) | 16:40 | 12:10 | 850.00
ICN | DEN | Japan Airlines | 1 (NRT) | 12:10 | 08:40 | 950.00
ICN | DEN | Asiana | 1 (SEA) | 11:50 | 07:20 | 920.00
ICN | DEN | American | 2 (DFW, ORD) | 09:10 | 06:35 | 1050.00
ICN | DEN | China Eastern | 2 (PVG, LAX) | 08:00 | 05:25 | 1100.00
ICN | DEN | Air Canada | 2 (YVR, YYZ) | 13:00 | 09:30 | 1200.00


DEN | PVG | UA | 1 (NRT) | 08:30 | 19:45 | 850.00
DEN | PVG | AA | 2 (LAX, HKG) | 09:15 | 21:20 | 950.00
DEN | PVG | DL | 1 (SEA) | 10:00 | 20:30 | 800.00
DEN | PVG | CA | 0 | 11:30 | 18:15 | 700.00
DEN | PVG | HU | 2 (SFO, KIX) | 12:45 | 23:00 | 1000.00
DEN | PVG | MU | 1 (PEK) | 13:15 | 21:45 | 850.00
DEN | PVG | CZ | 2 (LAX, CAN) | 14:00 | 22:30 | 900.00
DEN | PVG | JL | 1 (NRT) | 15:30 | 23:15 | 950.00
PVG | DEN | UA | 1 (NRT) | 08:00 | 19:15 | 800.00
PVG | DEN | AA | 2 (HKG, LAX) | 09:45 | 21:00 | 900.00
PVG | DEN | DL | 1 (SEA) | 10:30 | 20:00 | 750.00
PVG | DEN | CA | 0 | 11:45 | 18:30 | 650.00
PVG | DEN | HU | 2 (KIX, SFO) | 13:00 | 22:45 | 950.00
PVG | DEN | MU | 1 (PEK) | 13:45 | 21:15 | 800.00
PVG | DEN | CZ | 2 (CAN, LAX) | 14:30 | 23:00 | 850.00
PVG | DEN | JL | 1 (NRT) | 15:45 | 23:30 | 900.00


DEN | SIN | United Airlines | 1 (HKG) | 14:30 | 20:35 | 850.00
DEN | SIN | Singapore Airlines | 0 | 16:00 | 22:05 | 1100.00
DEN | SIN | American Airlines | 2 (LAX, NRT) | 08:00 | 23:50 | 1200.00
DEN | SIN | Delta Air Lines | 1 (ICN) | 10:00 | 18:20 | 900.00
DEN | SIN | Lufthansa | 2 (FRA, BKK) | 12:00 | 21:40 | 1300.00
DEN | SIN | Qantas | 1 (SYD) | 14:00 | 20:10 | 1000.00
DEN | SIN | Japan Airlines | 1 (NRT) | 16:30 | 22:20 | 1050.00
DEN | SIN | Korean Air | 1 (ICN) | 18:00 | 23:30 | 950.00
SIN | DEN | United Airlines | 1 (HKG) | 08:00 | 19:05 | 800.00
SIN | DEN | Singapore Airlines | 0 | 10:00 | 21:05 | 1000.00
SIN | DEN | American Airlines | 2 (NRT, LAX) | 12:00 | 23:50 | 1150.00
SIN | DEN | Delta Air Lines | 1 (ICN) | 14:00 | 20:20 | 850.00
SIN | DEN | Lufthansa | 2 (BKK, FRA) | 16:00 | 22:40 | 1250.00
SIN | DEN | Qantas | 1 (SYD) | 18:00 | 23:10 | 950.00
SIN | DEN | Japan Airlines | 1 (NRT) | 20:00 | 00:20 | 1020.00
SIN | DEN | Korean Air | 1 (ICN) | 22:00 | 02:30 | 920.00


Here are the 16 flight plans:

DEN | SPU | United | 0 | 08:00 | 11:30 | 450.00
DEN | SPU | Lufthansa | 1 (FRA) | 10:30 | 18:45 | 620.00
DEN | SPU | American | 0 | 14:15 | 17:45 | 380.00
DEN | SPU | Delta | 1 (CDG) | 16:00 | 23:30 | 750.00
DEN | SPU | Air Canada | 1 (YYZ) | 18:30 | 01:15 | 550.00
DEN | SPU | British Airways | 0 | 20:45 | 00:15 | 420.00
DEN | SPU | KLM | 1 (AMS) | 07:00 | 14:30 | 580.00
DEN | SPU | Swiss | 1 (ZRH) | 12:15 | 20:45 | 640.00

SPU | DEN | United | 0 | 06:30 | 09:00 | 410.00
SPU | DEN | Lufthansa | 1 (FRA) | 08:45 | 16:15 | 680.00
SPU | DEN | American | 0 | 11:00 | 13:30 | 350.00
SPU | DEN | Delta | 1 (CDG) | 13:30 | 20:00 | 720.00
SPU | DEN | Air Canada | 1 (YYZ) | 15:45 | 22:20 | 600.00
SPU | DEN | British Airways | 0 | 17:15 | 19:45 | 390.00
SPU | DEN | KLM | 1 (AMS) | 19:00 | 01:30 | 650.00
SPU | DEN | Swiss | 1 (ZRH) | 21:30 | 04:00 | 710.00


DEN | ARN | Lufthansa | Non-stop | 08:30 | 18:45 | 850.00
DEN | ARN | United | 1 stop (FRA) | 09:15 | 20:10 | 720.00
DEN | ARN | SAS | Non-stop | 10:00 | 20:20 | 900.00
DEN | ARN | American | 2 stops (PHL, LHR) | 11:30 | 22:50 | 620.00
DEN | ARN | Delta | 1 stop (AMS) | 12:45 | 23:15 | 780.00
DEN | ARN | Icelandair | 1 stop (KEF) | 13:00 | 23:40 | 680.00
DEN | ARN | British Airways | 2 stops (LHR, OSL) | 14:15 | 01:20 | 740.00
DEN | ARN | Swiss | Non-stop | 15:30 | 01:50 | 920.00
ARN | DEN | Lufthansa | Non-stop | 09:00 | 11:20 | 820.00
ARN | DEN | United | 1 stop (EWR) | 10:30 | 13:10 | 750.00
ARN | DEN | SAS | Non-stop | 11:45 | 14:15 | 940.00
ARN | DEN | American | 2 stops (LHR, PHL) | 12:50 | 16:30 | 700.00
ARN | DEN | Delta | 1 stop (CDG) | 14:00 | 17:40 | 810.00
ARN | DEN | Icelandair | 1 stop (KEF) | 15:15 | 19:00 | 730.00
ARN | DEN | British Airways | 2 stops (OSL, LHR) | 16:30 | 21:10 | 790.00
ARN | DEN | Swiss | Non-stop | 18:00 | 22:30 | 980.00


DEN | SYD | Qantas | 0 | 10:30 | 07:05 | 850.00
DEN | SYD | American Airlines | 1 (LAX) | 12:00 | 09:30 | 950.00
DEN | SYD | United | 2 (SFO, HNL) | 14:30 | 12:00 | 1050.00
DEN | SYD | Delta | 0 | 16:00 | 12:30 | 1000.00
DEN | SYD | Virgin Australia | 1 (MEL) | 18:30 | 15:00 | 1100.00
DEN | SYD | Air New Zealand | 2 (AKL, CHC) | 20:00 | 17:30 | 1200.00
DEN | SYD | Emirates | 1 (DXB) | 22:00 | 19:30 | 1300.00
DEN | SYD | Singapore Airlines | 2 (SIN, MEL) | 23:59 | 21:30 | 1400.00
SYD | DEN | Qantas | 0 | 09:00 | 06:30 | 900.00
SYD | DEN | United | 1 (HNL) | 11:30 | 09:00 | 1000.00
SYD | DEN | American Airlines | 2 (LAX, DFW) | 13:30 | 11:30 | 1100.00
SYD | DEN | Delta | 0 | 15:30 | 13:00 | 1050.00
SYD | DEN | Virgin Australia | 1 (BNE) | 17:30 | 15:30 | 1150.00
SYD | DEN | Air New Zealand | 2 (CHC, AKL) | 19:30 | 17:30 | 1250.00
SYD | DEN | Emirates | 1 (DXB) | 21:30 | 19:30 | 1350.00
SYD | DEN | Singapore Airlines | 2 (MEL, SIN) | 23:59 | 21:59 | 1450.00


DEN | NRT | UA | 1 (SFO) | 08:30 | 10:15 | 850.00
DEN | NRT | AA | 2 (DFW, HNL) | 09:45 | 12:00 | 1050.00
DEN | NRT | JL | 0 | 11:00 | 13:30 | 900.00
DEN | NRT | DL | 1 (LAX) | 12:15 | 14:45 | 950.00
DEN | NRT | NH | 1 (SJC) | 13:30 | 16:00 | 1000.00
DEN | NRT | UA | 2 (ORD, SEA) | 14:45 | 17:15 | 1200.00
DEN | NRT | AA | 1 (HNL) | 16:00 | 18:30 | 1100.00
DEN | NRT | JL | 0 | 17:30 | 20:00 | 950.00
NRT | DEN | UA | 1 (SFO) | 08:00 | 14:30 | 900.00
NRT | DEN | JL | 0 | 09:30 | 16:00 | 850.00
NRT | DEN | NH | 1 (SJC) | 11:00 | 18:30 | 1000.00
NRT | DEN | AA | 2 (HNL, DFW) | 12:30 | 20:00 | 1150.00
NRT | DEN | DL | 1 (LAX) | 14:00 | 21:30 | 1050.00
NRT | DEN | UA | 2 (SEA, ORD) | 15:30 | 23:00 | 1250.00
NRT | DEN | JL | 0 | 17:00 | 01:30 | 950.00
NRT | DEN | AA | 1 (HNL) | 19:00 | 03:30 | 1100.00


DEN | HND | United | 0 | 09:00 | 11:30 | 850.00
DEN | HND | ANA | 1 (NRT) | 11:30 | 14:45 | 950.00
DEN | HND | Japan Airlines | 0 | 13:15 | 15:45 | 1050.00
DEN | HND | American Airlines | 1 (LAX) | 14:00 | 17:30 | 900.00
DEN | HND | Delta | 1 (SEA) | 15:30 | 19:00 | 1000.00
DEN | HND | Lufthansa | 2 (FRA, NRT) | 16:45 | 21:15 | 1200.00
DEN | HND | Korean Air | 1 (ICN) | 18:00 | 21:30 | 1100.00
DEN | HND | Asiana | 1 (ICN) | 19:30 | 23:00 | 1150.00
HND | DEN | United | 0 | 09:30 | 06:00 | 800.00
HND | DEN | ANA | 1 (NRT) | 11:00 | 08:30 | 900.00
HND | DEN | Japan Airlines | 0 | 12:45 | 10:15 | 1000.00
HND | DEN | American Airlines | 1 (LAX) | 14:15 | 12:45 | 850.00
HND | DEN | Delta | 1 (SEA) | 15:45 | 14:15 | 950.00
HND | DEN | Lufthansa | 2 (FRA, LAX) | 17:00 | 16:30 | 1250.00
HND | DEN | Korean Air | 1 (ICN) | 18:30 | 17:00 | 1050.00
HND | DEN | Asiana | 1 (ICN) | 20:00 | 18:30 | 1100.00
HND | DEN | China Eastern | 2 (PVG, LAX) | 21:30 | 20:00 | 1300.00


DEN | YYZ | United | 0 | 08:00 | 14:30 | 450.00
DEN | YYZ | WestJet | 1 (ORD) | 09:30 | 17:45 | 520.00
DEN | YYZ | Air Canada | 0 | 11:15 | 17:50 | 480.00
DEN | YYZ | American | 1 (DFW) | 12:00 | 20:10 | 550.00
DEN | YYZ | Delta | 0 | 13:45 | 20:20 | 500.00
DEN | YYZ | Frontier | 1 (MKE) | 14:30 | 22:00 | 580.00
DEN | YYZ | Sun Country | 1 (MSP) | 15:15 | 22:45 | 600.00
DEN | YYZ | Spirit | 1 (LAX) | 16:00 | 23:50 | 620.00
YYZ | DEN | WestJet | 0 | 08:30 | 10:15 | 420.00
YYZ | DEN | Air Canada | 1 (YUL) | 09:45 | 12:20 | 540.00
YYZ | DEN | United | 0 | 11:00 | 13:40 | 460.00
YYZ | DEN | American | 1 (PHL) | 12:30 | 15:50 | 560.00
YYZ | DEN | Delta | 0 | 13:15 | 15:55 | 480.00
YYZ | DEN | Frontier | 1 (ATL) | 14:45 | 17:20 | 590.00
YYZ | DEN | Sun Country | 1 (ORD) | 15:30 | 18:05 | 610.00
YYZ | DEN | Spirit | 1 (DFW) | 16:15 | 19:00 | 630.00


Here are the 16 flight plans:

DEN | YVR | UA | 0 | 08:00 | 10:35 | 250.00
DEN | YVR | WN | 1 (SLC) | 09:15 | 12:20 | 220.00
DEN | YVR | DL | 0 | 10:45 | 13:10 | 280.00
DEN | YVR | AS | 1 (SEA) | 11:30 | 14:40 | 240.00
DEN | YVR | F9 | 0 | 12:00 | 14:25 | 200.00
DEN | YVR | AA | 1 (LAX) | 13:15 | 16:30 | 260.00
DEN | YVR | UA | 1 (SFO) | 14:30 | 17:45 | 290.00
DEN | YVR | WN | 0 | 15:45 | 18:10 | 230.00

YVR | DEN | AC | 0 | 08:30 | 12:55 | 270.00
YVR | DEN | WS | 1 (YYC) | 09:45 | 13:10 | 240.00
YVR | DEN | DL | 0 | 11:00 | 14:25 | 300.00
YVR | DEN | AS | 1 (PDX) | 12:15 | 15:35 | 250.00
YVR | DEN | F9 | 0 | 13:30 | 16:55 | 210.00
YVR | DEN | AA | 1 (PHX) | 14:45 | 18:10 | 280.00
YVR | DEN | UA | 1 (SFO) | 15:50 | 19:15 | 310.00
YVR | DEN | WN | 0 | 17:00 | 20:25 | 260.00


DEN | VIE | Lufthansa | 1 (FRA) | 08:00 | 18:35 | 850.00
DEN | VIE | Austrian Airlines | 0 | 10:30 | 20:05 | 950.00
DEN | VIE | United | 1 (EWR) | 12:15 | 22:40 | 820.00
DEN | VIE | Swiss | 1 (ZRH) | 14:00 | 00:25 | 900.00
DEN | VIE | Turkish Airlines | 1 (IST) | 16:30 | 02:55 | 780.00
DEN | VIE | KLM | 1 (AMS) | 18:45 | 05:10 | 860.00
DEN | VIE | British Airways | 1 (LHR) | 20:00 | 06:25 | 940.00
DEN | VIE | Air France | 1 (CDG) | 21:15 | 07:40 | 910.00
VIE | DEN | Lufthansa | 1 (FRA) | 08:50 | 18:20 | 870.00
VIE | DEN | Austrian Airlines | 0 | 11:15 | 20:40 | 970.00
VIE | DEN | United | 1 (EWR) | 13:00 | 22:25 | 840.00
VIE | DEN | Swiss | 1 (ZRH) | 14:45 | 00:10 | 920.00
VIE | DEN | Turkish Airlines | 1 (IST) | 17:15 | 03:40 | 800.00
VIE | DEN | KLM | 1 (AMS) | 19:30 | 05:55 | 880.00
VIE | DEN | British Airways | 1 (LHR) | 20:45 | 06:50 | 960.00
VIE | DEN | Air France | 1 (CDG) | 22:00 | 08:15 | 930.00


DEN | ZRH | United | Non-stop | 08:00 | 18:30 | 850.00
DEN | ZRH | Lufthansa | 1 stop (FRA) | 09:15 | 19:45 | 920.00
DEN | ZRH | Swiss | Non-stop | 10:30 | 20:50 | 950.00
DEN | ZRH | American | 1 stop (PHL) | 11:45 | 22:15 | 980.00
DEN | ZRH | Delta | 2 stops (ATL, CDG) | 13:00 | 23:30 | 1100.00
DEN | ZRH | Air Canada | 1 stop (YYZ) | 14:15 | 00:45 | 1050.00
DEN | ZRH | British Airways | 1 stop (LHR) | 15:30 | 02:00 | 1020.00
DEN | ZRH | KLM | 2 stops (AMS, BRU) | 16:45 | 03:15 | 1150.00
ZRH | DEN | Swiss | Non-stop | 08:00 | 10:30 | 900.00
ZRH | DEN | Lufthansa | 1 stop (FRA) | 09:15 | 12:00 | 980.00
ZRH | DEN | United | 1 stop (EWR) | 10:30 | 13:15 | 950.00
ZRH | DEN | American | 2 stops (PHL, ORD) | 11:45 | 15:30 | 1080.00
ZRH | DEN | Delta | 1 stop (ATL) | 13:00 | 16:15 | 1020.00
ZRH | DEN | Air Canada | 1 stop (YYZ) | 14:15 | 17:45 | 1050.00
ZRH | DEN | British Airways | 2 stops (LHR, IAD) | 15:30 | 20:00 | 1150.00
ZRH | DEN | KLM | 1 stop (AMS) | 16:45 | 19:15 | 1100.00
