

Here are the 16 flight plans:

BOS | SEA | AA | 1 (ORD) | 06:00 | 11:30 | 450.00
BOS | HAN | JL | 1 (HKG) | 10:30 | 23:55 | 920.00
BOS | HAN | KE | 1 (ICN) | 12:00 | 01:20 | 950.00
BOS | HAN | CX | 1 (HKG) | 14:00 | 03:25 | 980.00
BOS | HAN | SQ | 1 (SIN) | 16:00 | 05:30 | 1050.00
BOS | HAN | TG | 1 (BKK) | 18:00 | 07:35 | 1100.00
BOS | HAN | MH | 1 (KUL) | 20:00 | 09:40 | 1150.00
BOS | HAN | VN | 0 | 22:00 | 17:30 | 1200.00
HAN | BOS | VN | 1 (NRT) | 08:00 | 20:35 | 850.00
HAN | BOS | JL | 1 (HKG) | 10:30 | 22:55 | 920.00
HAN | BOS | KE | 1 (ICN) | 12:00 | 00:20 | 950.00
HAN | BOS | CX | 1 (HKG) | 14:00 | 02:25 | 980.00
HAN | BOS | SQ | 1 (SIN) | 16:00 | 04:30 | 1050.00
HAN | BOS | TG | 1 (BKK) | 18:00 | 06:35 | 1100.00
HAN | BOS | MH | 1 (KUL) | 20:00 | 08:40 | 1150.00
HAN | BOS | VN | 0 | 22:00 | 17:30 | 1200.00


Here are the 16 flight plans:

BOS | HKG | AA | 1 (NRT) | 08:00 | 22:30 | 850.00
BOS | HKG | JL | 1 (HND) | 09:30 | 23:50 | 900.00
BOS | HKG | CX | 0 | 11:00 | 19:00 | 1200.00
BOS | HKG | UA | 1 (SFO) | 12:30 | 02:50 | 1000.00
BOS | HKG | DL | 1 (LAX) | 13:00 | 03:20 | 950.00
BOS | HKG | AC | 1 (YVR) | 14:00 | 04:30 | 1100.00
BOS | HKG | SQ | 1 (SIN) | 15:00 | 05:50 | 1300.00
BOS | HKG | BR | 1 (TPE) | 16:00 | 06:20 | 1250.00
HKG | BOS | CX | 0 | 08:00 | 20:00 | 1300.00
HKG | BOS | JL | 1 (HND) | 09:30 | 21:50 | 1000.00
HKG | BOS | UA | 1 (SFO) | 11:00 | 23:20 | 1100.00
HKG | BOS | AA | 1 (NRT) | 12:30 | 00:50 | 900.00
HKG | BOS | DL | 1 (LAX) | 13:00 | 01:20 | 950.00
HKG | BOS | AC | 1 (YVR) | 14:00 | 02:30 | 1200.00
HKG | BOS | SQ | 1 (SIN) | 15:00 | 03:50 | 1400.00
HKG | BOS | BR | 1 (TPE) | 16:00 | 04:20 | 1350.00
HKG | BOS | CI | 1 (TPE) | 17:00 | 05:30 | 1320.00


Here are the 16 flight plans:

BOS | IST | Turkish Airlines | Non-stop | 08:00 | 17:30 | 850.00
BOS | IST | Lufthansa | 1 stop (FRA) | 10:30 | 19:15 | 950.00
BOS | IST | American Airlines | 1 stop (PHL) | 12:45 | 21:50 | 1050.00
BOS | IST | Delta Air Lines | Non-stop | 14:00 | 22:30 | 1200.00
BOS | IST | Swiss International | 1 stop (ZRH) | 16:15 | 00:45 | 1100.00
BOS | IST | United Airlines | 1 stop (EWR) | 18:30 | 02:15 | 1000.00
BOS | IST | Austrian Airlines | 1 stop (VIE) | 20:45 | 04:30 | 1150.00
BOS | IST | British Airways | 1 stop (LHR) | 22:50 | 06:20 | 1250.00

IST | BOS | Turkish Airlines | Non-stop | 09:30 | 13:00 | 900.00
IST | BOS | Lufthansa | 1 stop (FRA) | 11:45 | 16:15 | 1050.00
IST | BOS | American Airlines | 1 stop (PHL) | 14:00 | 19:30 | 1150.00
IST | BOS | Delta Air Lines | Non-stop | 16:15 | 21:45 | 1300.00
IST | BOS | Swiss International | 1 stop (ZRH) | 18:30 | 00:05 | 1200.00
IST | BOS | United Airlines | 1 stop (EWR) | 20:45 | 02:20 | 1100.00
IST | BOS | Austrian Airlines | 1 stop (VIE) | 22:50 | 04:55 | 1250.00
IST | BOS | British Airways | 1 stop (LHR) | 01:00 | 07:30 | 1400.00


BOS | TLV | EL AL | 0 | 08:00 | 18:30 | 850.00
BOS | TLV | Delta | 1 (AMS) | 10:30 | 20:15 | 950.00
BOS | TLV | Lufthansa | 1 (FRA) | 12:00 | 21:45 | 1050.00
BOS | TLV | American Airlines | 1 (PHL) | 13:30 | 22:20 | 1000.00
BOS | TLV | Turkish Airlines | 1 (IST) | 14:45 | 23:10 | 1100.00
BOS | TLV | United | 1 (EWR) | 15:15 | 23:40 | 1020.00
BOS | TLV | Iberia | 1 (MAD) | 16:30 | 00:15 | 1080.00
BOS | TLV | Austrian Airlines | 1 (VIE) | 17:45 | 00:50 | 1120.00
TLV | BOS | EL AL | 0 | 09:00 | 14:30 | 900.00
TLV | BOS | Delta | 1 (CDG) | 10:45 | 16:20 | 980.00
TLV | BOS | Lufthansa | 1 (MUC) | 12:15 | 18:00 | 1030.00
TLV | BOS | American Airlines | 1 (LHR) | 13:30 | 19:15 | 1010.00
TLV | BOS | Turkish Airlines | 1 (IST) | 14:45 | 20:30 | 1090.00
TLV | BOS | United | 1 (EWR) | 15:15 | 21:00 | 1040.00
TLV | BOS | Iberia | 1 (BCN) | 16:30 | 22:15 | 1070.00
TLV | BOS | Austrian Airlines | 1 (VIE) | 17:45 | 23:00 | 1110.00


Here are the 16 flight plans:

BOS | LIM | LATAM | 0 | 08:00 | 22:30 | 850.00
BOS | LIM | American Airlines | 1 (MIA) | 09:30 | 23:45 | 950.00
BOS | LIM | Delta | 0 | 11:00 | 01:15 | 1000.00
BOS | LIM | Avianca | 1 (BOG) | 12:30 | 02:45 | 1050.00
BOS | LIM | United | 0 | 14:00 | 04:15 | 1100.00
BOS | LIM | Copa Airlines | 1 (PTY) | 15:30 | 05:45 | 1150.00
BOS | LIM | Spirit Airlines | 1 (FLL) | 17:00 | 07:15 | 1200.00
BOS | LIM | JetBlue | 0 | 19:00 | 09:15 | 1250.00
LIM | BOS | LATAM | 0 | 01:00 | 14:30 | 900.00
LIM | BOS | American Airlines | 1 (MIA) | 02:30 | 16:45 | 1000.00
LIM | BOS | Delta | 0 | 04:00 | 18:15 | 1050.00
LIM | BOS | Avianca | 1 (BOG) | 05:30 | 20:45 | 1100.00
LIM | BOS | United | 0 | 07:00 | 22:15 | 1150.00
LIM | BOS | Copa Airlines | 1 (PTY) | 08:30 | 00:45 | 1200.00
LIM | BOS | Spirit Airlines | 1 (FLL) | 10:00 | 02:15 | 1250.00
LIM | BOS | JetBlue | 0 | 11:30 | 04:45 | 1300.00
LIM | BOS | Aeromexico | 1 (MEX) | 13:00 | 06:15 | 1350.00


Here are the 16 flight plans:

BOS | LHR | American Airlines | Non-stop | 08:00 | 18:30 | 450.00
BOS | LHR | British Airways | 1 stop (JFK) | 10:30 | 20:45 | 520.00
BOS | LHR | Delta Air Lines | Non-stop | 12:15 | 22:40 | 480.00
BOS | LHR | United Airlines | 1 stop (EWR) | 14:00 | 01:20 | 500.00
BOS | LHR | Lufthansa | 1 stop (FRA) | 16:00 | 03:30 | 550.00
BOS | LHR | Virgin Atlantic | Non-stop | 18:00 | 06:30 | 530.00
BOS | LHR | Swiss International | 1 stop (ZRH) | 20:00 | 08:30 | 580.00
BOS | LHR | KLM Royal Dutch | 1 stop (AMS) | 22:00 | 10:30 | 560.00
LHR | BOS | British Airways | Non-stop | 09:00 | 11:30 | 420.00
LHR | BOS | American Airlines | 1 stop (PHL) | 11:30 | 14:45 | 490.00
LHR | BOS | Delta Air Lines | Non-stop | 13:15 | 16:40 | 450.00
LHR | BOS | United Airlines | 1 stop (ORD) | 15:00 | 18:20 | 470.00
LHR | BOS | Air Canada | 1 stop (YYZ) | 17:00 | 20:30 | 510.00
LHR | BOS | Iberia | 1 stop (MAD) | 19:00 | 22:45 | 540.00
LHR | BOS | Turkish Airlines | 1 stop (IST) | 21:00 | 01:15 | 570.00
LHR | BOS | Finnair | 1 stop (HEL) | 23:00 | 03:30 | 590.00


Here are the 16 flight plans:

BOS | MAD | Iberia | 1 (LHR) | 08:00 | 18:30 | 450.00
BOS | MAD | American | 0 | 10:00 | 14:30 | 550.00
BOS | MAD | Delta | 1 (CDG) | 12:00 | 20:00 | 480.00
BOS | MAD | LATAM | 1 (GRU) | 14:00 | 22:30 | 620.00
BOS | MAD | United | 0 | 16:00 | 20:30 | 580.00
BOS | MAD | TAP Air Portugal | 1 (LIS) | 18:00 | 23:59 | 500.00
BOS | MAD | Air Europa | 0 | 20:00 | 00:30 | 520.00
BOS | MAD | Swiss | 1 (ZRH) | 22:00 | 02:30 | 540.00
MAD | BOS | Iberia | 0 | 08:00 | 10:30 | 420.00
MAD | BOS | American | 1 (PHL) | 10:00 | 14:00 | 500.00
MAD | BOS | Delta | 0 | 12:00 | 14:30 | 480.00
MAD | BOS | LATAM | 1 (SCL) | 14:00 | 18:30 | 580.00
MAD | BOS | United | 1 (EWR) | 16:00 | 20:00 | 520.00
MAD | BOS | TAP Air Portugal | 0 | 18:00 | 20:30 | 450.00
MAD | BOS | Air Europa | 1 (BCN) | 20:00 | 23:59 | 500.00
MAD | BOS | Swiss | 0 | 22:00 | 00:30 | 480.00


Here are the 16 flight plans:

BOS | MEX | American Airlines | Non-stop | 08:00 | 12:30 | 420.00
BOS | MEX | Delta Air Lines | 1 stop (ATL) | 09:30 | 15:45 | 480.00
BOS | MEX | United Airlines | Non-stop | 11:15 | 15:45 | 450.00
BOS | MEX | Aeromexico | Non-stop | 13:00 | 17:30 | 500.00
BOS | MEX | JetBlue Airways | 1 stop (FLL) | 14:45 | 19:00 | 520.00
BOS | MEX | Spirit Airlines | 1 stop (TPA) | 16:00 | 21:15 | 440.00
BOS | MEX | Frontier Airlines | 1 stop (DEN) | 17:30 | 22:45 | 460.00
BOS | MEX | Alaska Airlines | Non-stop | 19:00 | 23:30 | 510.00
MEX | BOS | Aeromexico | Non-stop | 08:00 | 14:30 | 530.00
MEX | BOS | American Airlines | 1 stop (PHL) | 09:30 | 16:45 | 550.00
MEX | BOS | Delta Air Lines | Non-stop | 11:15 | 17:45 | 520.00
MEX | BOS | United Airlines | 1 stop (ORD) | 12:45 | 19:00 | 490.00
MEX | BOS | JetBlue Airways | 1 stop (JFK) | 14:00 | 20:15 | 500.00
MEX | BOS | Spirit Airlines | 1 stop (BWI) | 15:30 | 21:45 | 470.00
MEX | BOS | Frontier Airlines | 1 stop (LAS) | 17:00 | 23:15 | 480.00
MEX | BOS | Alaska Airlines | Non-stop | 18:30 | 00:45 | 540.00


Here are the 16 flight plans:

BOS | MBJ | AA | 1 (MIA) | 08:00 | 13:45 | 542.00
BOS | MBJ | DL | 1 (ATL) | 10:30 | 16:15 | 512.00
BOS | MBJ | UA | 1 (EWR) | 12:00 | 18:00 | 582.00
BOS | MBJ | WN | 1 (FLL) | 14:00 | 20:00 | 472.00
BOS | MBJ | B6 | 0 | 16:00 | 20:45 | 450.00
BOS | MBJ | AA | 2 (MIA, PBI) | 18:00 | 23:59 | 642.00
BOS | MBJ | DL | 2 (ATL, NAS) | 20:00 | 02:00 | 722.00
BOS | MBJ | UA | 2 (EWR, IAD) | 22:00 | 04:00 | 802.00

MBJ | BOS | AA | 1 (MIA) | 08:00 | 13:45 | 542.00
MBJ | BOS | DL | 1 (ATL) | 10:30 | 16:15 | 512.00
MBJ | BOS | UA | 1 (EWR) | 12:00 | 18:00 | 582.00
MBJ | BOS | WN | 1 (FLL) | 14:00 | 20:00 | 472.00
MBJ | BOS | B6 | 0 | 16:00 | 20:45 | 450.00
MBJ | BOS | AA | 2 (MIA, PBI) | 18:00 | 23:59 | 642.00
MBJ | BOS | DL | 2 (ATL, NAS) | 20:00 | 02:00 | 722.00
MBJ | BOS | UA | 2 (EWR, IAD) | 22:00 | 04:00 | 802.00


Here are the 16 flight plans:

BOS | YUL | AC | 0 | 08:00 | 09:35 | 220.00
BOS | YUL | DL | 1 (LGA) | 10:15 | 12:50 | 280.00
BOS | YUL | UA | 0 | 12:45 | 14:20 | 250.00
BOS | YUL | WS | 1 (YYZ) | 14:00 | 16:35 | 300.00
BOS | YUL | AA | 0 | 16:30 | 18:05 | 230.00
BOS | YUL | B6 | 1 (JFK) | 18:00 | 20:35 | 260.00
BOS | YUL | AS | 0 | 20:15 | 21:50 | 240.00
BOS | YUL | NK | 1 (EWR) | 21:45 | 00:20 | 290.00

YUL | BOS | AC | 0 | 07:00 | 08:35 | 210.00
YUL | BOS | DL | 1 (LGA) | 09:15 | 11:50 | 270.00
YUL | BOS | UA | 0 | 11:45 | 13:20 | 240.00
YUL | BOS | WS | 1 (YYZ) | 13:00 | 15:35 | 310.00
YUL | BOS | AA | 0 | 15:30 | 17:05 | 220.00
YUL | BOS | B6 | 1 (JFK) | 17:00 | 19:35 | 280.00
YUL | BOS | AS | 0 | 19:15 | 20:50 | 230.00
YUL | BOS | NK | 1 (EWR) | 20:45 | 23:20 | 300.00


Here are the 16 flight plans:

BOS | BOM | AA | 1 (LHR) | 08:00 | 20:30 | 850.00
BOS | BOM | UA | 2 (EWR, FRA) | 10:00 | 22:45 | 1100.00
BOS | BOM | DL | 0 | 12:00 | 23:59 | 900.00
BOS | BOM | LH | 1 (FRA) | 14:00 | 02:30 | 1000.00
BOS | BOM | BA | 1 (LHR) | 16:00 | 04:15 | 950.00
BOS | BOM | QR | 1 (DOH) | 18:00 | 05:45 | 1050.00
BOS | BOM | EK | 1 (DXB) | 20:00 | 07:30 | 1200.00
BOS | BOM | TG | 2 (BKK, KUL) | 22:00 | 10:15 | 1300.00
BOM | BOS | AA | 1 (LHR) | 02:00 | 14:30 | 900.00
BOM | BOS | UA | 2 (FRA, EWR) | 04:00 | 16:45 | 1150.00
BOM | BOS | DL | 0 | 06:00 | 18:59 | 950.00
BOM | BOS | LH | 1 (FRA) | 08:00 | 20:30 | 1050.00
BOM | BOS | BA | 1 (LHR) | 10:00 | 22:15 | 1000.00
BOM | BOS | QR | 1 (DOH) | 12:00 | 00:45 | 1100.00
BOM | BOS | EK | 1 (DXB) | 14:00 | 02:30 | 1250.00
BOM | BOS | TG | 2 (KUL, BKK) | 16:00 | 04:15 | 1350.00


BOS | OSL | Norwegian | 1 (KEF) | 08:00 | 18:30 | 450.00
BOS | OSL | SAS | 0 | 10:00 | 18:00 | 520.00
BOS | OSL | Lufthansa | 1 (FRA) | 12:00 | 20:30 | 600.00
BOS | OSL | American | 2 (PHL, LHR) | 14:00 | 22:30 | 750.00
BOS | OSL | Delta | 1 (AMS) | 16:00 | 00:30 | 680.00
BOS | OSL | United | 1 (EWR) | 18:00 | 02:30 | 620.00
BOS | OSL | KLM | 1 (AMS) | 20:00 | 04:30 | 700.00
BOS | OSL | British Airways | 1 (LHR) | 22:00 | 06:30 | 580.00
OSL | BOS | Norwegian | 1 (KEF) | 08:00 | 14:30 | 420.00
OSL | BOS | SAS | 0 | 10:00 | 16:00 | 500.00
OSL | BOS | Lufthansa | 1 (FRA) | 12:00 | 18:30 | 580.00
OSL | BOS | American | 2 (LHR, PHL) | 14:00 | 20:30 | 720.00
OSL | BOS | Delta | 1 (AMS) | 16:00 | 22:30 | 650.00
OSL | BOS | United | 1 (EWR) | 18:00 | 00:30 | 590.00
OSL | BOS | KLM | 1 (AMS) | 20:00 | 02:30 | 670.00
OSL | BOS | British Airways | 1 (LHR) | 22:00 | 04:30 | 550.00


Here are the 16 flight plans:

BOS | PTY | AA | 1 (MIA) | 08:00 | 14:30 | 450.00
BOS | PTY | LATAM | 1 (LIM) | 10:00 | 17:00 | 520.00
BOS | PTY | COPA | 0 | 12:00 | 18:30 | 380.00
BOS | PTY | AVIANCA | 1 (BOG) | 14:00 | 20:30 | 480.00
BOS | PTY | DELTA | 1 (ATL) | 16:00 | 22:30 | 500.00
BOS | PTY | JETBLUE | 1 (FLL) | 18:00 | 00:30 | 420.00
BOS | PTY | SPIRIT | 1 (FLL) | 20:00 | 02:30 | 400.00
BOS | PTY | UNITED | 1 (EWR) | 22:00 | 04:30 | 440.00
PTY | BOS | AA | 1 (MIA) | 08:00 | 14:30 | 450.00
PTY | BOS | LATAM | 1 (LIM) | 10:00 | 17:00 | 520.00
PTY | BOS | COPA | 0 | 12:00 | 18:30 | 380.00
PTY | BOS | AVIANCA | 1 (BOG) | 14:00 | 20:30 | 480.00
PTY | BOS | DELTA | 1 (ATL) | 16:00 | 22:30 | 500.00
PTY | BOS | JETBLUE | 1 (FLL) | 18:00 | 00:30 | 420.00
PTY | BOS | SPIRIT | 1 (FLL) | 20:00 | 02:30 | 400.00
PTY | BOS | UNITED | 1 (EWR) | 22:00 | 04:30 | 440.00
PTY | BOS | AMERICAN | 0 | 06:00 | 12:30 | 460.00


Here are the 16 flight plans:

BOS | CDG | American Airlines | Non-stop | 08:00 | 18:30 | 450.00
BOS | CDG | Delta Air Lines | 1 stop (AMS) | 10:30 | 20:15 | 520.00
BOS | CDG | Air France | Non-stop | 12:00 | 22:00 | 600.00
BOS | CDG | Lufthansa | 1 stop (FRA) | 14:00 | 23:45 | 580.00
BOS | CDG | United Airlines | 2 stops (EWR, ZRH) | 16:00 | 02:30 | 700.00
BOS | CDG | British Airways | 1 stop (LHR) | 18:00 | 03:15 | 650.00
BOS | CDG | KLM Royal Dutch | 1 stop (AMS) | 20:00 | 04:30 | 620.00
BOS | CDG | Iberia | 2 stops (MAD, BCN) | 22:00 | 06:45 | 750.00

CDG | BOS | Air France | Non-stop | 08:00 | 10:30 | 550.00
CDG | BOS | American Airlines | 1 stop (PHL) | 10:30 | 14:15 | 620.00
CDG | BOS | Delta Air Lines | Non-stop | 12:00 | 14:30 | 580.00
CDG | BOS | Lufthansa | 1 stop (FRA) | 14:00 | 18:45 | 650.00
CDG | BOS | United Airlines | 2 stops (EWR, IAD) | 16:00 | 22:30 | 800.00
CDG | BOS | British Airways | 1 stop (LHR) | 18:00 | 23:15 | 720.00
CDG | BOS | KLM Royal Dutch | 1 stop (AMS) | 20:00 | 01:30 | 690.00
CDG | BOS | Iberia | 2 stops (BCN, MAD) | 22:00 | 04:45 | 850.00


Here are the 16 flight plans:

BOS | HKT | Thai Airways | 1 (NRT) | 08:30 | 22:15 | 850.00
BOS | HKT | Japan Airlines | 1 (HND) | 09:45 | 23:50 | 920.00
BOS | HKT | Cathay Pacific | 1 (HKG) | 11:00 | 01:30 | 780.00
BOS | HKT | Singapore Airlines | 1 (SIN) | 12:15 | 02:45 | 850.00
BOS | HKT | Qatar Airways | 1 (DOH) | 13:30 | 04:00 | 900.00
BOS | HKT | Emirates | 1 (DXB) | 14:45 | 05:15 | 980.00
BOS | HKT | Lufthansa | 2 (FRA, BKK) | 16:00 | 07:30 | 1050.00
BOS | HKT | Turkish Airlines | 2 (IST, BKK) | 17:15 | 08:45 | 1100.00

HKT | BOS | Thai Airways | 1 (NRT) | 08:00 | 20:45 | 850.00
HKT | BOS | Japan Airlines | 1 (HND) | 09:15 | 22:10 | 920.00
HKT | BOS | Cathay Pacific | 1 (HKG) | 10:30 | 23:55 | 780.00
HKT | BOS | Singapore Airlines | 1 (SIN) | 11:45 | 01:20 | 850.00
HKT | BOS | Qatar Airways | 1 (DOH) | 13:00 | 03:25 | 900.00
HKT | BOS | Emirates | 1 (DXB) | 14:15 | 04:40 | 980.00
HKT | BOS | Lufthansa | 2 (BKK, FRA) | 15:30 | 06:55 | 1050.00
HKT | BOS | Turkish Airlines | 2 (BKK, IST) | 16:45 | 08:10 | 1100.00


Here are the 16 flight plans:

BOS | PRG | Delta | 0 | 08:00 | 18:30 | 450.00
BOS | PRG | Lufthansa | 1 (FRA) | 09:30 | 20:15 | 520.00
BOS | PRG | Swiss | 1 (ZRH) | 11:15 | 22:00 | 480.00
BOS | PRG | KLM | 1 (AMS) | 13:45 | 23:30 | 500.00
BOS | PRG | American | 0 | 15:00 | 23:50 | 420.00
BOS | PRG | British Airways | 1 (LHR) | 16:30 | 01:15 | 550.00
BOS | PRG | United | 1 (EWR) | 18:00 | 02:45 | 490.00
BOS | PRG | TAP Air Portugal | 1 (LIS) | 20:15 | 04:00 | 510.00
PRG | BOS | Czech Airlines | 0 | 06:00 | 10:30 | 380.00
PRG | BOS | Air France | 1 (CDG) | 08:15 | 14:45 | 440.00
PRG | BOS | Austrian | 1 (VIE) | 10:30 | 17:15 | 460.00
PRG | BOS | Iberia | 1 (MAD) | 12:45 | 20:30 | 480.00
PRG | BOS | Finnair | 1 (HEL) | 14:15 | 22:00 | 490.00
PRG | BOS | Turkish Airlines | 1 (IST) | 16:00 | 23:45 | 510.00
PRG | BOS | LOT Polish Airlines | 1 (WAW) | 17:30 | 01:15 | 420.00
PRG | BOS | SAS | 1 (CPH) | 19:15 | 02:50 | 450.00


Here are the 16 flight plans:

BOS | KEF | Icelandair | Non-stop | 08:00 | 16:30 | 450.00
BOS | KEF | WOW Air | 1 stop (LGW) | 10:00 | 18:45 | 380.00
BOS | KEF | Delta | Non-stop | 14:00 | 22:30 | 520.00
BOS | KEF | American Airlines | 1 stop (PHL) | 16:00 | 00:15 | 420.00
BOS | KEF | JetBlue | Non-stop | 18:00 | 02:30 | 480.00
BOS | KEF | United | 1 stop (EWR) | 20:00 | 04:15 | 400.00
BOS | KEF | Lufthansa | 2 stops (FRA, OSLO) | 06:00 | 14:30 | 550.00
BOS | KEF | British Airways | 1 stop (LHR) | 12:00 | 20:45 | 500.00
KEF | BOS | Icelandair | Non-stop | 08:00 | 10:30 | 420.00
KEF | BOS | WOW Air | 1 stop (LGW) | 10:00 | 14:45 | 350.00
KEF | BOS | Delta | Non-stop | 14:00 | 16:30 | 480.00
KEF | BOS | American Airlines | 1 stop (PHL) | 16:00 | 20:15 | 380.00
KEF | BOS | JetBlue | Non-stop | 18:00 | 20:30 | 440.00
KEF | BOS | United | 1 stop (EWR) | 20:00 | 00:15 | 360.00
KEF | BOS | Lufthansa | 2 stops (FRA, OSLO) | 06:00 | 12:30 | 500.00
KEF | BOS | British Airways | 1 stop (LHR) | 12:00 | 16:45 | 460.00


Here are the 16 flight plans:

BOS | GIG | LATAM | 1 (GRU) | 08:00 | 20:30 | 850.00
BOS | GIG | American Airlines | 2 (MIA, EZE) | 10:00 | 23:45 | 1200.00
BOS | GIG | Delta | 1 (ATL) | 12:00 | 22:00 | 900.00
BOS | GIG | United | Non-stop | 14:00 | 21:30 | 1000.00
BOS | GIG | Avianca | 1 (BOG) | 16:00 | 23:00 | 1100.00
BOS | GIG | Copa Airlines | 1 (PTY) | 18:00 | 00:30 | 950.00
BOS | GIG | LATAM | 2 (LIM, SCL) | 20:00 | 02:45 | 1300.00
BOS | GIG | Azul | Non-stop | 22:00 | 05:30 | 1050.00
GIG | BOS | LATAM | 1 (GRU) | 08:00 | 18:30 | 800.00
GIG | BOS | American Airlines | 2 (EZE, MIA) | 10:00 | 21:45 | 1150.00
GIG | BOS | Delta | 1 (ATL) | 12:00 | 20:00 | 850.00
GIG | BOS | United | Non-stop | 14:00 | 19:30 | 950.00
GIG | BOS | Avianca | 1 (BOG) | 16:00 | 21:00 | 1000.00
GIG | BOS | Copa Airlines | 1 (PTY) | 18:00 | 22:30 | 900.00
GIG | BOS | LATAM | 2 (SCL, LIM) | 20:00 | 01:45 | 1250.00
GIG | BOS | Azul | Non-stop | 22:00 | 04:30 | 1000.00


Here are the 16 flight plans:

BOS | FCO | American Airlines | 1 (CDG) | 08:00 | 18:30 | 850.00
BOS | FCO | Lufthansa | 1 (FRA) | 10:30 | 20:45 | 920.00
BOS | FCO | Delta Air Lines | 1 (AMS) | 12:00 | 22:15 | 980.00
BOS | FCO | British Airways | 1 (LHR) | 14:00 | 23:30 | 1050.00
BOS | FCO | Alitalia | 0 | 16:00 | 06:30 | 1200.00
BOS | FCO | KLM | 1 (AMS) | 18:00 | 08:15 | 1100.00
BOS | FCO | Swiss International | 1 (ZRH) | 20:00 | 10:30 | 1000.00
BOS | FCO | TAP Air Portugal | 1 (LIS) | 22:00 | 12:45 | 950.00

FCO | BOS | Alitalia | 0 | 09:00 | 11:30 | 1300.00
FCO | BOS | Lufthansa | 1 (FRA) | 11:30 | 14:45 | 1050.00
FCO | BOS | American Airlines | 1 (CDG) | 14:00 | 17:15 | 900.00
FCO | BOS | Delta Air Lines | 1 (AMS) | 16:30 | 20:45 | 1000.00
FCO | BOS | British Airways | 1 (LHR) | 18:30 | 22:45 | 1150.00
FCO | BOS | KLM | 1 (AMS) | 20:30 | 00:45 | 950.00
FCO | BOS | Swiss International | 1 (ZRH) | 22:30 | 03:15 | 1100.00
FCO | BOS | TAP Air Portugal | 1 (LIS) | 00:30 | 05:45 | 980.00


Here are the 16 flight plans:

BOS | SCL | LATAM | 1 (MIA) | 08:00 | 22:30 | 850.00
BOS | SCL | American | 2 (MIA, LIM) | 09:30 | 01:15 | 1050.00
BOS | SCL | Delta | 1 (ATL) | 11:00 | 23:45 | 900.00
BOS | SCL | LATAM | 0 | 13:00 | 21:15 | 1200.00
BOS | SCL | United | 2 (EWR, GRU) | 14:30 | 02:00 | 1100.00
BOS | SCL | Avianca | 1 (BOG) | 16:00 | 23:00 | 1000.00
BOS | SCL | Copa | 2 (PTY, LIM) | 17:30 | 01:45 | 950.00
BOS | SCL | Aerolineas | 1 (EZE) | 19:00 | 22:45 | 1050.00
SCL | BOS | LATAM | 1 (LIM) | 08:00 | 19:30 | 900.00
SCL | BOS | American | 2 (GRU, MIA) | 09:30 | 22:15 | 1150.00
SCL | BOS | Delta | 1 (ATL) | 11:00 | 20:45 | 950.00
SCL | BOS | LATAM | 0 | 13:00 | 18:15 | 1300.00
SCL | BOS | United | 2 (EWR, PTY) | 14:30 | 23:00 | 1200.00
SCL | BOS | Avianca | 1 (BOG) | 16:00 | 21:00 | 1100.00
SCL | BOS | Copa | 2 (PTY, MIA) | 17:30 | 00:45 | 1050.00
SCL | BOS | Aerolineas | 1 (EZE) | 19:00 | 20:45 | 1150.00


Here are the 16 flight plans:

BOS | ICN | Korean Air | 1 (NRT) | 08:00 | 20:30 | 850.00
BOS | ICN | Japan Airlines | 1 (HND) | 09:30 | 22:00 | 920.00
BOS | ICN | Asiana Airlines | 0 | 11:00 | 14:30 | 1100.00
BOS | ICN | Delta Air Lines | 1 (SEA) | 12:00 | 15:30 | 1000.00
BOS | ICN | American Airlines | 2 (ORD, NRT) | 13:30 | 18:00 | 900.00
BOS | ICN | China Eastern | 1 (PVG) | 14:30 | 19:00 | 950.00
BOS | ICN | Hainan Airlines | 1 (PEK) | 15:30 | 20:00 | 1050.00
BOS | ICN | United Airlines | 1 (SFO) | 16:30 | 21:00 | 980.00

ICN | BOS | Korean Air | 1 (NRT) | 09:00 | 21:30 | 900.00
ICN | BOS | Japan Airlines | 1 (HND) | 10:30 | 23:00 | 970.00
ICN | BOS | Asiana Airlines | 0 | 12:00 | 15:30 | 1200.00
ICN | BOS | Delta Air Lines | 1 (SEA) | 13:00 | 16:30 | 1100.00
ICN | BOS | American Airlines | 2 (NRT, ORD) | 14:30 | 19:00 | 1000.00
ICN | BOS | China Eastern | 1 (PVG) | 15:30 | 20:00 | 1050.00
ICN | BOS | Hainan Airlines | 1 (PEK) | 16:30 | 21:00 | 1150.00
ICN | BOS | United Airlines | 1 (SFO) | 17:30 | 22:00 | 1080.00


Here are the 16 flight plans:

BOS | PVG | AA | 1 (NRT) | 08:00 | 11:30 | 850.00
BOS | PVG | UA | 2 (SFO, ICN) | 10:00 | 14:45 | 1050.00
BOS | PVG | DL | 1 (LAX) | 12:00 | 16:15 | 900.00
BOS | PVG | CX | 0 | 14:00 | 18:30 | 1200.00
BOS | PVG | JL | 1 (NRT) | 16:00 | 20:30 | 950.00
BOS | PVG | KE | 2 (ATL, ICN) | 18:00 | 23:45 | 1100.00
BOS | PVG | HU | 1 (PEK) | 20:00 | 01:15 | 1000.00
BOS | PVG | MU | 0 | 22:00 | 04:30 | 1300.00

