

IAD | MIA | AA | 0 | 06:00 | 09:30 | 250.00
PTY | IAD | Aeromexico | 1 stop (MEX) | 15:30 | 20:00 | 600.00
PTY | IAD | Spirit Airlines | 1 stop (FLL) | 16:45 | 21:15 | 420.00


Here are the 16 flight plans:

IAD | CDG | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
IAD | CDG | Lufthansa | 1 stop (FRA) | 10:30 | 21:00 | 950.00
IAD | CDG | United Airlines | Non-stop | 12:00 | 22:30 | 900.00
IAD | CDG | Air France | Non-stop | 14:00 | 00:30 | 1000.00
IAD | CDG | Delta Air Lines | 1 stop (AMS) | 16:00 | 02:30 | 1050.00
IAD | CDG | KLM Royal Dutch | 1 stop (AMS) | 18:00 | 04:30 | 1100.00
IAD | CDG | British Airways | 1 stop (LHR) | 20:00 | 06:30 | 1150.00
IAD | CDG | Iberia | 1 stop (MAD) | 22:00 | 08:30 | 1200.00
CDG | IAD | Air France | Non-stop | 08:00 | 10:30 | 900.00
CDG | IAD | Lufthansa | 1 stop (FRA) | 10:30 | 13:00 | 950.00
CDG | IAD | United Airlines | Non-stop | 12:00 | 14:30 | 1000.00
CDG | IAD | American Airlines | Non-stop | 14:00 | 16:30 | 1050.00
CDG | IAD | Delta Air Lines | 1 stop (AMS) | 16:00 | 18:30 | 1100.00
CDG | IAD | KLM Royal Dutch | 1 stop (AMS) | 18:00 | 20:30 | 1150.00
CDG | IAD | British Airways | 1 stop (LHR) | 20:00 | 22:30 | 1200.00
CDG | IAD | Iberia | 1 stop (MAD) | 22:00 | 00:30 | 1250.00


Here are the 16 flight plans:

IAD | HKT | ANA | 1 (NRT) | 09:00 | 07:30 | 850.00
IAD | HKT | JAL | 2 (LAX, NRT) | 11:30 | 10:15 | 1200.00
IAD | HKT | THAI | 1 (BKK) | 14:00 | 11:45 | 900.00
IAD | HKT | SIA | 1 (SIN) | 16:00 | 13:30 | 1000.00
IAD | HKT | QATAR | 1 (DOH) | 18:00 | 15:45 | 1100.00
IAD | HKT | EVA | 1 (TPE) | 20:00 | 17:30 | 950.00
IAD | HKT | KOREAN | 1 (ICN) | 22:00 | 19:45 | 1050.00
IAD | HKT | CHINA | 1 (PEK) | 00:30 | 22:15 | 1020.00
HKT | IAD | THAI | 1 (BKK) | 08:00 | 20:45 | 920.00
HKT | IAD | JAL | 2 (NRT, LAX) | 10:00 | 22:30 | 1300.00
HKT | IAD | SIA | 1 (SIN) | 12:00 | 00:30 | 1100.00
HKT | IAD | QATAR | 1 (DOH) | 14:00 | 02:45 | 1200.00
HKT | IAD | EVA | 1 (TPE) | 16:00 | 04:30 | 1050.00
HKT | IAD | KOREAN | 1 (ICN) | 18:00 | 06:45 | 1150.00
HKT | IAD | CHINA | 1 (PEK) | 20:00 | 08:30 | 1120.00
HKT | IAD | ANA | 2 (NRT, HND) | 22:00 | 10:15 | 1400.00


Here are the 16 flight plans:

IAD | PRG | Lufthansa | 1 (FRA) | 08:00 | 18:30 | 850.00
IAD | PRG | United | 0 | 10:30 | 16:15 | 700.00
IAD | PRG | American Airlines | 1 (PHL) | 12:00 | 20:45 | 950.00
IAD | PRG | Delta | 1 (CDG) | 14:00 | 22:30 | 1000.00
IAD | PRG | Austrian | 1 (VIE) | 16:00 | 00:15 | 900.00
IAD | PRG | Swiss | 1 (ZRH) | 18:00 | 02:30 | 1050.00
IAD | PRG | KLM | 1 (AMS) | 20:00 | 04:15 | 1100.00
IAD | PRG | British Airways | 1 (LHR) | 22:00 | 06:30 | 1200.00

PRG | IAD | Czech Airlines | 0 | 06:00 | 10:30 | 600.00
PRG | IAD | Lufthansa | 1 (FRA) | 08:00 | 14:30 | 800.00
PRG | IAD | United | 1 (EWR) | 10:00 | 16:45 | 850.00
PRG | IAD | American Airlines | 1 (PHL) | 12:00 | 19:15 | 950.00
PRG | IAD | Delta | 1 (CDG) | 14:00 | 21:30 | 1000.00
PRG | IAD | Austrian | 1 (VIE) | 16:00 | 23:15 | 900.00
PRG | IAD | Swiss | 1 (ZRH) | 18:00 | 02:30 | 1050.00
PRG | IAD | KLM | 1 (AMS) | 20:00 | 04:15 | 1100.00
PRG | IAD | British Airways | 1 (LHR) | 22:00 | 06:30 | 1200.00


Here are the 16 flight plans:

IAD | KEF | Icelandair | 1 (BOS) | 08:00 | 18:30 | 450.00
IAD | KEF | WOW Air | 1 (BWI) | 10:00 | 20:30 | 380.00
IAD | KEF | United | 2 (EWR, LHR) | 12:00 | 22:30 | 520.00
IAD | KEF | American Airlines | 1 (PHL) | 14:00 | 00:30 | 480.00
IAD | KEF | Delta | 1 (JFK) | 16:00 | 02:30 | 500.00
IAD | KEF | Lufthansa | 2 (FRA, OSLO) | 18:00 | 04:30 | 580.00
IAD | KEF | British Airways | 1 (LHR) | 20:00 | 06:30 | 550.00
IAD | KEF | Air Canada | 2 (YYZ, YUL) | 22:00 | 08:30 | 600.00

KEF | IAD | Icelandair | 1 (BOS) | 08:00 | 14:30 | 420.00
KEF | IAD | WOW Air | 1 (BWI) | 10:00 | 16:30 | 350.00
KEF | IAD | United | 2 (EWR, LHR) | 12:00 | 18:30 | 490.00
KEF | IAD | American Airlines | 1 (PHL) | 14:00 | 20:30 | 450.00
KEF | IAD | Delta | 1 (JFK) | 16:00 | 22:30 | 470.00
KEF | IAD | Lufthansa | 2 (FRA, OSLO) | 18:00 | 00:30 | 540.00
KEF | IAD | British Airways | 1 (LHR) | 20:00 | 02:30 | 510.00
KEF | IAD | Air Canada | 2 (YYZ, YUL) | 22:00 | 04:30 | 560.00


Here are the 16 flight plans:

IAD | GIG | AA | 0 | 08:00 | 18:30 | 850.00
IAD | GIG | LATAM | 1 (MIA) | 10:30 | 22:00 | 720.00
IAD | GIG | UA | 0 | 12:00 | 22:30 | 900.00
IAD | GIG | AV | 1 (BOG) | 14:00 | 00:30 | 780.00
IAD | GIG | DL | 0 | 16:00 | 02:30 | 950.00
IAD | GIG | Copa | 1 (PTY) | 18:00 | 04:30 | 820.00
IAD | GIG | AA | 1 (MIA) | 20:00 | 06:30 | 790.00
IAD | GIG | LATAM | 0 | 22:00 | 08:30 | 870.00

GIG | IAD | LATAM | 0 | 08:00 | 18:30 | 850.00
GIG | IAD | UA | 1 (GRU) | 10:30 | 22:00 | 720.00
GIG | IAD | AV | 0 | 12:00 | 22:30 | 900.00
GIG | IAD | DL | 1 (ATL) | 14:00 | 00:30 | 780.00
GIG | IAD | Copa | 0 | 16:00 | 02:30 | 950.00
GIG | IAD | AA | 1 (MIA) | 18:00 | 04:30 | 820.00
GIG | IAD | LATAM | 1 (LIM) | 20:00 | 06:30 | 790.00
GIG | IAD | UA | 0 | 22:00 | 08:30 | 870.00


Here are the 16 flight plans:

IAD | FCO | AA | 0 | 08:00 | 18:30 | 850.00
IAD | FCO | UA | 1 (LHR) | 10:30 | 20:15 | 950.00
IAD | FCO | DL | 0 | 12:00 | 22:00 | 780.00
IAD | FCO | LH | 1 (FRA) | 14:00 | 23:45 | 1020.00
IAD | FCO | AZ | 0 | 16:00 | 00:30 | 920.00
IAD | FCO | BA | 1 (LHR) | 18:00 | 02:15 | 1050.00
IAD | FCO | KL | 1 (AMS) | 20:00 | 04:30 | 980.00
IAD | FCO | TK | 1 (IST) | 22:00 | 06:15 | 1100.00
FCO | IAD | AA | 0 | 09:00 | 13:30 | 820.00
FCO | IAD | UA | 1 (EWR) | 11:30 | 16:15 | 900.00
FCO | IAD | DL | 0 | 13:30 | 18:00 | 750.00
FCO | IAD | LH | 1 (MUC) | 15:30 | 20:45 | 1000.00
FCO | IAD | AZ | 0 | 17:30 | 22:00 | 880.00
FCO | IAD | BA | 1 (LHR) | 19:30 | 01:15 | 1040.00
FCO | IAD | KL | 1 (AMS) | 21:30 | 03:30 | 960.00
FCO | IAD | TK | 1 (IST) | 23:30 | 05:15 | 1080.00


Here are the 16 flight plans:

IAD | SCL | LATAM | 1 (MIA) | 08:00 | 22:45 | 850.00
IAD | SCL | American | 2 (MIA, LIM) | 09:30 | 01:15 | 950.00
IAD | SCL | Avianca | 1 (BOG) | 11:15 | 01:00 | 780.00
IAD | SCL | Delta | 1 (ATL) | 12:45 | 02:30 | 920.00
IAD | SCL | United | 2 (EWR, GRU) | 14:00 | 04:15 | 1100.00
IAD | SCL | Copa | 1 (PTY) | 15:30 | 03:45 | 900.00
IAD | SCL | LATAM | 0 | 17:00 | 06:00 | 1050.00
IAD | SCL | Aeromexico | 1 (MEX) | 19:15 | 07:30 | 980.00
SCL | IAD | LATAM | 1 (LIM) | 09:00 | 19:45 | 820.00
SCL | IAD | American | 2 (GRU, MIA) | 11:30 | 22:15 | 1020.00
SCL | IAD | Avianca | 1 (BOG) | 13:15 | 01:00 | 850.00
SCL | IAD | Delta | 1 (ATL) | 15:45 | 03:30 | 940.00
SCL | IAD | United | 2 (EWR, ORD) | 17:00 | 05:15 | 1150.00
SCL | IAD | Copa | 1 (PTY) | 19:30 | 06:45 | 970.00
SCL | IAD | LATAM | 0 | 21:00 | 08:00 | 1080.00
SCL | IAD | Aeromexico | 1 (MEX) | 23:15 | 09:30 | 1000.00


Here are the 16 flight plans:

IAD | ICN | Korean Air | Non-stop | 13:30 | 16:30 | 850.00
IAD | ICN | Asiana Airlines | 1 stop (NRT) | 08:00 | 20:00 | 720.00
IAD | ICN | China Eastern | 1 stop (PVG) | 10:00 | 22:00 | 680.00
IAD | ICN | Japan Airlines | 1 stop (HND) | 11:00 | 23:00 | 750.00
IAD | ICN | Lufthansa | 2 stops (FRA, HKG) | 09:00 | 19:00 | 920.00
IAD | ICN | Turkish Airlines | 2 stops (IST, DXB) | 12:00 | 21:00 | 840.00
IAD | ICN | United Airlines | Non-stop | 14:00 | 17:00 | 900.00
IAD | ICN | American Airlines | 1 stop (DFW) | 15:00 | 20:00 | 780.00
ICN | IAD | Korean Air | Non-stop | 09:00 | 08:00 | 880.00
ICN | IAD | Asiana Airlines | 1 stop (HKG) | 11:00 | 19:00 | 760.00
ICN | IAD | China Southern | 1 stop (CAN) | 12:00 | 20:00 | 700.00
ICN | IAD | Japan Airlines | 1 stop (NRT) | 13:00 | 21:00 | 790.00
ICN | IAD | Lufthansa | 2 stops (FRA, LHR) | 10:00 | 18:00 | 960.00
ICN | IAD | Turkish Airlines | 2 stops (IST, AMS) | 14:00 | 22:00 | 900.00
ICN | IAD | United Airlines | Non-stop | 15:00 | 14:00 | 930.00
ICN | IAD | American Airlines | 1 stop (DFW) | 16:00 | 21:00 | 810.00


Here are the 16 flight plans:

IAD | PVG | CA | 1 (PEK) | 14:30 | 18:45 | 850.00
IAD | PVG | UA | 2 (SFO, NRT) | 08:15 | 22:50 | 1200.00
IAD | PVG | AA | 1 (DFW) | 10:45 | 16:10 | 900.00
IAD | PVG | HU | 0 | 16:00 | 20:25 | 750.00
IAD | PVG | MU | 1 (PVG) | 12:30 | 18:55 | 1000.00
IAD | PVG | CZ | 2 (LAX, CAN) | 09:00 | 23:35 | 1300.00
IAD | PVG | JL | 1 (NRT) | 11:15 | 17:40 | 1100.00
IAD | PVG | KE | 1 (ICN) | 13:45 | 19:10 | 1050.00
PVG | IAD | CA | 1 (PEK) | 09:30 | 11:45 | 850.00
PVG | IAD | UA | 2 (NRT, SFO) | 14:15 | 20:50 | 1200.00
PVG | IAD | AA | 1 (DFW) | 12:45 | 18:10 | 900.00
PVG | IAD | HU | 0 | 16:30 | 20:55 | 750.00
PVG | IAD | MU | 1 (PVG) | 10:30 | 16:55 | 1000.00
PVG | IAD | CZ | 2 (CAN, LAX) | 11:00 | 21:35 | 1300.00
PVG | IAD | JL | 1 (NRT) | 13:15 | 19:40 | 1100.00
PVG | IAD | KE | 1 (ICN) | 15:45 | 21:10 | 1050.00


Here are the 16 flight plans:

IAD | SIN | UA | 1 (NRT) | 10:30 | 06:30 | 850.00
IAD | SIN | SQ | 0 | 14:00 | 06:00 | 1200.00
IAD | SIN | AA | 2 (LAX, HKG) | 08:00 | 10:00 | 950.00
IAD | SIN | JL | 1 (HND) | 16:00 | 08:00 | 1000.00
IAD | SIN | CX | 1 (HKG) | 12:00 | 06:00 | 1100.00
IAD | SIN | QR | 1 (DOH) | 18:00 | 10:00 | 1050.00
IAD | SIN | TG | 1 (BKK) | 20:00 | 12:00 | 900.00
IAD | SIN | MH | 1 (KUL) | 22:00 | 14:00 | 980.00
SIN | IAD | UA | 1 (NRT) | 08:00 | 20:00 | 820.00
SIN | IAD | SQ | 0 | 10:00 | 22:00 | 1300.00
SIN | IAD | AA | 2 (HKG, LAX) | 12:00 | 02:00 | 1000.00
SIN | IAD | JL | 1 (HND) | 14:00 | 04:00 | 950.00
SIN | IAD | CX | 1 (HKG) | 16:00 | 06:00 | 1150.00
SIN | IAD | QR | 1 (DOH) | 18:00 | 08:00 | 1080.00
SIN | IAD | TG | 1 (BKK) | 20:00 | 10:00 | 920.00
SIN | IAD | MH | 1 (KUL) | 22:00 | 12:00 | 990.00


IAD | SPU | American Airlines | Non-stop | 06:00 | 10:30 | 450.00
IAD | SPU | Lufthansa | 1 stop (FRA) | 08:30 | 14:45 | 520.00
IAD | SPU | Turkish Airlines | 1 stop (IST) | 10:00 | 17:15 | 580.00
IAD | SPU | United Airlines | Non-stop | 12:30 | 17:00 | 500.00
IAD | SPU | Delta Air Lines | 1 stop (CDG) | 14:00 | 20:20 | 550.00
IAD | SPU | British Airways | 1 stop (LHR) | 16:00 | 22:30 | 600.00
IAD | SPU | Austrian Airlines | 1 stop (VIE) | 18:00 | 23:45 | 620.00
IAD | SPU | Swiss International | 1 stop (ZRH) | 20:00 | 01:15 | 650.00
SPU | IAD | American Airlines | Non-stop | 06:30 | 10:00 | 480.00
SPU | IAD | Lufthansa | 1 stop (FRA) | 08:00 | 14:15 | 540.00
SPU | IAD | Turkish Airlines | 1 stop (IST) | 10:30 | 17:45 | 610.00
SPU | IAD | United Airlines | Non-stop | 12:00 | 16:30 | 530.00
SPU | IAD | Delta Air Lines | 1 stop (CDG) | 14:30 | 20:50 | 570.00
SPU | IAD | British Airways | 1 stop (LHR) | 16:30 | 22:55 | 630.00
SPU | IAD | Austrian Airlines | 1 stop (VIE) | 18:30 | 00:10 | 660.00
SPU | IAD | Swiss International | 1 stop (ZRH) | 20:30 | 01:40 | 690.00


Here are the 16 flight plans:

IAD | ARN | SAS | 1 (CPH) | 08:00 | 18:30 | 450.00
IAD | ARN | UA | 2 (EWR, FRA) | 10:30 | 20:50 | 620.00
IAD | ARN | AA | 1 (PHL) | 12:15 | 22:40 | 550.00
IAD | ARN | DL | Non-stop | 14:00 | 23:20 | 480.00
IAD | ARN | LH | 1 (FRA) | 16:30 | 02:50 | 590.00
IAD | ARN | SK | 1 (OSL) | 18:45 | 05:00 | 520.00
IAD | ARN | BA | 1 (LHR) | 20:50 | 07:10 | 600.00
IAD | ARN | TK | 1 (IST) | 22:15 | 08:30 | 570.00
ARN | IAD | SAS | 1 (CPH) | 08:30 | 16:50 | 420.00
ARN | IAD | UA | 2 (FRA, EWR) | 10:50 | 19:10 | 650.00
ARN | IAD | AA | 1 (PHL) | 12:50 | 21:10 | 480.00
ARN | IAD | DL | Non-stop | 14:50 | 22:20 | 440.00
ARN | IAD | LH | 1 (FRA) | 17:10 | 02:30 | 510.00
ARN | IAD | SK | 1 (OSL) | 19:20 | 05:40 | 460.00
ARN | IAD | BA | 1 (LHR) | 21:30 | 07:50 | 530.00
ARN | IAD | TK | 1 (IST) | 23:40 | 09:00 | 500.00


Here are the 16 flight plans:

IAD | SYD | Qantas | 1 (LAX) | 08:00 | 07:30 | 1050.00
IAD | SYD | United | 2 (SFO, NRT) | 09:30 | 09:15 | 1200.00
IAD | SYD | American | 1 (DFW) | 10:00 | 08:45 | 1100.00
IAD | SYD | Delta | 2 (ATL, HNL) | 11:30 | 11:00 | 1300.00
IAD | SYD | Virgin Australia | 1 (LAX) | 12:30 | 11:15 | 1000.00
IAD | SYD | Emirates | 2 (DXB, MEL) | 13:30 | 13:00 | 1400.00
IAD | SYD | Singapore Airlines | 1 (SIN) | 14:30 | 13:45 | 1250.00
IAD | SYD | Cathay Pacific | 2 (HKG, BNE) | 15:30 | 15:15 | 1350.00
SYD | IAD | Qantas | 1 (LAX) | 08:30 | 07:00 | 1050.00
SYD | IAD | United | 2 (NRT, SFO) | 09:00 | 08:45 | 1200.00
SYD | IAD | American | 1 (DFW) | 10:30 | 09:15 | 1100.00
SYD | IAD | Delta | 2 (HNL, ATL) | 11:00 | 10:45 | 1300.00
SYD | IAD | Virgin Australia | 1 (LAX) | 12:00 | 10:45 | 1000.00
SYD | IAD | Emirates | 2 (MEL, DXB) | 13:00 | 12:45 | 1400.00
SYD | IAD | Singapore Airlines | 1 (SIN) | 14:00 | 13:15 | 1250.00
SYD | IAD | Cathay Pacific | 2 (BNE, HKG) | 15:00 | 14:45 | 1350.00


Here are the 16 flight plans:

IAD | NRT | ANA | 1 (HND) | 13:30 | 16:45 | 850.00
IAD | NRT | JAL | 0 | 08:00 | 11:15 | 900.00
IAD | NRT | UA | 1 (SFO) | 10:00 | 13:25 | 750.00
IAD | NRT | AA | 1 (DFW) | 11:30 | 14:55 | 800.00
IAD | NRT | DL | 1 (ATL) | 12:45 | 16:10 | 850.00
IAD | NRT | AS | 1 (SEA) | 09:15 | 12:40 | 700.00
IAD | NRT | HA | 1 (HNL) | 14:00 | 17:25 | 950.00
IAD | NRT | CX | 1 (HKG) | 15:30 | 18:55 | 1000.00
NRT | IAD | ANA | 1 (HND) | 10:00 | 09:25 | 850.00
NRT | IAD | JAL | 0 | 14:30 | 13:55 | 900.00
NRT | IAD | UA | 1 (SFO) | 16:00 | 15:25 | 750.00
NRT | IAD | AA | 1 (DFW) | 17:30 | 16:55 | 800.00
NRT | IAD | DL | 1 (ATL) | 18:45 | 18:10 | 850.00
NRT | IAD | AS | 1 (SEA) | 12:15 | 11:40 | 700.00
NRT | IAD | HA | 1 (HNL) | 19:00 | 18:25 | 950.00
NRT | IAD | CX | 1 (HKG) | 20:30 | 20:55 | 1000.00
NRT | IAD | JL | 0 | 21:45 | 21:10 | 900.00


Here are the 16 flight plans:

IAD | HND | ANA | 1 (NRT) | 10:30 | 14:45 | 850.00
IAD | HND | JAL | 1 (ORD) | 13:15 | 17:30 | 900.00
IAD | HND | UA | 2 (SFO, NRT) | 08:00 | 15:15 | 750.00
IAD | HND | AA | 1 (DFW) | 11:45 | 16:00 | 800.00
IAD | HND | DL | 2 (ATL, HNL) | 09:30 | 16:45 | 700.00
IAD | HND | JL | 1 (LAX) | 14:00 | 18:15 | 950.00
IAD | HND | AC | 2 (YYZ, HKG) | 12:15 | 18:30 | 800.00
IAD | HND | NH | 1 (LHR) | 10:00 | 15:15 | 850.00

HND | IAD | ANA | 1 (NRT) | 10:00 | 08:45 | 850.00
HND | IAD | JAL | 1 (ORD) | 13:30 | 12:15 | 900.00
HND | IAD | UA | 2 (SFO, LAX) | 08:30 | 07:15 | 750.00
HND | IAD | AA | 1 (DFW) | 11:15 | 10:00 | 800.00
HND | IAD | DL | 2 (ATL, MIA) | 09:45 | 08:30 | 700.00
HND | IAD | JL | 1 (LAX) | 14:30 | 13:15 | 950.00
HND | IAD | AC | 2 (YYZ, LHR) | 12:45 | 11:30 | 800.00
HND | IAD | NH | 1 (HKG) | 10:45 | 09:30 | 850.00


Here are the 16 flight plans:

IAD | YYZ | American Airlines | Non-stop | 06:00 | 08:30 | 350.00
IAD | YYZ | Air Canada | 1 stop (ORD) | 08:00 | 12:15 | 420.00
IAD | YYZ | United Airlines | Non-stop | 10:00 | 12:30 | 380.00
IAD | YYZ | Delta Air Lines | 1 stop (DTW) | 12:00 | 16:45 | 450.00
IAD | YYZ | WestJet | Non-stop | 14:00 | 16:30 | 320.00
IAD | YYZ | Porter Airlines | 1 stop (BOS) | 16:00 | 20:15 | 480.00
IAD | YYZ | Air Transat | Non-stop | 18:00 | 20:30 | 300.00
IAD | YYZ | Sunwing Airlines | 1 stop (FLL) | 20:00 | 00:45 | 500.00
YYZ | IAD | American Airlines | Non-stop | 06:00 | 08:30 | 350.00
YYZ | IAD | Air Canada | 1 stop (YUL) | 08:00 | 12:15 | 420.00
YYZ | IAD | United Airlines | Non-stop | 10:00 | 12:30 | 380.00
YYZ | IAD | Delta Air Lines | 1 stop (ATL) | 12:00 | 16:45 | 450.00
YYZ | IAD | WestJet | Non-stop | 14:00 | 16:30 | 320.00
YYZ | IAD | Porter Airlines | 1 stop (EWR) | 16:00 | 20:15 | 480.00
YYZ | IAD | Air Transat | Non-stop | 18:00 | 20:30 | 300.00
YYZ | IAD | Sunwing Airlines | 1 stop (MCO) | 20:00 | 00:45 | 500.00


Here are the 16 flight plans:

IAD | YVR | UA | 1 (SFO) | 08:00 | 11:30 | 542.00
IAD | YVR | AA | 0 | 10:00 | 13:30 | 620.00
IAD | YVR | DL | 1 (ATL) | 12:00 | 15:30 | 580.00
IAD | YVR | WN | 1 (DEN) | 14:00 | 17:30 | 510.00
IAD | YVR | AS | 0 | 16:00 | 19:30 | 650.00
IAD | YVR | UA | 1 (ORD) | 18:00 | 21:30 | 560.00
IAD | YVR | B6 | 1 (JFK) | 20:00 | 23:30 | 530.00
IAD | YVR | AC | 0 | 22:00 | 01:30 | 680.00
YVR | IAD | UA | 1 (SFO) | 08:00 | 14:30 | 550.00
YVR | IAD | AA | 0 | 10:00 | 16:30 | 630.00
YVR | IAD | DL | 1 (ATL) | 12:00 | 18:30 | 590.00
YVR | IAD | WN | 1 (DEN) | 14:00 | 20:30 | 520.00
YVR | IAD | AS | 0 | 16:00 | 22:30 | 660.00
YVR | IAD | UA | 1 (ORD) | 18:00 | 00:30 | 570.00
YVR | IAD | B6 | 1 (JFK) | 20:00 | 02:30 | 540.00
YVR | IAD | AC | 0 | 22:00 | 04:30 | 690.00


Here are the 16 flight plans:

IAD | VIE | Austrian Airlines | Non-stop | 08:00 | 18:30 | 850.00
IAD | VIE | Lufthansa | 1 stop (FRA) | 10:30 | 20:45 | 950.00
IAD | VIE | United Airlines | Non-stop | 13:45 | 00:15 | 800.00
IAD | VIE | Swiss International | 1 stop (ZRH) | 15:00 | 02:30 | 1050.00
IAD | VIE | Turkish Airlines | 1 stop (IST) | 17:15 | 04:45 | 900.00
IAD | VIE | KLM Royal Dutch | 1 stop (AMS) | 19:00 | 06:30 | 1000.00
IAD | VIE | Air France | 1 stop (CDG) | 21:00 | 08:30 | 1100.00
IAD | VIE | British Airways | 1 stop (LHR) | 23:00 | 10:30 | 1200.00
VIE | IAD | Austrian Airlines | Non-stop | 09:00 | 12:30 | 850.00
VIE | IAD | Lufthansa | 1 stop (FRA) | 11:30 | 15:45 | 950.00
VIE | IAD | United Airlines | Non-stop | 14:45 | 18:15 | 800.00
VIE | IAD | Swiss International | 1 stop (ZRH) | 16:00 | 20:30 | 1050.00
VIE | IAD | Turkish Airlines | 1 stop (IST) | 18:15 | 22:45 | 900.00
VIE | IAD | KLM Royal Dutch | 1 stop (AMS) | 20:00 | 00:30 | 1000.00
VIE | IAD | Air France | 1 stop (CDG) | 22:00 | 02:30 | 1100.00
VIE | IAD | British Airways | 1 stop (LHR) | 00:00 | 04:30 | 1200.00


Here are the 16 flight plans:

IAD | ZRH | UA | 0 | 08:00 | 18:30 | 850.00
IAD | ZRH | LX | 1 (FRA) | 10:30 | 20:15 | 950.00
IAD | ZRH | AA | 0 | 12:00 | 22:45 | 900.00
IAD | ZRH | LH | 1 (MUC) | 14:00 | 00:30 | 1050.00
IAD | ZRH | DL | 0 | 16:00 | 02:30 | 1000.00
IAD | ZRH | TK | 1 (IST) | 18:00 | 04:45 | 1100.00
IAD | ZRH | BA | 1 (LHR) | 20:00 | 06:30 | 1150.00
IAD | ZRH | KL | 1 (AMS) | 22:00 | 08:15 | 1200.00
ZRH | IAD | LX | 0 | 09:00 | 11:30 | 800.00
ZRH | IAD | UA | 1 (EWR) | 11:30 | 15:15 | 950.00
ZRH | IAD | AA | 0 | 13:30 | 17:15 | 900.00
ZRH | IAD | LH | 1 (FRA) | 15:30 | 21:15 | 1050.00
ZRH | IAD | DL | 0 | 17:30 | 22:15 | 1000.00
ZRH | IAD | TK | 1 (IST) | 19:30 | 02:15 | 1100.00
ZRH | IAD | BA | 1 (LHR) | 21:30 | 05:15 | 1150.00
ZRH | IAD | KL | 1 (AMS) | 23:30 | 07:15 | 1200.00


Here are the 16 flight plans:

DCA | MIA | American Airlines | Non-stop | 06:00 | 09:15 | 178.00
DCA | MIA | Delta Air Lines | 1 stop (ATL) | 07:30 | 11:45 | 220.00
DCA | MIA | United Airlines | Non-stop | 08:45 | 12:00 | 198.00
DCA | MIA | JetBlue Airways | 1 stop (BOS) | 10:15 | 14:30 | 245.00
DCA | MIA | Spirit Airlines | 1 stop (FLL) | 11:50 | 16:05 | 180.00
DCA | MIA | Frontier Airlines | Non-stop | 13:20 | 16:35 | 160.00
DCA | MIA | Southwest Airlines | 1 stop (TPA) | 14:45 | 18:00 | 210.00
DCA | MIA | Alaska Airlines | 1 stop (JFK) | 16:10 | 20:25 | 230.00
MIA | DCA | American Airlines | Non-stop | 06:30 | 09:45 | 185.00
MIA | DCA | Delta Air Lines | 1 stop (CLT) | 07:55 | 11:10 | 240.00
MIA | DCA | United Airlines | Non-stop | 09:20 | 12:35 | 208.00
MIA | DCA | JetBlue Airways | 1 stop (PBI) | 10:50 | 14:05 | 260.00
MIA | DCA | Spirit Airlines | 1 stop (RDU) | 12:25 | 15:40 | 190.00
MIA | DCA | Frontier Airlines | Non-stop | 13:55 | 17:10 | 170.00
MIA | DCA | Southwest Airlines | 1 stop (BNA) | 15:20 | 18:35 | 225.00
MIA | DCA | Alaska Airlines | 1 stop (EWR) | 16:45 | 20:00 | 250.00


Here are the 16 flight plans:

DCA | LAS | AA | 1 (ORD) | 08:00 | 10:30 | 425.00
DCA | LAS | UA | 0 | 09:15 | 11:45 | 395.00
DCA | LAS | WN | 1 (MDW) | 10:45 | 13:15 | 375.00
DCA | LAS | DL | 1 (ATL) | 12:00 | 14:30 | 405.00
DCA | LAS | AS | 0 | 13:30 | 16:00 | 365.00
DCA | LAS | B6 | 1 (JFK) | 14:45 | 17:15 | 345.00
DCA | LAS | F9 | 0 | 16:00 | 18:30 | 325.00
DCA | LAS | NK | 1 (DFW) | 17:15 | 19:45 | 355.00
LAS | DCA | AA | 1 (DFW) | 08:00 | 15:30 | 445.00
LAS | DCA | UA | 0 | 09:15 | 16:45 | 415.00
LAS | DCA | WN | 1 (PHX) | 10:45 | 18:15 | 395.00
LAS | DCA | DL | 1 (SFO) | 12:00 | 19:30 | 435.00
LAS | DCA | AS | 0 | 13:30 | 20:00 | 375.00
LAS | DCA | B6 | 1 (LAX) | 14:45 | 21:15 | 405.00
LAS | DCA | F9 | 0 | 16:00 | 22:30 | 345.00
LAS | DCA | NK | 1 (ORD) | 17:15 | 23:45 | 385.00


Here are the 16 flight plans:

DCA | MSY | American Airlines | Non-stop | 08:00 | 10:15 | 250.00
DCA | MSY | Delta Air Lines | 1 stop (ATL) | 09:30 | 12:45 | 280.00
DCA | MSY | United Airlines | Non-stop | 10:45 | 13:00 | 220.00
DCA | MSY | Spirit Airlines | 1 stop (FLL) | 12:00 | 15:30 | 200.00
DCA | MSY | JetBlue Airways | Non-stop | 13:15 | 15:30 | 240.00
DCA | MSY | Frontier Airlines | 1 stop (DEN) | 14:30 | 18:00 | 260.00
DCA | MSY | Southwest Airlines | Non-stop | 15:45 | 18:00 | 230.00
DCA | MSY | Alaska Airlines | 1 stop (SFO) | 17:00 | 20:30 | 290.00
