

Here are the 16 flight plans:

LAX | ORD | American Airlines | Non-stop | 08:00 | 14:35 | 425.00
AKL | LAX | American Airlines | 2 (SYD, HNL) | 12:30 | 16:15 | 1200.00
AKL | LAX | United Airlines | 1 (SFO) | 14:30 | 18:00 | 1000.00
AKL | LAX | Delta Air Lines | 2 (MEL, SFO) | 16:30 | 20:15 | 1150.00
AKL | LAX | Virgin Australia | 1 (BNE) | 18:30 | 22:00 | 1050.00
AKL | LAX | Fiji Airways | 1 (NAN) | 20:30 | 00:00 | 1000.00
AKL | LAX | Hawaiian Airlines | 1 (HNL) | 22:30 | 02:00 | 1100.00


Here are the 16 flight plans:

LAX | DPS | Garuda Indonesia | Non-stop | 09:00 | 22:30 | 850.00
LAX | DPS | Singapore Airlines | 1 stop (SIN) | 11:30 | 01:15 | 1050.00
LAX | DPS | Qantas | 1 stop (SYD) | 13:45 | 03:20 | 950.00
LAX | DPS | Japan Airlines | 1 stop (NRT) | 16:00 | 05:35 | 1000.00
LAX | DPS | Korean Air | 1 stop (ICN) | 18:15 | 07:00 | 920.00
LAX | DPS | China Airlines | 1 stop (TPE) | 20:30 | 08:55 | 880.00
LAX | DPS | Thai Airways | 2 stops (BKK, KUL) | 22:45 | 12:10 | 1100.00
LAX | DPS | Malaysia Airlines | 2 stops (KUL, SIN) | 01:00 | 14:40 | 1020.00
DPS | LAX | Garuda Indonesia | Non-stop | 00:15 | 08:45 | 900.00
DPS | LAX | Singapore Airlines | 1 stop (SIN) | 02:30 | 11:10 | 1080.00
DPS | LAX | Qantas | 1 stop (SYD) | 05:00 | 13:35 | 980.00
DPS | LAX | Japan Airlines | 1 stop (NRT) | 07:45 | 16:20 | 1040.00
DPS | LAX | Korean Air | 1 stop (ICN) | 10:30 | 18:50 | 940.00
DPS | LAX | China Airlines | 1 stop (TPE) | 12:45 | 20:25 | 920.00
DPS | LAX | Thai Airways | 2 stops (KUL, BKK) | 15:00 | 23:40 | 1140.00
DPS | LAX | Malaysia Airlines | 2 stops (SIN, KUL) | 17:15 | 02:00 | 1060.00


Here are the 16 flight plans:

LAX | BCN | American Airlines | 1 (MAD) | 14:30 | 10:35 | 850.00
LAX | BCN | Iberia | 0 | 18:45 | 14:10 | 950.00
LAX | BCN | Delta | 1 (JFK) | 08:15 | 18:40 | 1,020.00
LAX | BCN | United | 1 (EWR) | 11:50 | 21:25 | 1,100.00
LAX | BCN | Lufthansa | 1 (FRA) | 09:00 | 19:30 | 1,250.00
LAX | BCN | Air Europa | 0 | 16:20 | 11:45 | 800.00
LAX | BCN | KLM | 1 (AMS) | 10:40 | 20:55 | 1,050.00
LAX | BCN | Swiss | 1 (ZRH) | 13:10 | 22:35 | 1,150.00

BCN | LAX | Iberia | 0 | 09:30 | 12:05 | 900.00
BCN | LAX | American Airlines | 1 (PHL) | 11:15 | 15:40 | 1,030.00
BCN | LAX | Delta | 1 (ATL) | 14:00 | 18:25 | 1,100.00
BCN | LAX | United | 1 (SFO) | 16:50 | 20:15 | 1,050.00
BCN | LAX | Lufthansa | 1 (MUC) | 10:45 | 14:10 | 1,200.00
BCN | LAX | Air Europa | 0 | 13:10 | 16:35 | 850.00
BCN | LAX | KLM | 1 (CDG) | 12:20 | 15:45 | 1,020.00
BCN | LAX | Swiss | 1 (GVA) | 15:35 | 19:00 | 1,100.00


Here are the 16 flight plans:

LAX | PEK | American Airlines | 1 (HKG) | 10:30 | 18:45 | 850.00
LAX | PEK | China Eastern | 1 (PVG) | 12:15 | 20:30 | 720.00
LAX | PEK | United Airlines | 2 (SFO, NRT) | 08:00 | 19:15 | 950.00
LAX | PEK | China Southern | 1 (CAN) | 14:45 | 22:50 | 790.00
LAX | PEK | Delta Air Lines | 1 (SEA) | 11:50 | 20:05 | 820.00
LAX | PEK | Air China | 0 | 09:30 | 17:40 | 900.00
LAX | PEK | Korean Air | 1 (ICN) | 13:20 | 21:35 | 860.00
LAX | PEK | Japan Airlines | 1 (NRT) | 10:00 | 18:15 | 890.00
PEK | LAX | China Eastern | 1 (PVG) | 08:30 | 06:45 | 750.00
PEK | LAX | American Airlines | 1 (HKG) | 10:15 | 08:30 | 870.00
PEK | LAX | United Airlines | 2 (NRT, SFO) | 09:00 | 07:15 | 990.00
PEK | LAX | Air China | 0 | 11:45 | 09:55 | 930.00
PEK | LAX | Delta Air Lines | 1 (SEA) | 12:50 | 10:05 | 850.00
PEK | LAX | China Southern | 1 (CAN) | 14:20 | 11:35 | 810.00
PEK | LAX | Korean Air | 1 (ICN) | 15:45 | 12:50 | 880.00
PEK | LAX | Japan Airlines | 1 (NRT) | 13:00 | 10:15 | 920.00


LAX | BER | American Airlines | 1 (FRA) | 08:00 | 19:30 | 850.00
LAX | BER | Lufthansa | 1 (MUC) | 10:30 | 22:00 | 920.00
LAX | BER | United Airlines | 2 (EWR, AMS) | 09:00 | 23:59 | 1100.00
LAX | BER | Delta Air Lines | 1 (CDG) | 11:15 | 23:30 | 1050.00
LAX | BER | Air Berlin | 1 (DUS) | 12:45 | 00:15 | 980.00
LAX | BER | Turkish Airlines | 1 (IST) | 14:00 | 01:30 | 950.00
LAX | BER | Swiss International | 1 (ZRH) | 15:30 | 02:00 | 1020.00
LAX | BER | Austrian Airlines | 1 (VIE) | 17:00 | 03:30 | 1000.00
BER | LAX | Lufthansa | 1 (FRA) | 08:00 | 11:30 | 900.00
BER | LAX | Air Berlin | 1 (DUS) | 09:30 | 13:00 | 930.00
BER | LAX | United Airlines | 2 (AMS, EWR) | 11:00 | 16:59 | 1150.00
BER | LAX | Turkish Airlines | 1 (IST) | 12:30 | 17:30 | 960.00
BER | LAX | Delta Air Lines | 1 (CDG) | 14:00 | 19:30 | 1040.00
BER | LAX | American Airlines | 1 (PHL) | 15:30 | 20:30 | 970.00
BER | LAX | Swiss International | 1 (ZRH) | 17:00 | 22:00 | 1010.00
BER | LAX | Austrian Airlines | 1 (VIE) | 19:00 | 00:30 | 990.00


Here are the 16 flight plans:

LAX | EZE | American Airlines | 1 (DFW) | 08:00 | 22:45 | 850.00
LAX | EZE | LATAM | 0 | 10:30 | 04:15 | 1200.00
LAX | EZE | Delta Air Lines | 2 (ATL, GRU) | 12:00 | 07:00 | 950.00
LAX | EZE | United Airlines | 1 (IAH) | 14:00 | 06:30 | 1000.00
LAX | EZE | Avianca | 1 (BOG) | 16:00 | 08:15 | 1100.00
LAX | EZE | Aerolineas Argentinas | 0 | 18:00 | 10:00 | 1300.00
LAX | EZE | Copa Airlines | 1 (PTY) | 20:00 | 11:45 | 1050.00
LAX | EZE | Qantas | 2 (SYD, SCL) | 22:00 | 13:30 | 1400.00
EZE | LAX | American Airlines | 1 (DFW) | 08:00 | 18:45 | 850.00
EZE | LAX | LATAM | 0 | 10:30 | 02:15 | 1200.00
EZE | LAX | Delta Air Lines | 2 (GRU, ATL) | 12:00 | 05:00 | 950.00
EZE | LAX | United Airlines | 1 (IAH) | 14:00 | 03:30 | 1000.00
EZE | LAX | Avianca | 1 (BOG) | 16:00 | 05:15 | 1100.00
EZE | LAX | Aerolineas Argentinas | 0 | 18:00 | 07:00 | 1300.00
EZE | LAX | Copa Airlines | 1 (PTY) | 20:00 | 08:45 | 1050.00
EZE | LAX | Qantas | 2 (SCL, SYD) | 22:00 | 10:30 | 1400.00


Here are the 16 flight plans:

LAX | SJD | American Airlines | 0 | 08:00 | 11:35 | 420.00
LAX | SJD | Delta Air Lines | 1 (PHX) | 09:30 | 13:45 | 480.00
LAX | SJD | United Airlines | 0 | 10:15 | 13:50 | 450.00
LAX | SJD | Alaska Airlines | 1 (SFO) | 11:00 | 15:20 | 510.00
LAX | SJD | Spirit Airlines | 0 | 12:45 | 16:10 | 380.00
LAX | SJD | Frontier Airlines | 1 (DEN) | 13:30 | 17:00 | 440.00
LAX | SJD | Southwest Airlines | 0 | 14:15 | 17:40 | 400.00
LAX | SJD | JetBlue Airways | 1 (LAS) | 15:00 | 18:25 | 460.00
SJD | LAX | American Airlines | 0 | 08:00 | 09:35 | 390.00
SJD | LAX | Delta Air Lines | 1 (TUS) | 09:30 | 12:45 | 520.00
SJD | LAX | United Airlines | 0 | 10:15 | 11:50 | 410.00
SJD | LAX | Alaska Airlines | 1 (PDX) | 11:00 | 14:20 | 550.00
SJD | LAX | Spirit Airlines | 0 | 12:45 | 14:10 | 360.00
SJD | LAX | Frontier Airlines | 1 (IAH) | 13:30 | 16:00 | 490.00
SJD | LAX | Southwest Airlines | 0 | 14:15 | 15:40 | 430.00
SJD | LAX | JetBlue Airways | 1 (ORD) | 15:00 | 17:25 | 500.00


Here are the 16 flight plans:

LAX | CAI | EgyptAir | 1 (DXB) | 14:30 | 19:45 | 850.00
LAX | CAI | Lufthansa | 2 (FRA, IST) | 10:15 | 21:10 | 1200.00
LAX | CAI | Emirates | 1 (DXB) | 16:45 | 22:00 | 900.00
LAX | CAI | Turkish Airlines | 1 (IST) | 12:30 | 20:50 | 950.00
LAX | CAI | American Airlines | 2 (DFW, LHR) | 09:00 | 20:30 | 1300.00
LAX | CAI | British Airways | 1 (LHR) | 11:45 | 20:15 | 1100.00
LAX | CAI | Qatar Airways | 1 (DOH) | 15:15 | 21:20 | 1000.00
LAX | CAI | United Airlines | 2 (SFO, FRA) | 08:30 | 19:50 | 1400.00
CAI | LAX | EgyptAir | 1 (DXB) | 02:15 | 06:30 | 800.00
CAI | LAX | Lufthansa | 2 (IST, FRA) | 04:00 | 12:40 | 1250.00
CAI | LAX | Emirates | 1 (DXB) | 03:45 | 08:00 | 850.00
CAI | LAX | Turkish Airlines | 1 (IST) | 01:30 | 06:50 | 900.00
CAI | LAX | American Airlines | 2 (LHR, DFW) | 05:15 | 13:30 | 1350.00
CAI | LAX | British Airways | 1 (LHR) | 02:45 | 08:15 | 1050.00
CAI | LAX | Qatar Airways | 1 (DOH) | 04:45 | 10:20 | 950.00
CAI | LAX | United Airlines | 2 (FRA, SFO) | 03:00 | 09:50 | 1450.00


Here are the 16 flight plans:

LAX | CUN | American Airlines | Non-stop | 08:00 | 15:30 | 450.00
LAX | CUN | Delta Air Lines | 1 stop (MIA) | 10:30 | 18:45 | 520.00
LAX | CUN | United Airlines | Non-stop | 12:15 | 19:45 | 480.00
LAX | CUN | Spirit Airlines | 1 stop (FLL) | 14:00 | 21:20 | 400.00
LAX | CUN | Alaska Airlines | Non-stop | 15:45 | 23:10 | 510.00
LAX | CUN | Frontier Airlines | 1 stop (DEN) | 17:00 | 00:25 | 430.00
LAX | CUN | Southwest Airlines | Non-stop | 18:30 | 01:05 | 500.00
LAX | CUN | JetBlue Airways | 1 stop (JFK) | 20:15 | 02:40 | 460.00
CUN | LAX | Aeromexico | Non-stop | 08:30 | 11:00 | 420.00
CUN | LAX | American Airlines | 1 stop (DFW) | 10:45 | 14:15 | 490.00
CUN | LAX | Delta Air Lines | Non-stop | 12:50 | 15:20 | 440.00
CUN | LAX | United Airlines | 1 stop (IAH) | 14:30 | 17:55 | 470.00
CUN | LAX | Spirit Airlines | Non-stop | 16:15 | 18:45 | 410.00
CUN | LAX | Alaska Airlines | 1 stop (SFO) | 17:45 | 20:15 | 450.00
CUN | LAX | Frontier Airlines | Non-stop | 19:20 | 21:50 | 380.00
CUN | LAX | Southwest Airlines | 1 stop (HOU) | 20:50 | 23:25 | 400.00


Here are the 16 flight plans:

LAX | CPT | Delta | 1 (ATL) | 10:30 | 06:45 (+1) | 850.00
LAX | CPT | United | 2 (EWR, FRA) | 14:15 | 12:50 (+1) | 1100.00
LAX | CPT | Lufthansa | 1 (FRA) | 16:00 | 14:30 (+1) | 1200.00
LAX | CPT | American | 1 (PHL) | 18:45 | 17:15 (+1) | 1000.00
LAX | CPT | British Airways | 1 (LHR) | 20:10 | 18:40 (+1) | 1300.00
LAX | CPT | Emirates | 1 (DXB) | 21:30 | 20:00 (+1) | 1400.00
LAX | CPT | Qatar Airways | 1 (DOH) | 22:50 | 21:20 (+1) | 1450.00
LAX | CPT | Turkish Airlines | 1 (IST) | 23:59 | 22:30 (+1) | 1500.00
CPT | LAX | Delta | 1 (ATL) | 09:15 | 05:45 | 900.00
CPT | LAX | United | 2 (FRA, EWR) | 11:45 | 08:15 | 1050.00
CPT | LAX | Lufthansa | 1 (FRA) | 13:30 | 10:00 | 1150.00
CPT | LAX | American | 1 (PHL) | 15:50 | 12:20 | 950.00
CPT | LAX | British Airways | 1 (LHR) | 17:10 | 13:40 | 1250.00
CPT | LAX | Emirates | 1 (DXB) | 18:30 | 15:00 | 1350.00
CPT | LAX | Qatar Airways | 1 (DOH) | 20:00 | 16:30 | 1400.00
CPT | LAX | Turkish Airlines | 1 (IST) | 21:25 | 18:55 | 1450.00


Here are the 16 flight plans:

LAX | CPH | American Airlines | 1 (ORD) | 08:00 | 14:30 | 850.00
LAX | CPH | Delta Air Lines | 0 | 10:30 | 16:00 | 950.00
LAX | CPH | United Airlines | 1 (EWR) | 12:00 | 18:30 | 800.00
LAX | CPH | Lufthansa | 1 (FRA) | 14:00 | 20:30 | 900.00
LAX | CPH | SAS | 0 | 16:00 | 22:00 | 1000.00
LAX | CPH | British Airways | 1 (LHR) | 18:00 | 00:30 | 1050.00
LAX | CPH | Air France | 1 (CDG) | 20:00 | 02:30 | 1100.00
LAX | CPH | KLM | 1 (AMS) | 22:00 | 04:30 | 1150.00

CPH | LAX | SAS | 0 | 08:00 | 10:30 | 950.00
CPH | LAX | Lufthansa | 1 (FRA) | 10:00 | 12:30 | 900.00
CPH | LAX | United Airlines | 1 (EWR) | 12:00 | 14:30 | 850.00
CPH | LAX | Delta Air Lines | 0 | 14:00 | 16:30 | 1000.00
CPH | LAX | American Airlines | 1 (ORD) | 16:00 | 18:30 | 950.00
CPH | LAX | Air Canada | 1 (YYZ) | 18:00 | 20:30 | 1050.00
CPH | LAX | British Airways | 1 (LHR) | 20:00 | 22:30 | 1100.00
CPH | LAX | KLM | 1 (AMS) | 22:00 | 00:30 | 1150.00


Here are the 16 flight plans:

LAX | DXB | Emirates | Non-stop | 13:30 | 19:15 | 850.00
LAX | DXB | American Airlines | 1 stop (LHR) | 10:00 | 21:45 | 950.00
LAX | DXB | Qatar Airways | Non-stop | 15:45 | 21:30 | 900.00
LAX | DXB | Turkish Airlines | 1 stop (IST) | 12:15 | 23:00 | 1000.00
LAX | DXB | Lufthansa | 1 stop (FRA) | 11:30 | 22:15 | 1050.00
LAX | DXB | United Airlines | 1 stop (EWR) | 09:00 | 20:45 | 1100.00
LAX | DXB | China Eastern | 1 stop (PVG) | 14:00 | 22:30 | 1150.00
LAX | DXB | Singapore Airlines | Non-stop | 16:15 | 22:00 | 1200.00
DXB | LAX | Emirates | Non-stop | 02:30 | 06:15 | 800.00
DXB | LAX | Qantas | 1 stop (SYD) | 05:00 | 11:45 | 900.00
DXB | LAX | British Airways | 1 stop (LHR) | 03:15 | 09:00 | 950.00
DXB | LAX | Japan Airlines | 1 stop (NRT) | 04:30 | 10:15 | 1000.00
DXB | LAX | Korean Air | 1 stop (ICN) | 06:45 | 12:30 | 1050.00
DXB | LAX | Air India | 1 stop (DEL) | 07:00 | 13:15 | 1100.00
DXB | LAX | Cathay Pacific | Non-stop | 08:15 | 14:00 | 1150.00
DXB | LAX | Thai Airways | 1 stop (BKK) | 09:30 | 15:45 | 1200.00


Here are the 16 flight plans:

LAX | DUB | American Airlines | 1 (JFK) | 08:00 | 14:30 | 850.00
LAX | DUB | Delta Air Lines | 1 (ATL) | 10:30 | 17:00 | 920.00
LAX | DUB | United Airlines | 1 (EWR) | 12:00 | 18:30 | 950.00
LAX | DUB | Lufthansa | 1 (FRA) | 14:00 | 20:30 | 1050.00
LAX | DUB | British Airways | 1 (LHR) | 16:00 | 22:30 | 1100.00
LAX | DUB | Aer Lingus | 0 | 18:00 | 10:30 | 800.00
LAX | DUB | KLM Royal Dutch | 1 (AMS) | 20:00 | 12:30 | 1000.00
LAX | DUB | Iberia | 1 (MAD) | 22:00 | 14:30 | 950.00

DUB | LAX | American Airlines | 1 (PHL) | 08:00 | 11:30 | 900.00
DUB | LAX | Delta Air Lines | 1 (CDG) | 10:00 | 13:30 | 1000.00
DUB | LAX | United Airlines | 1 (SFO) | 12:00 | 15:30 | 1100.00
DUB | LAX | Lufthansa | 1 (MUC) | 14:00 | 17:30 | 1150.00
DUB | LAX | British Airways | 1 (LHR) | 16:00 | 19:30 | 1200.00
DUB | LAX | Aer Lingus | 0 | 18:00 | 21:30 | 950.00
DUB | LAX | KLM Royal Dutch | 1 (AMS) | 20:00 | 23:30 | 1050.00
DUB | LAX | Iberia | 1 (BCN) | 22:00 | 01:30 | 1000.00


Here are the 16 flight plans:

LAX | EDI | American Airlines | 1 (LHR) | 08:00 | 18:30 | 850.00
LAX | EDI | British Airways | 2 (LHR, MAN) | 10:30 | 21:45 | 1050.00
LAX | EDI | United Airlines | 1 (EWR) | 12:00 | 22:15 | 900.00
LAX | EDI | Lufthansa | 2 (FRA, MUC) | 14:30 | 01:00 | 1200.00
LAX | EDI | Delta Air Lines | 1 (AMS) | 16:00 | 02:30 | 950.00
LAX | EDI | Air France | 2 (CDG, BHX) | 18:30 | 05:15 | 1100.00
LAX | EDI | KLM Royal Dutch | 1 (AMS) | 20:00 | 06:30 | 1000.00
LAX | EDI | Swiss International | 2 (ZRH, GVA) | 22:00 | 08:45 | 1250.00
EDI | LAX | British Airways | 1 (LHR) | 08:00 | 10:30 | 900.00
EDI | LAX | American Airlines | 2 (LHR, PHL) | 10:30 | 14:15 | 1050.00
EDI | LAX | United Airlines | 1 (EWR) | 12:00 | 16:45 | 950.00
EDI | LAX | Lufthansa | 2 (FRA, MUC) | 14:30 | 20:00 | 1200.00
EDI | LAX | Delta Air Lines | 1 (AMS) | 16:00 | 21:30 | 1000.00
EDI | LAX | Air France | 2 (CDG, BHX) | 18:30 | 01:15 | 1100.00
EDI | LAX | KLM Royal Dutch | 1 (AMS) | 20:00 | 04:30 | 1050.00
EDI | LAX | Swiss International | 2 (ZRH, GVA) | 22:00 | 07:45 | 1250.00


Here are the 16 flight plans:

LAX | HAN | Vietnam Airlines | 1 (NRT) | 10:30 | 18:45 | 650.00
LAX | HAN | Japan Airlines | 1 (HND) | 12:15 | 20:30 | 720.00
LAX | HAN | Korean Air | 1 (ICN) | 14:00 | 22:15 | 680.00
LAX | HAN | China Eastern | 1 (PVG) | 08:00 | 16:20 | 620.00
LAX | HAN | Singapore Airlines | 1 (SIN) | 09:30 | 17:50 | 750.00
LAX | HAN | Thai Airways | 1 (BKK) | 11:45 | 19:10 | 690.00
LAX | HAN | Cathay Pacific | 1 (HKG) | 13:15 | 21:30 | 710.00
LAX | HAN | Asiana Airlines | 1 (ICN) | 15:30 | 23:45 | 700.00

HAN | LAX | Vietnam Airlines | 1 (NRT) | 09:00 | 17:15 | 680.00
HAN | LAX | Japan Airlines | 1 (HND) | 11:30 | 19:45 | 750.00
HAN | LAX | Korean Air | 1 (ICN) | 08:15 | 16:30 | 650.00
HAN | LAX | China Eastern | 1 (PVG) | 10:45 | 18:10 | 630.00
HAN | LAX | Singapore Airlines | 1 (SIN) | 12:15 | 20:30 | 780.00
HAN | LAX | Thai Airways | 1 (BKK) | 14:00 | 22:20 | 720.00
HAN | LAX | Cathay Pacific | 1 (HKG) | 09:45 | 17:55 | 740.00
HAN | LAX | Asiana Airlines | 1 (ICN) | 11:15 | 19:25 | 730.00


Here are the 16 flight plans:

LAX | HKG | American Airlines | Non-stop | 08:30 | 19:15 | 850.00
LAX | HKG | Cathay Pacific | Non-stop | 09:45 | 20:30 | 950.00
LAX | HKG | Delta Air Lines | 1 stop (NRT) | 11:15 | 22:00 | 700.00
LAX | HKG | United Airlines | 1 stop (SFO) | 12:00 | 23:45 | 750.00
LAX | HKG | Japan Airlines | 1 stop (NRT) | 13:30 | 01:15 | 800.00
LAX | HKG | Korean Air | 1 stop (ICN) | 14:45 | 02:30 | 900.00
LAX | HKG | China Airlines | 2 stops (TPE, KHH) | 16:00 | 04:00 | 650.00
LAX | HKG | Asiana Airlines | 2 stops (ICN, BKK) | 17:15 | 05:45 | 600.00

HKG | LAX | Cathay Pacific | Non-stop | 08:00 | 06:30 | 980.00
HKG | LAX | American Airlines | Non-stop | 09:30 | 08:00 | 920.00
HKG | LAX | Delta Air Lines | 1 stop (NRT) | 11:00 | 10:30 | 820.00
HKG | LAX | United Airlines | 1 stop (SFO) | 12:30 | 12:00 | 870.00
HKG | LAX | Japan Airlines | 1 stop (NRT) | 14:00 | 13:30 | 840.00
HKG | LAX | Korean Air | 1 stop (ICN) | 15:30 | 15:00 | 910.00
HKG | LAX | China Airlines | 2 stops (TPE, KHH) | 17:00 | 17:30 | 780.00
HKG | LAX | Asiana Airlines | 2 stops (ICN, BKK) | 18:30 | 19:00 | 760.00


Here are the 16 flight plans:

LAX | IST | Turkish Airlines | 0 | 14:30 | 12:10 | 850.00
LAX | IST | American Airlines | 1 (LHR) | 10:00 | 14:50 | 950.00
LAX | IST | Lufthansa | 1 (FRA) | 12:45 | 17:20 | 1050.00
LAX | IST | Delta Air Lines | 0 | 16:15 | 13:55 | 900.00
LAX | IST | Emirates | 1 (DXB) | 11:30 | 16:10 | 1100.00
LAX | IST | Qatar Airways | 1 (DOH) | 13:00 | 17:40 | 1000.00
LAX | IST | United Airlines | 1 (EWR) | 09:00 | 13:30 | 920.00
LAX | IST | Austrian Airlines | 1 (VIE) | 14:00 | 18:35 | 1080.00

IST | LAX | Turkish Airlines | 0 | 08:00 | 10:30 | 800.00
IST | LAX | Lufthansa | 1 (FRA) | 10:15 | 14:50 | 950.00
IST | LAX | American Airlines | 1 (LHR) | 12:00 | 16:35 | 980.00
IST | LAX | Emirates | 1 (DXB) | 09:30 | 14:10 | 1020.00
IST | LAX | Qatar Airways | 1 (DOH) | 11:00 | 15:40 | 940.00
IST | LAX | United Airlines | 1 (EWR) | 13:30 | 18:00 | 910.00
IST | LAX | Delta Air Lines | 0 | 14:45 | 17:15 | 870.00
IST | LAX | Austrian Airlines | 1 (VIE) | 15:00 | 19:30 | 1060.00


Here are the 16 flight plans:

LAX | TLV | El Al | 0 | 13:30 | 17:45 | 850.00
LAX | TLV | American Airlines | 1 (JFK) | 08:00 | 18:30 | 950.00
LAX | TLV | United Airlines | 1 (EWR) | 10:45 | 20:15 | 900.00
LAX | TLV | Delta Air Lines | 0 | 15:15 | 19:30 | 800.00
LAX | TLV | Lufthansa | 1 (FRA) | 11:30 | 21:00 | 1000.00
LAX | TLV | Turkish Airlines | 1 (IST) | 09:00 | 19:30 | 850.00
LAX | TLV | British Airways | 1 (LHR) | 12:00 | 20:30 | 950.00
LAX | TLV | Air Canada | 1 (YYZ) | 14:00 | 21:45 | 900.00
TLV | LAX | El Al | 0 | 08:00 | 11:30 | 750.00
TLV | LAX | United Airlines | 1 (EWR) | 10:30 | 14:45 | 800.00
TLV | LAX | Delta Air Lines | 1 (AMS) | 11:15 | 15:30 | 850.00
TLV | LAX | Lufthansa | 1 (FRA) | 09:45 | 14:15 | 900.00
TLV | LAX | Turkish Airlines | 1 (IST) | 08:30 | 13:45 | 800.00
TLV | LAX | British Airways | 1 (LHR) | 10:00 | 14:30 | 850.00
TLV | LAX | Air France | 1 (CDG) | 11:45 | 16:00 | 900.00
TLV | LAX | Swiss International | 1 (ZRH) | 09:15 | 14:45 | 850.00


Here are the 16 flight plans:

LAX | LIM | American Airlines | 1 (DFW) | 08:00 | 19:35 | 850.00
LAX | LIM | Delta Air Lines | 1 (ATL) | 10:30 | 22:05 | 900.00
LAX | LIM | United Airlines | 1 (IAH) | 12:15 | 23:40 | 950.00
LAX | LIM | LATAM | 0 | 14:00 | 21:20 | 800.00
LAX | LIM | Avianca | 1 (BOG) | 15:45 | 00:10 | 1000.00
LAX | LIM | Copa Airlines | 1 (PTY) | 17:20 | 02:35 | 1050.00
LAX | LIM | Aeromexico | 1 (MEX) | 19:00 | 04:15 | 1100.00
LAX | LIM | Interjet | 1 (MEX) | 21:30 | 06:45 | 1150.00
LIM | LAX | American Airlines | 1 (DFW) | 08:00 | 15:35 | 850.00
LIM | LAX | Delta Air Lines | 1 (ATL) | 10:30 | 17:05 | 900.00
LIM | LAX | United Airlines | 1 (IAH) | 12:15 | 18:40 | 950.00
LIM | LAX | LATAM | 0 | 14:00 | 20:20 | 800.00
LIM | LAX | Avianca | 1 (BOG) | 15:45 | 21:10 | 1000.00
LIM | LAX | Copa Airlines | 1 (PTY) | 17:20 | 23:35 | 1050.00
LIM | LAX | Aeromexico | 1 (MEX) | 19:00 | 01:15 | 1100.00
LIM | LAX | Interjet | 1 (MEX) | 21:30 | 03:45 | 1150.00


Here are the 16 flight plans:

LAX | LHR | American Airlines | Non-stop | 08:00 | 15:30 | 849.00
LAX | LHR | British Airways | Non-stop | 10:30 | 18:00 | 999.00
LAX | LHR | United Airlines | 1 stop (EWR) | 12:00 | 21:30 | 749.00
LAX | LHR | Delta Air Lines | Non-stop | 14:00 | 21:00 | 899.00
LAX | LHR | Lufthansa | 1 stop (FRA) | 16:00 | 23:30 | 799.00
LAX | LHR | Air France | 1 stop (CDG) | 18:00 | 01:30 | 849.00
LAX | LHR | KLM Royal Dutch | 1 stop (AMS) | 20:00 | 03:30 | 899.00
LAX | LHR | Iberia | 1 stop (MAD) | 22:00 | 05:30 | 949.00

LHR | LAX | British Airways | Non-stop | 09:00 | 11:30 | 1099.00
LHR | LAX | American Airlines | Non-stop | 11:30 | 14:00 | 1049.00
LHR | LAX | United Airlines | 1 stop (EWR) | 14:00 | 18:30 | 949.00
LHR | LAX | Delta Air Lines | Non-stop | 16:00 | 18:30 | 1099.00
LHR | LAX | Lufthansa | 1 stop (FRA) | 18:00 | 22:30 | 999.00
LHR | LAX | Air France | 1 stop (CDG) | 20:00 | 00:30 | 1049.00
LHR | LAX | KLM Royal Dutch | 1 stop (AMS) | 22:00 | 02:30 | 1099.00
LHR | LAX | Iberia | 1 stop (MAD) | 00:00 | 04:30 | 1149.00


Here are the 16 flight plans:

LAX | MAD | American Airlines | 1 (PHL) | 08:00 | 18:30 | 850.00
LAX | MAD | Iberia | 0 | 10:00 | 20:30 | 950.00
LAX | MAD | Delta Air Lines | 1 (JFK) | 12:00 | 22:30 | 900.00
LAX | MAD | United Airlines | 2 (SFO, EWR) | 14:00 | 01:30 | 1100.00
LAX | MAD | Lufthansa | 1 (FRA) | 16:00 | 02:30 | 1050.00
LAX | MAD | Air Europa | 0 | 18:00 | 04:30 | 1000.00
LAX | MAD | British Airways | 1 (LHR) | 20:00 | 06:30 | 1200.00
LAX | MAD | Swiss International | 1 (ZRH) | 22:00 | 08:30 | 1150.00

MAD | LAX | Iberia | 0 | 08:00 | 14:30 | 900.00
MAD | LAX | American Airlines | 1 (PHL) | 10:00 | 16:30 | 850.00
MAD | LAX | Delta Air Lines | 1 (JFK) | 12:00 | 18:30 | 900.00
MAD | LAX | United Airlines | 2 (EWR, SFO) | 14:00 | 22:30 | 1100.00
MAD | LAX | Lufthansa | 1 (FRA) | 16:00 | 00:30 | 1050.00
MAD | LAX | Air Europa | 0 | 18:00 | 02:30 | 1000.00
MAD | LAX | British Airways | 1 (LHR) | 20:00 | 04:30 | 1200.00
MAD | LAX | Swiss International | 1 (ZRH) | 22:00 | 06:30 | 1150.00


Here are the 16 flight plans:

LAX | MEX | American Airlines | 0 | 08:00 | 12:30 | 450.00
LAX | MEX | Delta Air Lines | 1 (SFO) | 09:30 | 15:15 | 520.00
LAX | MEX | Aeromexico | 0 | 11:00 | 15:45 | 480.00
LAX | MEX | United Airlines | 1 (DEN) | 12:30 | 18:00 | 550.00
