

ORD | IAH | United | 0 | 08:00 | 11:15 | 250.00
AMS | MDW | LH | 1 (FRA) | 13:30 | 16:15 | 980.00
AMS | MDW | BA | 1 (LHR) | 14:30 | 17:15 | 1000.00
AMS | MDW | AF | 1 (CDG) | 15:30 | 18:15 | 1020.00
AMS | MDW | NW | 0 | 16:30 | 19:00 | 860.00


Here are the 16 flight plans:

MDW | AUA | American Airlines | Non-stop | 08:00 | 14:30 | 450.00
MDW | AUA | Delta Air Lines | 1 stop (MIA) | 09:15 | 16:45 | 520.00
MDW | AUA | United Airlines | Non-stop | 10:30 | 17:00 | 480.00
MDW | AUA | Spirit Airlines | 1 stop (FLL) | 11:45 | 19:15 | 380.00
MDW | AUA | JetBlue Airways | Non-stop | 13:00 | 19:30 | 510.00
MDW | AUA | Frontier Airlines | 1 stop (TPA) | 14:15 | 21:45 | 420.00
MDW | AUA | Southwest Airlines | Non-stop | 15:30 | 22:00 | 500.00
MDW | AUA | Alaska Airlines | 1 stop (PBI) | 16:45 | 00:15 | 550.00
AUA | MDW | American Airlines | Non-stop | 08:00 | 11:30 | 420.00
AUA | MDW | Delta Air Lines | 1 stop (ATL) | 09:15 | 14:45 | 480.00
AUA | MDW | United Airlines | Non-stop | 10:30 | 15:00 | 450.00
AUA | MDW | Spirit Airlines | 1 stop (BWI) | 11:45 | 17:15 | 380.00
AUA | MDW | JetBlue Airways | Non-stop | 13:00 | 17:30 | 510.00
AUA | MDW | Frontier Airlines | 1 stop (DEN) | 14:15 | 20:45 | 440.00
AUA | MDW | Southwest Airlines | Non-stop | 15:30 | 21:00 | 490.00
AUA | MDW | Alaska Airlines | 1 stop (SFO) | 16:45 | 23:15 | 530.00


Here are the 16 flight plans:

MDW | ATH | American Airlines | 1 (LHR) | 08:00 | 18:30 | 850.00
MDW | ATH | Lufthansa | 2 (FRA, MUC) | 10:30 | 21:45 | 1100.00
MDW | ATH | United Airlines | Non-stop | 13:15 | 06:00 | 950.00
MDW | ATH | Turkish Airlines | 1 (IST) | 14:45 | 08:15 | 1050.00
MDW | ATH | Delta Air Lines | 1 (CDG) | 16:00 | 09:30 | 1000.00
MDW | ATH | British Airways | 1 (LHR) | 18:30 | 11:15 | 1200.00
MDW | ATH | Swiss International | 2 (ZRH, GVA) | 20:15 | 13:45 | 1300.00
MDW | ATH | Austrian Airlines | 1 (VIE) | 21:45 | 14:30 | 1150.00
ATH | MDW | Aegean Airlines | Non-stop | 09:00 | 13:15 | 900.00
ATH | MDW | Olympic Air | 1 (LCA) | 11:30 | 16:45 | 1050.00
ATH | MDW | Emirates | 1 (DXB) | 13:45 | 19:00 | 1250.00
ATH | MDW | KLM Royal Dutch | 1 (AMS) | 15:15 | 20:30 | 1100.00
ATH | MDW | Air France | 1 (CDG) | 17:00 | 22:15 | 1200.00
ATH | MDW | Iberia | 1 (MAD) | 19:30 | 00:45 | 1150.00
ATH | MDW | TAP Air Portugal | 1 (LIS) | 21:45 | 02:00 | 1050.00
ATH | MDW | Alitalia | 1 (FCO) | 23:59 | 04:15 | 1000.00


Here are the 16 flight plans:

MDW | AKL | American Airlines | 1 (LAX) | 08:00 | 06:00 (+1) | 850.00
MDW | AKL | United Airlines | 2 (SFO, HNL) | 10:30 | 09:30 (+1) | 1050.00
MDW | AKL | Qantas | 1 (DFW) | 12:00 | 11:00 (+1) | 900.00
MDW | AKL | Delta Air Lines | 2 (ATL, NRT) | 14:30 | 13:30 (+1) | 1200.00
MDW | AKL | Air New Zealand | 1 (LAX) | 16:00 | 15:00 (+1) | 1000.00
MDW | AKL | Emirates | 2 (DXB, MEL) | 18:30 | 17:30 (+1) | 1300.00
MDW | AKL | Singapore Airlines | 1 (SIN) | 20:00 | 19:00 (+1) | 1100.00
MDW | AKL | Lufthansa | 2 (FRA, HKG) | 22:00 | 21:00 (+1) | 1400.00

AKL | MDW | Air New Zealand | 1 (LAX) | 09:00 | 06:00 (-1) | 950.00
AKL | MDW | Qantas | 2 (MEL, DFW) | 11:30 | 08:30 (-1) | 1150.00
AKL | MDW | United Airlines | 1 (SFO) | 13:00 | 10:00 (-1) | 1000.00
AKL | MDW | American Airlines | 2 (HNL, LAX) | 15:30 | 12:30 (-1) | 1250.00
AKL | MDW | Delta Air Lines | 1 (ATL) | 17:00 | 14:00 (-1) | 1050.00
AKL | MDW | Emirates | 2 (MEL, DXB) | 19:30 | 16:30 (-1) | 1350.00
AKL | MDW | Singapore Airlines | 1 (SIN) | 21:00 | 18:00 (-1) | 1200.00
AKL | MDW | Lufthansa | 2 (HKG, FRA) | 23:00 | 20:00 (-1) | 1450.00


Here are the 16 flight plans:

MDW | DPS | AA | 1 (LAX) | 08:00 | 19:30 | 850.00
MDW | DPS | UA | 2 (SFO, NRT) | 09:30 | 21:45 | 1200.00
MDW | DPS | DL | 1 (ATL) | 10:45 | 22:10 | 1100.00
MDW | DPS | WN | 2 (DEN, LAX) | 11:15 | 23:20 | 1000.00
MDW | DPS | AS | 1 (SEA) | 12:00 | 23:40 | 1050.00
MDW | DPS | F9 | 2 (DEN, HNL) | 13:30 | 01:50 | 950.00
MDW | DPS | NK | 1 (LAX) | 14:45 | 02:10 | 900.00
MDW | DPS | B6 | 2 (JFK, LAX) | 15:15 | 03:30 | 1250.00
DPS | MDW | GA | 1 (HKG) | 08:00 | 19:30 | 1300.00
DPS | MDW | SQ | 2 (SIN, NRT) | 09:30 | 21:45 | 1500.00
DPS | MDW | QF | 1 (SYD) | 10:45 | 22:10 | 1400.00
DPS | MDW | VA | 2 (PER, LAX) | 11:15 | 23:20 | 1350.00
DPS | MDW | CX | 1 (HKG) | 12:00 | 23:40 | 1450.00
DPS | MDW | JL | 2 (NRT, SFO) | 13:30 | 01:50 | 1600.00
DPS | MDW | MH | 1 (KUL) | 14:45 | 02:10 | 1550.00
DPS | MDW | TG | 2 (BKK, NRT) | 15:15 | 03:30 | 1700.00


Here are the 16 flight plans:

MDW | BCN | American Airlines | Non-stop | 08:00 | 16:30 | 850.00
MDW | BCN | Iberia | 1 stop (MAD) | 10:30 | 19:15 | 720.00
MDW | BCN | United Airlines | Non-stop | 12:00 | 20:30 | 900.00
MDW | BCN | Lufthansa | 1 stop (FRA) | 14:00 | 22:45 | 780.00
MDW | BCN | Delta Air Lines | Non-stop | 16:00 | 00:30 | 950.00
MDW | BCN | British Airways | 1 stop (LHR) | 18:00 | 02:15 | 820.00
MDW | BCN | Air Europa | 1 stop (MAD) | 20:00 | 04:45 | 740.00
MDW | BCN | Swiss International | 1 stop (ZRH) | 22:00 | 06:30 | 860.00

BCN | MDW | Iberia | Non-stop | 08:30 | 12:00 | 790.00
BCN | MDW | American Airlines | 1 stop (PHL) | 10:00 | 15:30 | 730.00
BCN | MDW | United Airlines | Non-stop | 12:30 | 16:00 | 870.00
BCN | MDW | Lufthansa | 1 stop (FRA) | 14:30 | 19:15 | 810.00
BCN | MDW | Delta Air Lines | Non-stop | 16:30 | 20:00 | 920.00
BCN | MDW | British Airways | 1 stop (LHR) | 18:30 | 22:45 | 850.00
BCN | MDW | Air Europa | 1 stop (MAD) | 20:30 | 01:15 | 760.00
BCN | MDW | Swiss International | 1 stop (ZRH) | 22:30 | 03:45 | 890.00


Here are the 16 flight plans:

MDW | PEK | American Airlines | 1 (NRT) | 13:45 | 17:10 | 850.00
MDW | PEK | United Airlines | 2 (ORD, HKG) | 08:10 | 19:30 | 950.00
MDW | PEK | China Eastern | 1 (PVG) | 15:20 | 18:50 | 720.00
MDW | PEK | Japan Airlines | 1 (NRT) | 10:40 | 16:10 | 800.00
MDW | PEK | Delta Air Lines | 2 (ATL, ICN) | 09:00 | 20:30 | 1050.00
MDW | PEK | Hainan Airlines | 1 (XIY) | 12:30 | 17:00 | 780.00
MDW | PEK | Air China | 1 (PVG) | 11:50 | 16:20 | 750.00
MDW | PEK | Korean Air | 1 (ICN) | 14:10 | 18:40 | 820.00

PEK | MDW | American Airlines | 1 (NRT) | 09:30 | 07:55 | 880.00
PEK | MDW | United Airlines | 2 (HKG, SFO) | 11:40 | 10:10 | 980.00
PEK | MDW | China Eastern | 1 (PVG) | 13:00 | 09:30 | 780.00
PEK | MDW | Japan Airlines | 1 (NRT) | 10:10 | 08:40 | 850.00
PEK | MDW | Delta Air Lines | 2 (ICN, ATL) | 12:20 | 11:50 | 1100.00
PEK | MDW | Hainan Airlines | 1 (XIY) | 14:50 | 10:20 | 820.00
PEK | MDW | Air China | 1 (PVG) | 11:10 | 09:40 | 790.00
PEK | MDW | Korean Air | 1 (ICN) | 15:40 | 11:10 | 860.00


Here are the 16 flight plans:

MDW | BER | Lufthansa | 1 (FRA) | 08:00 | 18:30 | 850.00
MDW | BER | American Airlines | 2 (PHL, AMS) | 10:30 | 21:15 | 1050.00
MDW | BER | United | 1 (EWR) | 12:00 | 22:45 | 950.00
MDW | BER | Delta | 0 | 14:30 | 06:00 (+1) | 1200.00
MDW | BER | Turkish Airlines | 1 (IST) | 16:00 | 09:30 (+1) | 1000.00
MDW | BER | Swiss | 1 (ZRH) | 18:00 | 11:15 (+1) | 1100.00
MDW | BER | Austrian | 1 (VIE) | 20:00 | 13:45 (+1) | 1150.00
MDW | BER | British Airways | 1 (LHR) | 22:00 | 15:30 (+1) | 1250.00
BER | MDW | Lufthansa | 1 (FRA) | 08:00 | 12:30 | 900.00
BER | MDW | American Airlines | 2 (AMS, PHL) | 10:30 | 18:15 | 1100.00
BER | MDW | United | 1 (EWR) | 12:00 | 20:45 | 1000.00
BER | MDW | Delta | 0 | 14:30 | 06:00 (+1) | 1300.00
BER | MDW | Turkish Airlines | 1 (IST) | 16:00 | 09:30 (+1) | 1050.00
BER | MDW | Swiss | 1 (ZRH) | 18:00 | 11:15 (+1) | 1150.00
BER | MDW | Austrian | 1 (VIE) | 20:00 | 13:45 (+1) | 1200.00
BER | MDW | British Airways | 1 (LHR) | 22:00 | 15:30 (+1) | 1350.00


Here are the 16 flight plans:

MDW | EZE | AA | 1 (DFW) | 08:00 | 22:30 | 850.00
MDW | EZE | UA | 1 (IAH) | 10:30 | 01:15 | 920.00
MDW | EZE | DL | 1 (ATL) | 12:00 | 02:45 | 950.00
MDW | EZE | LA | 0 | 14:30 | 06:15 | 1100.00
MDW | EZE | AV | 1 (BOG) | 16:00 | 08:30 | 1000.00
MDW | EZE | CM | 1 (PTY) | 18:00 | 10:15 | 1050.00
MDW | EZE | AR | 1 (SCL) | 20:00 | 12:45 | 980.00
MDW | EZE | JJ | 1 (GRU) | 22:00 | 15:30 | 1020.00
EZE | MDW | AA | 1 (DFW) | 08:00 | 18:30 | 820.00
EZE | MDW | UA | 1 (IAH) | 10:30 | 21:15 | 890.00
EZE | MDW | DL | 1 (ATL) | 12:00 | 23:45 | 920.00
EZE | MDW | LA | 0 | 14:30 | 05:15 | 1080.00
EZE | MDW | AV | 1 (BOG) | 16:00 | 09:30 | 970.00
EZE | MDW | CM | 1 (PTY) | 18:00 | 11:15 | 1010.00
EZE | MDW | AR | 1 (SCL) | 20:00 | 13:45 | 940.00
EZE | MDW | JJ | 1 (GRU) | 22:00 | 16:30 | 990.00


Here are the 16 flight plans:

MDW | SJD | American Airlines | 1 (DFW) | 08:00 | 11:45 | 542.00
MDW | SJD | Delta Air Lines | 0 | 10:30 | 14:15 | 620.00
MDW | SJD | United Airlines | 1 (IAH) | 12:00 | 15:50 | 580.00
MDW | SJD | Spirit Airlines | 1 (LAS) | 14:30 | 18:20 | 450.00
MDW | SJD | Frontier Airlines | 1 (DEN) | 16:00 | 20:00 | 520.00
MDW | SJD | Southwest Airlines | 1 (PHX) | 18:00 | 22:00 | 550.00
MDW | SJD | Alaska Airlines | 1 (SEA) | 20:00 | 00:10 | 600.00
MDW | SJD | JetBlue Airways | 1 (MCO) | 22:00 | 02:10 | 580.00

SJD | MDW | American Airlines | 1 (PHX) | 08:00 | 14:30 | 520.00
SJD | MDW | Delta Air Lines | 0 | 10:00 | 16:30 | 650.00
SJD | MDW | United Airlines | 1 (SFO) | 12:00 | 18:30 | 590.00
SJD | MDW | Spirit Airlines | 1 (ORD) | 14:00 | 20:00 | 480.00
SJD | MDW | Frontier Airlines | 1 (DEN) | 16:00 | 22:00 | 540.00
SJD | MDW | Southwest Airlines | 1 (LAS) | 18:00 | 00:00 | 570.00
SJD | MDW | Alaska Airlines | 1 (PDX) | 20:00 | 02:00 | 610.00
SJD | MDW | JetBlue Airways | 1 (FLL) | 22:00 | 04:00 | 590.00


Here are the 16 flight plans:

MDW | CAI | American Airlines | 1 (LHR) | 08:00 | 18:30 | 850.00
MDW | CAI | Lufthansa | 2 (FRA, IST) | 09:30 | 20:15 | 1100.00
MDW | CAI | EgyptAir | 0 | 11:00 | 18:00 | 900.00
MDW | CAI | Turkish Airlines | 1 (IST) | 12:30 | 21:00 | 1000.00
MDW | CAI | Emirates | 1 (DXB) | 14:00 | 22:30 | 1200.00
MDW | CAI | Qatar Airways | 1 (DOH) | 15:30 | 23:15 | 1300.00
MDW | CAI | British Airways | 1 (LHR) | 17:00 | 01:00 | 950.00
MDW | CAI | Swiss International | 2 (ZRH, GVA) | 18:30 | 02:15 | 1050.00

CAI | MDW | EgyptAir | 0 | 08:00 | 14:00 | 800.00
CAI | MDW | Lufthansa | 1 (FRA) | 09:30 | 15:30 | 1000.00
CAI | MDW | Turkish Airlines | 1 (IST) | 11:00 | 17:00 | 900.00
CAI | MDW | American Airlines | 1 (LHR) | 12:30 | 18:30 | 850.00
CAI | MDW | Emirates | 1 (DXB) | 14:00 | 20:00 | 1100.00
CAI | MDW | Qatar Airways | 1 (DOH) | 15:30 | 21:15 | 1200.00
CAI | MDW | British Airways | 1 (LHR) | 17:00 | 23:00 | 950.00
CAI | MDW | Swiss International | 2 (ZRH, GVA) | 18:30 | 00:15 | 1050.00


Here are the 16 flight plans:

MDW | CUN | AA | 1 (DFW) | 08:00 | 12:30 | 450.00
MDW | CUN | UA | 0 | 10:00 | 14:30 | 520.00
MDW | CUN | WN | 1 (HOU) | 11:30 | 16:00 | 480.00
MDW | CUN | DL | 1 (ATL) | 13:00 | 17:30 | 500.00
MDW | CUN | F9 | 0 | 14:30 | 19:00 | 430.00
MDW | CUN | NK | 1 (FLL) | 15:30 | 20:00 | 460.00
MDW | CUN | SY | 0 | 16:30 | 21:00 | 490.00
MDW | CUN | B6 | 1 (JFK) | 17:30 | 22:00 | 510.00
CUN | MDW | AA | 1 (DFW) | 08:00 | 12:30 | 420.00
CUN | MDW | UA | 0 | 10:00 | 14:30 | 500.00
CUN | MDW | WN | 1 (HOU) | 11:30 | 16:00 | 450.00
CUN | MDW | DL | 1 (ATL) | 13:00 | 17:30 | 470.00
CUN | MDW | F9 | 0 | 14:30 | 19:00 | 400.00
CUN | MDW | NK | 1 (FLL) | 15:30 | 20:00 | 440.00
CUN | MDW | SY | 0 | 16:30 | 21:00 | 480.00
CUN | MDW | B6 | 1 (JFK) | 17:30 | 22:00 | 490.00


Here are the 16 flight plans:

MDW | CPT | AA | 1 (JFK) | 08:00 | 20:30 | 850.00
MDW | CPT | UA | 2 (EWR, LHR) | 10:30 | 22:15 | 1100.00
MDW | CPT | DL | 1 (ATL) | 12:00 | 23:45 | 900.00
MDW | CPT | LH | 2 (FRA, JNB) | 14:00 | 01:00 | 1200.00
MDW | CPT | BA | 1 (LHR) | 16:00 | 02:30 | 1000.00
MDW | CPT | QR | 2 (DOH, JNB) | 18:00 | 04:15 | 1300.00
MDW | CPT | EK | 1 (DXB) | 20:00 | 06:45 | 1150.00
MDW | CPT | SA | 2 (JNB, GRJ) | 22:00 | 08:30 | 1050.00

CPT | MDW | AA | 1 (JFK) | 08:00 | 18:30 | 800.00
CPT | MDW | UA | 2 (LHR, EWR) | 10:30 | 20:15 | 1000.00
CPT | MDW | DL | 1 (ATL) | 12:00 | 21:45 | 850.00
CPT | MDW | LH | 2 (JNB, FRA) | 14:00 | 23:00 | 1100.00
CPT | MDW | BA | 1 (LHR) | 16:00 | 00:30 | 950.00
CPT | MDW | QR | 2 (JNB, DOH) | 18:00 | 02:15 | 1200.00
CPT | MDW | EK | 1 (DXB) | 20:00 | 04:45 | 1050.00
CPT | MDW | SA | 2 (GRJ, JNB) | 22:00 | 06:30 | 900.00


Here are the 16 flight plans:

MDW | CPH | American Airlines | 1 (LHR) | 08:00 | 18:30 | 850.00
MDW | CPH | Lufthansa | 2 (FRA, AMS) | 10:30 | 21:15 | 1200.00
MDW | CPH | United Airlines | 0 | 13:45 | 06:00 | 900.00
MDW | CPH | SAS | 1 (OSL) | 15:00 | 08:30 | 1000.00
MDW | CPH | Delta Air Lines | 1 (CDG) | 16:30 | 09:15 | 1100.00
MDW | CPH | KLM | 2 (AMS, HAM) | 18:00 | 11:45 | 1300.00
MDW | CPH | Air France | 1 (CDG) | 19:30 | 12:15 | 1050.00
MDW | CPH | British Airways | 1 (LHR) | 21:00 | 14:30 | 1250.00
CPH | MDW | SAS | 1 (OSL) | 08:00 | 11:30 | 950.00
CPH | MDW | Lufthansa | 2 (FRA, MUC) | 09:30 | 15:15 | 1350.00
CPH | MDW | United Airlines | 0 | 11:45 | 15:00 | 1000.00
CPH | MDW | American Airlines | 1 (LHR) | 13:00 | 17:30 | 1150.00
CPH | MDW | KLM | 2 (AMS, BRU) | 14:30 | 20:15 | 1400.00
CPH | MDW | Delta Air Lines | 1 (CDG) | 16:00 | 21:30 | 1200.00
CPH | MDW | Air France | 1 (CDG) | 17:30 | 23:15 | 1100.00
CPH | MDW | British Airways | 1 (LHR) | 19:00 | 01:30 | 1300.00


Here are the 16 flight plans:

MDW | DXB | Emirates | 1 (AMS) | 14:30 | 12:15 | 850.00
MDW | DXB | Lufthansa | 2 (FRA, IST) | 08:00 | 18:45 | 1200.00
MDW | DXB | Qatar | 1 (DOH) | 10:45 | 20:30 | 900.00
MDW | DXB | Turkish | 2 (IST, KWI) | 12:15 | 23:59 | 1100.00
MDW | DXB | American | 1 (PHL) | 16:00 | 10:45 | 1000.00
MDW | DXB | British | 2 (LHR, AUH) | 09:30 | 21:15 | 1300.00
MDW | DXB | United | 1 (EWR) | 11:45 | 22:30 | 950.00
MDW | DXB | Delta | 2 (ATL, CDG) | 13:15 | 00:15 | 1050.00
DXB | MDW | Emirates | 1 (AMS) | 02:15 | 06:00 | 800.00
DXB | MDW | Lufthansa | 2 (FRA, ORD) | 09:45 | 14:30 | 1150.00
DXB | MDW | Qatar | 1 (DOH) | 14:00 | 19:45 | 850.00
DXB | MDW | Turkish | 2 (IST, EWR) | 16:30 | 22:15 | 1000.00
DXB | MDW | American | 1 (PHL) | 11:00 | 16:45 | 900.00
DXB | MDW | British | 2 (LHR, JFK) | 07:45 | 13:30 | 1250.00
DXB | MDW | United | 1 (EWR) | 13:00 | 18:45 | 925.00
DXB | MDW | Delta | 2 (ATL, MIA) | 15:30 | 21:15 | 1025.00


Here are the 16 flight plans:

MDW | DUB | American Airlines | 1 (ORD) | 08:00 | 18:30 | 849.00
MDW | DUB | United Airlines | 2 (EWR, LHR) | 10:30 | 20:15 | 1199.00
MDW | DUB | Delta Air Lines | 0 | 12:45 | 20:50 | 899.00
MDW | DUB | Lufthansa | 1 (FRA) | 14:10 | 22:40 | 1299.00
MDW | DUB | Aer Lingus | 0 | 16:00 | 22:20 | 799.00
MDW | DUB | British Airways | 1 (LHR) | 18:30 | 00:15 | 1099.00
MDW | DUB | KLM Royal Dutch | 1 (AMS) | 20:15 | 02:00 | 1249.00
MDW | DUB | Iberia | 2 (MAD, LHR) | 22:00 | 04:30 | 1399.00
DUB | MDW | American Airlines | 1 (ORD) | 08:00 | 10:30 | 849.00
DUB | MDW | United Airlines | 2 (LHR, EWR) | 10:30 | 13:15 | 1199.00
DUB | MDW | Delta Air Lines | 0 | 12:45 | 15:50 | 899.00
DUB | MDW | Lufthansa | 1 (FRA) | 14:10 | 17:40 | 1299.00
DUB | MDW | Aer Lingus | 0 | 16:00 | 18:20 | 799.00
DUB | MDW | British Airways | 1 (LHR) | 18:30 | 21:15 | 1099.00
DUB | MDW | KLM Royal Dutch | 1 (AMS) | 20:15 | 23:00 | 1249.00
DUB | MDW | Iberia | 2 (LHR, MAD) | 22:00 | 01:30 | 1399.00


Here are the 16 flight plans:

MDW | EDI | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MDW | EDI | British Airways | 1 stop (LHR) | 10:30 | 21:15 | 950.00
MDW | EDI | United Airlines | Non-stop | 12:00 | 22:20 | 780.00
MDW | EDI | Lufthansa | 1 stop (FRA) | 14:00 | 00:45 | 1020.00
MDW | EDI | Delta Air Lines | Non-stop | 16:00 | 02:10 | 900.00
MDW | EDI | KLM Royal Dutch | 1 stop (AMS) | 18:00 | 04:30 | 1100.00
MDW | EDI | Iberia | 2 stops (MAD, LHR) | 20:00 | 07:45 | 1250.00
MDW | EDI | Air France | 1 stop (CDG) | 22:00 | 09:20 | 1050.00
EDI | MDW | American Airlines | Non-stop | 08:00 | 10:30 | 800.00
EDI | MDW | British Airways | 1 stop (LHR) | 10:30 | 13:15 | 900.00
EDI | MDW | United Airlines | Non-stop | 12:00 | 14:20 | 750.00
EDI | MDW | Lufthansa | 1 stop (FRA) | 14:00 | 17:45 | 1000.00
EDI | MDW | Delta Air Lines | Non-stop | 16:00 | 18:10 | 850.00
EDI | MDW | KLM Royal Dutch | 1 stop (AMS) | 18:00 | 21:30 | 1050.00
EDI | MDW | Iberia | 2 stops (MAD, LHR) | 20:00 | 01:45 | 1200.00
EDI | MDW | Air France | 1 stop (CDG) | 22:00 | 03:20 | 1000.00


Here are the 16 flight plans:

MDW | HAN | AA | 1 (NRT) | 08:00 | 20:30 | 850.00
MDW | HAN | UA | 2 (SFO, HKG) | 10:30 | 23:45 | 1050.00
MDW | HAN | DL | 0 | 12:00 | 19:00 | 700.00
MDW | HAN | WN | 1 (DEN) | 14:30 | 22:15 | 950.00
MDW | HAN | AS | 1 (SEA) | 16:00 | 23:50 | 1100.00
MDW | HAN | F9 | 2 (DEN, BKK) | 18:00 | 02:30 | 1200.00
MDW | HAN | NK | 1 (LAX) | 20:00 | 03:15 | 1000.00
MDW | HAN | B6 | 0 | 22:00 | 05:00 | 900.00
HAN | MDW | AA | 1 (NRT) | 08:00 | 20:30 | 850.00
HAN | MDW | UA | 2 (HKG, SFO) | 10:30 | 23:45 | 1050.00
HAN | MDW | DL | 0 | 12:00 | 19:00 | 700.00
HAN | MDW | WN | 1 (DEN) | 14:30 | 22:15 | 950.00
HAN | MDW | AS | 1 (SEA) | 16:00 | 23:50 | 1100.00
HAN | MDW | F9 | 2 (BKK, DEN) | 18:00 | 02:30 | 1200.00
HAN | MDW | NK | 1 (LAX) | 20:00 | 03:15 | 1000.00
HAN | MDW | B6 | 0 | 22:00 | 05:00 | 900.00
HAN | MDW | SQ | 1 (SIN) | 00:00 | 07:30 | 1250.00


Here are the 16 flight plans:

MDW | HKG | AA | 1 (NRT) | 08:30 | 20:45 | 850.00
MDW | HKG | UA | 2 (SFO, ICN) | 10:15 | 22:50 | 1050.00
MDW | HKG | CX | 0 | 12:00 | 18:30 | 1200.00
MDW | HKG | JL | 1 (NRT) | 14:45 | 02:15 | 900.00
MDW | HKG | KE | 2 (ATL, ICN) | 16:30 | 04:10 | 1100.00
MDW | HKG | OZ | 1 (ICN) | 18:15 | 05:45 | 1000.00
MDW | HKG | SQ | 2 (LAX, SIN) | 20:00 | 07:30 | 1300.00
MDW | HKG | TG | 1 (BKK) | 22:45 | 09:15 | 950.00
HKG | MDW | AA | 1 (NRT) | 09:00 | 20:30 | 800.00
HKG | MDW | UA | 2 (ICN, SFO) | 11:15 | 23:50 | 1000.00
HKG | MDW | CX | 0 | 13:00 | 19:30 | 1150.00
HKG | MDW | JL | 1 (NRT) | 15:45 | 03:15 | 850.00
HKG | MDW | KE | 2 (ICN, ATL) | 17:30 | 05:10 | 1050.00
HKG | MDW | OZ | 1 (ICN) | 19:15 | 06:45 | 950.00
HKG | MDW | SQ | 2 (SIN, LAX) | 21:00 | 08:30 | 1250.00
HKG | MDW | TG | 1 (BKK) | 23:45 | 10:15 | 900.00


Here are the 16 flight plans:

MDW | IST | Turkish Airlines | 1 (AMS) | 14:30 | 06:00 | 850.00
MDW | IST | Lufthansa | 1 (FRA) | 16:45 | 08:15 | 920.00
MDW | IST | United Airlines | 1 (EWR) | 18:00 | 09:30 | 950.00
MDW | IST | American Airlines | 1 (PHL) | 19:15 | 10:45 | 980.00
MDW | IST | Delta Air Lines | 1 (CDG) | 20:30 | 12:00 | 1000.00
MDW | IST | Swiss International | 2 (ZRH, FRA) | 21:45 | 13:15 | 1100.00
MDW | IST | Austrian Airlines | 1 (VIE) | 22:00 | 13:30 | 1050.00
MDW | IST | British Airways | 1 (LHR) | 23:15 | 14:45 | 1080.00
IST | MDW | Turkish Airlines | 1 (AMS) | 08:00 | 12:30 | 850.00
IST | MDW | Lufthansa | 1 (FRA) | 09:15 | 13:45 | 920.00
IST | MDW | United Airlines | 1 (EWR) | 10:30 | 15:00 | 950.00
IST | MDW | American Airlines | 1 (PHL) | 11:45 | 16:15 | 980.00
IST | MDW | Delta Air Lines | 1 (CDG) | 12:30 | 17:00 | 1000.00
IST | MDW | Swiss International | 2 (ZRH, FRA) | 13:45 | 18:15 | 1100.00
IST | MDW | Austrian Airlines | 1 (VIE) | 14:00 | 18:30 | 1050.00
IST | MDW | British Airways | 1 (LHR) | 15:15 | 19:45 | 1080.00


Here are the 16 flight plans:

MDW | TLV | American Airlines | 1 (LHR) | 14:30 | 10:35 | 850.00
MDW | TLV | United Airlines | 2 (EWR, FRA) | 08:00 | 15:10 | 950.00
MDW | TLV | Delta Air Lines | 1 (CDG) | 10:45 | 07:20 | 780.00
MDW | TLV | Lufthansa | 2 (ORD, MUC) | 12:15 | 11:00 | 1,020.00
MDW | TLV | El Al Israel Airlines | Non-stop | 16:00 | 10:30 | 900.00
MDW | TLV | Turkish Airlines | 1 (IST) | 09:30 | 18:40 | 820.00
MDW | TLV | Austrian Airlines | 2 (ORD, VIE) | 13:45 | 12:10 | 940.00
MDW | TLV | Swiss International Air Lines | 1 (ZRH) | 11:20 | 08:50 | 860.00

TLV | MDW | American Airlines | 1 (PHL) | 08:00 | 14:30 | 870.00
TLV | MDW | United Airlines | 2 (FRA, EWR) | 10:15 | 17:45 | 1,030.00
TLV | MDW | Delta Air Lines | 1 (AMS) | 12:50 | 16:20 | 790.00
TLV | MDW | Lufthansa | 2 (MUC, ORD) | 14:30 | 19:15 | 1,080.00
TLV | MDW | El Al Israel Airlines | Non-stop | 11:00 | 16:30 | 920.00
TLV | MDW | Turkish Airlines | 1 (IST) | 09:00 | 15:40 | 840.00
TLV | MDW | Austrian Airlines | 2 (VIE, ORD) | 13:10 | 18:50 | 960.00
TLV | MDW | Swiss International Air Lines | 1 (ZRH) | 10:40 | 16:10 | 880.00


Here are the 16 flight plans:

MDW | LIM | AA | 1 (DFW) | 08:00 | 18:35 | 850.00
MDW | LIM | UA | 2 (IAH, PTY) | 09:15 | 21:50 | 950.00
MDW | LIM | DL | 0 | 10:30 | 19:15 | 720.00
MDW | LIM | AV | 1 (SAL) | 11:45 | 20:10 | 800.00
MDW | LIM | WN | 2 (HOU, MEX) | 12:00 | 22:25 | 900.00
MDW | LIM | F9 | 1 (FLL) | 13:15 | 21:00 | 750.00
MDW | LIM | NK | 2 (FLL, UIO) | 14:30 | 23:50 | 1000.00
MDW | LIM | B6 | 1 (JFK) | 15:45 | 22:20 | 850.00
LIM | MDW | AA | 1 (DFW) | 08:00 | 18:35 | 850.00
