

Here are the 16 flight plans:

JFK | LAX | American Airlines | Non-stop | 08:00 | 11:30 | 425.00
BOZ | EWR | WN | 1 (BNA) | 10:45 | 15:15 | 657.00
BOZ | EWR | B6 | 1 (JFK) | 12:00 | 16:30 | 622.00
BOZ | EWR | AS | 2 (PDX, SLC) | 13:05 | 19:35 | 917.00
BOZ | EWR | F9 | 1 (MCO) | 14:20 | 18:50 | 702.00
BOZ | EWR | NK | 1 (DTW) | 15:35 | 20:05 | 782.00


Here are the 16 flight plans:

EWR | JAC | UA | 0 | 08:00 | 11:30 | 450.00
EWR | JAC | AA | 1 (ORD) | 09:30 | 14:45 | 520.00
EWR | JAC | DL | 0 | 11:15 | 14:45 | 480.00
EWR | JAC | WN | 1 (DEN) | 12:45 | 17:00 | 550.00
EWR | JAC | F9 | 0 | 14:00 | 17:30 | 420.00
EWR | JAC | UA | 1 (IAH) | 15:30 | 20:15 | 580.00
EWR | JAC | AS | 0 | 17:00 | 20:30 | 500.00
EWR | JAC | B6 | 1 (LAX) | 19:30 | 23:45 | 620.00
JAC | EWR | UA | 0 | 08:30 | 14:00 | 430.00
JAC | EWR | AA | 1 (DFW) | 09:45 | 16:15 | 540.00
JAC | EWR | DL | 0 | 11:30 | 16:00 | 490.00
JAC | EWR | WN | 1 (MCO) | 13:00 | 18:30 | 570.00
JAC | EWR | F9 | 0 | 14:45 | 18:15 | 440.00
JAC | EWR | UA | 1 (SFO) | 16:15 | 21:45 | 600.00
JAC | EWR | AS | 0 | 17:45 | 21:15 | 510.00
JAC | EWR | B6 | 1 (BOS) | 19:45 | 23:59 | 650.00


Here are the 16 flight plans:

EWR | FAT | UA | 1 (SFO) | 06:00 | 11:30 | 450.00
EWR | FAT | AA | 2 (ORD, PHX) | 08:00 | 14:45 | 520.00
EWR | FAT | DL | 0 | 10:30 | 17:15 | 380.00
EWR | FAT | WN | 1 (MDW) | 12:00 | 19:20 | 420.00
EWR | FAT | AS | 1 (SEA) | 14:30 | 21:50 | 480.00
EWR | FAT | B6 | 2 (JFK, LAX) | 16:00 | 23:35 | 550.00
EWR | FAT | F9 | 1 (DEN) | 18:00 | 01:10 | 400.00
EWR | FAT | NK | 2 (IAD, LAS) | 20:00 | 03:40 | 500.00
FAT | EWR | UA | 1 (SFO) | 06:30 | 16:00 | 460.00
FAT | EWR | AA | 2 (PHX, ORD) | 08:30 | 18:15 | 540.00
FAT | EWR | DL | 0 | 11:00 | 19:45 | 410.00
FAT | EWR | WN | 1 (MDW) | 13:00 | 21:40 | 440.00
FAT | EWR | AS | 1 (SEA) | 15:00 | 23:30 | 500.00
FAT | EWR | B6 | 2 (LAX, JFK) | 17:00 | 01:25 | 570.00
FAT | EWR | F9 | 1 (DEN) | 19:00 | 02:50 | 430.00
FAT | EWR | NK | 2 (LAS, IAD) | 21:00 | 05:30 | 510.00


Here are the 16 flight plans:

EWR | SJC | UA | 0 | 08:00 | 11:30 | 450.00
EWR | SJC | AA | 1 (ORD) | 09:15 | 13:45 | 520.00
EWR | SJC | DL | 0 | 10:30 | 14:00 | 480.00
EWR | SJC | WN | 1 (DEN) | 11:45 | 16:15 | 550.00
EWR | SJC | AS | 0 | 13:00 | 16:30 | 500.00
EWR | SJC | F9 | 1 (LAS) | 14:15 | 18:45 | 580.00
EWR | SJC | B6 | 0 | 15:30 | 19:00 | 530.00
EWR | SJC | NK | 1 (MIA) | 16:45 | 21:15 | 610.00

SJC | EWR | UA | 0 | 08:00 | 16:30 | 420.00
SJC | EWR | AA | 1 (DFW) | 09:15 | 18:45 | 490.00
SJC | EWR | DL | 0 | 10:30 | 19:00 | 450.00
SJC | EWR | WN | 1 (PHX) | 11:45 | 21:15 | 520.00
SJC | EWR | AS | 0 | 13:00 | 22:30 | 470.00
SJC | EWR | F9 | 1 (ORD) | 14:15 | 00:45 | 540.00
SJC | EWR | B6 | 0 | 15:30 | 01:00 | 500.00
SJC | EWR | NK | 1 (FLL) | 16:45 | 03:15 | 570.00


Here are the 16 flight plans:

EWR | SGU | AA | 1 (DFW) | 08:00 | 11:35 | 450.00
EWR | SGU | UA | 1 (IAH) | 10:30 | 14:05 | 480.00
EWR | SGU | DL | 1 (ATL) | 12:45 | 16:20 | 420.00
EWR | SGU | WN | 1 (BNA) | 14:15 | 17:50 | 390.00
EWR | SGU | AS | 1 (SEA) | 16:00 | 19:35 | 510.00
EWR | SGU | F9 | 1 (DEN) | 17:30 | 21:05 | 370.00
EWR | SGU | NK | 1 (FLL) | 19:00 | 22:35 | 400.00
EWR | SGU | B6 | 0 | 20:30 | 23:55 | 530.00
SGU | EWR | AA | 1 (DFW) | 08:00 | 11:35 | 450.00
SGU | EWR | UA | 1 (IAH) | 10:30 | 14:05 | 480.00
SGU | EWR | DL | 1 (ATL) | 12:45 | 16:20 | 420.00
SGU | EWR | WN | 1 (BNA) | 14:15 | 17:50 | 390.00
SGU | EWR | AS | 1 (SEA) | 16:00 | 19:35 | 510.00
SGU | EWR | F9 | 1 (DEN) | 17:30 | 21:05 | 370.00
SGU | EWR | NK | 1 (FLL) | 19:00 | 22:35 | 400.00
SGU | EWR | B6 | 0 | 20:30 | 23:55 | 530.00


EWR | LAS | United | 0 | 08:00 | 11:15 | 425.00
EWR | LAS | American | 1 (ORD) | 09:30 | 13:45 | 450.00
EWR | LAS | Delta | 0 | 11:45 | 15:00 | 395.00
EWR | LAS | Spirit | 1 (DFW) | 13:15 | 17:30 | 375.00
EWR | LAS | JetBlue | 0 | 15:00 | 18:15 | 410.00
EWR | LAS | Frontier | 1 (DEN) | 16:30 | 20:45 | 340.00
EWR | LAS | Alaska | 0 | 18:00 | 21:15 | 430.00
EWR | LAS | Southwest | 1 (PHX) | 19:45 | 23:59 | 400.00
LAS | EWR | United | 0 | 06:00 | 14:15 | 440.00
LAS | EWR | American | 1 (DFW) | 07:30 | 15:45 | 470.00
LAS | EWR | Delta | 0 | 09:45 | 17:00 | 420.00
LAS | EWR | Spirit | 1 (ORD) | 11:15 | 18:30 | 390.00
LAS | EWR | JetBlue | 0 | 13:00 | 19:15 | 450.00
LAS | EWR | Frontier | 1 (DEN) | 14:30 | 20:45 | 360.00
LAS | EWR | Alaska | 0 | 16:00 | 21:15 | 460.00
LAS | EWR | Southwest | 1 (PHX) | 17:45 | 22:59 | 410.00


Here are the 16 flight plans:

EWR | AMS | UA | 0 | 08:00 | 17:30 | 450.00
EWR | AMS | DL | 1 (CDG) | 10:30 | 19:45 | 520.00
EWR | AMS | AA | 0 | 12:00 | 21:15 | 480.00
EWR | AMS | LH | 1 (FRA) | 14:15 | 23:30 | 550.00
EWR | AMS | KL | 0 | 16:00 | 00:30 | 500.00
EWR | AMS | BA | 1 (LHR) | 18:30 | 02:45 | 580.00
EWR | AMS | AF | 1 (CDG) | 20:45 | 05:00 | 610.00
EWR | AMS | VS | 0 | 22:15 | 06:30 | 530.00
AMS | EWR | KL | 0 | 08:00 | 09:30 | 420.00
AMS | EWR | UA | 1 (LHR) | 10:30 | 12:45 | 490.00
AMS | EWR | DL | 0 | 12:00 | 14:15 | 450.00
AMS | EWR | AA | 1 (CDG) | 14:15 | 16:30 | 510.00
AMS | EWR | LH | 0 | 16:00 | 18:15 | 470.00
AMS | EWR | BA | 1 (FRA) | 18:30 | 20:45 | 540.00
AMS | EWR | AF | 0 | 20:45 | 23:00 | 500.00
AMS | EWR | VS | 1 (LHR) | 22:15 | 00:30 | 570.00


EWR | AUA | UA | 0 | 08:00 | 12:30 | 450.00
EWR | AUA | AA | 1 (MIA) | 09:30 | 14:15 | 520.00
EWR | AUA | DL | 0 | 11:00 | 15:45 | 480.00
EWR | AUA | B6 | 1 (FLL) | 12:30 | 17:00 | 500.00
EWR | AUA | WN | 1 (TPA) | 13:45 | 18:30 | 550.00
EWR | AUA | UA | 0 | 15:00 | 19:30 | 420.00
EWR | AUA | AA | 1 (CLT) | 16:15 | 21:00 | 540.00
EWR | AUA | DL | 0 | 17:30 | 22:15 | 460.00
AUA | EWR | UA | 0 | 08:30 | 12:00 | 410.00
AUA | EWR | AA | 1 (PBI) | 09:45 | 14:30 | 490.00
AUA | EWR | DL | 0 | 11:15 | 15:45 | 430.00
AUA | EWR | B6 | 1 (JFK) | 12:45 | 16:30 | 510.00
AUA | EWR | WN | 1 (BWI) | 14:00 | 18:45 | 570.00
AUA | EWR | UA | 0 | 15:30 | 19:15 | 440.00
AUA | EWR | AA | 1 (RDU) | 16:45 | 21:30 | 560.00
AUA | EWR | DL | 0 | 18:00 | 22:45 | 470.00


Here are the 16 flight plans:

EWR | ATH | UA | 1 (LHR) | 08:00 | 18:30 | 850.00
EWR | ATH | AA | 1 (CDG) | 10:30 | 21:15 | 920.00
EWR | ATH | DL | 1 (AMS) | 12:45 | 23:50 | 950.00
EWR | ATH | LH | 0 | 14:00 | 22:30 | 1050.00
EWR | ATH | AF | 1 (ORY) | 16:15 | 01:00 | 980.00
EWR | ATH | KL | 1 (AMS) | 18:30 | 03:15 | 1010.00
EWR | ATH | OA | 0 | 20:45 | 04:30 | 1100.00
EWR | ATH | A3 | 1 (IST) | 22:50 | 06:00 | 1040.00
ATH | EWR | UA | 1 (LHR) | 08:00 | 18:30 | 850.00
ATH | EWR | AA | 1 (CDG) | 10:30 | 21:15 | 920.00
ATH | EWR | DL | 1 (AMS) | 12:45 | 23:50 | 950.00
ATH | EWR | LH | 0 | 14:00 | 22:30 | 1050.00
ATH | EWR | AF | 1 (ORY) | 16:15 | 01:00 | 980.00
ATH | EWR | KL | 1 (AMS) | 18:30 | 03:15 | 1010.00
ATH | EWR | OA | 0 | 20:45 | 04:30 | 1100.00
ATH | EWR | A3 | 1 (IST) | 22:50 | 06:00 | 1040.00
ATH | EWR | SQ | 1 (FRA) | 23:59 | 07:00 | 1020.00


Here are the 16 flight plans:

EWR | AKL | NZ | 1 (LAX) | 08:30 | 06:35 | 1050.00
EWR | AKL | UA | 2 (SFO, HNL) | 10:15 | 09:05 | 1250.00
EWR | AKL | QF | 1 (LAX) | 14:00 | 11:50 | 950.00
EWR | AKL | AA | 2 (ORD, SYD) | 16:45 | 14:30 | 1350.00
EWR | AKL | DL | 1 (ATL) | 18:20 | 15:10 | 1100.00
EWR | AKL | VA | 2 (JFK, MEL) | 20:50 | 18:40 | 1200.00
EWR | AKL | NZ | 1 (SFO) | 22:30 | 20:20 | 1000.00
EWR | AKL | UA | 2 (IAD, NRT) | 00:15 | 22:05 | 1300.00

AKL | EWR | NZ | 1 (LAX) | 08:00 | 06:30 | 1000.00
AKL | EWR | QF | 1 (MEL) | 10:30 | 09:20 | 900.00
AKL | EWR | UA | 2 (HNL, SFO) | 12:45 | 11:35 | 1150.00
AKL | EWR | AA | 2 (SYD, ORD) | 15:00 | 13:50 | 1250.00
AKL | EWR | DL | 1 (ATL) | 17:20 | 15:10 | 1050.00
AKL | EWR | VA | 2 (MEL, JFK) | 19:50 | 18:40 | 1100.00
AKL | EWR | NZ | 1 (SFO) | 22:00 | 20:00 | 950.00
AKL | EWR | UA | 2 (NRT, IAD) | 00:45 | 22:35 | 1200.00


Here are the 16 flight plans:

EWR | DPS | UA | 1 (NRT) | 08:30 | 22:45 | 850.00
EWR | DPS | SQ | 1 (SIN) | 09:15 | 23:30 | 900.00
EWR | DPS | JL | 1 (NRT) | 10:00 | 00:15 | 950.00
EWR | DPS | CX | 1 (HKG) | 11:30 | 01:45 | 1000.00
EWR | DPS | TG | 1 (BKK) | 12:45 | 03:00 | 1050.00
EWR | DPS | MH | 1 (KUL) | 14:00 | 04:15 | 1100.00
EWR | DPS | GA | 1 (CGK) | 15:15 | 05:30 | 1150.00
EWR | DPS | QR | 1 (DOH) | 16:30 | 06:45 | 1200.00
DPS | EWR | UA | 1 (NRT) | 08:00 | 20:15 | 850.00
DPS | EWR | SQ | 1 (SIN) | 09:45 | 21:30 | 900.00
DPS | EWR | JL | 1 (NRT) | 11:10 | 22:45 | 950.00
DPS | EWR | CX | 1 (HKG) | 12:35 | 00:00 | 1000.00
DPS | EWR | TG | 1 (BKK) | 14:00 | 01:15 | 1050.00
DPS | EWR | MH | 1 (KUL) | 15:25 | 02:30 | 1100.00
DPS | EWR | GA | 1 (CGK) | 16:40 | 03:45 | 1150.00
DPS | EWR | QR | 1 (DOH) | 18:00 | 05:00 | 1200.00
DPS | EWR | AA | 2 (HKG, LAX) | 19:20 | 06:15 | 1300.00


EWR | BCN | American Airlines | 0 | 08:00 | 18:00 | 450.00
EWR | BCN | Iberia | 1 (MAD) | 10:00 | 20:30 | 520.00
EWR | BCN | Lufthansa | 1 (FRA) | 12:00 | 22:30 | 600.00
EWR | BCN | United Airlines | 0 | 14:00 | 00:00 | 480.00
EWR | BCN | Swiss International | 1 (ZRH) | 16:00 | 02:30 | 580.00
EWR | BCN | TAP Air Portugal | 1 (LIS) | 18:00 | 04:30 | 550.00
EWR | BCN | Delta Air Lines | 1 (CDG) | 20:00 | 06:30 | 620.00
EWR | BCN | Austrian Airlines | 1 (VIE) | 22:00 | 08:30 | 590.00
BCN | EWR | American Airlines | 0 | 08:00 | 18:00 | 430.00
BCN | EWR | Iberia | 1 (MAD) | 10:00 | 20:30 | 500.00
BCN | EWR | Lufthansa | 1 (FRA) | 12:00 | 22:30 | 580.00
BCN | EWR | United Airlines | 0 | 14:00 | 00:00 | 460.00
BCN | EWR | Swiss International | 1 (ZRH) | 16:00 | 02:30 | 560.00
BCN | EWR | TAP Air Portugal | 1 (LIS) | 18:00 | 04:30 | 530.00
BCN | EWR | Delta Air Lines | 1 (CDG) | 20:00 | 06:30 | 610.00
BCN | EWR | Austrian Airlines | 1 (VIE) | 22:00 | 08:30 | 570.00


Here are the 16 flight plans:

EWR | PEK | UA | 1 (NRT) | 10:30 | 14:15 | 850.00
EWR | PEK | CA | 0 | 13:45 | 17:20 | 950.00
EWR | PEK | AA | 1 (HKG) | 08:15 | 12:50 | 720.00
EWR | PEK | DL | 0 | 16:00 | 20:35 | 820.00
EWR | PEK | HU | 2 (LAX, NRT) | 09:00 | 14:30 | 680.00
EWR | PEK | MU | 1 (PVG) | 11:30 | 16:05 | 760.00
EWR | PEK | CZ | 0 | 14:15 | 18:50 | 890.00
EWR | PEK | JL | 1 (NRT) | 12:45 | 17:20 | 840.00
PEK | EWR | CA | 0 | 09:00 | 10:35 | 920.00
PEK | EWR | UA | 1 (SFO) | 11:15 | 13:50 | 780.00
PEK | EWR | AA | 0 | 13:30 | 15:05 | 860.00
PEK | EWR | DL | 1 (HKG) | 08:45 | 12:20 | 740.00
PEK | EWR | HU | 2 (NRT, LAX) | 10:00 | 14:35 | 700.00
PEK | EWR | MU | 0 | 14:45 | 16:20 | 900.00
PEK | EWR | CZ | 1 (PVG) | 12:00 | 15:35 | 820.00
PEK | EWR | JL | 0 | 15:15 | 16:50 | 940.00


Here are the 16 flight plans:

EWR | BER | Lufthansa | Non-stop | 08:00 | 17:45 | 540.00
EWR | BER | United | 1 stop (FRA) | 10:30 | 20:10 | 610.00
EWR | BER | American | Non-stop | 12:00 | 21:55 | 580.00
EWR | BER | Delta | 1 stop (AMS) | 14:15 | 23:30 | 650.00
EWR | BER | Swiss | Non-stop | 16:00 | 01:45 | 620.00
EWR | BER | Austrian | 1 stop (VIE) | 18:30 | 04:10 | 680.00
EWR | BER | Turkish | 2 stops (IST, MUC) | 20:45 | 07:25 | 720.00
EWR | BER | British Airways | Non-stop | 22:00 | 09:50 | 660.00
BER | EWR | Lufthansa | Non-stop | 09:00 | 11:45 | 520.00
BER | EWR | United | 1 stop (FRA) | 11:30 | 16:10 | 590.00
BER | EWR | American | Non-stop | 13:00 | 15:55 | 550.00
BER | EWR | Delta | 1 stop (AMS) | 15:15 | 20:30 | 630.00
BER | EWR | Swiss | Non-stop | 17:00 | 19:45 | 600.00
BER | EWR | Austrian | 1 stop (VIE) | 19:30 | 02:10 | 670.00
BER | EWR | Turkish | 2 stops (IST, MUC) | 21:45 | 06:25 | 710.00
BER | EWR | British Airways | Non-stop | 23:00 | 01:50 | 640.00


Here are the 16 flight plans:

EWR | EZE | American Airlines | Non-stop | 08:00 | 20:35 | 850.00
EWR | EZE | Delta Air Lines | 1 stop (GRU) | 09:15 | 22:10 | 720.00
EWR | EZE | LATAM | Non-stop | 10:30 | 22:50 | 950.00
EWR | EZE | United Airlines | 1 stop (IAH) | 11:45 | 23:55 | 820.00
EWR | EZE | Avianca | 2 stops (BOG, LIM) | 12:00 | 01:20 (+1) | 640.00
EWR | EZE | Aerolineas Argentinas | Non-stop | 13:15 | 01:30 (+1) | 900.00
EWR | EZE | Copa Airlines | 1 stop (PTY) | 14:30 | 02:40 (+1) | 780.00
EWR | EZE | Air Canada | 2 stops (YYZ, SCL) | 15:45 | 04:00 (+1) | 700.00

EZE | EWR | American Airlines | Non-stop | 09:00 | 17:35 | 870.00
EZE | EWR | LATAM | Non-stop | 10:30 | 19:00 | 990.00
EZE | EWR | Delta Air Lines | 1 stop (GRU) | 11:45 | 20:50 | 750.00
EZE | EWR | United Airlines | 1 stop (IAH) | 12:15 | 21:20 | 860.00
EZE | EWR | Avianca | 2 stops (LIM, BOG) | 13:00 | 22:40 | 680.00
EZE | EWR | Aerolineas Argentinas | Non-stop | 14:15 | 23:30 | 920.00
EZE | EWR | Copa Airlines | 1 stop (PTY) | 15:30 | 00:40 (+1) | 810.00
EZE | EWR | Air Canada | 2 stops (SCL, YYZ) | 16:45 | 02:00 (+1) | 730.00


Here are the 16 flight plans:

EWR | SJD | United | 1 (IAH) | 08:00 | 13:45 | 542.00
EWR | SJD | American | 2 (CLT, DFW) | 09:30 | 16:15 | 612.00
EWR | SJD | Delta | 0 | 11:00 | 15:30 | 598.00
EWR | SJD | JetBlue | 1 (FLL) | 12:45 | 18:00 | 568.00
EWR | SJD | Spirit | 2 (BWI, HOU) | 14:15 | 20:30 | 488.00
EWR | SJD | Frontier | 1 (DEN) | 15:30 | 21:15 | 528.00
EWR | SJD | Southwest | 1 (STL) | 17:00 | 22:45 | 548.00
EWR | SJD | Alaska | 2 (SEA, SFO) | 18:30 | 01:15 | 638.00

SJD | EWR | United | 1 (ORD) | 08:30 | 15:15 | 572.00
SJD | EWR | American | 2 (DFW, PHL) | 09:45 | 17:30 | 642.00
SJD | EWR | Delta | 0 | 11:15 | 16:45 | 618.00
SJD | EWR | JetBlue | 1 (BOS) | 12:50 | 19:25 | 588.00
SJD | EWR | Spirit | 2 (HOU, BWI) | 14:20 | 21:45 | 508.00
SJD | EWR | Frontier | 1 (DEN) | 15:45 | 22:30 | 558.00
SJD | EWR | Southwest | 1 (STL) | 17:15 | 23:50 | 578.00
SJD | EWR | Alaska | 2 (SFO, SEA) | 18:45 | 02:20 | 658.00


Here are the 16 flight plans:

EWR | CAI | EgyptAir | 1 (AMS) | 08:00 | 18:30 | 850.00
EWR | CAI | Lufthansa | 2 (FRA, IST) | 10:30 | 22:15 | 1050.00
EWR | CAI | Turkish Airlines | 1 (IST) | 12:45 | 01:20 | 900.00
EWR | CAI | British Airways | 1 (LHR) | 14:00 | 02:30 | 1100.00
EWR | CAI | Emirates | 1 (DXB) | 16:15 | 04:45 | 1200.00
EWR | CAI | Qatar Airways | 1 (DOH) | 18:30 | 06:00 | 1300.00
EWR | CAI | Austrian Airlines | 2 (VIE, IST) | 20:45 | 08:15 | 1000.00
EWR | CAI | Swiss International | 1 (ZRH) | 22:15 | 09:45 | 1150.00
CAI | EWR | EgyptAir | 1 (AMS) | 08:00 | 14:30 | 800.00
CAI | EWR | Lufthansa | 2 (IST, FRA) | 10:30 | 18:15 | 1000.00
CAI | EWR | Turkish Airlines | 1 (IST) | 12:45 | 20:20 | 850.00
CAI | EWR | British Airways | 1 (LHR) | 14:00 | 22:30 | 1050.00
CAI | EWR | Emirates | 1 (DXB) | 16:15 | 00:45 | 1150.00
CAI | EWR | Qatar Airways | 1 (DOH) | 18:30 | 02:00 | 1250.00
CAI | EWR | Austrian Airlines | 2 (IST, VIE) | 20:45 | 06:15 | 950.00
CAI | EWR | Swiss International | 1 (ZRH) | 22:15 | 08:45 | 1100.00


Here are the 16 flight plans:

EWR | CUN | AA | 0 | 08:00 | 11:30 | 450.00
EWR | CUN | UA | 1 (MIA) | 09:15 | 13:45 | 520.00
EWR | CUN | DL | 0 | 10:30 | 14:00 | 480.00
EWR | CUN | WN | 1 (FLL) | 11:45 | 16:15 | 550.00
EWR | CUN | B6 | 0 | 13:00 | 16:30 | 500.00
EWR | CUN | AS | 1 (PBI) | 14:15 | 18:45 | 580.00
EWR | CUN | NK | 0 | 15:30 | 19:00 | 530.00
EWR | CUN | F9 | 1 (TPA) | 16:45 | 21:15 | 610.00
CUN | EWR | AA | 0 | 08:00 | 12:30 | 420.00
CUN | EWR | UA | 1 (IAH) | 09:15 | 14:45 | 490.00
CUN | EWR | DL | 0 | 10:30 | 15:00 | 450.00
CUN | EWR | WN | 1 (BNA) | 11:45 | 16:15 | 510.00
CUN | EWR | B6 | 0 | 13:00 | 16:30 | 480.00
CUN | EWR | AS | 1 (CLT) | 14:15 | 18:45 | 560.00
CUN | EWR | NK | 0 | 15:30 | 19:00 | 500.00
CUN | EWR | F9 | 1 (MCO) | 16:45 | 21:15 | 630.00


EWR | CPT | United | 1 (LHR) | 08:00 | 20:30 | 850.00
EWR | CPT | Lufthansa | 2 (FRA, JNB) | 10:30 | 22:15 | 1200.00
EWR | CPT | South African | 0 | 14:00 | 06:00 | 900.00
EWR | CPT | Delta | 1 (AMS) | 16:00 | 08:30 | 1100.00
EWR | CPT | KLM | 2 (AMS, JNB) | 18:00 | 10:15 | 1300.00
EWR | CPT | American | 1 (LHR) | 20:00 | 12:30 | 1000.00
EWR | CPT | British Airways | 1 (LHR) | 22:00 | 14:30 | 1050.00
EWR | CPT | Emirates | 2 (DXB, JNB) | 00:30 | 18:15 | 1400.00
CPT | EWR | United | 1 (LHR) | 08:00 | 20:30 | 850.00
CPT | EWR | Lufthansa | 2 (JNB, FRA) | 10:30 | 22:15 | 1200.00
CPT | EWR | South African | 0 | 14:00 | 06:00 | 900.00
CPT | EWR | Delta | 1 (AMS) | 16:00 | 08:30 | 1100.00
CPT | EWR | KLM | 2 (JNB, AMS) | 18:00 | 10:15 | 1300.00
CPT | EWR | American | 1 (LHR) | 20:00 | 12:30 | 1000.00
CPT | EWR | British Airways | 1 (LHR) | 22:00 | 14:30 | 1050.00
CPT | EWR | Emirates | 2 (JNB, DXB) | 00:30 | 18:15 | 1400.00


Here are the 16 flight plans:

EWR | CPH | SAS | 0 | 08:00 | 18:30 | 450.00
EWR | CPH | Norwegian | 1 (OSL) | 10:30 | 20:15 | 520.00
EWR | CPH | Lufthansa | 1 (FRA) | 12:45 | 22:10 | 650.00
EWR | CPH | Swiss | 1 (ZRH) | 14:15 | 23:40 | 580.00
EWR | CPH | KLM | 1 (AMS) | 16:00 | 01:20 | 610.00
EWR | CPH | Air France | 1 (CDG) | 17:30 | 02:50 | 630.00
EWR | CPH | British Airways | 1 (LHR) | 19:00 | 04:20 | 660.00
EWR | CPH | TAP Air Portugal | 2 (LIS, OPO) | 20:30 | 06:50 | 740.00
CPH | EWR | SAS | 0 | 09:30 | 12:00 | 480.00
CPH | EWR | Norwegian | 1 (OSL) | 11:45 | 14:15 | 550.00
CPH | EWR | Lufthansa | 1 (FRA) | 13:15 | 15:40 | 680.00
CPH | EWR | Swiss | 1 (ZRH) | 15:00 | 17:25 | 600.00
CPH | EWR | KLM | 1 (AMS) | 16:45 | 19:10 | 620.00
CPH | EWR | Air France | 1 (CDG) | 18:15 | 20:40 | 640.00
CPH | EWR | British Airways | 1 (LHR) | 20:00 | 22:25 | 670.00
CPH | EWR | TAP Air Portugal | 2 (LIS, OPO) | 21:30 | 00:55 | 750.00


Here are the 16 flight plans:

EWR | DXB | Emirates | 1 (LHR) | 08:00 | 19:30 | 850.00
EWR | DXB | Lufthansa | 2 (FRA, IST) | 09:30 | 22:15 | 1100.00
EWR | DXB | Turkish Airlines | 1 (IST) | 11:15 | 23:50 | 950.00
EWR | DXB | Qatar Airways | 1 (DOH) | 12:45 | 01:20 | 1000.00
EWR | DXB | American Airlines | 2 (PHL, LHR) | 14:00 | 02:35 | 1200.00
EWR | DXB | United Airlines | 1 (FRA) | 15:30 | 03:10 | 1050.00
EWR | DXB | Delta Air Lines | 2 (ATL, AMS) | 17:00 | 04:40 | 1150.00
EWR | DXB | Swiss International | 1 (ZRH) | 18:45 | 05:20 | 980.00
DXB | EWR | Emirates | 1 (LHR) | 02:00 | 06:30 | 800.00
DXB | EWR | Lufthansa | 2 (IST, FRA) | 03:30 | 08:15 | 1000.00
DXB | EWR | Turkish Airlines | 1 (IST) | 05:15 | 10:50 | 900.00
DXB | EWR | Qatar Airways | 1 (DOH) | 06:45 | 12:20 | 950.00
DXB | EWR | American Airlines | 2 (LHR, PHL) | 08:00 | 13:35 | 1100.00
DXB | EWR | United Airlines | 1 (FRA) | 09:30 | 14:10 | 1020.00
DXB | EWR | Delta Air Lines | 2 (AMS, ATL) | 11:00 | 15:40 | 1070.00
DXB | EWR | Swiss International | 1 (ZRH) | 12:45 | 16:20 | 930.00


Here are the 16 flight plans:

EWR | DUB | United | 0 | 08:00 | 17:35 | 450.00
EWR | DUB | Aer Lingus | 0 | 10:30 | 20:05 | 520.00
EWR | DUB | American | 1 (PHL) | 12:00 | 22:20 | 580.00
EWR | DUB | Delta | 0 | 14:00 | 23:30 | 550.00
EWR | DUB | Lufthansa | 1 (FRA) | 16:00 | 01:40 | 620.00
EWR | DUB | British Airways | 1 (LHR) | 18:00 | 03:20 | 650.00
EWR | DUB | Swiss | 1 (ZRH) | 20:00 | 04:40 | 680.00
EWR | DUB | KLM | 1 (AMS) | 22:00 | 06:20 | 710.00
DUB | EWR | Aer Lingus | 0 | 08:00 | 10:35 | 480.00
DUB | EWR | United | 0 | 10:30 | 13:05 | 500.00
DUB | EWR | American | 1 (PHL) | 12:00 | 15:20 | 560.00
DUB | EWR | Delta | 0 | 14:00 | 16:30 | 530.00
DUB | EWR | Lufthansa | 1 (FRA) | 16:00 | 19:40 | 600.00
DUB | EWR | British Airways | 1 (LHR) | 18:00 | 21:20 | 630.00
DUB | EWR | Swiss | 1 (ZRH) | 20:00 | 23:40 | 660.00
DUB | EWR | KLM | 1 (AMS) | 22:00 | 01:20 | 690.00


EWR | EDI | American Airlines | Non-stop | 08:00 | 17:45 | 450.00
EWR | EDI | British Airways | 1 stop (LHR) | 10:30 | 20:15 | 520.00
EWR | EDI | United Airlines | Non-stop | 12:00 | 21:05 | 480.00
EWR | EDI | Lufthansa | 1 stop (FRA) | 14:00 | 22:50 | 550.00
EWR | EDI | Delta Air Lines | Non-stop | 16:00 | 23:55 | 510.00
EWR | EDI | KLM Royal Dutch | 1 stop (AMS) | 18:00 | 01:40 | 530.00
EWR | EDI | Air Canada | 1 stop (YYZ) | 20:00 | 03:25 | 500.00
EWR | EDI | Swiss International | 1 stop (ZRH) | 22:00 | 05:10 | 540.00
EDI | EWR | American Airlines | Non-stop | 08:00 | 10:45 | 420.00
EDI | EWR | British Airways | 1 stop (LHR) | 10:30 | 13:15 | 490.00
EDI | EWR | United Airlines | Non-stop | 12:00 | 14:55 | 460.00
EDI | EWR | Lufthansa | 1 stop (FRA) | 14:00 | 16:50 | 510.00
EDI | EWR | Delta Air Lines | Non-stop | 16:00 | 18:55 | 480.00
EDI | EWR | KLM Royal Dutch | 1 stop (AMS) | 18:00 | 21:40 | 500.00
EDI | EWR | Air Canada | 1 stop (YYZ) | 20:00 | 23:25 | 470.00
EDI | EWR | Swiss International | 1 stop (ZRH) | 22:00 | 01:10 | 520.00


