

Here are the 16 flight plans:

CLT | BOS | American Airlines | Non-stop | 06:00 | 09:05 | 250.00
CLT | HAN | CX | 1 (HKG) | 13:30 | 03:00 | 1000.00
CLT | HAN | JL | 1 (NRT) | 14:45 | 04:15 | 950.00
CLT | HAN | TG | 1 (BKK) | 16:00 | 05:30 | 1050.00
HAN | CLT | AA | 1 (NRT) | 08:30 | 20:00 | 900.00
HAN | CLT | UA | 2 (HKG, SFO) | 09:00 | 21:20 | 1100.00
HAN | CLT | DL | 1 (ICN) | 10:45 | 22:15 | 950.00
HAN | CLT | QR | 1 (DOH) | 11:30 | 23:00 | 1050.00
HAN | CLT | LH | 2 (BKK, FRA) | 12:30 | 00:50 | 1200.00
HAN | CLT | CX | 1 (HKG) | 14:00 | 02:30 | 1000.00
HAN | CLT | JL | 1 (NRT) | 15:15 | 03:45 | 950.00
HAN | CLT | TG | 1 (BKK) | 16:30 | 05:00 | 1050.00


Here are the 16 flight plans:

CLT | HKG | AA | 1 (NRT) | 10:00 | 19:30 | 850.00
CLT | HKG | UA | 2 (SFO, TPE) | 14:00 | 22:15 | 950.00
CLT | HKG | DL | 1 (ICN) | 16:30 | 23:45 | 780.00
CLT | HKG | CX | 0 | 18:00 | 20:30 | 1200.00
CLT | HKG | JL | 1 (NRT) | 08:00 | 17:30 | 900.00
CLT | HKG | KE | 1 (ICN) | 12:00 | 20:45 | 820.00
CLT | HKG | BR | 1 (TPE) | 09:30 | 18:15 | 1100.00
CLT | HKG | OZ | 1 (ICN) | 15:00 | 22:00 | 890.00

HKG | CLT | AA | 1 (NRT) | 09:00 | 20:30 | 870.00
HKG | CLT | UA | 2 (TPE, SFO) | 11:00 | 22:45 | 980.00
HKG | CLT | DL | 1 (ICN) | 13:30 | 21:15 | 810.00
HKG | CLT | CX | 0 | 15:00 | 17:30 | 1250.00
HKG | CLT | JL | 1 (NRT) | 08:30 | 19:00 | 920.00
HKG | CLT | KE | 1 (ICN) | 10:00 | 20:45 | 840.00
HKG | CLT | BR | 1 (TPE) | 12:30 | 21:15 | 1150.00
HKG | CLT | OZ | 1 (ICN) | 14:00 | 22:00 | 910.00


Here are the 16 flight plans:

CLT | IST | American Airlines | 1 (LHR) | 08:00 | 18:30 | 850.00
CLT | IST | Lufthansa | 1 (FRA) | 10:30 | 20:50 | 950.00
CLT | IST | Turkish Airlines | 0 | 13:45 | 05:15 | 700.00
CLT | IST | United Airlines | 1 (EWR) | 14:15 | 06:40 | 800.00
CLT | IST | Delta Air Lines | 1 (CDG) | 16:00 | 08:20 | 900.00
CLT | IST | Emirates | 1 (DXB) | 18:30 | 11:50 | 1050.00
CLT | IST | British Airways | 1 (LHR) | 20:00 | 12:30 | 1000.00
CLT | IST | Qatar Airways | 1 (DOH) | 21:45 | 14:10 | 1100.00

IST | CLT | Turkish Airlines | 0 | 09:00 | 14:30 | 750.00
IST | CLT | Lufthansa | 1 (FRA) | 11:30 | 17:00 | 900.00
IST | CLT | American Airlines | 1 (LHR) | 13:45 | 20:10 | 850.00
IST | CLT | United Airlines | 1 (EWR) | 15:15 | 22:40 | 800.00
IST | CLT | Delta Air Lines | 1 (CDG) | 17:00 | 00:20 | 950.00
IST | CLT | Emirates | 1 (DXB) | 19:30 | 02:50 | 1050.00
IST | CLT | British Airways | 1 (LHR) | 21:00 | 04:30 | 1000.00
IST | CLT | Qatar Airways | 1 (DOH) | 23:45 | 06:10 | 1100.00


Here are the 16 flight plans:

CLT | TLV | American Airlines | 1 (PHL) | 08:00 | 18:30 | 850.00
CLT | TLV | Delta Air Lines | 0 | 10:30 | 20:50 | 950.00
CLT | TLV | United Airlines | 1 (EWR) | 12:15 | 22:40 | 1050.00
CLT | TLV | Lufthansa | 1 (FRA) | 14:00 | 00:20 | 1200.00
CLT | TLV | British Airways | 1 (LHR) | 16:00 | 02:20 | 1100.00
CLT | TLV | Turkish Airlines | 1 (IST) | 18:30 | 04:50 | 1000.00
CLT | TLV | El Al Israel Airlines | 0 | 20:00 | 06:20 | 900.00
CLT | TLV | Air Canada | 1 (YYZ) | 22:00 | 08:20 | 1150.00

TLV | CLT | American Airlines | 1 (PHL) | 09:00 | 19:30 | 850.00
TLV | CLT | Delta Air Lines | 0 | 11:30 | 21:50 | 950.00
TLV | CLT | United Airlines | 1 (EWR) | 13:15 | 23:40 | 1050.00
TLV | CLT | Lufthansa | 1 (FRA) | 15:00 | 01:20 | 1200.00
TLV | CLT | British Airways | 1 (LHR) | 17:00 | 03:20 | 1100.00
TLV | CLT | Turkish Airlines | 1 (IST) | 19:30 | 05:50 | 1000.00
TLV | CLT | El Al Israel Airlines | 0 | 21:00 | 07:20 | 900.00
TLV | CLT | Air Canada | 1 (YYZ) | 23:00 | 09:20 | 1150.00


Here are the 16 flight plans:

CLT | LIM | AA | 1 (MIA) | 08:00 | 17:45 | 850.00
CLT | LIM | LATAM | 0 | 10:30 | 20:15 | 1050.00
CLT | LIM | AV | 2 (MIA, BOG) | 07:00 | 19:30 | 1200.00
CLT | LIM | DL | 1 (ATL) | 09:00 | 19:00 | 900.00
CLT | LIM | UA | 0 | 11:30 | 21:15 | 1100.00
CLT | LIM | WN | 2 (BNA, FLL) | 06:00 | 18:30 | 1300.00
CLT | LIM | AA | 1 (DFW) | 08:30 | 18:15 | 950.00
CLT | LIM | LATAM | 0 | 12:00 | 22:45 | 1000.00

LIM | CLT | LATAM | 0 | 09:00 | 19:45 | 950.00
LIM | CLT | AV | 2 (BOG, MIA) | 07:30 | 20:00 | 1250.00
LIM | CLT | DL | 1 (ATL) | 10:00 | 20:30 | 1050.00
LIM | CLT | UA | 0 | 11:00 | 21:45 | 1150.00
LIM | CLT | WN | 2 (FLL, BNA) | 08:00 | 19:30 | 1350.00
LIM | CLT | AA | 1 (MIA) | 09:30 | 20:15 | 1000.00
LIM | CLT | LATAM | 0 | 12:30 | 23:15 | 1100.00
LIM | CLT | AV | 1 (BOG) | 10:30 | 21:00 | 1200.00


Here are the 16 flight plans:

CLT | LHR | AA | 1 (PHL) | 08:00 | 18:30 | 850.00
CLT | LHR | BA | 0 | 10:30 | 20:55 | 1200.00
CLT | LHR | UA | 1 (EWR) | 12:00 | 22:20 | 950.00
CLT | LHR | DL | 1 (ATL) | 14:00 | 00:30 | 1100.00
CLT | LHR | VS | 0 | 16:00 | 02:25 | 1300.00
CLT | LHR | AA | 1 (JFK) | 18:00 | 04:30 | 1000.00
CLT | LHR | UA | 1 (ORD) | 20:00 | 06:25 | 1050.00
CLT | LHR | DL | 1 (MIA) | 22:00 | 08:30 | 1150.00
LHR | CLT | BA | 0 | 09:00 | 12:20 | 1250.00
LHR | CLT | AA | 1 (PHL) | 11:00 | 14:30 | 900.00
LHR | CLT | UA | 1 (EWR) | 13:00 | 16:20 | 1000.00
LHR | CLT | DL | 1 (ATL) | 15:00 | 18:30 | 1100.00
LHR | CLT | VS | 0 | 17:00 | 20:25 | 1200.00
LHR | CLT | AA | 1 (JFK) | 19:00 | 22:30 | 950.00
LHR | CLT | UA | 1 (ORD) | 21:00 | 00:25 | 1050.00
LHR | CLT | DL | 1 (MIA) | 23:00 | 02:30 | 1150.00


Here are the 16 flight plans:

CLT | MAD | AA | 1 (PHL) | 08:00 | 18:30 | 850.00
CLT | MAD | IBERIA | 0 | 10:30 | 20:00 | 1200.00
CLT | MAD | LATAM | 2 (MIA, GRU) | 14:00 | 08:00 (+1) | 1800.00
CLT | MAD | DELTA | 1 (JFK) | 16:00 | 23:30 | 1000.00
CLT | MAD | UNITED | 1 (EWR) | 18:00 | 01:30 (+1) | 900.00
CLT | MAD | AVIANCA | 2 (BOG, LIM) | 20:00 | 11:00 (+1) | 2200.00
CLT | MAD | LUFTHANSA | 1 (FRA) | 22:00 | 05:30 (+1) | 1500.00
CLT | MAD | TAP AIR | 1 (LIS) | 00:30 | 08:00 | 1300.00

MAD | CLT | IBERIA | 0 | 08:00 | 12:00 | 1100.00
MAD | CLT | AA | 1 (PHL) | 10:00 | 14:30 | 900.00
MAD | CLT | LATAM | 2 (GRU, MIA) | 12:00 | 20:00 | 1900.00
MAD | CLT | DELTA | 1 (JFK) | 14:00 | 18:30 | 1000.00
MAD | CLT | UNITED | 1 (EWR) | 16:00 | 20:30 | 950.00
MAD | CLT | AVIANCA | 2 (LIM, BOG) | 18:00 | 02:00 (+1) | 2300.00
MAD | CLT | LUFTHANSA | 1 (FRA) | 20:00 | 03:30 (+1) | 1600.00
MAD | CLT | TAP AIR | 1 (LIS) | 22:00 | 04:00 (+1) | 1400.00


Here are the 16 flight plans:

CLT | MEX | AA | 1 (DFW) | 08:00 | 11:30 | 540.00
CLT | MEX | DL | 0 | 10:00 | 13:30 | 580.00
CLT | MEX | UA | 1 (IAH) | 12:00 | 15:30 | 510.00
CLT | MEX | WN | 1 (HOU) | 14:00 | 17:30 | 470.00
CLT | MEX | AV | 1 (SAL) | 16:00 | 19:30 | 520.00
CLT | MEX | AS | 1 (LAX) | 18:00 | 21:30 | 550.00
CLT | MEX | B6 | 1 (FLL) | 20:00 | 23:30 | 500.00
CLT | MEX | NK | 1 (TPA) | 22:00 | 01:30 | 480.00

MEX | CLT | AA | 1 (DFW) | 08:00 | 13:30 | 560.00
MEX | CLT | DL | 0 | 10:00 | 15:30 | 600.00
MEX | CLT | UA | 1 (IAH) | 12:00 | 17:30 | 530.00
MEX | CLT | WN | 1 (HOU) | 14:00 | 19:30 | 490.00
MEX | CLT | AV | 1 (SAL) | 16:00 | 21:30 | 540.00
MEX | CLT | AS | 1 (LAX) | 18:00 | 23:30 | 570.00
MEX | CLT | B6 | 1 (FLL) | 20:00 | 01:30 | 510.00
MEX | CLT | NK | 1 (TPA) | 22:00 | 03:30 | 500.00


Here are the 16 flight plans:

CLT | MBJ | AA | 0 | 08:00 | 11:30 | 450.00
CLT | MBJ | DL | 1 (ATL) | 09:15 | 13:45 | 520.00
CLT | MBJ | UA | 0 | 10:30 | 14:00 | 480.00
CLT | MBJ | WN | 1 (FLL) | 11:45 | 16:15 | 550.00
CLT | MBJ | B6 | 0 | 12:50 | 16:20 | 500.00
CLT | MBJ | AS | 1 (MIA) | 14:05 | 18:35 | 580.00
CLT | MBJ | NK | 1 (PBI) | 15:20 | 19:50 | 600.00
CLT | MBJ | F9 | 0 | 16:35 | 20:05 | 530.00
MBJ | CLT | AA | 0 | 08:00 | 11:30 | 420.00
MBJ | CLT | DL | 1 (ATL) | 09:15 | 13:45 | 490.00
MBJ | CLT | UA | 0 | 10:30 | 14:00 | 450.00
MBJ | CLT | WN | 1 (FLL) | 11:45 | 16:15 | 520.00
MBJ | CLT | B6 | 0 | 12:50 | 16:20 | 470.00
MBJ | CLT | AS | 1 (MIA) | 14:05 | 18:35 | 540.00
MBJ | CLT | NK | 1 (PBI) | 15:20 | 19:50 | 560.00
MBJ | CLT | F9 | 0 | 16:35 | 20:05 | 500.00
MBJ | CLT | SY | 1 (TPA) | 17:50 | 22:20 | 580.00


Here are the 16 flight plans:

CLT | YUL | American Airlines | Non-stop | 08:00 | 11:15 | 425.00
CLT | YUL | Delta Air Lines | 1 stop (BOS) | 09:30 | 13:45 | 475.00
CLT | YUL | United Airlines | Non-stop | 11:00 | 14:15 | 395.00
CLT | YUL | Air Canada | 1 stop (YYZ) | 12:30 | 16:45 | 505.00
CLT | YUL | JetBlue Airways | Non-stop | 14:00 | 17:15 | 445.00
CLT | YUL | WestJet | 1 stop (YYC) | 15:30 | 19:45 | 525.00
CLT | YUL | Frontier Airlines | Non-stop | 17:00 | 20:15 | 415.00
CLT | YUL | Spirit Airlines | 1 stop (FLL) | 18:30 | 22:45 | 485.00
YUL | CLT | Air Canada | Non-stop | 08:00 | 10:15 | 455.00
YUL | CLT | United Airlines | 1 stop (EWR) | 09:30 | 13:45 | 535.00
YUL | CLT | American Airlines | Non-stop | 11:00 | 13:15 | 435.00
YUL | CLT | Delta Air Lines | 1 stop (ATL) | 12:30 | 16:45 | 505.00
YUL | CLT | WestJet | Non-stop | 14:00 | 16:15 | 465.00
YUL | CLT | JetBlue Airways | 1 stop (BOS) | 15:30 | 19:45 | 525.00
YUL | CLT | Frontier Airlines | Non-stop | 17:00 | 19:15 | 425.00
YUL | CLT | Spirit Airlines | 1 stop (MCO) | 18:30 | 22:45 | 495.00


Here are the 16 flight plans:

CLT | BOM | AA | 1 (LHR) | 08:00 | 20:30 | 850.00
CLT | BOM | UA | 2 (EWR, FRA) | 10:30 | 23:15 | 1050.00
CLT | BOM | DL | 1 (CDG) | 12:00 | 01:00 | 950.00
CLT | BOM | LH | 2 (FRA, IST) | 14:30 | 02:45 | 1200.00
CLT | BOM | BA | 1 (LHR) | 16:00 | 03:30 | 1100.00
CLT | BOM | TK | 2 (IST, DXB) | 18:30 | 05:15 | 1300.00
CLT | BOM | QR | 1 (DOH) | 20:00 | 06:00 | 1000.00
CLT | BOM | EK | 2 (DXB, KWI) | 22:00 | 08:45 | 1400.00
BOM | CLT | AA | 1 (LHR) | 02:00 | 14:30 | 900.00
BOM | CLT | UA | 2 (FRA, EWR) | 04:30 | 17:15 | 1150.00
BOM | CLT | DL | 1 (CDG) | 06:00 | 19:00 | 1050.00
BOM | CLT | LH | 2 (IST, FRA) | 08:30 | 21:45 | 1250.00
BOM | CLT | BA | 1 (LHR) | 10:00 | 23:30 | 1100.00
BOM | CLT | TK | 2 (DXB, IST) | 12:30 | 02:15 | 1350.00
BOM | CLT | QR | 1 (DOH) | 14:00 | 04:00 | 1000.00
BOM | CLT | EK | 2 (KWI, DXB) | 16:00 | 06:45 | 1450.00


Here are the 16 flight plans:

CLT | OSL | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
CLT | OSL | UA | 2 (EWR, FRA) | 10:30 | 20:50 | 950.00
CLT | OSL | DL | 1 (AMS) | 12:00 | 21:20 | 900.00
CLT | OSL | LH | 1 (FRA) | 14:00 | 22:30 | 1000.00
CLT | OSL | KL | 1 (AMS) | 16:00 | 00:20 | 920.00
CLT | OSL | BA | 1 (LHR) | 18:00 | 02:30 | 980.00
CLT | OSL | SK | 1 (CPH) | 20:00 | 04:20 | 940.00
CLT | OSL | AF | 1 (CDG) | 22:00 | 06:30 | 960.00
OSL | CLT | AA | 1 (LHR) | 08:00 | 18:30 | 870.00
OSL | CLT | UA | 2 (FRA, EWR) | 10:30 | 20:50 | 970.00
OSL | CLT | DL | 1 (AMS) | 12:00 | 21:20 | 920.00
OSL | CLT | LH | 1 (FRA) | 14:00 | 22:30 | 1020.00
OSL | CLT | KL | 1 (AMS) | 16:00 | 00:20 | 940.00
OSL | CLT | BA | 1 (LHR) | 18:00 | 02:30 | 990.00
OSL | CLT | SK | 1 (CPH) | 20:00 | 04:20 | 950.00
OSL | CLT | AF | 1 (CDG) | 22:00 | 06:30 | 980.00


Here are the 16 flight plans:

CLT | PTY | AA | 1 (MIA) | 08:00 | 12:30 | 450.00
CLT | PTY | UA | 1 (EWR) | 09:30 | 14:05 | 480.00
CLT | PTY | DL | 0 | 10:00 | 13:30 | 520.00
CLT | PTY | AV | 1 (BOG) | 11:15 | 16:00 | 550.00
CLT | PTY | WN | 1 (FLL) | 12:30 | 17:00 | 500.00
CLT | PTY | B6 | 0 | 13:45 | 17:15 | 490.00
CLT | PTY | AA | 1 (MCO) | 15:00 | 19:30 | 510.00
CLT | PTY | CM | 0 | 16:15 | 20:45 | 530.00
PTY | CLT | CM | 0 | 08:00 | 12:30 | 540.00
PTY | CLT | AV | 1 (BOG) | 09:30 | 14:05 | 570.00
PTY | CLT | DL | 0 | 10:45 | 14:15 | 500.00
PTY | CLT | UA | 1 (EWR) | 12:00 | 16:35 | 520.00
PTY | CLT | WN | 1 (FLL) | 13:15 | 17:45 | 510.00
PTY | CLT | B6 | 0 | 14:30 | 18:00 | 490.00
PTY | CLT | AA | 1 (MIA) | 15:45 | 20:15 | 530.00
PTY | CLT | CM | 0 | 17:00 | 21:30 | 550.00


Here are the 16 flight plans:

CLT | CDG | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
CLT | CDG | Delta Air Lines | 1 stop (AMS) | 09:30 | 20:15 | 920.00
CLT | CDG | Lufthansa | 1 stop (FRA) | 10:45 | 21:00 | 980.00
CLT | CDG | Air France | Non-stop | 12:00 | 22:30 | 1,050.00
CLT | CDG | United Airlines | 1 stop (EWR) | 13:15 | 23:45 | 1,100.00
CLT | CDG | KLM Royal Dutch | 1 stop (AMS) | 14:30 | 01:15 | 1,150.00
CLT | CDG | British Airways | 1 stop (LHR) | 15:45 | 02:30 | 1,200.00
CLT | CDG | Iberia | 1 stop (MAD) | 17:00 | 04:00 | 1,250.00
CDG | CLT | American Airlines | Non-stop | 09:00 | 12:30 | 900.00
CDG | CLT | Air France | Non-stop | 10:30 | 14:00 | 950.00
CDG | CLT | Delta Air Lines | 1 stop (AMS) | 12:00 | 16:30 | 1,020.00
CDG | CLT | Lufthansa | 1 stop (FRA) | 13:30 | 18:00 | 1,070.00
CDG | CLT | United Airlines | 1 stop (EWR) | 15:00 | 20:30 | 1,120.00
CDG | CLT | KLM Royal Dutch | 1 stop (AMS) | 16:30 | 22:00 | 1,170.00
CDG | CLT | British Airways | 1 stop (LHR) | 18:00 | 23:30 | 1,220.00
CDG | CLT | Iberia | 1 stop (MAD) | 19:30 | 01:00 | 1,270.00


Here are the 16 flight plans:

CLT | HKT | AA | 1 (NRT) | 08:00 | 20:30 | 850.00
CLT | HKT | JL | 2 (LAX, NRT) | 10:00 | 22:45 | 1200.00
CLT | HKT | UA | 1 (SFO) | 12:00 | 01:15 | 950.00
CLT | HKT | DL | 1 (ATL) | 14:00 | 03:30 | 1050.00
CLT | HKT | CX | 1 (HKG) | 16:00 | 05:00 | 1300.00
CLT | HKT | SQ | 2 (EWR, SIN) | 18:00 | 07:45 | 1500.00
CLT | HKT | QR | 1 (DOH) | 20:00 | 09:30 | 1100.00
CLT | HKT | EK | 1 (DXB) | 22:00 | 11:15 | 1250.00
HKT | CLT | AA | 1 (NRT) | 08:00 | 20:30 | 850.00
HKT | CLT | JL | 2 (NRT, LAX) | 10:00 | 22:45 | 1200.00
HKT | CLT | UA | 1 (SFO) | 12:00 | 01:15 | 950.00
HKT | CLT | DL | 1 (ATL) | 14:00 | 03:30 | 1050.00
HKT | CLT | CX | 1 (HKG) | 16:00 | 05:00 | 1300.00
HKT | CLT | SQ | 2 (SIN, EWR) | 18:00 | 07:45 | 1500.00
HKT | CLT | QR | 1 (DOH) | 20:00 | 09:30 | 1100.00
HKT | CLT | EK | 1 (DXB) | 22:00 | 11:15 | 1250.00


Here are the 16 flight plans:

CLT | PRG | American Airlines | 1 (PHL) | 08:00 | 18:30 | 850.00
CLT | PRG | Delta Air Lines | 2 (ATL, FRA) | 10:30 | 20:15 | 1200.00
CLT | PRG | Lufthansa | 1 (FRA) | 12:45 | 22:00 | 1000.00
CLT | PRG | United Airlines | 1 (EWR) | 14:15 | 23:40 | 950.00
CLT | PRG | Czech Airlines | 0 | 16:00 | 20:30 | 700.00
CLT | PRG | KLM Royal Dutch | 1 (AMS) | 17:30 | 21:50 | 1100.00
CLT | PRG | Air Canada | 2 (YYZ, FRA) | 19:00 | 22:20 | 1300.00
CLT | PRG | Swiss International | 1 (ZRH) | 20:45 | 23:10 | 1050.00

PRG | CLT | American Airlines | 1 (PHL) | 08:30 | 18:00 | 800.00
PRG | CLT | Delta Air Lines | 2 (FRA, ATL) | 10:00 | 19:45 | 1150.00
PRG | CLT | Lufthansa | 1 (FRA) | 12:00 | 21:25 | 900.00
PRG | CLT | United Airlines | 1 (EWR) | 13:45 | 22:10 | 850.00
PRG | CLT | Czech Airlines | 0 | 15:30 | 20:00 | 650.00
PRG | CLT | KLM Royal Dutch | 1 (AMS) | 17:00 | 21:20 | 1000.00
PRG | CLT | Air Canada | 2 (FRA, YYZ) | 18:30 | 22:50 | 1250.00
PRG | CLT | Swiss International | 1 (ZRH) | 20:15 | 22:40 | 950.00


Here are the 16 flight plans:

CLT | KEF | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
CLT | KEF | UA | 2 (EWR, FRA) | 10:30 | 21:15 | 1050.00
CLT | KEF | DL | 0 | 12:00 | 20:00 | 950.00
CLT | KEF | BA | 1 (LHR) | 14:00 | 22:30 | 1000.00
CLT | KEF | LH | 2 (FRA, OSR) | 16:00 | 00:15 | 1200.00
CLT | KEF | AF | 1 (CDG) | 18:00 | 02:30 | 1100.00
CLT | KEF | KL | 2 (AMS, OSR) | 20:00 | 04:15 | 1250.00
CLT | KEF | IB | 1 (MAD) | 22:00 | 06:30 | 1150.00

KEF | CLT | AA | 1 (LHR) | 08:00 | 14:30 | 800.00
KEF | CLT | UA | 2 (EWR, IAD) | 10:30 | 18:15 | 1000.00
KEF | CLT | DL | 0 | 12:00 | 18:00 | 850.00
KEF | CLT | BA | 1 (LHR) | 14:00 | 20:30 | 900.00
KEF | CLT | LH | 2 (FRA, PHL) | 16:00 | 22:15 | 1150.00
KEF | CLT | AF | 1 (CDG) | 18:00 | 00:30 | 1050.00
KEF | CLT | KL | 2 (AMS, IAD) | 20:00 | 02:15 | 1200.00
KEF | CLT | IB | 1 (MAD) | 22:00 | 04:30 | 1100.00


Here are the 16 flight plans:

CLT | GIG | AA | 0 | 08:00 | 18:30 | 850.00
CLT | GIG | LATAM | 1 (MIA) | 09:30 | 20:15 | 720.00
CLT | GIG | DL | 0 | 10:00 | 20:45 | 900.00
CLT | GIG | UA | 1 (EWR) | 11:15 | 22:00 | 780.00
CLT | GIG | AV | 1 (BOG) | 12:00 | 23:30 | 650.00
CLT | GIG | AA | 0 | 13:30 | 01:15 | 950.00
CLT | GIG | LATAM | 1 (LIM) | 14:45 | 02:30 | 820.00
CLT | GIG | DL | 1 (ATL) | 16:00 | 03:45 | 740.00
GIG | CLT | LATAM | 0 | 08:30 | 18:00 | 850.00
GIG | CLT | AA | 1 (MIA) | 09:45 | 19:30 | 720.00
GIG | CLT | DL | 0 | 11:00 | 20:45 | 900.00
GIG | CLT | UA | 1 (EWR) | 12:15 | 22:00 | 780.00
GIG | CLT | AV | 1 (BOG) | 13:30 | 23:30 | 650.00
GIG | CLT | LATAM | 0 | 14:45 | 01:15 | 950.00
GIG | CLT | AA | 1 (LIM) | 16:00 | 02:30 | 820.00
GIG | CLT | DL | 1 (ATL) | 17:30 | 03:45 | 740.00


Here are the 16 flight plans:

CLT | FCO | AA | 0 | 08:00 | 18:30 | 850.00
CLT | FCO | UA | 1 (EWR) | 10:30 | 20:15 | 920.00
CLT | FCO | DL | 0 | 12:45 | 23:00 | 950.00
CLT | FCO | LH | 1 (FRA) | 14:00 | 00:30 | 1050.00
CLT | FCO | AZ | 0 | 16:15 | 02:45 | 1000.00
CLT | FCO | BA | 1 (LHR) | 18:00 | 04:30 | 1100.00
CLT | FCO | KL | 1 (AMS) | 19:30 | 05:15 | 1020.00
CLT | FCO | AF | 1 (CDG) | 21:00 | 06:45 | 1080.00
FCO | CLT | AA | 0 | 09:00 | 13:30 | 900.00
FCO | CLT | UA | 1 (EWR) | 11:30 | 16:15 | 970.00
FCO | CLT | DL | 0 | 13:45 | 18:00 | 980.00
FCO | CLT | LH | 1 (FRA) | 15:00 | 20:30 | 1090.00
FCO | CLT | AZ | 0 | 17:15 | 22:45 | 1040.00
FCO | CLT | BA | 1 (LHR) | 19:00 | 00:30 | 1140.00
FCO | CLT | KL | 1 (AMS) | 20:30 | 02:15 | 1060.00
FCO | CLT | AF | 1 (CDG) | 22:00 | 04:45 | 1120.00


Here are the 16 flight plans:

CLT | SCL | American Airlines | 1 (MIA) | 08:00 | 20:35 | 849.00
CLT | SCL | Delta Air Lines | 2 (ATL, LIM) | 09:30 | 22:50 | 1099.00
CLT | SCL | LATAM | 0 | 10:00 | 21:30 | 899.00
CLT | SCL | United Airlines | 1 (IAH) | 11:15 | 23:40 | 1049.00
CLT | SCL | Avianca | 2 (BOG, LIM) | 12:00 | 01:20 | 1199.00
CLT | SCL | Copa Airlines | 1 (PTY) | 13:30 | 02:00 | 1099.00
CLT | SCL | Spirit Airlines | 2 (FLL, LIM) | 14:45 | 03:15 | 999.00
CLT | SCL | Aeromexico | 1 (MEX) | 16:00 | 04:30 | 1049.00

SCL | CLT | LATAM | 0 | 09:00 | 20:30 | 899.00
SCL | CLT | American Airlines | 1 (MIA) | 10:30 | 22:00 | 849.00
SCL | CLT | Delta Air Lines | 2 (LIM, ATL) | 11:45 | 00:15 | 1099.00
SCL | CLT | United Airlines | 1 (IAH) | 13:00 | 01:30 | 1049.00
SCL | CLT | Avianca | 2 (LIM, BOG) | 14:15 | 02:45 | 1199.00
SCL | CLT | Copa Airlines | 1 (PTY) | 15:30 | 03:55 | 1099.00
SCL | CLT | Spirit Airlines | 2 (LIM, FLL) | 16:45 | 05:10 | 999.00
SCL | CLT | Aeromexico | 1 (MEX) | 18:00 | 06:25 | 1049.00


Here are the 16 flight plans:

CLT | ICN | American Airlines | Non-stop | 13:45 | 17:30 | 850.00
CLT | ICN | Delta Air Lines | 1 stop (NRT) | 09:00 | 19:45 | 720.00
CLT | ICN | Korean Air | Non-stop | 11:15 | 15:00 | 900.00
CLT | ICN | United Airlines | 1 stop (SFO) | 08:30 | 20:15 | 780.00
CLT | ICN | Japan Airlines | 1 stop (HND) | 10:45 | 21:00 | 820.00
CLT | ICN | Asiana Airlines | Non-stop | 14:30 | 18:15 | 950.00
CLT | ICN | China Eastern | 1 stop (PVG) | 09:45 | 22:30 | 740.00
CLT | ICN | Air China | 1 stop (PEK) | 11:00 | 23:45 | 760.00

ICN | CLT | American Airlines | Non-stop | 19:00 | 20:30 | 920.00
ICN | CLT | Delta Air Lines | 1 stop (LAX) | 21:15 | 07:00 | 800.00
ICN | CLT | Korean Air | Non-stop | 17:45 | 19:15 | 980.00
ICN | CLT | United Airlines | 1 stop (ORD) | 20:30 | 06:45 | 840.00
ICN | CLT | Japan Airlines | 1 stop (NRT) | 18:00 | 05:30 | 860.00
ICN | CLT | Asiana Airlines | Non-stop | 16:15 | 17:45 | 1020.00
ICN | CLT | China Eastern | 1 stop (PVG) | 19:30 | 07:15 | 820.00
ICN | CLT | Air China | 1 stop (PEK) | 20:45 | 08:00 | 880.00


Here are the 16 flight plans:

CLT | PVG | AA | 1 (NRT) | 14:30 | 18:45 | 850.00
CLT | PVG | UA | 2 (SFO, HKG) | 08:15 | 13:10 | 1050.00
CLT | PVG | DL | 1 (LAX) | 10:00 | 15:20 | 920.00
CLT | PVG | CA | 0 | 12:45 | 17:05 | 780.00
CLT | PVG | JL | 1 (NRT) | 09:00 | 14:10 | 900.00
CLT | PVG | CX | 1 (HKG) | 11:30 | 16:40 | 980.00
CLT | PVG | MU | 0 | 13:15 | 17:35 | 820.00
CLT | PVG | KE | 1 (ICN) | 08:45 | 13:55 | 950.00

PVG | CLT | AA | 1 (NRT) | 09:00 | 10:25 | 870.00
PVG | CLT | UA | 2 (HKG, SFO) | 14:15 | 15:40 | 1100.00
PVG | CLT | DL | 1 (LAX) | 11:45 | 13:05 | 940.00
PVG | CLT | CA | 0 | 10:30 | 11:55 | 790.00
PVG | CLT | JL | 1 (NRT) | 10:15 | 11:40 | 910.00
PVG | CLT | CX | 1 (HKG) | 12:00 | 13:25 | 1000.00
PVG | CLT | MU | 0 | 11:00 | 12:25 | 840.00
PVG | CLT | KE | 1 (ICN) | 09:45 | 11:10 | 960.00


Here are the 16 flight plans:

CLT | SIN | AA | 1 (NRT) | 14:30 | 19:15 | 850.00
CLT | SIN | UA | 2 (ORD, HKG) | 08:00 | 20:45 | 1100.00
