

Here are the 16 flight plans:

MSY | MCO | AA | 0 | 06:00 | 08:30 | 198.00
CDG | MSY | American Airlines | Non-stop | 09:00 | 12:30 | 920.00
CDG | MSY | Delta Air Lines | 1 stop (ATL) | 11:30 | 15:15 | 820.00
CDG | MSY | United Airlines | Non-stop | 13:30 | 17:00 | 980.00
CDG | MSY | Lufthansa | 1 stop (FRA) | 15:30 | 19:45 | 860.00
CDG | MSY | Air France | Non-stop | 17:30 | 21:00 | 1020.00
CDG | MSY | British Airways | 1 stop (LHR) | 19:30 | 23:20 | 890.00
CDG | MSY | KLM Royal Dutch | 1 stop (AMS) | 21:30 | 01:30 | 830.00
CDG | MSY | Iberia | 1 stop (MAD) | 23:30 | 03:00 | 870.00


Here are the 16 flight plans:

MSY | HKT | AA | 1 (NRT) | 08:00 | 20:35 | 850.00
MSY | HKT | UA | 2 (SFO, HKG) | 10:30 | 23:10 | 1200.00
MSY | HKT | DL | 1 (LAX) | 12:45 | 02:20 | 950.00
MSY | HKT | JL | 1 (NRT) | 14:10 | 03:50 | 1000.00
MSY | HKT | CX | 1 (HKG) | 16:20 | 06:00 | 1100.00
MSY | HKT | SQ | 2 (LAX, SIN) | 18:40 | 09:30 | 1300.00
MSY | HKT | TG | 1 (BKK) | 20:50 | 11:40 | 1050.00
MSY | HKT | BR | 2 (LAX, TPE) | 22:20 | 13:10 | 1250.00

HKT | MSY | AA | 1 (NRT) | 09:30 | 21:05 | 900.00
HKT | MSY | UA | 2 (HKG, SFO) | 11:50 | 23:30 | 1150.00
HKT | MSY | DL | 1 (LAX) | 14:20 | 02:50 | 1050.00
HKT | MSY | JL | 1 (NRT) | 16:40 | 05:20 | 950.00
HKT | MSY | CX | 1 (HKG) | 18:10 | 07:50 | 1000.00
HKT | MSY | SQ | 2 (SIN, LAX) | 20:30 | 10:10 | 1200.00
HKT | MSY | TG | 1 (BKK) | 22:50 | 12:40 | 1100.00
HKT | MSY | BR | 2 (TPE, LAX) | 01:10 | 14:00 | 1250.00


Here are the 16 flight plans:

MSY | PRG | Delta | 1 (AMS) | 08:00 | 18:30 | 850.00
MSY | PRG | Lufthansa | 2 (FRA, MUC) | 10:30 | 20:45 | 1100.00
MSY | PRG | American | 1 (PHL) | 12:15 | 22:40 | 900.00
MSY | PRG | United | 1 (EWR) | 14:00 | 00:20 | 950.00
MSY | PRG | KLM | 1 (AMS) | 16:30 | 02:50 | 1050.00
MSY | PRG | Air France | 2 (CDG, FRA) | 18:45 | 05:10 | 1250.00
MSY | PRG | British Airways | 1 (LHR) | 20:15 | 06:30 | 1000.00
MSY | PRG | Swiss | 1 (ZRH) | 22:00 | 08:20 | 1150.00
PRG | MSY | Czech Airlines | 1 (FRA) | 08:00 | 14:30 | 800.00
PRG | MSY | Delta | 1 (AMS) | 10:30 | 17:00 | 850.00
PRG | MSY | Lufthansa | 1 (MUC) | 12:15 | 19:40 | 950.00
PRG | MSY | American | 1 (PHL) | 14:00 | 21:20 | 900.00
PRG | MSY | United | 1 (EWR) | 16:30 | 23:50 | 1000.00
PRG | MSY | KLM | 1 (AMS) | 18:45 | 02:10 | 1050.00
PRG | MSY | Air France | 2 (CDG, FRA) | 20:15 | 06:40 | 1250.00
PRG | MSY | British Airways | 1 (LHR) | 22:00 | 07:30 | 1100.00
PRG | MSY | Swiss | 1 (ZRH) | 23:30 | 09:00 | 1150.00


Here are the 16 flight plans:

MSY | KEF | American Airlines | 1 (JFK) | 08:00 | 18:30 | 850.00
MSY | KEF | Delta Air Lines | 2 (ATL, LHR) | 10:30 | 21:45 | 1050.00
MSY | KEF | United Airlines | 1 (EWR) | 13:15 | 23:20 | 920.00
MSY | KEF | Lufthansa | 2 (FRA, LHR) | 14:45 | 01:10 | 1200.00
MSY | KEF | Icelandair | 0 | 16:00 | 22:30 | 750.00
MSY | KEF | British Airways | 1 (LHR) | 18:30 | 02:45 | 1000.00
MSY | KEF | Air Canada | 2 (YYZ, LHR) | 20:00 | 04:15 | 1100.00
MSY | KEF | KLM Royal Dutch | 2 (AMS, LHR) | 21:45 | 05:50 | 1150.00

KEF | MSY | Icelandair | 0 | 08:00 | 14:30 | 650.00
KEF | MSY | British Airways | 1 (LHR) | 10:30 | 17:45 | 900.00
KEF | MSY | American Airlines | 1 (JFK) | 12:15 | 20:20 | 800.00
KEF | MSY | Lufthansa | 2 (FRA, ATL) | 14:45 | 23:10 | 1000.00
KEF | MSY | Delta Air Lines | 1 (ATL) | 16:00 | 22:30 | 850.00
KEF | MSY | United Airlines | 2 (EWR, IAD) | 18:30 | 01:45 | 1050.00
KEF | MSY | Air Canada | 2 (YYZ, MIA) | 20:00 | 03:15 | 950.00
KEF | MSY | KLM Royal Dutch | 1 (AMS) | 21:45 | 04:50 | 900.00


Here are the 16 flight plans:

MSY | GIG | LATAM | 0 | 08:00 | 17:30 | 850.00
MSY | GIG | American | 1 (MIA) | 09:30 | 20:15 | 950.00
MSY | GIG | Delta | 0 | 10:45 | 20:00 | 1050.00
MSY | GIG | Avianca | 1 (BOG) | 12:15 | 22:45 | 1100.00
MSY | GIG | Copa | 1 (PTY) | 13:30 | 23:59 | 1150.00
MSY | GIG | United | 0 | 14:50 | 22:20 | 1200.00
MSY | GIG | Azul | 1 (CNF) | 16:00 | 00:30 | 1250.00
MSY | GIG | Gol | 1 (BSB) | 17:20 | 02:00 | 1300.00
GIG | MSY | LATAM | 0 | 08:30 | 14:00 | 900.00
GIG | MSY | American | 1 (MIA) | 10:00 | 16:30 | 1000.00
GIG | MSY | Delta | 0 | 11:45 | 17:15 | 1100.00
GIG | MSY | Avianca | 1 (BOG) | 13:15 | 20:45 | 1150.00
GIG | MSY | Copa | 1 (PTY) | 14:30 | 22:00 | 1200.00
GIG | MSY | United | 0 | 15:50 | 21:20 | 1250.00
GIG | MSY | Azul | 1 (CNF) | 17:00 | 00:30 | 1300.00
GIG | MSY | Gol | 1 (BSB) | 18:20 | 02:00 | 1350.00
GIG | MSY | LATAM | 0 | 20:00 | 02:30 | 1400.00


Here are the 16 flight plans:

MSY | FCO | American Airlines | Non-stop | 08:00 | 17:30 | 850.00
MSY | FCO | Delta Air Lines | 1 stop (JFK) | 09:15 | 19:45 | 720.00
MSY | FCO | United Airlines | 1 stop (EWR) | 10:30 | 21:00 | 780.00
MSY | FCO | Lufthansa | 2 stops (FRA, MUC) | 11:45 | 22:30 | 940.00
MSY | FCO | Air France | 1 stop (CDG) | 12:00 | 23:15 | 820.00
MSY | FCO | KLM Royal Dutch | 1 stop (AMS) | 13:15 | 00:45 | 890.00
MSY | FCO | British Airways | 1 stop (LHR) | 14:30 | 02:00 | 960.00
MSY | FCO | Iberia | 1 stop (MAD) | 15:45 | 03:30 | 830.00
FCO | MSY | Alitalia | Non-stop | 09:00 | 13:30 | 900.00
FCO | MSY | Turkish Airlines | 1 stop (IST) | 10:15 | 15:45 | 750.00
FCO | MSY | Swiss International | 1 stop (ZRH) | 11:30 | 17:00 | 870.00
FCO | MSY | Austrian Airlines | 1 stop (VIE) | 12:45 | 18:15 | 920.00
FCO | MSY | Scandinavian Airlines | 1 stop (CPH) | 13:00 | 19:30 | 810.00
FCO | MSY | TAP Air Portugal | 1 stop (LIS) | 14:15 | 20:45 | 860.00
FCO | MSY | Czech Airlines | 1 stop (PRG) | 15:30 | 22:00 | 940.00
FCO | MSY | LOT Polish Airlines | 1 stop (WAW) | 16:45 | 23:15 | 890.00


Here are the 16 flight plans:

MSY | SCL | LATAM | 1 (MIA) | 08:00 | 20:30 | 850.00
MSY | SCL | American | 2 (MIA, LIM) | 09:30 | 22:45 | 950.00
MSY | SCL | Delta | 1 (ATL) | 11:15 | 23:59 | 1050.00
MSY | SCL | Avianca | 1 (BOG) | 13:45 | 02:15 | 1200.00
MSY | SCL | Copa | 2 (PTY, LIM) | 14:30 | 03:30 | 1300.00
MSY | SCL | LATAM | 0 | 16:00 | 06:00 | 1400.00
MSY | SCL | United | 1 (IAH) | 17:45 | 07:45 | 1450.00
MSY | SCL | Spirit | 2 (FLL, LIM) | 19:00 | 09:00 | 1500.00
SCL | MSY | LATAM | 1 (LIM) | 08:30 | 19:30 | 850.00
SCL | MSY | American | 2 (LIM, MIA) | 10:00 | 21:15 | 950.00
SCL | MSY | Delta | 1 (ATL) | 12:00 | 23:45 | 1050.00
SCL | MSY | Avianca | 1 (BOG) | 14:15 | 02:00 | 1200.00
SCL | MSY | Copa | 2 (LIM, PTY) | 15:00 | 03:45 | 1300.00
SCL | MSY | LATAM | 0 | 16:30 | 06:30 | 1400.00
SCL | MSY | United | 1 (IAH) | 18:15 | 08:15 | 1450.00
SCL | MSY | Spirit | 2 (LIM, FLL) | 20:00 | 10:00 | 1500.00


Here are the 16 flight plans:

MSY | ICN | American Airlines | 1 (DFW) | 08:00 | 19:30 | 950.00
MSY | ICN | Delta Air Lines | 2 (ATL, NRT) | 10:30 | 22:15 | 1200.00
MSY | ICN | Korean Air | 0 | 13:45 | 16:50 | 850.00
MSY | ICN | United Airlines | 1 (SFO) | 15:15 | 06:00 | 1100.00
MSY | ICN | Japan Airlines | 2 (JFK, NRT) | 17:00 | 08:30 | 1300.00
MSY | ICN | Asiana Airlines | 1 (LAX) | 19:30 | 10:15 | 1000.00
MSY | ICN | China Eastern | 2 (PEK, PVG) | 21:45 | 14:00 | 1400.00
MSY | ICN | Air China | 1 (PEK) | 23:59 | 18:30 | 1050.00

ICN | MSY | Korean Air | 0 | 09:00 | 08:30 | 900.00
ICN | MSY | Delta Air Lines | 2 (NRT, ATL) | 11:30 | 14:15 | 1250.00
ICN | MSY | American Airlines | 1 (DFW) | 14:00 | 17:30 | 1000.00
ICN | MSY | United Airlines | 1 (SFO) | 16:30 | 20:15 | 1150.00
ICN | MSY | Japan Airlines | 2 (NRT, JFK) | 18:45 | 12:30 | 1350.00
ICN | MSY | Asiana Airlines | 1 (LAX) | 21:15 | 14:00 | 1050.00
ICN | MSY | China Eastern | 2 (PVG, PEK) | 23:30 | 18:45 | 1450.00
ICN | MSY | Air China | 1 (PEK) | 01:00 | 22:30 | 1100.00


Here are the 16 flight plans:

MSY | PVG | American Airlines | 1 (DFW) | 08:00 | 07:30 | 850.00
MSY | PVG | Delta Air Lines | 2 (ATL, NRT) | 10:30 | 10:15 | 950.00
MSY | PVG | United Airlines | 1 (SFO) | 13:15 | 12:45 | 780.00
MSY | PVG | China Eastern | 0 | 16:00 | 15:30 | 650.00
MSY | PVG | Japan Airlines | 1 (NRT) | 18:45 | 18:15 | 820.00
MSY | PVG | Korean Air | 1 (ICN) | 20:30 | 20:00 | 900.00
MSY | PVG | Air China | 1 (PEK) | 22:15 | 21:45 | 720.00
MSY | PVG | Cathay Pacific | 1 (HKG) | 23:50 | 23:20 | 890.00
PVG | MSY | American Airlines | 1 (DFW) | 08:30 | 07:00 | 830.00
PVG | MSY | Delta Air Lines | 2 (NRT, ATL) | 11:00 | 09:30 | 980.00
PVG | MSY | United Airlines | 1 (SFO) | 13:45 | 12:15 | 790.00
PVG | MSY | China Eastern | 0 | 16:30 | 15:00 | 680.00
PVG | MSY | Japan Airlines | 1 (NRT) | 19:15 | 17:45 | 850.00
PVG | MSY | Korean Air | 1 (ICN) | 21:00 | 19:30 | 920.00
PVG | MSY | Air China | 1 (PEK) | 22:45 | 21:15 | 750.00
PVG | MSY | Cathay Pacific | 1 (HKG) | 00:20 | 22:50 | 910.00
PVG | MSY | China Southern | 1 (CAN) | 02:00 | 00:30 | 800.00


Here are the 16 flight plans:

MSY | SIN | UA | 1 (NRT) | 08:00 | 22:30 | 1050.00
MSY | SIN | SQ | 0 | 10:00 | 21:00 | 1200.00
MSY | SIN | AA | 2 (DFW, HKG) | 09:00 | 23:59 | 950.00
MSY | SIN | JL | 1 (HND) | 11:00 | 22:00 | 1100.00
MSY | SIN | CX | 1 (HKG) | 12:00 | 21:30 | 1000.00
MSY | SIN | BR | 2 (LAX, TPE) | 13:00 | 23:30 | 900.00
MSY | SIN | KE | 1 (ICN) | 14:00 | 22:15 | 1050.00
MSY | SIN | MH | 2 (KUL, BKK) | 15:00 | 23:45 | 980.00
SIN | MSY | UA | 1 (NRT) | 08:00 | 20:30 | 1050.00
SIN | MSY | SQ | 0 | 10:00 | 19:00 | 1200.00
SIN | MSY | AA | 2 (HKG, DFW) | 09:00 | 21:59 | 950.00
SIN | MSY | JL | 1 (HND) | 11:00 | 20:00 | 1100.00
SIN | MSY | CX | 1 (HKG) | 12:00 | 19:30 | 1000.00
SIN | MSY | BR | 2 (TPE, LAX) | 13:00 | 21:30 | 900.00
SIN | MSY | KE | 1 (ICN) | 14:00 | 20:15 | 1050.00
SIN | MSY | MH | 2 (BKK, KUL) | 15:00 | 21:45 | 980.00


Here are the 16 flight plans:

MSY | SPU | AA | 0 | 08:00 | 12:30 | 450.00
MSY | SPU | UA | 1 (ORD) | 09:15 | 15:45 | 520.00
MSY | SPU | DL | 0 | 10:30 | 15:00 | 480.00
MSY | SPU | WN | 1 (HOU) | 11:45 | 16:15 | 500.00
MSY | SPU | AS | 0 | 13:00 | 17:30 | 460.00
MSY | SPU | F9 | 1 (DEN) | 14:15 | 19:45 | 540.00
MSY | SPU | NK | 0 | 15:30 | 20:00 | 490.00
MSY | SPU | B6 | 1 (JFK) | 16:45 | 22:15 | 560.00
SPU | MSY | AA | 0 | 07:00 | 11:30 | 430.00
SPU | MSY | UA | 1 (EWR) | 08:15 | 13:45 | 510.00
SPU | MSY | DL | 0 | 09:30 | 14:00 | 470.00
SPU | MSY | WN | 1 (DAL) | 10:45 | 15:15 | 490.00
SPU | MSY | AS | 0 | 12:00 | 16:30 | 450.00
SPU | MSY | F9 | 1 (MCO) | 13:15 | 18:45 | 530.00
SPU | MSY | NK | 0 | 14:30 | 19:00 | 480.00
SPU | MSY | B6 | 1 (BOS) | 15:45 | 21:15 | 550.00


Here are the 16 flight plans:

MSY | ARN | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MSY | ARN | Lufthansa | 1 stop (FRA) | 09:30 | 19:45 | 920.00
MSY | ARN | Delta Air Lines | Non-stop | 11:15 | 21:40 | 950.00
MSY | ARN | United Airlines | 1 stop (EWR) | 12:50 | 23:10 | 880.00
MSY | ARN | Air France | 2 stops (CDG, AMS) | 14:20 | 02:50 | 1020.00
MSY | ARN | KLM Royal Dutch | 1 stop (AMS) | 15:40 | 02:15 | 940.00
MSY | ARN | British Airways | 1 stop (LHR) | 17:10 | 03:35 | 980.00
MSY | ARN | Iberia | 2 stops (MAD, LHR) | 19:00 | 05:25 | 1100.00
ARN | MSY | SAS | Non-stop | 08:30 | 12:50 | 900.00
ARN | MSY | Lufthansa | 1 stop (FRA) | 10:00 | 15:20 | 960.00
ARN | MSY | American Airlines | 1 stop (PHL) | 11:45 | 16:55 | 920.00
ARN | MSY | Delta Air Lines | Non-stop | 13:15 | 18:30 | 980.00
ARN | MSY | United Airlines | 1 stop (EWR) | 14:50 | 20:10 | 940.00
ARN | MSY | Air Canada | 2 stops (YYZ, IAD) | 16:20 | 22:40 | 1040.00
ARN | MSY | Swiss International | 1 stop (ZRH) | 17:55 | 23:20 | 1000.00
ARN | MSY | Austrian Airlines | 2 stops (VIE, LHR) | 19:30 | 02:50 | 1120.00


Here are the 16 flight plans:

MSY | SYD | Qantas | 1 (LAX) | 08:00 | 06:00 | 1200.00
MSY | SYD | American | 2 (DFW, HNL) | 10:00 | 08:00 | 1500.00
MSY | SYD | Delta | 1 (ATL) | 12:00 | 10:00 | 1300.00
MSY | SYD | United | 2 (IAH, NRT) | 14:00 | 12:00 | 1800.00
MSY | SYD | Virgin | 1 (SFO) | 16:00 | 14:00 | 1400.00
MSY | SYD | Air New Zealand | 2 (AKL, MEL) | 18:00 | 16:00 | 1600.00
MSY | SYD | Emirates | 1 (DXB) | 20:00 | 18:00 | 1900.00
MSY | SYD | Singapore | 2 (SIN, PER) | 22:00 | 20:00 | 2000.00

SYD | MSY | Qantas | 1 (LAX) | 08:00 | 06:00 | 1100.00
SYD | MSY | American | 2 (DFW, HNL) | 10:00 | 08:00 | 1400.00
SYD | MSY | Delta | 1 (ATL) | 12:00 | 10:00 | 1200.00
SYD | MSY | United | 2 (IAH, NRT) | 14:00 | 12:00 | 1700.00
SYD | MSY | Virgin | 1 (SFO) | 16:00 | 14:00 | 1300.00
SYD | MSY | Air New Zealand | 2 (AKL, MEL) | 18:00 | 16:00 | 1500.00
SYD | MSY | Emirates | 1 (DXB) | 20:00 | 18:00 | 1800.00
SYD | MSY | Singapore | 2 (SIN, PER) | 22:00 | 20:00 | 1900.00


Here are the 16 flight plans:

MSY | NRT | ANA | 1 (HNL) | 08:00 | 12:30 | 850.00
MSY | NRT | JAL | 2 (DFW, HNL) | 09:30 | 15:45 | 1050.00
MSY | NRT | AA | 1 (LAX) | 11:00 | 17:15 | 900.00
MSY | NRT | UA | 2 (IAH, SFO) | 12:30 | 20:00 | 1200.00
MSY | NRT | DL | 1 (ATL) | 13:45 | 21:10 | 950.00
MSY | NRT | HA | 2 (HNL, GUM) | 15:00 | 23:30 | 1100.00
MSY | NRT | NH | 1 (IAH) | 16:15 | 00:30 | 1000.00
MSY | NRT | CX | 2 (LAX, HKG) | 17:30 | 02:45 | 1300.00
NRT | MSY | ANA | 1 (HNL) | 09:00 | 06:30 | 800.00
NRT | MSY | JAL | 2 (HNL, DFW) | 10:30 | 08:45 | 1000.00
NRT | MSY | AA | 1 (LAX) | 12:00 | 10:15 | 850.00
NRT | MSY | UA | 2 (SFO, IAH) | 13:30 | 12:00 | 1150.00
NRT | MSY | DL | 1 (ATL) | 15:00 | 13:10 | 900.00
NRT | MSY | HA | 2 (GUM, HNL) | 16:30 | 15:30 | 1050.00
NRT | MSY | NH | 1 (IAH) | 18:00 | 16:30 | 950.00
NRT | MSY | CX | 2 (HKG, LAX) | 19:30 | 18:45 | 1250.00


Here are the 16 flight plans:

MSY | HND | AA | 1 (DFW) | 08:00 | 19:30 | 850.00
MSY | HND | UA | 1 (SFO) | 10:30 | 22:00 | 920.00
MSY | HND | JL | 1 (LAX) | 12:00 | 23:30 | 1050.00
MSY | HND | DL | 1 (ATL) | 14:30 | 02:00 | 1000.00
MSY | HND | NH | 2 (IAH, NRT) | 16:00 | 04:30 | 1200.00
MSY | HND | AA | 1 (ORD) | 18:00 | 06:30 | 950.00
MSY | HND | UA | 1 (DEN) | 20:00 | 08:30 | 980.00
MSY | HND | JL | 1 (SJC) | 22:00 | 10:30 | 1100.00
HND | MSY | JL | 1 (LAX) | 09:00 | 20:30 | 1050.00
HND | MSY | NH | 1 (NRT) | 11:30 | 23:00 | 1100.00
HND | MSY | UA | 1 (SFO) | 14:00 | 02:30 | 920.00
HND | MSY | AA | 1 (DFW) | 16:30 | 04:00 | 850.00
HND | MSY | DL | 1 (ATL) | 19:00 | 06:30 | 1000.00
HND | MSY | JL | 2 (NRT, IAH) | 21:30 | 09:00 | 1250.00
HND | MSY | UA | 1 (ORD) | 23:59 | 11:30 | 980.00
HND | MSY | NH | 1 (HKG) | 01:00 | 13:30 | 1200.00


Here are the 16 flight plans:

MSY | YYZ | American Airlines | 1 (ORD) | 08:00 | 12:35 | 420.00
MSY | YYZ | Delta Air Lines | 0 | 09:30 | 14:05 | 450.00
MSY | YYZ | United Airlines | 1 (EWR) | 10:45 | 16:10 | 380.00
MSY | YYZ | Air Canada | 0 | 12:00 | 16:30 | 480.00
MSY | YYZ | WestJet | 1 (BNA) | 13:15 | 18:40 | 320.00
MSY | YYZ | Spirit Airlines | 1 (FLL) | 14:30 | 20:05 | 290.00
MSY | YYZ | JetBlue Airways | 0 | 15:45 | 20:15 | 410.00
MSY | YYZ | Frontier Airlines | 1 (ATL) | 17:00 | 22:35 | 350.00
YYZ | MSY | Air Canada | 0 | 08:30 | 11:00 | 500.00
YYZ | MSY | WestJet | 1 (YUL) | 09:45 | 13:20 | 370.00
YYZ | MSY | American Airlines | 1 (PHL) | 11:00 | 14:35 | 430.00
YYZ | MSY | Delta Air Lines | 0 | 12:30 | 15:55 | 520.00
YYZ | MSY | United Airlines | 1 (ORD) | 14:15 | 17:40 | 400.00
YYZ | MSY | JetBlue Airways | 0 | 15:50 | 18:20 | 490.00
YYZ | MSY | Spirit Airlines | 1 (BWI) | 17:15 | 20:45 | 360.00
YYZ | MSY | Frontier Airlines | 1 (DTW) | 18:45 | 22:15 | 390.00


Here are the 16 flight plans:

MSY | YVR | American Airlines | Non-stop | 08:00 | 11:15 | 450.00
MSY | YVR | Delta Air Lines | 1 stop (LAX) | 09:30 | 14:45 | 520.00
MSY | YVR | United Airlines | Non-stop | 10:15 | 13:30 | 480.00
MSY | YVR | WestJet | 1 stop (DEN) | 11:00 | 16:20 | 550.00
MSY | YVR | Air Canada | Non-stop | 12:00 | 15:15 | 500.00
MSY | YVR | Alaska Airlines | 1 stop (SEA) | 13:30 | 18:45 | 580.00
MSY | YVR | Spirit Airlines | 1 stop (LAS) | 14:45 | 20:00 | 620.00
MSY | YVR | Frontier Airlines | 1 stop (PHX) | 16:00 | 21:15 | 600.00
YVR | MSY | American Airlines | Non-stop | 08:00 | 14:30 | 420.00
YVR | MSY | Delta Air Lines | 1 stop (SFO) | 09:30 | 16:45 | 490.00
YVR | MSY | United Airlines | Non-stop | 10:15 | 16:45 | 450.00
YVR | MSY | WestJet | 1 stop (YYC) | 11:00 | 18:20 | 510.00
YVR | MSY | Air Canada | Non-stop | 12:00 | 18:15 | 480.00
YVR | MSY | Alaska Airlines | 1 stop (PDX) | 13:30 | 20:45 | 540.00
YVR | MSY | Spirit Airlines | 1 stop (ORD) | 14:45 | 22:00 | 570.00
YVR | MSY | Frontier Airlines | 1 stop (MSP) | 16:00 | 23:15 | 530.00


Here are the 16 flight plans:

MSY | VIE | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
MSY | VIE | UA | 2 (EWR, FRA) | 10:30 | 20:45 | 950.00
MSY | VIE | LH | 1 (FRA) | 12:45 | 22:10 | 1050.00
MSY | VIE | BA | 1 (LHR) | 14:15 | 23:40 | 1100.00
MSY | VIE | DL | 2 (ATL, AMS) | 16:00 | 01:25 | 1000.00
MSY | VIE | KL | 1 (AMS) | 17:30 | 02:50 | 900.00
MSY | VIE | OS | 1 (VCE) | 19:00 | 04:20 | 1150.00
MSY | VIE | TK | 1 (IST) | 20:45 | 06:10 | 1200.00
VIE | MSY | AA | 1 (PHL) | 08:30 | 16:50 | 800.00
VIE | MSY | UA | 2 (FRA, IAD) | 10:00 | 19:20 | 900.00
VIE | MSY | LH | 1 (FRA) | 11:45 | 20:10 | 950.00
VIE | MSY | BA | 1 (LHR) | 13:15 | 22:35 | 1000.00
VIE | MSY | DL | 2 (AMS, ATL) | 14:50 | 00:15 | 1050.00
VIE | MSY | KL | 1 (AMS) | 16:20 | 02:40 | 850.00
VIE | MSY | OS | 1 (VCE) | 17:45 | 04:05 | 1100.00
VIE | MSY | TK | 1 (IST) | 19:30 | 06:50 | 1150.00


Here are the 16 flight plans:

MSY | ZRH | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MSY | ZRH | Lufthansa | 1 stop (FRA) | 09:30 | 20:15 | 920.00
MSY | ZRH | United Airlines | 1 stop (EWR) | 11:00 | 21:40 | 950.00
MSY | ZRH | Delta Air Lines | Non-stop | 12:30 | 22:00 | 980.00
MSY | ZRH | Air Canada | 1 stop (YYZ) | 13:45 | 23:20 | 1010.00
MSY | ZRH | Swiss International | Non-stop | 15:00 | 23:30 | 1040.00
MSY | ZRH | Austrian Airlines | 1 stop (VIE) | 16:15 | 00:50 | 1070.00
MSY | ZRH | Turkish Airlines | 1 stop (IST) | 17:30 | 02:10 | 1100.00
ZRH | MSY | Swiss International | Non-stop | 08:00 | 12:30 | 850.00
ZRH | MSY | Lufthansa | 1 stop (FRA) | 09:30 | 14:15 | 920.00
ZRH | MSY | United Airlines | 1 stop (EWR) | 11:00 | 15:40 | 950.00
ZRH | MSY | Delta Air Lines | Non-stop | 12:30 | 16:00 | 980.00
ZRH | MSY | Air Canada | 1 stop (YYZ) | 13:45 | 17:20 | 1010.00
ZRH | MSY | American Airlines | 1 stop (PHL) | 15:00 | 18:30 | 1040.00
ZRH | MSY | Austrian Airlines | 1 stop (VIE) | 16:15 | 19:50 | 1070.00
ZRH | MSY | Turkish Airlines | 1 stop (IST) | 17:30 | 21:10 | 1100.00
