

Here are the 16 flight plans:

LAS | MSY | AA | 0 | 08:00 | 13:15 | 275.00
LAS | HKT | WN | 2 (PHX, BKK) | 13:45 | 00:15 | 1100.00
LAS | HKT | HA | 1 (HNL) | 15:00 | 22:30 | 1050.00
LAS | HKT | FJ | 2 (LAX, NAN) | 16:15 | 01:00 | 1250.00
LAS | HKT | JL | 1 (NRT) | 17:30 | 23:45 | 900.00
HKT | LAS | AA | 1 (NRT) | 08:00 | 19:45 | 850.00
HKT | LAS | UA | 2 (HKG, SFO) | 09:30 | 21:15 | 1200.00
HKT | LAS | DL | 0 | 11:00 | 19:30 | 950.00
HKT | LAS | AS | 1 (SEA) | 12:30 | 20:00 | 1000.00
HKT | LAS | WN | 2 (BKK, PHX) | 13:45 | 23:15 | 1100.00
HKT | LAS | HA | 1 (HNL) | 15:00 | 21:30 | 1050.00
HKT | LAS | FJ | 2 (NAN, LAX) | 16:15 | 00:45 | 1250.00
HKT | LAS | JL | 1 (NRT) | 17:30 | 22:45 | 900.00


Here are the 16 flight plans:

LAS | PRG | Delta | 1 (AMS) | 08:00 | 18:30 | 950.00
LAS | PRG | American | 2 (PHL, FRA) | 10:30 | 21:15 | 1200.00
LAS | PRG | United | 1 (EWR) | 12:45 | 23:50 | 1050.00
LAS | PRG | Lufthansa | 1 (FRA) | 14:15 | 02:20 | 1100.00
LAS | PRG | British Airways | 2 (LHR, MUC) | 16:00 | 04:30 | 1300.00
LAS | PRG | KLM | 1 (AMS) | 18:30 | 06:45 | 1000.00
LAS | PRG | Air France | 2 (CDG, MXP) | 20:15 | 08:50 | 1250.00
LAS | PRG | Swiss | 1 (ZRH) | 22:00 | 10:20 | 1150.00

PRG | LAS | Delta | 1 (AMS) | 09:00 | 19:30 | 920.00
PRG | LAS | American | 2 (FRA, PHL) | 11:30 | 22:15 | 1150.00
PRG | LAS | United | 1 (EWR) | 13:45 | 01:50 | 1000.00
PRG | LAS | Lufthansa | 1 (FRA) | 15:15 | 03:20 | 1050.00
PRG | LAS | British Airways | 2 (MUC, LHR) | 17:00 | 05:30 | 1200.00
PRG | LAS | KLM | 1 (AMS) | 19:30 | 07:45 | 950.00
PRG | LAS | Air France | 2 (MXP, CDG) | 21:15 | 09:50 | 1100.00
PRG | LAS | Swiss | 1 (ZRH) | 23:00 | 11:20 | 1050.00


LAS | KEF | Icelandair | 1 (SFO) | 08:00 | 18:30 | 450.00
LAS | KEF | American Airlines | 2 (DFW, ORD) | 09:15 | 20:45 | 520.00
LAS | KEF | Delta Air Lines | 1 (JFK) | 10:30 | 21:50 | 480.00
LAS | KEF | United Airlines | 2 (SFO, EWR) | 11:45 | 23:10 | 550.00
LAS | KEF | Lufthansa | 1 (FRA) | 13:00 | 00:20 | 500.00
LAS | KEF | British Airways | 2 (LHR, MAN) | 14:15 | 02:35 | 580.00
LAS | KEF | Air Canada | 1 (YYZ) | 15:30 | 03:50 | 510.00
LAS | KEF | KLM Royal Dutch | 2 (AMS, CPH) | 16:45 | 05:10 | 600.00
KEF | LAS | Icelandair | 1 (SFO) | 09:00 | 17:30 | 420.00
KEF | LAS | American Airlines | 2 (ORD, DFW) | 10:15 | 20:45 | 490.00
KEF | LAS | Delta Air Lines | 1 (JFK) | 11:30 | 22:50 | 450.00
KEF | LAS | United Airlines | 2 (EWR, SFO) | 12:45 | 01:10 | 520.00
KEF | LAS | Lufthansa | 1 (FRA) | 14:00 | 02:20 | 470.00
KEF | LAS | British Airways | 2 (MAN, LHR) | 15:15 | 04:35 | 540.00
KEF | LAS | Air Canada | 1 (YYZ) | 16:30 | 05:50 | 480.00
KEF | LAS | KLM Royal Dutch | 2 (CPH, AMS) | 17:45 | 07:10 | 560.00


LAS | GIG | LATAM | 0 | 08:00 | 18:30 | 850.00
LAS | GIG | American Airlines | 1 (DFW) | 09:30 | 21:15 | 1020.00
LAS | GIG | Delta | 0 | 11:00 | 21:45 | 950.00
LAS | GIG | United | 1 (IAH) | 12:30 | 23:50 | 1080.00
LAS | GIG | Avianca | 0 | 14:00 | 23:15 | 900.00
LAS | GIG | Copa Airlines | 1 (PTY) | 15:30 | 01:00 | 1150.00
LAS | GIG | Azul | 0 | 17:00 | 01:30 | 1050.00
LAS | GIG | Gol Transportes Aéreos | 1 (BSB) | 18:30 | 03:45 | 1250.00
GIG | LAS | LATAM | 0 | 09:00 | 19:30 | 880.00
GIG | LAS | American Airlines | 1 (MIA) | 10:30 | 21:15 | 1050.00
GIG | LAS | Delta | 0 | 12:00 | 22:45 | 980.00
GIG | LAS | United | 1 (EWR) | 13:30 | 00:50 | 1120.00
GIG | LAS | Avianca | 0 | 15:00 | 00:15 | 920.00
GIG | LAS | Copa Airlines | 1 (PTY) | 16:30 | 02:00 | 1200.00
GIG | LAS | Azul | 0 | 18:00 | 02:30 | 1100.00
GIG | LAS | Gol Transportes Aéreos | 1 (CNF) | 19:30 | 04:45 | 1300.00


Here are the 16 flight plans:

LAS | FCO | American Airlines | 1 (JFK) | 08:00 | 18:30 | 850.00
LAS | FCO | Lufthansa | 2 (FRA, MUC) | 10:30 | 21:15 | 1050.00
LAS | FCO | Delta Air Lines | 0 | 12:00 | 20:00 | 1200.00
LAS | FCO | United Airlines | 1 (EWR) | 14:00 | 22:30 | 900.00
LAS | FCO | Air France | 2 (CDG, AMS) | 16:00 | 00:15 | 1100.00
LAS | FCO | British Airways | 1 (LHR) | 18:00 | 02:30 | 1000.00
LAS | FCO | KLM Royal Dutch | 2 (AMS, CDG) | 20:00 | 04:15 | 1250.00
LAS | FCO | Turkish Airlines | 1 (IST) | 22:00 | 06:30 | 950.00

FCO | LAS | Alitalia | 1 (MXP) | 09:00 | 17:30 | 800.00
FCO | LAS | Iberia | 2 (MAD, BCN) | 11:00 | 20:15 | 1000.00
FCO | LAS | Swiss International | 1 (ZRH) | 13:00 | 21:30 | 900.00
FCO | LAS | Austrian Airlines | 2 (VIE, FRA) | 15:00 | 23:15 | 1050.00
FCO | LAS | Emirates | 1 (DXB) | 17:00 | 01:30 | 1100.00
FCO | LAS | Qantas | 2 (SYD, LAX) | 19:00 | 03:15 | 1300.00
FCO | LAS | Singapore Airlines | 1 (SIN) | 21:00 | 05:30 | 1200.00
FCO | LAS | Cathay Pacific | 2 (HKG, LAX) | 23:00 | 07:15 | 1250.00


LAS | SCL | LATAM | 0 | 08:00 | 18:30 | 850.00
LAS | SCL | American Airlines | 1 (DFW) | 09:30 | 21:45 | 950.00
LAS | SCL | Delta | 0 | 11:15 | 22:00 | 1050.00
LAS | SCL | United | 1 (IAH) | 12:45 | 00:15 | 1100.00
LAS | SCL | Avianca | 0 | 14:00 | 23:30 | 1200.00
LAS | SCL | LATAM | 1 (LIM) | 15:30 | 01:45 | 1250.00
LAS | SCL | Copa Airlines | 0 | 17:00 | 02:30 | 1300.00
LAS | SCL | Aeromexico | 1 (MEX) | 18:30 | 04:15 | 1350.00
SCL | LAS | LATAM | 0 | 09:00 | 19:30 | 800.00
SCL | LAS | American Airlines | 1 (DFW) | 10:30 | 22:45 | 900.00
SCL | LAS | Delta | 0 | 12:15 | 23:00 | 1000.00
SCL | LAS | United | 1 (IAH) | 13:45 | 01:15 | 1050.00
SCL | LAS | Avianca | 0 | 15:00 | 02:30 | 1100.00
SCL | LAS | LATAM | 1 (LIM) | 16:30 | 04:45 | 1150.00
SCL | LAS | Copa Airlines | 0 | 18:00 | 05:30 | 1200.00
SCL | LAS | Aeromexico | 1 (MEX) | 19:30 | 07:15 | 1250.00


Here are the 16 flight plans:

LAS | ICN | Korean Air | Non-stop | 10:30 | 15:05 | 850.00
LAS | ICN | Delta | 1 stop (NRT) | 12:15 | 17:40 | 950.00
LAS | ICN | American Airlines | 1 stop (HND) | 14:00 | 19:25 | 1050.00
LAS | ICN | Japan Airlines | Non-stop | 16:00 | 20:35 | 1200.00
LAS | ICN | Asiana Airlines | 1 stop (PUS) | 17:30 | 22:55 | 1100.00
LAS | ICN | China Eastern | 2 stops (PVG, NKG) | 19:00 | 02:20 | 1000.00
LAS | ICN | United | Non-stop | 20:30 | 01:05 | 1300.00
LAS | ICN | Air China | 1 stop (PEK) | 22:00 | 03:25 | 1150.00
ICN | LAS | Korean Air | Non-stop | 09:00 | 06:35 | 900.00
ICN | LAS | Delta | 1 stop (NRT) | 11:15 | 08:40 | 1000.00
ICN | LAS | American Airlines | 1 stop (HND) | 13:00 | 10:25 | 1150.00
ICN | LAS | Japan Airlines | Non-stop | 15:00 | 12:35 | 1250.00
ICN | LAS | Asiana Airlines | 1 stop (PUS) | 16:30 | 14:55 | 1050.00
ICN | LAS | China Eastern | 2 stops (PVG, NKG) | 18:00 | 23:20 | 950.00
ICN | LAS | United | Non-stop | 20:00 | 17:35 | 1400.00
ICN | LAS | Air China | 1 stop (PEK) | 21:30 | 19:55 | 1200.00


Here are the 16 flight plans:

LAS | PVG | AA | 0 | 08:00 | 22:30 | 850.00
LAS | PVG | UA | 1 (SFO) | 09:30 | 23:50 | 920.00
LAS | PVG | DL | 0 | 10:00 | 23:10 | 950.00
LAS | PVG | HA | 1 (HNL) | 11:15 | 00:40 | 1000.00
LAS | PVG | CX | 0 | 12:30 | 01:50 | 1050.00
LAS | PVG | JL | 1 (NRT) | 13:45 | 02:10 | 1100.00
LAS | PVG | KE | 1 (ICN) | 14:50 | 03:20 | 1150.00
LAS | PVG | MU | 0 | 16:00 | 04:30 | 1200.00
PVG | LAS | AA | 0 | 09:00 | 06:30 | 900.00
PVG | LAS | UA | 1 (SFO) | 10:30 | 08:50 | 970.00
PVG | LAS | DL | 0 | 11:30 | 09:50 | 1000.00
PVG | LAS | HA | 1 (HNL) | 12:45 | 11:10 | 1050.00
PVG | LAS | CX | 0 | 14:00 | 12:30 | 1100.00
PVG | LAS | JL | 1 (NRT) | 15:15 | 13:40 | 1150.00
PVG | LAS | KE | 1 (ICN) | 16:30 | 15:00 | 1200.00
PVG | LAS | MU | 0 | 18:00 | 16:30 | 1250.00


Here are the 16 flight plans:

LAS | SIN | SQ | 1 (NRT) | 09:00 | 20:30 | 850.00
LAS | SIN | CX | 1 (HKG) | 11:30 | 22:45 | 920.00
LAS | SIN | JL | 1 (NRT) | 13:15 | 00:40 | 980.00
LAS | SIN | UA | 2 (SFO, HKG) | 15:00 | 03:10 | 1050.00
LAS | SIN | AA | 1 (DFW) | 16:45 | 02:15 | 1100.00
LAS | SIN | QR | 1 (DOH) | 18:30 | 04:50 | 1150.00
LAS | SIN | LH | 2 (FRA, BKK) | 20:15 | 06:30 | 1200.00
LAS | SIN | BA | 1 (LHR) | 21:50 | 07:20 | 1250.00
SIN | LAS | SQ | 1 (NRT) | 08:00 | 19:30 | 850.00
SIN | LAS | CX | 1 (HKG) | 10:30 | 22:00 | 920.00
SIN | LAS | JL | 1 (NRT) | 12:15 | 00:40 | 980.00
SIN | LAS | UA | 2 (HKG, SFO) | 14:00 | 02:10 | 1050.00
SIN | LAS | AA | 1 (DFW) | 15:45 | 01:15 | 1100.00
SIN | LAS | QR | 1 (DOH) | 17:30 | 03:50 | 1150.00
SIN | LAS | LH | 2 (BKK, FRA) | 19:15 | 05:30 | 1200.00
SIN | LAS | BA | 1 (LHR) | 20:50 | 06:20 | 1250.00


LAS | SPU | AA | 1 (ZRH) | 08:00 | 14:30 | 850.00
LAS | SPU | UA | 0 | 10:30 | 16:15 | 720.00
LAS | SPU | DL | 1 (AMS) | 12:45 | 20:00 | 980.00
LAS | SPU | WN | 0 | 14:00 | 19:45 | 650.00
LAS | SPU | AS | 1 (LHR) | 16:15 | 22:30 | 920.00
LAS | SPU | F9 | 0 | 18:30 | 00:15 | 580.00
LAS | SPU | B6 | 1 (CDG) | 20:45 | 02:30 | 1050.00
LAS | SPU | NK | 0 | 22:00 | 03:45 | 520.00
SPU | LAS | AA | 1 (FRA) | 08:00 | 14:30 | 920.00
SPU | LAS | UA | 0 | 10:30 | 16:15 | 800.00
SPU | LAS | DL | 1 (MXP) | 12:45 | 20:00 | 1050.00
SPU | LAS | WN | 0 | 14:00 | 19:45 | 720.00
SPU | LAS | AS | 1 (BCN) | 16:15 | 22:30 | 980.00
SPU | LAS | F9 | 0 | 18:30 | 00:15 | 620.00
SPU | LAS | B6 | 1 (IST) | 20:45 | 02:30 | 1150.00
SPU | LAS | NK | 0 | 22:00 | 03:45 | 580.00


Here are the 16 flight plans:

LAS | ARN | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
LAS | ARN | Delta Air Lines | 1 stop (JFK) | 09:30 | 20:15 | 950.00
LAS | ARN | United Airlines | 1 stop (ORD) | 11:00 | 22:45 | 1050.00
LAS | ARN | Lufthansa | 2 stops (FRA, MUC) | 12:30 | 01:15 | 1250.00
LAS | ARN | Norwegian Air | Non-stop | 14:00 | 00:30 | 750.00
LAS | ARN | KLM Royal Dutch | 1 stop (AMS) | 15:30 | 03:15 | 900.00
LAS | ARN | British Airways | 1 stop (LHR) | 17:00 | 05:45 | 1100.00
LAS | ARN | Air France | 2 stops (CDG, HEL) | 19:30 | 08:15 | 1300.00

ARN | LAS | SAS | Non-stop | 09:00 | 11:30 | 800.00
ARN | LAS | Icelandair | 1 stop (KEF) | 11:30 | 14:15 | 900.00
ARN | LAS | Finnair | 1 stop (HEL) | 13:00 | 16:45 | 1000.00
ARN | LAS | Austrian Airlines | 2 stops (VIE, FRA) | 15:00 | 20:15 | 1200.00
ARN | LAS | Turkish Airlines | 1 stop (IST) | 17:00 | 22:45 | 1100.00
ARN | LAS | Emirates | 2 stops (DXB, LHR) | 19:30 | 02:15 | 1400.00
ARN | LAS | Swiss International | 1 stop (ZRH) | 21:00 | 01:45 | 1050.00
ARN | LAS | TAP Air Portugal | 2 stops (LIS, MXP) | 22:30 | 05:15 | 1300.00


LAS | SYD | Qantas | 0 | 09:00 | 07:00 | 950.00
LAS | SYD | American Airlines | 1 (HNL) | 11:00 | 10:00 | 850.00
LAS | SYD | Delta | 0 | 13:00 | 11:00 | 1050.00
LAS | SYD | United | 1 (SFO) | 15:00 | 13:00 | 900.00
LAS | SYD | Virgin Australia | 0 | 17:00 | 15:00 | 1000.00
LAS | SYD | Air New Zealand | 1 (AKL) | 19:00 | 17:00 | 920.00
LAS | SYD | Jetstar | 1 (MEL) | 21:00 | 19:00 | 780.00
LAS | SYD | Hawaiian Airlines | 1 (HNL) | 23:00 | 21:00 | 860.00
SYD | LAS | Qantas | 0 | 08:00 | 18:00 | 980.00
SYD | LAS | American Airlines | 1 (LAX) | 10:00 | 20:00 | 830.00
SYD | LAS | Delta | 0 | 12:00 | 22:00 | 1080.00
SYD | LAS | United | 1 (SFO) | 14:00 | 00:00 | 940.00
SYD | LAS | Virgin Australia | 0 | 16:00 | 02:00 | 1020.00
SYD | LAS | Air New Zealand | 1 (AKL) | 18:00 | 04:00 | 960.00
SYD | LAS | Jetstar | 1 (MEL) | 20:00 | 06:00 | 800.00
SYD | LAS | Hawaiian Airlines | 1 (HNL) | 22:00 | 08:00 | 880.00


LAS | NRT | JL | 0 | 09:30 | 11:45 | 550.00
LAS | NRT | AA | 1 (HNL) | 11:15 | 14:20 | 480.00
LAS | NRT | UA | 0 | 14:00 | 16:15 | 520.00
LAS | NRT | DL | 1 (SFO) | 16:45 | 20:00 | 500.00
LAS | NRT | CX | 0 | 19:00 | 21:15 | 580.00
LAS | NRT | JL | 1 (LAX) | 20:30 | 23:45 | 510.00
LAS | NRT | AS | 0 | 22:00 | 00:15 | 490.00
LAS | NRT | NH | 1 (SJC) | 23:15 | 02:30 | 530.00
NRT | LAS | JL | 0 | 09:00 | 06:15 | 540.00
NRT | LAS | UA | 1 (HND) | 11:30 | 08:45 | 510.00
NRT | LAS | AA | 0 | 14:30 | 11:45 | 560.00
NRT | LAS | CX | 1 (HKG) | 16:00 | 13:15 | 500.00
NRT | LAS | DL | 0 | 19:30 | 16:45 | 590.00
NRT | LAS | AS | 1 (PDX) | 21:00 | 18:15 | 520.00
NRT | LAS | NH | 0 | 22:30 | 19:45 | 580.00
NRT | LAS | JL | 1 (LAX) | 23:59 | 21:15 | 530.00


LAS | HND | Japan Airlines | 1 (NRT) | 09:30 | 22:10 | 850.00
LAS | HND | American Airlines | 2 (DFW, NRT) | 10:15 | 23:50 | 1100.00
LAS | HND | Delta Air Lines | 1 (SEA) | 11:00 | 23:30 | 950.00
LAS | HND | United Airlines | 2 (SFO, NRT) | 12:30 | 01:20 | 1200.00
LAS | HND | ANA | 1 (NRT) | 13:45 | 02:20 | 1000.00
LAS | HND | Korean Air | 2 (ICN, NRT) | 14:50 | 03:40 | 1300.00
LAS | HND | China Airlines | 1 (TPE) | 15:55 | 04:30 | 1050.00
LAS | HND | Eva Air | 2 (TPE, NRT) | 17:10 | 06:00 | 1400.00
HND | LAS | Japan Airlines | 1 (NRT) | 09:00 | 18:30 | 900.00
HND | LAS | American Airlines | 2 (NRT, DFW) | 10:30 | 20:10 | 1150.00
HND | LAS | Delta Air Lines | 1 (SEA) | 11:45 | 21:20 | 1020.00
HND | LAS | United Airlines | 2 (NRT, SFO) | 13:00 | 22:50 | 1250.00
HND | LAS | ANA | 1 (NRT) | 14:15 | 00:05 | 1100.00
HND | LAS | Korean Air | 2 (NRT, ICN) | 15:30 | 01:20 | 1350.00
HND | LAS | China Airlines | 1 (TPE) | 16:45 | 02:25 | 1120.00
HND | LAS | Eva Air | 2 (NRT, TPE) | 18:00 | 04:00 | 1450.00


Here are the 16 flight plans:

LAS | YYZ | WestJet | Non-stop | 08:00 | 15:30 | 450.00
LAS | YYZ | Air Canada | 1 stop (ORD) | 09:30 | 18:15 | 520.00
LAS | YYZ | American Airlines | Non-stop | 10:45 | 18:00 | 480.00
LAS | YYZ | Delta Air Lines | 1 stop (ATL) | 11:15 | 19:30 | 550.00
LAS | YYZ | United Airlines | Non-stop | 12:00 | 19:15 | 500.00
LAS | YYZ | Sun Country Airlines | 1 stop (MSP) | 13:30 | 21:00 | 480.00
LAS | YYZ | Alaska Airlines | Non-stop | 14:45 | 21:30 | 520.00
LAS | YYZ | Spirit Airlines | 1 stop (DFW) | 16:00 | 23:15 | 420.00
YYZ | LAS | WestJet | Non-stop | 08:30 | 10:30 | 430.00
YYZ | LAS | Air Canada | 1 stop (YUL) | 09:15 | 12:45 | 490.00
YYZ | LAS | American Airlines | Non-stop | 10:00 | 12:45 | 450.00
YYZ | LAS | Delta Air Lines | 1 stop (DTW) | 11:45 | 15:15 | 510.00
YYZ | LAS | United Airlines | Non-stop | 12:30 | 15:00 | 470.00
YYZ | LAS | Sun Country Airlines | 1 stop (MKE) | 13:15 | 16:45 | 440.00
YYZ | LAS | Alaska Airlines | Non-stop | 14:15 | 16:45 | 490.00
YYZ | LAS | Spirit Airlines | 1 stop (ORD) | 15:45 | 19:15 | 410.00


Here are the 16 flight plans:

LAS | YVR | WestJet | 0 | 08:00 | 10:35 | 240.00
LAS | YVR | Air Canada | 1 (SFO) | 09:15 | 12:50 | 320.00
LAS | YVR | United | 0 | 10:45 | 13:20 | 280.00
LAS | YVR | American Airlines | 1 (PHX) | 12:00 | 15:35 | 350.00
LAS | YVR | Delta | 0 | 14:10 | 16:45 | 300.00
LAS | YVR | Alaska Airlines | 1 (SEA) | 15:30 | 18:55 | 330.00
LAS | YVR | Spirit Airlines | 0 | 17:00 | 19:35 | 260.00
LAS | YVR | Frontier Airlines | 1 (DEN) | 18:45 | 21:20 | 290.00

YVR | LAS | WestJet | 0 | 08:30 | 10:55 | 220.00
YVR | LAS | Air Canada | 1 (YYC) | 09:50 | 12:25 | 310.00
YVR | LAS | United | 0 | 11:20 | 13:45 | 250.00
YVR | LAS | American Airlines | 1 (SFO) | 12:40 | 15:15 | 340.00
YVR | LAS | Delta | 0 | 14:00 | 16:25 | 270.00
YVR | LAS | Alaska Airlines | 1 (PDX) | 15:10 | 17:45 | 300.00
YVR | LAS | Spirit Airlines | 0 | 16:30 | 18:55 | 230.00
YVR | LAS | Frontier Airlines | 1 (ABQ) | 18:00 | 20:35 | 260.00


LAS | VIE | Austrian Airlines | 1 (FRA) | 14:30 | 10:35 | 850.00
LAS | VIE | Lufthansa | 2 (FRA, MUC) | 08:15 | 18:20 | 1200.00
LAS | VIE | United Airlines | 1 (EWR) | 16:45 | 12:50 | 950.00
LAS | VIE | American Airlines | 2 (PHL, CDG) | 10:00 | 20:05 | 1300.00
LAS | VIE | Delta Air Lines | 1 (AMS) | 12:10 | 08:15 | 1000.00
LAS | VIE | Swiss International | 2 (ZRH, GVA) | 14:50 | 10:55 | 1100.00
LAS | VIE | British Airways | 1 (LHR) | 09:20 | 19:25 | 1050.00
LAS | VIE | Iberia | 2 (MAD, BCN) | 11:40 | 21:45 | 1250.00
VIE | LAS | Austrian Airlines | 1 (FRA) | 09:00 | 11:05 | 900.00
VIE | LAS | Lufthansa | 2 (MUC, FRA) | 10:30 | 18:35 | 1150.00
VIE | LAS | United Airlines | 1 (EWR) | 12:15 | 14:20 | 1050.00
VIE | LAS | American Airlines | 2 (CDG, PHL) | 08:00 | 16:05 | 1200.00
VIE | LAS | Delta Air Lines | 1 (AMS) | 14:00 | 16:05 | 950.00
VIE | LAS | Swiss International | 2 (GVA, ZRH) | 11:20 | 19:25 | 1100.00
VIE | LAS | British Airways | 1 (LHR) | 09:45 | 17:50 | 1000.00
VIE | LAS | Iberia | 2 (BCN, MAD) | 10:50 | 20:55 | 1250.00


Here are the 16 flight plans:

LAS | ZRH | Swiss | Non-stop | 08:00 | 18:30 | 850.00
LAS | ZRH | Lufthansa | 1 stop (FRA) | 10:30 | 21:15 | 920.00
LAS | ZRH | American | 1 stop (PHL) | 12:45 | 23:50 | 950.00
LAS | ZRH | Delta | Non-stop | 14:15 | 00:45 | 880.00
LAS | ZRH | United | 1 stop (EWR) | 16:00 | 02:20 | 980.00
LAS | ZRH | Austrian | 1 stop (VIE) | 18:30 | 04:50 | 930.00
LAS | ZRH | British Airways | 1 stop (LHR) | 20:45 | 06:10 | 960.00
LAS | ZRH | KLM | 1 stop (AMS) | 22:15 | 07:30 | 910.00

ZRH | LAS | Swiss | Non-stop | 09:00 | 11:30 | 790.00
ZRH | LAS | Lufthansa | 1 stop (FRA) | 11:30 | 14:15 | 860.00
ZRH | LAS | American | 1 stop (PHL) | 13:45 | 16:50 | 890.00
ZRH | LAS | Delta | Non-stop | 15:15 | 18:45 | 820.00
ZRH | LAS | United | 1 stop (EWR) | 17:00 | 20:20 | 900.00
ZRH | LAS | Austrian | 1 stop (VIE) | 19:30 | 22:50 | 870.00
ZRH | LAS | British Airways | 1 stop (LHR) | 21:45 | 00:10 | 930.00
ZRH | LAS | KLM | 1 stop (AMS) | 23:15 | 01:30 | 850.00
