

Here are the 16 flight plans:

SFO | CLT | AA | 0 | 08:00 | 17:15 | 425.00
DUB | SFO | UA | 1 (EWR) | 08:00 | 14:30 | 900.00
DUB | SFO | AA | 2 (ORD, DFW) | 10:30 | 18:15 | 1250.00
DUB | SFO | DL | 0 | 12:00 | 18:30 | 950.00
DUB | SFO | WN | 1 (DEN) | 14:00 | 20:15 | 1050.00
DUB | SFO | BA | 1 (LHR) | 16:00 | 22:30 | 1150.00
DUB | SFO | LH | 2 (AMS, FRA) | 18:00 | 00:15 | 1350.00
DUB | SFO | EI | 0 | 20:00 | 02:30 | 1000.00
DUB | SFO | AC | 1 (YYZ) | 22:00 | 04:15 | 1100.00


SFO | EDI | United | 1 (LHR) | 08:00 | 18:30 | 850.00
SFO | EDI | British Airways | 1 (LAX) | 10:30 | 21:00 | 950.00
SFO | EDI | Lufthansa | 2 (FRA, AMS) | 12:00 | 10:30 | 1100.00
SFO | EDI | American Airlines | 1 (PHL) | 14:00 | 23:30 | 1000.00
SFO | EDI | Delta | 1 (ATL) | 16:00 | 01:30 | 1050.00
SFO | EDI | KLM | 2 (AMS, CDG) | 18:00 | 12:00 | 1200.00
SFO | EDI | Air France | 1 (CDG) | 20:00 | 14:30 | 1150.00
SFO | EDI | Virgin Atlantic | 1 (LHR) | 22:00 | 16:30 | 1250.00
EDI | SFO | United | 1 (EWR) | 08:00 | 11:30 | 900.00
EDI | SFO | British Airways | 1 (LHR) | 10:30 | 14:00 | 1000.00
EDI | SFO | Lufthansa | 2 (FRA, MUC) | 12:00 | 19:30 | 1150.00
EDI | SFO | American Airlines | 1 (PHL) | 14:00 | 20:30 | 1050.00
EDI | SFO | Delta | 1 (ATL) | 16:00 | 22:30 | 1100.00
EDI | SFO | KLM | 2 (AMS, LHR) | 18:00 | 13:30 | 1250.00
EDI | SFO | Air France | 1 (CDG) | 20:00 | 15:30 | 1200.00
EDI | SFO | Virgin Atlantic | 1 (LHR) | 22:00 | 17:30 | 1300.00


SFO | HAN | VN | 1 (NRT) | 10:00 | 22:30 | 650.00
SFO | HAN | SQ | 1 (SIN) | 12:30 | 01:15 | 720.00
SFO | HAN | JL | 1 (NRT) | 14:00 | 02:45 | 750.00
SFO | HAN | CX | 1 (HKG) | 16:00 | 04:30 | 800.00
SFO | HAN | AA | 2 (LAX, NRT) | 08:00 | 05:15 | 850.00
SFO | HAN | UA | 1 (HKG) | 18:00 | 06:45 | 900.00
SFO | HAN | TG | 1 (BKK) | 20:00 | 08:30 | 950.00
SFO | HAN | PR | 2 (LAX, MNL) | 09:00 | 09:45 | 1000.00
HAN | SFO | VN | 1 (NRT) | 01:00 | 10:30 | 700.00
HAN | SFO | SQ | 1 (SIN) | 03:00 | 12:15 | 770.00
HAN | SFO | JL | 1 (NRT) | 05:00 | 14:45 | 820.00
HAN | SFO | CX | 1 (HKG) | 07:00 | 16:30 | 870.00
HAN | SFO | AA | 2 (NRT, LAX) | 09:00 | 18:15 | 920.00
HAN | SFO | UA | 1 (HKG) | 11:00 | 20:45 | 970.00
HAN | SFO | TG | 1 (BKK) | 13:00 | 22:30 | 1020.00
HAN | SFO | PR | 2 (MNL, LAX) | 15:00 | 23:45 | 1070.00


Here are the 16 flight plans:

SFO | HKG | UA | 1 (NRT) | 09:00 | 18:30 | 850.00
SFO | HKG | CX | 0 | 11:00 | 19:30 | 1200.00
SFO | HKG | AA | 2 (LAX, TPE) | 08:00 | 22:00 | 1000.00
SFO | HKG | SQ | 1 (SIN) | 10:00 | 20:30 | 950.00
SFO | HKG | JL | 1 (NRT) | 12:00 | 21:30 | 1100.00
SFO | HKG | BR | 1 (TPE) | 09:30 | 20:00 | 1050.00
SFO | HKG | CI | 1 (TPE) | 13:00 | 22:30 | 1150.00
SFO | HKG | OZ | 2 (ICN, TPE) | 08:30 | 23:00 | 1250.00

HKG | SFO | UA | 1 (NRT) | 08:00 | 06:30 | 900.00
HKG | SFO | CX | 0 | 10:00 | 08:30 | 1300.00
HKG | SFO | AA | 2 (TPE, LAX) | 09:30 | 09:00 | 1100.00
HKG | SFO | SQ | 1 (SIN) | 11:30 | 10:00 | 1050.00
HKG | SFO | JL | 1 (NRT) | 12:30 | 11:00 | 1200.00
HKG | SFO | BR | 1 (TPE) | 13:30 | 12:00 | 1150.00
HKG | SFO | CI | 1 (TPE) | 14:30 | 13:00 | 1250.00
HKG | SFO | OZ | 2 (TPE, ICN) | 15:30 | 14:30 | 1350.00


SFO | IST | Turkish Airlines | Non-stop | 14:30 | 12:35 | 850.00
SFO | IST | Lufthansa | 1 stop (FRA) | 16:15 | 14:20 | 950.00
SFO | IST | United Airlines | Non-stop | 18:00 | 16:05 | 900.00
SFO | IST | Emirates | 1 stop (DXB) | 20:45 | 19:50 | 1050.00
SFO | IST | Qatar Airways | 1 stop (DOH) | 22:30 | 21:35 | 1100.00
SFO | IST | American Airlines | 2 stops (PHL, LHR) | 10:00 | 12:05 | 1200.00
SFO | IST | Delta Air Lines | Non-stop | 12:45 | 11:50 | 1000.00
SFO | IST | Air Canada | 1 stop (YYZ) | 15:20 | 14:25 | 1150.00
IST | SFO | Turkish Airlines | Non-stop | 10:00 | 13:05 | 800.00
IST | SFO | Lufthansa | 1 stop (FRA) | 12:30 | 15:35 | 900.00
IST | SFO | United Airlines | Non-stop | 14:15 | 17:20 | 850.00
IST | SFO | Emirates | 1 stop (DXB) | 16:50 | 19:55 | 1000.00
IST | SFO | Qatar Airways | 1 stop (DOH) | 19:20 | 22:25 | 1050.00
IST | SFO | American Airlines | 2 stops (LHR, PHL) | 07:00 | 12:05 | 1250.00
IST | SFO | Delta Air Lines | Non-stop | 09:45 | 13:50 | 950.00
IST | SFO | Air Canada | 1 stop (YYZ) | 11:10 | 14:15 | 1100.00


Here are the 16 flight plans:

SFO | TLV | EL AL | 1 (JFK) | 14:30 | 17:45 | 850.00
SFO | TLV | United | 1 (EWR) | 16:15 | 20:30 | 950.00
SFO | TLV | Lufthansa | 2 (FRA, MUC) | 10:00 | 19:15 | 1200.00
SFO | TLV | Turkish | 1 (IST) | 13:45 | 21:00 | 1000.00
SFO | TLV | American | 1 (PHL) | 11:30 | 19:45 | 1050.00
SFO | TLV | Delta | 1 (AMS) | 15:00 | 22:15 | 1100.00
SFO | TLV | Swiss | 1 (ZRH) | 12:15 | 20:30 | 1150.00
SFO | TLV | Austrian | 1 (VIE) | 14:00 | 21:15 | 1250.00
TLV | SFO | EL AL | 1 (JFK) | 08:00 | 13:15 | 900.00
TLV | SFO | United | 1 (EWR) | 09:30 | 15:45 | 1000.00
TLV | SFO | Lufthansa | 2 (MUC, FRA) | 06:00 | 14:15 | 1300.00
TLV | SFO | Turkish | 1 (IST) | 07:45 | 14:00 | 1050.00
TLV | SFO | American | 1 (PHL) | 08:30 | 15:45 | 1100.00
TLV | SFO | Delta | 1 (AMS) | 09:00 | 16:15 | 1150.00
TLV | SFO | Swiss | 1 (ZRH) | 07:15 | 14:30 | 1200.00
TLV | SFO | Austrian | 1 (VIE) | 08:00 | 15:15 | 1250.00


Here are the 16 flight plans:

SFO | LIM | LATAM | 1 (MIA) | 08:00 | 20:35 | 850.00
SFO | LIM | American Airlines | 2 (DFW, MEX) | 10:30 | 23:15 | 1050.00
SFO | LIM | Avianca | 1 (BOG) | 13:45 | 02:20 | 950.00
SFO | LIM | Copa Airlines | 1 (PTY) | 16:10 | 04:50 | 1000.00
SFO | LIM | United Airlines | 2 (IAH, SCL) | 18:50 | 06:30 | 1200.00
SFO | LIM | LATAM | 1 (LAX) | 21:20 | 09:00 | 900.00
SFO | LIM | Delta Air Lines | 2 (ATL, GRU) | 22:40 | 10:20 | 1100.00
SFO | LIM | Aeromexico | 1 (MEX) | 23:50 | 11:30 | 1020.00
LIM | SFO | LATAM | 1 (SCL) | 01:15 | 09:50 | 920.00
LIM | SFO | American Airlines | 2 (MIA, DFW) | 04:00 | 13:30 | 1150.00
LIM | SFO | Avianca | 1 (BOG) | 06:30 | 16:10 | 980.00
LIM | SFO | Copa Airlines | 1 (PTY) | 09:45 | 19:25 | 1050.00
LIM | SFO | United Airlines | 2 (SCL, IAH) | 12:10 | 22:50 | 1250.00
LIM | SFO | LATAM | 1 (LAX) | 14:20 | 01:00 | 960.00
LIM | SFO | Delta Air Lines | 2 (GRU, ATL) | 16:40 | 04:20 | 1180.00
LIM | SFO | Aeromexico | 1 (MEX) | 19:00 | 06:40 | 1040.00


SFO | LHR | United | 0 | 14:30 | 10:15 | 850.00
SFO | LHR | British Airways | 1 (JFK) | 10:00 | 06:45 | 950.00
SFO | LHR | American Airlines | 0 | 18:00 | 13:45 | 780.00
SFO | LHR | Virgin Atlantic | 0 | 16:30 | 12:15 | 900.00
SFO | LHR | Delta | 1 (ATL) | 12:00 | 09:45 | 820.00
SFO | LHR | Lufthansa | 1 (FRA) | 09:00 | 06:45 | 980.00
SFO | LHR | Swiss International | 1 (ZRH) | 11:00 | 08:45 | 910.00
SFO | LHR | Air France | 1 (CDG) | 13:00 | 10:45 | 930.00
LHR | SFO | United | 0 | 10:00 | 12:45 | 850.00
LHR | SFO | British Airways | 1 (ORD) | 14:00 | 17:45 | 970.00
LHR | SFO | American Airlines | 0 | 16:00 | 19:45 | 780.00
LHR | SFO | Virgin Atlantic | 0 | 12:00 | 15:45 | 900.00
LHR | SFO | Delta | 1 (AMS) | 09:00 | 12:45 | 820.00
LHR | SFO | Lufthansa | 1 (MUC) | 11:00 | 14:45 | 980.00
LHR | SFO | Swiss International | 1 (GVA) | 13:00 | 16:45 | 910.00
LHR | SFO | Air France | 1 (LAX) | 15:00 | 18:45 | 930.00


SFO | MAD | Iberia | 0 | 14:30 | 09:35 | 850.00
SFO | MAD | American Airlines | 1 (PHL) | 08:00 | 18:10 | 720.00
SFO | MAD | Lufthansa | 1 (FRA) | 10:45 | 07:20 | 950.00
SFO | MAD | Delta | 0 | 16:15 | 11:20 | 890.00
SFO | MAD | United | 1 (EWR) | 12:00 | 08:50 | 820.00
SFO | MAD | Air Europa | 0 | 18:00 | 13:05 | 870.00
SFO | MAD | Swiss | 1 (ZRH) | 09:30 | 19:40 | 930.00
SFO | MAD | TAP Air Portugal | 1 (LIS) | 13:45 | 09:15 | 840.00
MAD | SFO | Iberia | 0 | 10:00 | 13:10 | 820.00
MAD | SFO | American Airlines | 1 (CLT) | 12:30 | 19:50 | 750.00
MAD | SFO | Lufthansa | 1 (MUC) | 08:15 | 16:25 | 920.00
MAD | SFO | Delta | 0 | 14:50 | 21:00 | 860.00
MAD | SFO | United | 1 (ORD) | 09:00 | 18:20 | 790.00
MAD | SFO | Air Europa | 0 | 16:30 | 22:40 | 890.00
MAD | SFO | Swiss | 1 (GVA) | 11:45 | 20:10 | 950.00
MAD | SFO | TAP Air Portugal | 1 (OPO) | 13:15 | 21:35 | 830.00


Here are the 16 flight plans:

SFO | MEX | American Airlines | 1 (LAX) | 08:00 | 14:30 | 450.00
SFO | MEX | United Airlines | 0 | 10:30 | 16:45 | 520.00
SFO | MEX | Delta Air Lines | 1 (DEN) | 12:00 | 19:15 | 480.00
SFO | MEX | Aeromexico | 0 | 14:00 | 20:10 | 500.00
SFO | MEX | Alaska Airlines | 1 (SAN) | 15:30 | 22:00 | 460.00
SFO | MEX | Frontier Airlines | 1 (PHX) | 17:00 | 23:30 | 420.00
SFO | MEX | Southwest Airlines | 1 (LAS) | 18:30 | 00:45 | 440.00
SFO | MEX | Volaris | 0 | 20:00 | 02:15 | 400.00
MEX | SFO | Aeromexico | 0 | 07:00 | 09:10 | 480.00
MEX | SFO | American Airlines | 1 (DFW) | 09:30 | 12:45 | 510.00
MEX | SFO | United Airlines | 0 | 11:00 | 13:15 | 530.00
MEX | SFO | Delta Air Lines | 1 (ATL) | 12:30 | 16:50 | 500.00
MEX | SFO | Alaska Airlines | 1 (PDX) | 14:00 | 17:20 | 490.00
MEX | SFO | Frontier Airlines | 1 (DEN) | 15:30 | 19:45 | 470.00
MEX | SFO | Southwest Airlines | 1 (LAX) | 17:00 | 20:15 | 450.00
MEX | SFO | Volaris | 0 | 18:30 | 21:45 | 430.00


Here are the 16 flight plans:

SFO | MBJ | AA | 1 (MIA) | 08:00 | 17:30 | 542.00
SFO | MBJ | UA | 1 (IAH) | 09:30 | 18:50 | 512.00
SFO | MBJ | DL | 1 (ATL) | 11:15 | 20:40 | 582.00
SFO | MBJ | WN | 1 (DAL) | 12:45 | 22:10 | 502.00
SFO | MBJ | B6 | 1 (FLL) | 14:00 | 23:25 | 562.00
SFO | MBJ | AS | 1 (SEA) | 15:30 | 00:55 | 532.00
SFO | MBJ | HA | 1 (HNL) | 17:00 | 02:30 | 592.00
SFO | MBJ | NK | 1 (FLL) | 19:15 | 04:40 | 522.00
MBJ | SFO | AA | 1 (MIA) | 08:30 | 13:00 | 552.00
MBJ | SFO | UA | 1 (EWR) | 09:45 | 14:15 | 482.00
MBJ | SFO | DL | 1 (ATL) | 11:00 | 15:30 | 612.00
MBJ | SFO | WN | 1 (DAL) | 12:20 | 16:50 | 492.00
MBJ | SFO | B6 | 1 (JFK) | 13:45 | 18:15 | 572.00
MBJ | SFO | AS | 1 (SEA) | 15:10 | 19:40 | 542.00
MBJ | SFO | HA | 1 (HNL) | 16:30 | 21:00 | 632.00
MBJ | SFO | NK | 1 (FLL) | 18:00 | 22:30 | 512.00


Here are the 16 flight plans:

SFO | YUL | AC | 1 (YYZ) | 08:00 | 17:30 | 450.00
SFO | YUL | UA | 0 | 10:00 | 19:30 | 520.00
SFO | YUL | WS | 1 (LAX) | 12:00 | 21:30 | 480.00
SFO | YUL | DL | 1 (ATL) | 14:00 | 23:30 | 550.00
SFO | YUL | AA | 0 | 16:00 | 01:30 | 500.00
SFO | YUL | AS | 1 (SEA) | 18:00 | 03:30 | 530.00
SFO | YUL | B6 | 1 (JFK) | 20:00 | 05:30 | 510.00
SFO | YUL | F9 | 1 (DEN) | 22:00 | 07:30 | 490.00

YUL | SFO | AC | 1 (YYZ) | 08:00 | 11:30 | 420.00
YUL | SFO | UA | 0 | 10:00 | 13:30 | 490.00
YUL | SFO | WS | 1 (YVR) | 12:00 | 15:30 | 460.00
YUL | SFO | DL | 1 (ATL) | 14:00 | 17:30 | 520.00
YUL | SFO | AA | 0 | 16:00 | 19:30 | 500.00
YUL | SFO | AS | 1 (SEA) | 18:00 | 21:30 | 510.00
YUL | SFO | B6 | 1 (JFK) | 20:00 | 23:30 | 480.00
YUL | SFO | F9 | 1 (DEN) | 22:00 | 01:30 | 450.00


Here are the 16 flight plans:

SFO | BOM | American Airlines | 1 (DEL) | 10:00 | 14:30 | 850.00
SFO | BOM | United Airlines | 2 (LAX, DXB) | 08:30 | 17:15 | 950.00
SFO | BOM | Delta Air Lines | 1 (AMS) | 12:00 | 18:45 | 720.00
SFO | BOM | Emirates | 1 (DXB) | 14:00 | 20:30 | 1050.00
SFO | BOM | Lufthansa | 2 (FRA, IST) | 09:00 | 19:30 | 900.00
SFO | BOM | Qatar Airways | 1 (DOH) | 11:30 | 17:00 | 1100.00
SFO | BOM | Singapore Airlines | 2 (SIN, MAA) | 10:30 | 20:15 | 1000.00
SFO | BOM | Turkish Airlines | 1 (IST) | 13:30 | 19:45 | 920.00
BOM | SFO | Air India | 1 (DEL) | 02:00 | 06:30 | 800.00
BOM | SFO | British Airways | 2 (LHR, JFK) | 04:30 | 11:15 | 1200.00
BOM | SFO | Cathay Pacific | 1 (HKG) | 06:00 | 12:45 | 950.00
BOM | SFO | China Eastern | 2 (PVG, SEA) | 07:30 | 15:00 | 1000.00
BOM | SFO | Japan Airlines | 1 (NRT) | 09:30 | 16:15 | 1100.00
BOM | SFO | Korean Air | 2 (ICN, LAX) | 10:30 | 18:45 | 1050.00
BOM | SFO | Malaysia Airlines | 1 (KUL) | 12:30 | 20:00 | 900.00
BOM | SFO | Thai Airways | 2 (BKK, TPE) | 14:30 | 22:15 | 1000.00


Here are the 16 flight plans:

SFO | OSL | Norwegian | 0 | 14:30 | 10:05 | 450.00
SFO | OSL | Lufthansa | 1 (FRA) | 10:15 | 08:50 | 620.00
SFO | OSL | SAS | 0 | 16:45 | 12:20 | 500.00
SFO | OSL | United | 1 (EWR) | 08:00 | 06:35 | 550.00
SFO | OSL | KLM | 1 (AMS) | 12:00 | 10:35 | 580.00
SFO | OSL | Delta | 1 (CDG) | 09:30 | 08:05 | 600.00
SFO | OSL | American | 1 (PHL) | 11:15 | 09:50 | 520.00
SFO | OSL | British Airways | 1 (LHR) | 13:45 | 11:20 | 650.00

OSL | SFO | Norwegian | 0 | 11:30 | 13:50 | 480.00
OSL | SFO | Lufthansa | 1 (FRA) | 08:45 | 11:15 | 630.00
OSL | SFO | SAS | 0 | 14:15 | 16:35 | 510.00
OSL | SFO | United | 1 (EWR) | 10:00 | 12:30 | 570.00
OSL | SFO | KLM | 1 (AMS) | 13:00 | 15:30 | 590.00
OSL | SFO | Delta | 1 (CDG) | 09:00 | 11:35 | 610.00
OSL | SFO | American | 1 (PHL) | 12:30 | 15:00 | 530.00
OSL | SFO | British Airways | 1 (LHR) | 15:45 | 18:15 | 680.00


Here are the 16 flight plans:

SFO | PTY | American Airlines | 1 (MIA) | 08:00 | 17:45 | 649.00
SFO | PTY | United Airlines | 1 (IAH) | 10:30 | 20:15 | 699.00
SFO | PTY | Copa Airlines | 0 | 09:00 | 18:30 | 749.00
SFO | PTY | Delta Air Lines | 1 (ATL) | 11:45 | 21:50 | 729.00
SFO | PTY | Avianca | 1 (BOG) | 12:15 | 22:40 | 679.00
SFO | PTY | LATAM | 1 (LIM) | 13:00 | 23:25 | 709.00
SFO | PTY | Spirit Airlines | 1 (FLL) | 14:30 | 00:10 | 589.00
SFO | PTY | JetBlue Airways | 1 (JFK) | 15:45 | 01:20 | 619.00
PTY | SFO | Copa Airlines | 0 | 08:00 | 13:30 | 779.00
PTY | SFO | American Airlines | 1 (MIA) | 09:30 | 15:15 | 729.00
PTY | SFO | United Airlines | 1 (IAH) | 11:00 | 16:45 | 749.00
PTY | SFO | Delta Air Lines | 1 (ATL) | 12:30 | 18:15 | 799.00
PTY | SFO | Avianca | 1 (BOG) | 14:00 | 19:40 | 689.00
PTY | SFO | LATAM | 1 (LIM) | 15:30 | 21:10 | 719.00
PTY | SFO | Spirit Airlines | 1 (FLL) | 17:00 | 22:40 | 599.00
PTY | SFO | JetBlue Airways | 1 (JFK) | 18:30 | 00:10 | 639.00


SFO | CDG | Air France | Non-stop | 14:30 | 10:15 | 850.00
SFO | CDG | United | 1 stop (EWR) | 08:00 | 19:45 | 720.00
SFO | CDG | Lufthansa | 1 stop (FRA) | 11:15 | 09:50 | 950.00
SFO | CDG | American | Non-stop | 16:45 | 12:30 | 890.00
SFO | CDG | Delta | 1 stop (AMS) | 09:30 | 21:15 | 810.00
SFO | CDG | KLM | 1 stop (AMS) | 13:45 | 11:20 | 840.00
SFO | CDG | Swiss | 1 stop (ZRH) | 10:00 | 22:40 | 920.00
SFO | CDG | TAP Air Portugal | 1 stop (LIS) | 12:30 | 10:55 | 780.00
CDG | SFO | Air France | Non-stop | 11:00 | 13:35 | 920.00
CDG | SFO | United | 1 stop (EWR) | 08:30 | 19:15 | 800.00
CDG | SFO | Lufthansa | 1 stop (FRA) | 09:45 | 21:30 | 980.00
CDG | SFO | American | Non-stop | 14:15 | 16:50 | 960.00
CDG | SFO | Delta | 1 stop (AMS) | 10:15 | 22:50 | 850.00
CDG | SFO | KLM | 1 stop (AMS) | 12:00 | 14:45 | 880.00
CDG | SFO | Swiss | 1 stop (ZRH) | 11:30 | 23:20 | 1000.00
CDG | SFO | TAP Air Portugal | 1 stop (LIS) | 13:15 | 15:40 | 820.00


Here are the 16 flight plans:

SFO | HKT | ANA | 1 (NRT) | 09:00 | 23:55 | 850.00
SFO | HKT | JAL | 1 (HND) | 11:30 | 02:20 | 920.00
SFO | HKT | CX | 1 (HKG) | 13:45 | 04:35 | 780.00
SFO | HKT | SQ | 1 (SIN) | 16:00 | 07:00 | 950.00
SFO | HKT | TG | 1 (BKK) | 18:15 | 09:10 | 820.00
SFO | HKT | UA | 2 (NRT, HKG) | 20:30 | 11:20 | 1050.00
SFO | HKT | AA | 2 (LAX, NRT) | 22:45 | 13:35 | 980.00
SFO | HKT | DL | 2 (SEA, HKG) | 00:50 | 15:40 | 1020.00

HKT | SFO | ANA | 1 (NRT) | 01:10 | 08:05 | 890.00
HKT | SFO | JAL | 1 (HND) | 03:40 | 10:35 | 960.00
HKT | SFO | CX | 1 (HKG) | 06:15 | 13:10 | 810.00
HKT | SFO | SQ | 1 (SIN) | 09:00 | 15:55 | 990.00
HKT | SFO | TG | 1 (BKK) | 11:45 | 18:40 | 860.00
HKT | SFO | UA | 2 (HKG, LAX) | 14:20 | 21:15 | 1080.00
HKT | SFO | AA | 2 (NRT, DFW) | 16:50 | 23:45 | 1010.00
HKT | SFO | DL | 2 (HKG, SEA) | 19:30 | 02:25 | 1040.00


Here are the 16 flight plans:

SFO | PRG | United | 1 (FRA) | 14:30 | 10:35 | 850.00
SFO | PRG | Lufthansa | 1 (MUC) | 16:45 | 12:50 | 920.00
SFO | PRG | American | 2 (PHL, AMS) | 10:15 | 09:25 | 1100.00
SFO | PRG | Delta | 1 (CDG) | 18:00 | 14:10 | 1000.00
SFO | PRG | Air France | 1 (CDG) | 12:30 | 08:40 | 1050.00
SFO | PRG | KLM | 1 (AMS) | 09:00 | 07:10 | 980.00
SFO | PRG | Swiss | 1 (ZRH) | 13:45 | 09:55 | 1020.00
SFO | PRG | Austrian | 1 (VIE) | 11:15 | 08:25 | 990.00
PRG | SFO | Czech Airlines | 1 (FRA) | 09:30 | 11:40 | 930.00
PRG | SFO | Lufthansa | 1 (MUC) | 11:45 | 14:00 | 960.00
PRG | SFO | United | 2 (EWR, IAD) | 13:00 | 17:20 | 1250.00
PRG | SFO | Delta | 1 (AMS) | 10:15 | 12:30 | 1040.00
PRG | SFO | Air Canada | 1 (YYZ) | 12:00 | 14:20 | 1080.00
PRG | SFO | Turkish Airlines | 1 (IST) | 14:30 | 17:45 | 1190.00
PRG | SFO | British Airways | 1 (LHR) | 09:00 | 11:20 | 1010.00
PRG | SFO | Iberia | 1 (MAD) | 11:15 | 14:35 | 1140.00


Here are the 16 flight plans:

SFO | KEF | Icelandair | 1 (LHR) | 08:00 | 18:30 | 850.00
SFO | KEF | American Airlines | 2 (PHL, LHR) | 10:00 | 21:45 | 1100.00
SFO | KEF | United Airlines | 1 (EWR) | 12:00 | 22:15 | 950.00
SFO | KEF | Lufthansa | 2 (FRA, LHR) | 14:00 | 00:30 | 1250.00
SFO | KEF | Delta Air Lines | 1 (JFK) | 16:00 | 23:50 | 1050.00
SFO | KEF | Air Canada | 2 (YYZ, LHR) | 18:00 | 02:20 | 1200.00
SFO | KEF | British Airways | 1 (LHR) | 20:00 | 04:30 | 1000.00
SFO | KEF | Swiss International | 2 (ZRH, LHR) | 22:00 | 06:50 | 1300.00

KEF | SFO | Icelandair | 1 (LHR) | 08:00 | 10:30 | 800.00
KEF | SFO | American Airlines | 2 (LHR, PHL) | 10:00 | 14:45 | 1000.00
KEF | SFO | United Airlines | 1 (EWR) | 12:00 | 16:15 | 900.00
KEF | SFO | Lufthansa | 2 (LHR, FRA) | 14:00 | 20:30 | 1150.00
KEF | SFO | Delta Air Lines | 1 (JFK) | 16:00 | 20:50 | 950.00
KEF | SFO | Air Canada | 2 (LHR, YYZ) | 18:00 | 02:20 | 1100.00
KEF | SFO | British Airways | 1 (LHR) | 20:00 | 02:30 | 900.00
KEF | SFO | Swiss International | 2 (LHR, ZRH) | 22:00 | 06:50 | 1250.00


Here are the 16 flight plans:

SFO | GIG | AA | 1 (DFW) | 08:00 | 22:35 | 950.00
SFO | GIG | UA | 2 (IAH, GRU) | 10:30 | 01:20 | 1200.00
SFO | GIG | LATAM | 0 | 13:45 | 09:10 | 800.00
SFO | GIG | AV | 1 (LAX) | 15:00 | 11:50 | 1100.00
SFO | GIG | DL | 2 (ATL, EZE) | 17:15 | 14:40 | 1300.00
SFO | GIG | AS | 1 (SEA) | 19:30 | 16:55 | 1000.00
SFO | GIG | TP | 2 (LIS, REC) | 21:45 | 19:10 | 1400.00
SFO | GIG | WN | 1 (DEN) | 23:50 | 21:20 | 900.00

GIG | SFO | AA | 1 (DFW) | 09:00 | 19:35 | 1000.00
GIG | SFO | UA | 2 (GRU, IAH) | 11:30 | 23:20 | 1300.00
GIG | SFO | LATAM | 0 | 14:45 | 10:10 | 850.00
GIG | SFO | AV | 1 (BOG) | 16:00 | 13:50 | 1050.00
GIG | SFO | DL | 2 (EZE, ATL) | 18:15 | 15:40 | 1200.00
GIG | SFO | AS | 1 (MEX) | 20:30 | 17:55 | 950.00
GIG | SFO | TP | 2 (REC, LIS) | 22:45 | 20:10 | 1250.00
GIG | SFO | WN | 1 (FLL) | 00:50 | 22:20 | 925.00


Here are the 16 flight plans:

SFO | FCO | American Airlines | 1 (LHR) | 08:00 | 18:30 | 850.00
SFO | FCO | Lufthansa | 1 (FRA) | 10:30 | 20:50 | 920.00
SFO | FCO | United Airlines | 1 (EWR) | 12:00 | 22:20 | 890.00
SFO | FCO | Delta Air Lines | 1 (CDG) | 14:30 | 00:50 | 960.00
SFO | FCO | Alitalia | 0 | 16:00 | 10:30 | 780.00
SFO | FCO | Swiss International | 1 (ZRH) | 18:00 | 12:20 | 930.00
SFO | FCO | Austrian Airlines | 1 (VIE) | 20:00 | 14:30 | 900.00
SFO | FCO | Turkish Airlines | 1 (IST) | 22:00 | 16:50 | 950.00
FCO | SFO | American Airlines | 1 (PHL) | 09:00 | 17:30 | 870.00
FCO | SFO | Lufthansa | 1 (MUC) | 11:30 | 20:00 | 940.00
FCO | SFO | United Airlines | 1 (IAD) | 13:00 | 21:20 | 910.00
FCO | SFO | Delta Air Lines | 1 (AMS) | 15:30 | 23:50 | 980.00
FCO | SFO | Alitalia | 0 | 17:00 | 11:30 | 790.00
FCO | SFO | Swiss International | 1 (GVA) | 19:00 | 13:20 | 960.00
FCO | SFO | Austrian Airlines | 1 (BRU) | 21:00 | 15:30 | 920.00
FCO | SFO | Turkish Airlines | 1 (ATH) | 23:00 | 17:50 | 990.00


SFO | SCL | LATAM | 1 (LAX) | 08:00 | 21:35 | 850.00
SFO | SCL | American Airlines | 2 (DFW, MIA) | 09:30 | 23:50 | 1200.00
SFO | SCL | Delta | 1 (ATL) | 10:15 | 22:40 | 950.00
SFO | SCL | United | 0 | 11:00 | 21:10 | 1100.00
SFO | SCL | Avianca | 1 (BOG) | 12:45 | 00:20 | 1000.00
SFO | SCL | Copa Airlines | 1 (PTY) | 13:30 | 01:05 | 1050.00
SFO | SCL | LATAM | 2 (LAX, LIM) | 14:15 | 02:30 | 1300.00
SFO | SCL | Aeromexico | 1 (MEX) | 15:00 | 03:15 | 1250.00
SCL | SFO | LATAM | 1 (LAX) | 08:00 | 17:35 | 850.00
SCL | SFO | American Airlines | 2 (MIA, DFW) | 09:30 | 19:50 | 1200.00
SCL | SFO | Delta | 1 (ATL) | 10:15 | 20:40 | 950.00
SCL | SFO | United | 0 | 11:00 | 20:10 | 1100.00
SCL | SFO | Avianca | 1 (BOG) | 12:45 | 22:20 | 1000.00
SCL | SFO | Copa Airlines | 1 (PTY) | 13:30 | 23:05 | 1050.00
SCL | SFO | LATAM | 2 (LIM, LAX) | 14:15 | 00:30 | 1300.00
SCL | SFO | Aeromexico | 1 (MEX) | 15:00 | 01:15 | 1250.00


Here are the 16 flight plans:

SFO | ICN | Korean Air | 1 (NRT) | 10:30 | 15:45 | 850.00
