

Here are the 16 flight plans:

PHL | SFO | AA | 0 | 08:00 | 11:15 | 425.00
CPT | PHL | UA | 2 (FRA, EWR) | 10:30 | 21:15 | 1100.00
CPT | PHL | DL | 1 (AMS) | 12:00 | 22:45 | 900.00
CPT | PHL | BA | 1 (LHR) | 14:00 | 00:30 | 1000.00
CPT | PHL | LH | 2 (JNB, FRA) | 16:00 | 02:15 | 1200.00
CPT | PHL | KL | 1 (AMS) | 18:00 | 03:45 | 950.00
CPT | PHL | QR | 1 (DOH) | 20:00 | 05:30 | 1050.00
CPT | PHL | EK | 1 (DXB) | 22:00 | 07:15 | 1150.00
CPT | PHL | SA | 0 | 23:59 | 06:00 | 800.00


Here are the 16 flight plans:

PHL | CPH | American Airlines | Non-stop | 08:00 | 18:30 | 450.00
PHL | CPH | Lufthansa | 1 stop (FRA) | 10:30 | 20:00 | 520.00
PHL | CPH | Delta Air Lines | Non-stop | 12:00 | 22:30 | 480.00
PHL | CPH | United Airlines | 1 stop (EWR) | 14:00 | 00:30 | 550.00
PHL | CPH | SAS | Non-stop | 16:00 | 02:30 | 500.00
PHL | CPH | British Airways | 1 stop (LHR) | 18:00 | 04:30 | 580.00
PHL | CPH | Air Canada | 1 stop (YYZ) | 20:00 | 06:30 | 600.00
PHL | CPH | Swiss International | 1 stop (ZRH) | 22:00 | 08:30 | 620.00

CPH | PHL | SAS | Non-stop | 08:00 | 10:30 | 420.00
CPH | PHL | Lufthansa | 1 stop (FRA) | 10:30 | 13:00 | 490.00
CPH | PHL | American Airlines | Non-stop | 12:00 | 14:30 | 450.00
CPH | PHL | Delta Air Lines | 1 stop (AMS) | 14:00 | 16:30 | 510.00
CPH | PHL | United Airlines | 1 stop (EWR) | 16:00 | 18:30 | 530.00
CPH | PHL | British Airways | 1 stop (LHR) | 18:00 | 20:30 | 550.00
CPH | PHL | Air Canada | 1 stop (YYZ) | 20:00 | 22:30 | 570.00
CPH | PHL | Swiss International | 1 stop (ZRH) | 22:00 | 00:30 | 590.00


PHL | DXB | Emirates | 1 (LHR) | 08:00 | 19:30 | 850.00
PHL | DXB | Qatar Airways | 1 (DOH) | 09:30 | 20:45 | 920.00
PHL | DXB | Lufthansa | 2 (FRA, MUC) | 10:00 | 22:15 | 1100.00
PHL | DXB | Turkish Airlines | 1 (IST) | 11:15 | 22:30 | 1000.00
PHL | DXB | American Airlines | 1 (LHR) | 12:00 | 23:20 | 1050.00
PHL | DXB | Delta Air Lines | 1 (CDG) | 13:30 | 00:45 | 980.00
PHL | DXB | United Airlines | 1 (EWR) | 14:45 | 02:00 | 1020.00
PHL | DXB | British Airways | 1 (LHR) | 16:00 | 03:20 | 950.00
DXB | PHL | Emirates | 1 (LHR) | 02:00 | 06:30 | 820.00
DXB | PHL | Qatar Airways | 1 (DOH) | 03:30 | 07:45 | 900.00
DXB | PHL | Lufthansa | 2 (MUC, FRA) | 04:00 | 09:15 | 1080.00
DXB | PHL | Turkish Airlines | 1 (IST) | 05:15 | 09:30 | 980.00
DXB | PHL | American Airlines | 1 (LHR) | 06:00 | 10:20 | 1030.00
DXB | PHL | Delta Air Lines | 1 (CDG) | 07:30 | 11:45 | 960.00
DXB | PHL | United Airlines | 1 (EWR) | 08:45 | 13:00 | 1000.00
DXB | PHL | British Airways | 1 (LHR) | 10:00 | 14:20 | 930.00


Here are the 16 flight plans:

PHL | DUB | American Airlines | Non-stop | 08:00 | 17:30 | 450.00
PHL | DUB | Delta Air Lines | 1 stop (LHR) | 10:30 | 20:00 | 520.00
PHL | DUB | United Airlines | Non-stop | 12:00 | 21:30 | 480.00
PHL | DUB | Lufthansa | 1 stop (FRA) | 14:00 | 23:30 | 550.00
PHL | DUB | British Airways | 1 stop (LHR) | 16:00 | 01:30 | 500.00
PHL | DUB | Aer Lingus | Non-stop | 18:00 | 03:30 | 420.00
PHL | DUB | KLM Royal Dutch | 1 stop (AMS) | 20:00 | 05:30 | 580.00
PHL | DUB | Iberia | 1 stop (MAD) | 22:00 | 07:30 | 600.00

DUB | PHL | American Airlines | Non-stop | 08:00 | 10:30 | 420.00
DUB | PHL | Delta Air Lines | 1 stop (CDG) | 10:30 | 14:00 | 500.00
DUB | PHL | United Airlines | Non-stop | 12:00 | 14:30 | 450.00
DUB | PHL | Lufthansa | 1 stop (FRA) | 14:00 | 18:30 | 520.00
DUB | PHL | British Airways | 1 stop (LHR) | 16:00 | 20:30 | 480.00
DUB | PHL | Aer Lingus | Non-stop | 18:00 | 20:30 | 400.00
DUB | PHL | KLM Royal Dutch | 1 stop (AMS) | 20:00 | 00:30 | 560.00
DUB | PHL | Iberia | 1 stop (MAD) | 22:00 | 02:30 | 580.00


Here are the 16 flight plans:

PHL | EDI | American Airlines | 1 (LHR) | 08:00 | 17:35 | 550.00
PHL | EDI | British Airways | 1 (LHR) | 09:30 | 19:05 | 620.00
PHL | EDI | United Airlines | 1 (EWR) | 10:15 | 20:40 | 580.00
PHL | EDI | Lufthansa | 1 (FRA) | 11:00 | 21:25 | 650.00
PHL | EDI | Delta Air Lines | 1 (AMS) | 12:45 | 23:10 | 600.00
PHL | EDI | KLM Royal Dutch | 1 (AMS) | 13:30 | 00:55 | 630.00
PHL | EDI | Air Canada | 1 (YYZ) | 14:15 | 02:40 | 610.00
PHL | EDI | Swiss International | 1 (ZRH) | 15:00 | 03:25 | 680.00
EDI | PHL | American Airlines | 1 (LHR) | 08:00 | 11:35 | 520.00
EDI | PHL | British Airways | 1 (LHR) | 09:30 | 13:05 | 590.00
EDI | PHL | United Airlines | 1 (EWR) | 10:15 | 14:40 | 550.00
EDI | PHL | Lufthansa | 1 (FRA) | 11:00 | 15:25 | 620.00
EDI | PHL | Delta Air Lines | 1 (AMS) | 12:45 | 17:10 | 570.00
EDI | PHL | KLM Royal Dutch | 1 (AMS) | 13:30 | 18:55 | 600.00
EDI | PHL | Air Canada | 1 (YYZ) | 14:15 | 20:40 | 580.00
EDI | PHL | Swiss International | 1 (ZRH) | 15:00 | 21:25 | 650.00


Here are the 16 flight plans:

PHL | HAN | AA | 1 (NRT) | 08:00 | 19:30 | 850.00
PHL | HAN | UA | 2 (SFO, HKG) | 10:30 | 22:00 | 1050.00
PHL | HAN | DL | 0 | 12:00 | 14:30 | 700.00
PHL | HAN | CX | 1 (HKG) | 14:30 | 16:30 | 900.00
PHL | HAN | JL | 2 (NRT, BKK) | 16:00 | 23:30 | 1200.00
PHL | HAN | QR | 1 (DOH) | 18:00 | 20:30 | 1000.00
PHL | HAN | TG | 2 (BKK, KUL) | 20:00 | 01:30 | 1100.00
PHL | HAN | VN | 0 | 22:00 | 00:30 | 800.00
HAN | PHL | AA | 1 (NRT) | 08:00 | 19:30 | 850.00
HAN | PHL | UA | 2 (HKG, SFO) | 10:30 | 22:00 | 1050.00
HAN | PHL | DL | 0 | 12:00 | 14:30 | 700.00
HAN | PHL | CX | 1 (HKG) | 14:30 | 16:30 | 900.00
HAN | PHL | JL | 2 (BKK, NRT) | 16:00 | 23:30 | 1200.00
HAN | PHL | QR | 1 (DOH) | 18:00 | 20:30 | 1000.00
HAN | PHL | TG | 2 (KUL, BKK) | 20:00 | 01:30 | 1100.00
HAN | PHL | VN | 0 | 22:00 | 00:30 | 800.00
HAN | PHL | SQ | 1 (SIN) | 23:59 | 02:30 | 950.00


Here are the 16 flight plans:

PHL | HKG | AA | 1 (NRT) | 08:30 | 20:35 | 850.00
PHL | HKG | UA | 1 (SFO) | 10:15 | 22:10 | 920.00
PHL | HKG | CX | 0 | 12:00 | 18:30 | 1100.00
PHL | HKG | JL | 1 (NRT) | 13:45 | 23:50 | 1000.00
PHL | HKG | DL | 1 (ATL) | 15:20 | 01:15 | 1050.00
PHL | HKG | KE | 1 (ICN) | 16:50 | 02:40 | 980.00
PHL | HKG | SQ | 1 (SIN) | 18:10 | 04:05 | 1020.00
PHL | HKG | BR | 1 (TPE) | 20:00 | 06:00 | 950.00

HKG | PHL | CX | 0 | 09:00 | 09:30 | 1200.00
HKG | PHL | UA | 1 (SFO) | 11:30 | 12:20 | 1000.00
HKG | PHL | AA | 1 (NRT) | 13:15 | 14:05 | 900.00
HKG | PHL | JL | 1 (NRT) | 15:00 | 15:50 | 1050.00
HKG | PHL | DL | 1 (ATL) | 16:45 | 17:35 | 1100.00
HKG | PHL | KE | 1 (ICN) | 18:20 | 19:10 | 980.00
HKG | PHL | SQ | 1 (SIN) | 20:00 | 20:50 | 1020.00
HKG | PHL | BR | 1 (TPE) | 21:40 | 22:30 | 950.00


Here are the 16 flight plans:

PHL | IST | Turkish Airlines | Non-stop | 08:00 | 18:30 | 850.00
PHL | IST | Lufthansa | 1 stop (FRA) | 10:30 | 20:50 | 920.00
PHL | IST | American Airlines | 1 stop (CDG) | 12:15 | 23:40 | 950.00
PHL | IST | United Airlines | Non-stop | 14:00 | 00:30 | 900.00
PHL | IST | Delta Air Lines | 1 stop (AMS) | 16:45 | 03:10 | 980.00
PHL | IST | Emirates | 1 stop (DXB) | 18:30 | 05:50 | 1050.00
PHL | IST | Qatar Airways | 1 stop (DOH) | 20:15 | 07:35 | 1100.00
PHL | IST | British Airways | 1 stop (LHR) | 22:00 | 09:20 | 1020.00
IST | PHL | Turkish Airlines | Non-stop | 09:30 | 13:00 | 800.00
IST | PHL | Lufthansa | 1 stop (FRA) | 11:45 | 16:15 | 870.00
IST | PHL | American Airlines | 1 stop (CDG) | 14:00 | 18:30 | 900.00
IST | PHL | United Airlines | Non-stop | 16:30 | 20:00 | 850.00
IST | PHL | Delta Air Lines | 1 stop (AMS) | 18:15 | 22:45 | 920.00
IST | PHL | Emirates | 1 stop (DXB) | 20:00 | 01:30 | 1000.00
IST | PHL | Qatar Airways | 1 stop (DOH) | 21:45 | 03:15 | 1050.00
IST | PHL | British Airways | 1 stop (LHR) | 23:30 | 05:00 | 980.00


Here are the 16 flight plans:

PHL | TLV | American Airlines | 1 (LHR) | 08:00 | 19:30 | 850.00
PHL | TLV | El Al | 0 | 10:30 | 21:50 | 1100.00
PHL | TLV | Lufthansa | 1 (FRA) | 12:00 | 23:50 | 900.00
PHL | TLV | United Airlines | 1 (EWR) | 14:00 | 02:20 | 800.00
PHL | TLV | Delta Air Lines | 1 (AMS) | 16:00 | 04:30 | 950.00
PHL | TLV | Turkish Airlines | 1 (IST) | 18:00 | 06:50 | 1000.00
PHL | TLV | British Airways | 1 (LHR) | 20:00 | 08:30 | 1050.00
PHL | TLV | Austrian Airlines | 1 (VIE) | 22:00 | 10:50 | 1200.00
TLV | PHL | El Al | 0 | 08:00 | 13:30 | 1200.00
TLV | PHL | Lufthansa | 1 (FRA) | 10:00 | 16:20 | 1000.00
TLV | PHL | American Airlines | 1 (LHR) | 12:00 | 18:30 | 900.00
TLV | PHL | United Airlines | 1 (EWR) | 14:00 | 20:50 | 850.00
TLV | PHL | Delta Air Lines | 1 (AMS) | 16:00 | 23:20 | 950.00
TLV | PHL | Turkish Airlines | 1 (IST) | 18:00 | 01:50 | 1050.00
TLV | PHL | British Airways | 1 (LHR) | 20:00 | 04:30 | 1100.00
TLV | PHL | Austrian Airlines | 1 (VIE) | 22:00 | 06:50 | 1250.00


Here are the 16 flight plans:

PHL | LIM | AA | 1 (MIA) | 08:00 | 18:30 | 542.00
PHL | LIM | UA | 2 (EWR, PTY) | 10:30 | 21:15 | 620.00
PHL | LIM | AV | 0 | 12:00 | 19:45 | 480.00
PHL | LIM | DL | 1 (ATL) | 14:30 | 22:00 | 550.00
PHL | LIM | LA | 0 | 16:00 | 23:30 | 500.00
PHL | LIM | AA | 1 (JFK) | 18:00 | 01:15 | 580.00
PHL | LIM | UA | 2 (ORD, MEX) | 20:00 | 03:45 | 680.00
PHL | LIM | AV | 1 (BOG) | 22:00 | 05:30 | 520.00
LIM | PHL | LA | 0 | 08:00 | 18:30 | 520.00
LIM | PHL | AV | 1 (BOG) | 10:30 | 20:45 | 550.00
LIM | PHL | AA | 1 (MIA) | 12:00 | 21:15 | 580.00
LIM | PHL | DL | 1 (ATL) | 14:30 | 23:00 | 600.00
LIM | PHL | UA | 2 (PTY, EWR) | 16:00 | 01:15 | 680.00
LIM | PHL | LA | 0 | 18:00 | 02:30 | 500.00
LIM | PHL | AV | 1 (JFK) | 20:00 | 04:45 | 520.00
LIM | PHL | AA | 2 (ORD, MEX) | 22:00 | 06:15 | 620.00


Here are the 16 flight plans:

PHL | LHR | AA | Non-stop | 08:00 | 18:30 | 850.00
PHL | LHR | BA | Non-stop | 10:30 | 20:55 | 950.00
PHL | LHR | UA | 1 stop (EWR) | 12:15 | 22:40 | 700.00
PHL | LHR | DL | Non-stop | 14:00 | 23:20 | 800.00
PHL | LHR | VS | 1 stop (JFK) | 15:45 | 02:10 | 650.00
PHL | LHR | LH | 1 stop (FRA) | 17:30 | 03:55 | 720.00
PHL | LHR | KL | 1 stop (AMS) | 19:15 | 05:40 | 680.00
PHL | LHR | AF | 1 stop (CDG) | 21:00 | 07:25 | 750.00

LHR | PHL | BA | Non-stop | 09:00 | 11:30 | 900.00
LHR | PHL | AA | Non-stop | 11:30 | 14:00 | 850.00
LHR | PHL | UA | 1 stop (EWR) | 13:45 | 17:10 | 750.00
LHR | PHL | DL | Non-stop | 15:15 | 18:40 | 800.00
LHR | PHL | VS | 1 stop (JFK) | 16:50 | 21:20 | 700.00
LHR | PHL | LH | 1 stop (FRA) | 18:30 | 23:00 | 780.00
LHR | PHL | KL | 1 stop (AMS) | 20:15 | 01:45 | 730.00
LHR | PHL | AF | 1 stop (CDG) | 22:00 | 03:35 | 820.00


Here are the 16 flight plans:

PHL | MAD | American Airlines | Non-stop | 08:00 | 17:30 | 450.00
PHL | MAD | Iberia | 1 stop (LHR) | 09:30 | 19:45 | 520.00
PHL | MAD | Lufthansa | 1 stop (FRA) | 10:45 | 21:10 | 550.00
PHL | MAD | Delta Air Lines | Non-stop | 11:15 | 22:40 | 480.00
PHL | MAD | United Airlines | 1 stop (EWR) | 12:00 | 23:25 | 510.00
PHL | MAD | TAP Air Portugal | 1 stop (LIS) | 13:30 | 00:50 | 540.00
PHL | MAD | Air Europa | 1 stop (BCN) | 14:45 | 02:10 | 530.00
PHL | MAD | Swiss International | 1 stop (ZRH) | 16:00 | 03:30 | 560.00
MAD | PHL | Iberia | Non-stop | 09:00 | 11:30 | 420.00
MAD | PHL | American Airlines | 1 stop (JFK) | 10:30 | 14:45 | 490.00
MAD | PHL | Lufthansa | 1 stop (MUC) | 11:45 | 16:10 | 510.00
MAD | PHL | Delta Air Lines | Non-stop | 12:30 | 16:50 | 450.00
MAD | PHL | United Airlines | 1 stop (LHR) | 13:45 | 18:10 | 480.00
MAD | PHL | TAP Air Portugal | 1 stop (OPO) | 15:00 | 19:30 | 500.00
MAD | PHL | Air Europa | 1 stop (MXP) | 16:15 | 20:40 | 520.00
MAD | PHL | Swiss International | 1 stop (GVA) | 17:30 | 22:00 | 540.00


Here are the 16 flight plans:

PHL | MEX | American Airlines | 0 | 08:00 | 11:30 | 450.00
PHL | MEX | Delta Air Lines | 1 (ATL) | 09:15 | 14:05 | 520.00
PHL | MEX | United Airlines | 0 | 10:45 | 14:15 | 480.00
PHL | MEX | Aeromexico | 0 | 12:00 | 15:30 | 500.00
PHL | MEX | Frontier Airlines | 1 (DEN) | 13:30 | 18:10 | 550.00
PHL | MEX | Spirit Airlines | 1 (FLL) | 14:45 | 19:25 | 580.00
PHL | MEX | Alaska Airlines | 0 | 16:00 | 19:30 | 510.00
PHL | MEX | JetBlue Airways | 1 (JFK) | 17:15 | 21:50 | 600.00
MEX | PHL | American Airlines | 0 | 08:30 | 14:00 | 420.00
MEX | PHL | Delta Air Lines | 1 (LAX) | 09:45 | 16:20 | 540.00
MEX | PHL | United Airlines | 0 | 11:00 | 16:30 | 460.00
MEX | PHL | Aeromexico | 0 | 12:30 | 18:00 | 490.00
MEX | PHL | Frontier Airlines | 1 (ORD) | 13:45 | 19:25 | 570.00
MEX | PHL | Spirit Airlines | 1 (TPA) | 15:00 | 20:40 | 590.00
MEX | PHL | Alaska Airlines | 0 | 16:30 | 21:00 | 520.00
MEX | PHL | JetBlue Airways | 1 (BOS) | 17:45 | 22:30 | 610.00


Here are the 16 flight plans:

PHL | MBJ | AA | Non-stop | 08:00 | 11:30 | 450.00
PHL | MBJ | DL | 1 stop (ATL) | 09:15 | 13:45 | 520.00
PHL | MBJ | UA | Non-stop | 10:30 | 14:00 | 480.00
PHL | MBJ | WN | 1 stop (FLL) | 11:45 | 16:15 | 550.00
PHL | MBJ | B6 | Non-stop | 13:00 | 16:30 | 500.00
PHL | MBJ | AS | 1 stop (MCO) | 14:15 | 18:45 | 580.00
PHL | MBJ | F9 | 1 stop (CLT) | 15:30 | 20:00 | 600.00
PHL | MBJ | NK | Non-stop | 17:00 | 20:30 | 530.00
MBJ | PHL | AA | Non-stop | 08:30 | 12:00 | 470.00
MBJ | PHL | DL | 1 stop (ATL) | 09:45 | 14:15 | 540.00
MBJ | PHL | UA | Non-stop | 11:00 | 14:30 | 490.00
MBJ | PHL | WN | 1 stop (FLL) | 12:15 | 16:45 | 570.00
MBJ | PHL | B6 | Non-stop | 13:30 | 17:00 | 510.00
MBJ | PHL | AS | 1 stop (MCO) | 14:45 | 19:15 | 590.00
MBJ | PHL | F9 | 1 stop (CLT) | 16:00 | 20:30 | 610.00
MBJ | PHL | NK | Non-stop | 17:30 | 21:00 | 550.00


Here are the 16 flight plans:

PHL | YUL | AA | 0 | 06:00 | 08:30 | 250.00
PHL | YUL | UA | 1 (EWR) | 07:30 | 11:15 | 320.00
PHL | YUL | DL | 0 | 09:00 | 11:30 | 280.00
PHL | YUL | WN | 1 (BOS) | 10:30 | 14:45 | 350.00
PHL | YUL | AS | 0 | 12:00 | 14:30 | 300.00
PHL | YUL | B6 | 1 (JFK) | 13:30 | 17:15 | 380.00
PHL | YUL | F9 | 0 | 15:00 | 17:30 | 220.00
PHL | YUL | NK | 1 (DTW) | 16:30 | 20:45 | 400.00
YUL | PHL | AC | 0 | 06:00 | 08:30 | 270.00
YUL | PHL | WS | 1 (YYZ) | 07:30 | 11:15 | 330.00
YUL | PHL | DL | 0 | 09:00 | 11:30 | 290.00
YUL | PHL | UA | 1 (EWR) | 10:30 | 14:45 | 360.00
YUL | PHL | AA | 0 | 12:00 | 14:30 | 310.00
YUL | PHL | B6 | 1 (JFK) | 13:30 | 17:15 | 390.00
YUL | PHL | WN | 0 | 15:00 | 17:30 | 240.00
YUL | PHL | F9 | 1 (BOS) | 16:30 | 20:45 | 420.00


Here are the 16 flight plans:

PHL | BOM | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
PHL | BOM | UA | 2 (EWR, FRA) | 10:30 | 21:15 | 1100.00
PHL | BOM | DL | 1 (CDG) | 12:45 | 23:50 | 900.00
PHL | BOM | LH | 2 (FRA, DXB) | 14:15 | 02:30 | 1200.00
PHL | BOM | BA | 1 (LHR) | 16:00 | 02:15 | 950.00
PHL | BOM | QR | 1 (DOH) | 18:30 | 04:45 | 1000.00
PHL | BOM | EK | 1 (DXB) | 20:45 | 07:00 | 1050.00
PHL | BOM | TK | 2 (IST, AUH) | 22:15 | 09:30 | 1150.00

BOM | PHL | AA | 1 (LHR) | 01:30 | 11:45 | 800.00
BOM | PHL | UA | 2 (FRA, EWR) | 03:45 | 14:00 | 1050.00
BOM | PHL | DL | 1 (CDG) | 06:00 | 16:15 | 850.00
BOM | PHL | LH | 2 (DXB, FRA) | 08:15 | 18:30 | 1100.00
BOM | PHL | BA | 1 (LHR) | 10:30 | 20:45 | 900.00
BOM | PHL | QR | 1 (DOH) | 12:45 | 23:00 | 950.00
BOM | PHL | EK | 1 (DXB) | 15:00 | 01:15 | 1000.00
BOM | PHL | TK | 2 (AUH, IST) | 17:15 | 03:30 | 1150.00


Here are the 16 flight plans:

PHL | OSL | American Airlines | 1 (LHR) | 08:00 | 18:30 | 450.00
PHL | OSL | Lufthansa | 2 (FRA, CPH) | 10:30 | 21:45 | 520.00
PHL | OSL | Norwegian Air | 0 | 13:15 | 23:20 | 380.00
PHL | OSL | British Airways | 1 (LHR) | 14:50 | 02:10 | 500.00
PHL | OSL | Icelandair | 1 (KEF) | 16:20 | 03:40 | 420.00
PHL | OSL | KLM | 1 (AMS) | 18:00 | 05:30 | 480.00
PHL | OSL | SAS | 0 | 20:10 | 06:40 | 400.00
PHL | OSL | United Airlines | 2 (EWR, FRA) | 21:40 | 08:10 | 550.00

OSL | PHL | Norwegian Air | 0 | 08:30 | 12:50 | 350.00
OSL | PHL | SAS | 0 | 10:00 | 14:20 | 320.00
OSL | PHL | Lufthansa | 1 (FRA) | 12:15 | 18:45 | 480.00
OSL | PHL | Icelandair | 1 (KEF) | 14:40 | 21:10 | 440.00
OSL | PHL | American Airlines | 1 (LHR) | 16:10 | 22:40 | 510.00
OSL | PHL | British Airways | 1 (LHR) | 18:00 | 00:30 | 530.00
OSL | PHL | KLM | 1 (AMS) | 20:20 | 02:50 | 490.00
OSL | PHL | United Airlines | 2 (EWR, LHR) | 22:00 | 06:30 | 570.00


Here are the 16 flight plans:

PHL | PTY | AA | 1 (MIA) | 08:00 | 13:45 | 542.00
PHL | PTY | UA | 0 | 10:30 | 15:15 | 620.00
PHL | PTY | DL | 1 (ATL) | 12:15 | 17:50 | 580.00
PHL | PTY | AV | 1 (BOG) | 14:00 | 20:30 | 510.00
PHL | PTY | WN | 1 (FLL) | 15:45 | 21:20 | 450.00
PHL | PTY | B6 | 1 (JFK) | 17:00 | 22:35 | 530.00
PHL | PTY | AA | 1 (CLT) | 19:15 | 00:50 | 550.00
PHL | PTY | UA | 0 | 21:30 | 02:15 | 650.00
PTY | PHL | CM | 1 (SJO) | 08:45 | 15:20 | 520.00
PTY | PHL | AV | 1 (LIM) | 10:50 | 17:25 | 540.00
PTY | PHL | DL | 1 (ATL) | 12:55 | 19:30 | 590.00
PTY | PHL | WN | 1 (FLL) | 14:20 | 20:55 | 480.00
PTY | PHL | B6 | 1 (JFK) | 15:50 | 22:25 | 500.00
PTY | PHL | AA | 1 (MIA) | 17:20 | 23:55 | 570.00
PTY | PHL | UA | 0 | 19:40 | 01:15 | 680.00
PTY | PHL | CM | 1 (UIO) | 21:10 | 02:45 | 560.00


Here are the 16 flight plans:

PHL | CDG | American Airlines | Non-stop | 08:00 | 18:30 | 450.00
PHL | CDG | Delta Air Lines | 1 stop (AMS) | 09:30 | 20:15 | 520.00
PHL | CDG | Lufthansa | Non-stop | 11:00 | 21:30 | 480.00
PHL | CDG | Air France | Non-stop | 12:30 | 23:00 | 500.00
PHL | CDG | United Airlines | 1 stop (EWR) | 13:00 | 23:45 | 550.00
PHL | CDG | British Airways | 1 stop (LHR) | 14:00 | 00:30 | 580.00
PHL | CDG | Iberia | 1 stop (MAD) | 15:00 | 01:15 | 600.00
PHL | CDG | Swiss International | Non-stop | 16:00 | 02:30 | 520.00
CDG | PHL | Air France | Non-stop | 08:00 | 10:30 | 480.00
CDG | PHL | American Airlines | 1 stop (JFK) | 09:30 | 12:15 | 550.00
CDG | PHL | Lufthansa | Non-stop | 11:00 | 13:30 | 500.00
CDG | PHL | Delta Air Lines | 1 stop (AMS) | 12:30 | 15:15 | 520.00
CDG | PHL | United Airlines | 1 stop (EWR) | 13:00 | 16:45 | 580.00
CDG | PHL | British Airways | 1 stop (LHR) | 14:00 | 18:30 | 600.00
CDG | PHL | Iberia | 1 stop (MAD) | 15:00 | 20:15 | 620.00
CDG | PHL | Swiss International | Non-stop | 16:00 | 21:30 | 540.00
CDG | PHL | KLM Royal Dutch | 1 stop (AMS) | 17:00 | 23:45 | 560.00


Here are the 16 flight plans:

PHL | HKT | AA | 1 (NRT) | 08:00 | 21:30 | 850.00
PHL | HKT | UA | 2 (SFO, HKG) | 10:30 | 23:59 | 1200.00
PHL | HKT | DL | 0 | 14:00 | 18:30 | 900.00
PHL | HKT | LH | 1 (FRA) | 16:00 | 20:30 | 1100.00
PHL | HKT | CX | 0 | 18:00 | 22:30 | 1000.00
PHL | HKT | JL | 1 (NRT) | 20:00 | 02:30 | 1050.00
PHL | HKT | TG | 1 (BKK) | 22:00 | 04:30 | 950.00
PHL | HKT | SQ | 1 (SIN) | 00:00 | 06:30 | 1250.00
HKT | PHL | AA | 1 (NRT) | 08:00 | 21:30 | 850.00
HKT | PHL | UA | 2 (HKG, SFO) | 10:30 | 23:59 | 1200.00
HKT | PHL | DL | 0 | 14:00 | 18:30 | 900.00
HKT | PHL | LH | 1 (FRA) | 16:00 | 20:30 | 1100.00
HKT | PHL | CX | 0 | 18:00 | 22:30 | 1000.00
HKT | PHL | JL | 1 (NRT) | 20:00 | 02:30 | 1050.00
HKT | PHL | TG | 1 (BKK) | 22:00 | 04:30 | 950.00
HKT | PHL | SQ | 1 (SIN) | 00:00 | 06:30 | 1250.00


Here are the 16 flight plans:

PHL | PRG | AA | 1 (AMS) | 08:00 | 18:30 | 540.00
PHL | PRG | UA | 1 (EWR) | 10:30 | 20:50 | 580.00
PHL | PRG | DL | 1 (CDG) | 12:15 | 22:20 | 620.00
PHL | PRG | LH | 1 (FRA) | 14:00 | 23:45 | 650.00
PHL | PRG | BA | 2 (LHR, AMS) | 15:45 | 01:10 | 750.00
PHL | PRG | KL | 1 (AMS) | 17:00 | 02:20 | 680.00
PHL | PRG | AF | 1 (CDG) | 18:30 | 03:50 | 700.00
PHL | PRG | OS | 1 (VIE) | 20:00 | 05:10 | 720.00
PRG | PHL | AA | 1 (AMS) | 08:00 | 18:30 | 540.00
PRG | PHL | UA | 1 (EWR) | 10:30 | 20:50 | 580.00
PRG | PHL | DL | 1 (CDG) | 12:15 | 22:20 | 620.00
PRG | PHL | LH | 1 (FRA) | 14:00 | 23:45 | 650.00
PRG | PHL | BA | 2 (LHR, AMS) | 15:45 | 01:10 | 750.00
PRG | PHL | KL | 1 (AMS) | 17:00 | 02:20 | 680.00
PRG | PHL | AF | 1 (CDG) | 18:30 | 03:50 | 700.00
PRG | PHL | OS | 1 (VIE) | 20:00 | 05:10 | 720.00


Here are the 16 flight plans:

PHL | KEF | Icelandair | 1 (BOS) | 08:00 | 18:30 | 450.00
PHL | KEF | American Airlines | 2 (JFK, LHR) | 10:00 | 21:45 | 620.00
PHL | KEF | Delta Air Lines | 1 (CDG) | 12:00 | 22:15 | 580.00
PHL | KEF | United Airlines | 2 (EWR, FRA) | 14:00 | 23:59 | 720.00
PHL | KEF | WOW Air | 0 | 16:00 | 20:30 | 380.00
PHL | KEF | Lufthansa | 2 (FRA, OSLO) | 18:00 | 02:15 | 850.00
PHL | KEF | British Airways | 1 (LHR) | 20:00 | 04:30 | 680.00
PHL | KEF | KLM Royal Dutch | 2 (AMS, CPH) | 22:00 | 06:45 | 900.00

KEF | PHL | Icelandair | 1 (BOS) | 08:00 | 14:30 | 420.00
KEF | PHL | WOW Air | 0 | 10:00 | 16:30 | 350.00
KEF | PHL | American Airlines | 2 (LHR, JFK) | 12:00 | 20:45 | 700.00
KEF | PHL | Delta Air Lines | 1 (CDG) | 14:00 | 22:15 | 620.00
KEF | PHL | United Airlines | 2 (FRA, EWR) | 16:00 | 00:59 | 820.00
KEF | PHL | Lufthansa | 2 (OSLO, FRA) | 18:00 | 04:15 | 980.00
KEF | PHL | British Airways | 1 (LHR) | 20:00 | 06:30 | 760.00
KEF | PHL | KLM Royal Dutch | 2 (CPH, AMS) | 22:00 | 08:45 | 940.00


Here are the 16 flight plans:

PHL | GIG | AA | 1 (MIA) | 08:00 | 18:30 | 850.00
PHL | GIG | LATAM | 0 | 10:00 | 20:30 | 1200.00
