

Here are the 16 flight plans:

MIA | LAS | AA | 0 | 08:00 | 10:30 | 280.00
MIA | CDG | LATAM | 2 stops (LIM, MAD) | 12:30 | 23:15 | 620.00
MIA | CDG | Iberia | 1 stop (MAD) | 13:45 | 22:50 | 790.00
MIA | CDG | Swiss International | 1 stop (ZRH) | 15:00 | 23:20 | 870.00
MIA | CDG | KLM Royal Dutch | 1 stop (AMS) | 16:15 | 00:40 | 840.00
MIA | CDG | Lufthansa | 1 stop (FRA) | 18:30 | 02:10 | 910.00
CDG | MIA | Air France | Non-stop | 09:00 | 13:30 | 980.00
CDG | MIA | American Airlines | 1 stop (PHL) | 10:30 | 15:45 | 760.00
CDG | MIA | Delta Air Lines | 1 stop (ATL) | 12:00 | 17:20 | 820.00
CDG | MIA | Iberia | 1 stop (MAD) | 13:15 | 18:35 | 890.00
CDG | MIA | LATAM | 2 stops (GRU, LIM) | 14:30 | 21:15 | 680.00
CDG | MIA | Swiss International | 1 stop (ZRH) | 15:45 | 20:50 | 930.00
CDG | MIA | KLM Royal Dutch | 1 stop (AMS) | 17:00 | 22:25 | 860.00
CDG | MIA | Lufthansa | 1 stop (FRA) | 19:15 | 00:45 | 960.00


Here are the 16 flight plans:

MIA | HKT | AA | 1 (NRT) | 08:00 | 19:30 | 850.00
MIA | HKT | JL | 1 (HND) | 09:30 | 21:00 | 900.00
MIA | HKT | UA | 1 (SIN) | 10:00 | 22:30 | 950.00
MIA | HKT | SQ | 1 (SIN) | 11:00 | 23:30 | 1000.00
MIA | HKT | TG | 1 (BKK) | 12:00 | 01:30 | 1050.00
MIA | HKT | CX | 1 (HKG) | 13:00 | 02:30 | 1100.00
MIA | HKT | EK | 1 (DXB) | 14:00 | 03:30 | 1150.00
MIA | HKT | QR | 1 (DOH) | 15:00 | 04:30 | 1200.00
HKT | MIA | AA | 1 (NRT) | 08:00 | 19:30 | 850.00
HKT | MIA | JL | 1 (HND) | 09:30 | 21:00 | 900.00
HKT | MIA | UA | 1 (SIN) | 10:00 | 22:30 | 950.00
HKT | MIA | SQ | 1 (SIN) | 11:00 | 23:30 | 1000.00
HKT | MIA | TG | 1 (BKK) | 12:00 | 01:30 | 1050.00
HKT | MIA | CX | 1 (HKG) | 13:00 | 02:30 | 1100.00
HKT | MIA | EK | 1 (DXB) | 14:00 | 03:30 | 1150.00
HKT | MIA | QR | 1 (DOH) | 15:00 | 04:30 | 1200.00


Here are the 16 flight plans:

MIA | PRG | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
MIA | PRG | UA | 2 (EWR, FRA) | 10:30 | 20:45 | 1100.00
MIA | PRG | DL | 0 | 12:00 | 18:00 | 900.00
MIA | PRG | LH | 1 (FRA) | 14:00 | 22:15 | 1000.00
MIA | PRG | KL | 2 (AMS, CDG) | 16:00 | 00:30 | 1200.00
MIA | PRG | AZ | 1 (FCO) | 18:00 | 02:15 | 950.00
MIA | PRG | TK | 1 (IST) | 20:00 | 04:30 | 1050.00
MIA | PRG | IB | 2 (MAD, BCN) | 22:00 | 06:45 | 1300.00

PRG | MIA | AA | 1 (LHR) | 08:30 | 18:00 | 800.00
PRG | MIA | UA | 2 (FRA, EWR) | 10:00 | 20:15 | 1000.00
PRG | MIA | DL | 0 | 11:30 | 17:30 | 850.00
PRG | MIA | LH | 1 (FRA) | 13:30 | 21:45 | 950.00
PRG | MIA | KL | 2 (CDG, AMS) | 15:30 | 23:45 | 1150.00
PRG | MIA | AZ | 1 (FCO) | 17:30 | 01:45 | 900.00
PRG | MIA | TK | 1 (IST) | 19:30 | 03:45 | 1000.00
PRG | MIA | IB | 2 (BCN, MAD) | 21:30 | 06:00 | 1250.00


Here are the 16 flight plans:

MIA | KEF | AA | 1 (LHR) | 08:00 | 18:30 | 950.00
MIA | KEF | BA | 2 (LHR, FRA) | 10:00 | 21:45 | 1050.00
MIA | KEF | IB | 1 (MAD) | 12:00 | 22:15 | 980.00
MIA | KEF | LH | 2 (FRA, HAM) | 14:00 | 23:50 | 1120.00
MIA | KEF | UA | 1 (EWR) | 16:00 | 01:30 | 920.00
MIA | KEF | DL | 2 (ATL, KEF) | 18:00 | 03:15 | 1020.00
MIA | KEF | AC | 1 (YYZ) | 20:00 | 04:45 | 1000.00
MIA | KEF | TK | 2 (IST, ARN) | 22:00 | 06:00 | 1100.00

KEF | MIA | FI | 1 (OSL) | 08:00 | 16:30 | 850.00
KEF | MIA | WW | 2 (REK, LGW) | 10:00 | 19:15 | 900.00
KEF | MIA | DY | 1 (OSL) | 12:00 | 20:45 | 880.00
KEF | MIA | SK | 2 (ARN, CPH) | 14:00 | 22:20 | 960.00
KEF | MIA | AA | 1 (LHR) | 16:00 | 23:55 | 920.00
KEF | MIA | UA | 2 (EWR, IAD) | 18:00 | 02:10 | 1000.00
KEF | MIA | DL | 1 (JFK) | 20:00 | 04:35 | 940.00
KEF | MIA | BA | 2 (LHR, MXP) | 22:00 | 06:50 | 1040.00


Here are the 16 flight plans:

MIA | GIG | LATAM | 1 (LIM) | 08:00 | 17:30 | 850.00
MIA | GIG | American Airlines | 0 | 10:30 | 19:00 | 950.00
MIA | GIG | Avianca | 1 (BOG) | 12:00 | 20:30 | 780.00
MIA | GIG | Copa Airlines | 1 (PTY) | 14:00 | 22:00 | 820.00
MIA | GIG | LATAM | 0 | 16:00 | 23:30 | 920.00
MIA | GIG | Azul | 1 (CNF) | 18:00 | 01:00 | 900.00
MIA | GIG | Delta Air Lines | 1 (ATL) | 20:00 | 02:30 | 980.00
MIA | GIG | Gol Transportes Aéreos | 0 | 22:00 | 04:30 | 840.00
GIG | MIA | LATAM | 1 (LIM) | 08:00 | 17:30 | 850.00
GIG | MIA | American Airlines | 0 | 10:30 | 19:00 | 950.00
GIG | MIA | Avianca | 1 (BOG) | 12:00 | 20:30 | 780.00
GIG | MIA | Copa Airlines | 1 (PTY) | 14:00 | 22:00 | 820.00
GIG | MIA | LATAM | 0 | 16:00 | 23:30 | 920.00
GIG | MIA | Azul | 1 (CNF) | 18:00 | 01:00 | 900.00
GIG | MIA | Delta Air Lines | 1 (ATL) | 20:00 | 02:30 | 980.00
GIG | MIA | Gol Transportes Aéreos | 0 | 22:00 | 04:30 | 840.00


Here are the 16 flight plans:

MIA | FCO | American Airlines | Non-stop | 08:00 | 17:30 | 850.00
MIA | FCO | Delta Air Lines | 1 stop (CDG) | 09:30 | 19:15 | 720.00
MIA | FCO | Lufthansa | 1 stop (FRA) | 11:00 | 20:45 | 950.00
MIA | FCO | Alitalia | Non-stop | 12:30 | 21:50 | 800.00
MIA | FCO | British Airways | 1 stop (LHR) | 14:00 | 23:20 | 820.00
MIA | FCO | Iberia | 1 stop (MAD) | 15:30 | 00:50 | 780.00
MIA | FCO | United Airlines | 1 stop (EWR) | 17:00 | 02:15 | 750.00
MIA | FCO | Turkish Airlines | 1 stop (IST) | 19:30 | 04:45 | 880.00
FCO | MIA | Alitalia | Non-stop | 09:00 | 14:20 | 830.00
FCO | MIA | American Airlines | 1 stop (PHL) | 11:30 | 17:50 | 790.00
FCO | MIA | Lufthansa | 1 stop (FRA) | 13:00 | 20:25 | 920.00
FCO | MIA | Delta Air Lines | 1 stop (JFK) | 15:00 | 22:35 | 810.00
FCO | MIA | British Airways | 1 stop (LHR) | 17:00 | 00:20 | 840.00
FCO | MIA | Iberia | 1 stop (MAD) | 19:30 | 02:50 | 770.00
FCO | MIA | United Airlines | 1 stop (EWR) | 21:30 | 04:55 | 800.00
FCO | MIA | Turkish Airlines | 1 stop (IST) | 23:30 | 07:00 | 900.00


Here are the 16 flight plans:

MIA | SCL | LATAM | 0 | 08:00 | 18:30 | 450.00
MIA | SCL | American Airlines | 1 (LIM) | 09:30 | 21:15 | 520.00
MIA | SCL | Avianca | 1 (BOG) | 10:45 | 22:20 | 480.00
MIA | SCL | Copa Airlines | 1 (PTY) | 11:50 | 23:35 | 500.00
MIA | SCL | LATAM | 0 | 13:00 | 23:30 | 420.00
MIA | SCL | Delta Air Lines | 1 (ATL) | 14:15 | 01:05 | 550.00
MIA | SCL | Aeromexico | 1 (MEX) | 15:30 | 02:10 | 530.00
MIA | SCL | United Airlines | 1 (IAH) | 16:45 | 03:25 | 510.00
SCL | MIA | LATAM | 0 | 09:00 | 19:30 | 430.00
SCL | MIA | American Airlines | 1 (LIM) | 10:30 | 22:15 | 500.00
SCL | MIA | Avianca | 1 (BOG) | 11:45 | 23:20 | 460.00
SCL | MIA | Copa Airlines | 1 (PTY) | 13:00 | 00:35 | 490.00
SCL | MIA | LATAM | 0 | 14:15 | 00:45 | 410.00
SCL | MIA | Delta Air Lines | 1 (ATL) | 15:30 | 02:05 | 540.00
SCL | MIA | Aeromexico | 1 (MEX) | 16:45 | 03:10 | 520.00
SCL | MIA | United Airlines | 1 (IAH) | 18:00 | 04:25 | 500.00


Here are the 16 flight plans:

MIA | ICN | American Airlines | Non-stop | 09:00 | 22:30 | 850.00
MIA | ICN | Delta Air Lines | 1 stop (NRT) | 11:30 | 00:15 | 920.00
MIA | ICN | Korean Air | Non-stop | 13:00 | 02:30 | 900.00
MIA | ICN | Japan Airlines | 1 stop (HND) | 15:00 | 04:15 | 980.00
MIA | ICN | China Eastern | 2 stops (PEK, PVG) | 17:00 | 08:30 | 1100.00
MIA | ICN | Asiana Airlines | Non-stop | 19:00 | 06:30 | 950.00
MIA | ICN | United Airlines | 1 stop (SFO) | 21:00 | 10:15 | 1050.00
MIA | ICN | ANA | 1 stop (NRT) | 23:00 | 12:30 | 1000.00

ICN | MIA | Korean Air | Non-stop | 09:00 | 20:30 | 900.00
ICN | MIA | Delta Air Lines | 1 stop (ATL) | 11:30 | 22:15 | 950.00
ICN | MIA | American Airlines | Non-stop | 13:00 | 00:30 | 850.00
ICN | MIA | Japan Airlines | 1 stop (HND) | 15:00 | 02:15 | 980.00
ICN | MIA | China Southern | 2 stops (CAN, LAX) | 17:00 | 06:30 | 1150.00
ICN | MIA | Asiana Airlines | Non-stop | 19:00 | 04:30 | 950.00
ICN | MIA | United Airlines | 1 stop (SFO) | 21:00 | 08:15 | 1050.00
ICN | MIA | ANA | 1 stop (NRT) | 23:00 | 10:30 | 1000.00


Here are the 16 flight plans:

MIA | PVG | American Airlines | 1 (NRT) | 09:00 | 14:30 | 850.00
MIA | PVG | China Eastern | 0 | 11:30 | 16:45 | 700.00
MIA | PVG | Delta Air Lines | 2 (ATL, ICN) | 08:15 | 19:50 | 950.00
MIA | PVG | Japan Airlines | 1 (HND) | 10:45 | 17:10 | 900.00
MIA | PVG | Korean Air | 1 (ICN) | 09:30 | 17:40 | 800.00
MIA | PVG | LATAM | 2 (LIM, HKG) | 07:00 | 20:20 | 1100.00
MIA | PVG | Qantas | 1 (SYD) | 12:00 | 19:30 | 1000.00
MIA | PVG | United Airlines | 0 | 14:15 | 20:45 | 750.00
PVG | MIA | Air China | 1 (PEK) | 09:30 | 20:10 | 800.00
PVG | MIA | American Airlines | 0 | 11:45 | 22:20 | 900.00
PVG | MIA | China Airlines | 1 (TPE) | 10:15 | 21:50 | 850.00
PVG | MIA | Delta Air Lines | 2 (ICN, LAX) | 08:00 | 23:40 | 1050.00
PVG | MIA | Japan Airlines | 1 (HND) | 12:30 | 23:10 | 950.00
PVG | MIA | Korean Air | 1 (ICN) | 09:00 | 21:30 | 800.00
PVG | MIA | LATAM | 2 (HKG, GRU) | 07:30 | 22:50 | 1150.00
PVG | MIA | United Airlines | 0 | 14:30 | 23:15 | 850.00


Here are the 16 flight plans:

MIA | SIN | AA | 1 (NRT) | 08:00 | 19:30 | 850.00
MIA | SIN | SQ | 0 | 10:00 | 06:00 | 1200.00
MIA | SIN | UA | 2 (LAX, HKG) | 14:00 | 10:30 | 1100.00
MIA | SIN | CX | 1 (HKG) | 16:00 | 12:30 | 1050.00
MIA | SIN | JL | 1 (NRT) | 18:00 | 14:30 | 1000.00
MIA | SIN | BR | 2 (LAX, TPE) | 20:00 | 16:30 | 950.00
MIA | SIN | PR | 1 (MNL) | 22:00 | 18:30 | 900.00
MIA | SIN | MH | 2 (KUL, BKK) | 00:00 | 20:30 | 850.00

SIN | MIA | SQ | 0 | 09:00 | 09:00 | 1300.00
SIN | MIA | UA | 1 (HKG) | 11:00 | 11:30 | 1250.00
SIN | MIA | CX | 1 (HKG) | 13:00 | 13:30 | 1200.00
SIN | MIA | AA | 2 (NRT, LAX) | 15:00 | 15:30 | 1150.00
SIN | MIA | JL | 1 (NRT) | 17:00 | 17:30 | 1100.00
SIN | MIA | BR | 2 (TPE, LAX) | 19:00 | 19:30 | 1050.00
SIN | MIA | PR | 1 (MNL) | 21:00 | 21:30 | 1000.00
SIN | MIA | MH | 2 (BKK, KUL) | 23:00 | 23:30 | 950.00


Here are the 16 flight plans:

MIA | SPU | AA | 0 | 08:00 | 14:30 | 450.00
MIA | SPU | UA | 1 (LHR) | 10:30 | 19:15 | 520.00
MIA | SPU | DL | 0 | 12:00 | 18:30 | 480.00
MIA | SPU | WN | 1 (BOS) | 14:00 | 22:00 | 550.00
MIA | SPU | AS | 0 | 16:00 | 22:30 | 500.00
MIA | SPU | F9 | 1 (EWR) | 18:00 | 00:45 | 580.00
MIA | SPU | B6 | 0 | 20:00 | 02:30 | 530.00
MIA | SPU | NK | 1 (ORD) | 22:00 | 05:15 | 610.00

SPU | MIA | AA | 0 | 06:00 | 12:30 | 420.00
SPU | MIA | UA | 1 (CDG) | 08:30 | 16:15 | 490.00
SPU | MIA | DL | 0 | 10:00 | 16:30 | 450.00
SPU | MIA | WN | 1 (DFW) | 12:30 | 20:00 | 520.00
SPU | MIA | AS | 0 | 14:30 | 20:30 | 470.00
SPU | MIA | F9 | 1 (DEN) | 16:30 | 23:45 | 540.00
SPU | MIA | B6 | 0 | 18:30 | 00:30 | 500.00
SPU | MIA | NK | 1 (IAH) | 20:30 | 03:15 | 570.00


Here are the 16 flight plans:

MIA | ARN | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
MIA | ARN | BA | 1 (LHR) | 09:30 | 20:00 | 920.00
MIA | ARN | IB | 1 (MAD) | 11:00 | 21:30 | 780.00
MIA | ARN | LH | 1 (FRA) | 12:30 | 22:00 | 900.00
MIA | ARN | SK | 0 | 14:00 | 06:00 | 1100.00
MIA | ARN | UA | 1 (EWR) | 15:30 | 07:30 | 950.00
MIA | ARN | DL | 1 (AMS) | 17:00 | 09:00 | 980.00
MIA | ARN | AF | 1 (CDG) | 19:00 | 11:00 | 1000.00
ARN | MIA | SK | 0 | 08:00 | 14:00 | 1050.00
ARN | MIA | AA | 1 (LHR) | 09:30 | 16:30 | 870.00
ARN | MIA | BA | 1 (LHR) | 11:00 | 18:00 | 940.00
ARN | MIA | IB | 1 (MAD) | 12:30 | 20:30 | 790.00
ARN | MIA | LH | 1 (FRA) | 14:00 | 22:00 | 910.00
ARN | MIA | UA | 1 (EWR) | 15:30 | 07:30 | 960.00
ARN | MIA | DL | 1 (AMS) | 17:00 | 09:00 | 990.00
ARN | MIA | AF | 1 (CDG) | 19:00 | 11:00 | 1010.00


Here are the 16 flight plans:

MIA | SYD | Qantas | 1 (LAX) | 08:30 | 06:45 | 850.00
MIA | SYD | American | 2 (DFW, HNL) | 10:15 | 09:20 | 1200.00
MIA | SYD | Delta | 1 (ATL) | 13:45 | 11:50 | 950.00
MIA | SYD | United | 2 (IAH, NRT) | 16:00 | 14:05 | 1300.00
MIA | SYD | LATAM | 1 (SCL) | 18:30 | 16:35 | 1000.00
MIA | SYD | Air Canada | 2 (YYZ, HKG) | 20:45 | 18:50 | 1400.00
MIA | SYD | Emirates | 1 (DXB) | 22:15 | 20:20 | 1100.00
MIA | SYD | Singapore | 2 (SIN, CGK) | 00:30 | 22:35 | 1250.00

SYD | MIA | Qantas | 1 (LAX) | 09:00 | 07:15 | 900.00
SYD | MIA | American | 2 (HNL, DFW) | 11:30 | 09:35 | 1150.00
SYD | MIA | Delta | 1 (ATL) | 14:15 | 12:20 | 1050.00
SYD | MIA | United | 2 (NRT, IAH) | 16:45 | 14:50 | 1200.00
SYD | MIA | LATAM | 1 (SCL) | 19:00 | 17:05 | 950.00
SYD | MIA | Air Canada | 2 (HKG, YYZ) | 21:30 | 19:35 | 1350.00
SYD | MIA | Emirates | 1 (DXB) | 23:45 | 21:50 | 1000.00
SYD | MIA | Singapore | 2 (CGK, SIN) | 02:00 | 00:05 | 1300.00


Here are the 16 flight plans:

MIA | NRT | AA | 0 | 08:00 | 10:30 | 850.00
MIA | NRT | JL | 1 (HNL) | 09:30 | 12:15 | 950.00
MIA | NRT | UA | 0 | 11:00 | 13:45 | 900.00
MIA | NRT | NH | 1 (LAX) | 12:30 | 15:50 | 1000.00
MIA | NRT | DL | 0 | 14:00 | 16:30 | 950.00
MIA | NRT | HA | 1 (HNL) | 15:30 | 18:15 | 1050.00
MIA | NRT | CX | 1 (LAX) | 17:00 | 20:20 | 1100.00
MIA | NRT | AC | 0 | 19:00 | 21:45 | 1000.00
NRT | MIA | AA | 0 | 09:00 | 06:30 | 850.00
NRT | MIA | JL | 1 (HNL) | 10:30 | 08:15 | 950.00
NRT | MIA | UA | 0 | 12:00 | 09:45 | 900.00
NRT | MIA | NH | 1 (LAX) | 13:30 | 11:50 | 1000.00
NRT | MIA | DL | 0 | 15:00 | 12:30 | 950.00
NRT | MIA | HA | 1 (HNL) | 16:30 | 14:15 | 1050.00
NRT | MIA | CX | 1 (LAX) | 18:00 | 15:20 | 1100.00
NRT | MIA | AC | 0 | 20:00 | 16:45 | 1000.00


Here are the 16 flight plans:

MIA | HND | ANA | 1 (NRT) | 09:00 | 11:30 | 850.00
MIA | HND | JAL | 0 | 11:00 | 14:30 | 1200.00
MIA | HND | AA | 1 (DFW) | 13:00 | 16:30 | 950.00
MIA | HND | UA | 1 (SFO) | 15:00 | 18:30 | 1000.00
MIA | HND | DL | 1 (ATL) | 17:00 | 20:30 | 900.00
MIA | HND | LH | 2 (FRA, HKG) | 19:00 | 23:30 | 1400.00
MIA | HND | CX | 1 (HKG) | 21:00 | 00:30 | 1100.00
MIA | HND | SQ | 1 (SIN) | 23:00 | 02:30 | 1300.00

HND | MIA | ANA | 1 (NRT) | 09:00 | 07:30 | 800.00
HND | MIA | JAL | 0 | 11:00 | 09:30 | 1100.00
HND | MIA | AA | 1 (DFW) | 13:00 | 11:30 | 900.00
HND | MIA | UA | 1 (SFO) | 15:00 | 13:30 | 950.00
HND | MIA | DL | 1 (ATL) | 17:00 | 15:30 | 850.00
HND | MIA | LH | 2 (FRA, MAD) | 19:00 | 17:30 | 1300.00
HND | MIA | CX | 1 (HKG) | 21:00 | 19:30 | 1000.00
HND | MIA | SQ | 1 (SIN) | 23:00 | 21:30 | 1200.00


Here are the 16 flight plans:

MIA | YYZ | AA | 0 | 08:00 | 11:30 | 420.00
MIA | YYZ | WS | 1 (BOS) | 09:15 | 14:45 | 550.00
MIA | YYZ | AC | 0 | 10:45 | 14:15 | 480.00
MIA | YYZ | DL | 1 (ATL) | 11:30 | 16:00 | 620.00
MIA | YYZ | UA | 0 | 12:15 | 15:45 | 500.00
MIA | YYZ | B6 | 1 (JFK) | 13:00 | 17:30 | 580.00
MIA | YYZ | AS | 1 (ORD) | 14:30 | 19:00 | 650.00
MIA | YYZ | F9 | 0 | 15:45 | 19:15 | 450.00
YYZ | MIA | WS | 0 | 08:00 | 11:30 | 400.00
YYZ | MIA | AA | 1 (CLT) | 09:15 | 13:45 | 520.00
YYZ | MIA | AC | 0 | 10:45 | 14:15 | 460.00
YYZ | MIA | DL | 1 (DTW) | 11:30 | 15:00 | 590.00
YYZ | MIA | UA | 0 | 12:15 | 15:45 | 480.00
YYZ | MIA | B6 | 1 (EWR) | 13:00 | 16:30 | 560.00
YYZ | MIA | AS | 1 (DEN) | 14:30 | 18:00 | 630.00
YYZ | MIA | F9 | 0 | 15:45 | 19:15 | 420.00


MIA | YVR | American Airlines | Non-stop | 08:00 | 11:30 | 450.00
MIA | YVR | Delta Air Lines | 1 stop (LAX) | 09:15 | 13:45 | 520.00
MIA | YVR | United Airlines | Non-stop | 10:30 | 14:00 | 480.00
MIA | YVR | Air Canada | 1 stop (YYZ) | 11:45 | 16:15 | 500.00
MIA | YVR | JetBlue Airways | Non-stop | 13:00 | 16:30 | 430.00
MIA | YVR | WestJet | 1 stop (YYC) | 14:15 | 18:45 | 550.00
MIA | YVR | Alaska Airlines | Non-stop | 15:30 | 19:00 | 490.00
MIA | YVR | Sun Country Airlines | 1 stop (DEN) | 16:45 | 21:15 | 510.00
YVR | MIA | Air Canada | Non-stop | 08:00 | 15:30 | 420.00
YVR | MIA | WestJet | 1 stop (YYC) | 09:15 | 17:45 | 490.00
YVR | MIA | United Airlines | Non-stop | 10:30 | 18:00 | 450.00
YVR | MIA | American Airlines | 1 stop (LAX) | 11:45 | 20:15 | 520.00
YVR | MIA | Delta Air Lines | Non-stop | 13:00 | 20:30 | 480.00
YVR | MIA | Alaska Airlines | 1 stop (SEA) | 14:15 | 22:45 | 500.00
YVR | MIA | JetBlue Airways | Non-stop | 15:30 | 23:00 | 430.00
YVR | MIA | Sun Country Airlines | 1 stop (DEN) | 16:45 | 01:15 | 510.00


Here are the 16 flight plans:

MIA | VIE | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
MIA | VIE | UA | 2 (EWR, FRA) | 10:30 | 21:15 | 950.00
MIA | VIE | LH | 1 (FRA) | 12:00 | 22:45 | 1100.00
MIA | VIE | DL | 0 | 14:00 | 06:30 | 1200.00
MIA | VIE | BA | 1 (LHR) | 16:00 | 09:15 | 1000.00
MIA | VIE | TK | 1 (IST) | 18:00 | 11:45 | 1050.00
MIA | VIE | KL | 1 (AMS) | 20:00 | 13:30 | 1150.00
MIA | VIE | OS | 0 | 22:00 | 14:45 | 1300.00
VIE | MIA | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
VIE | MIA | UA | 2 (FRA, EWR) | 10:30 | 21:15 | 950.00
VIE | MIA | LH | 1 (FRA) | 12:00 | 22:45 | 1100.00
VIE | MIA | DL | 0 | 14:00 | 06:30 | 1200.00
VIE | MIA | BA | 1 (LHR) | 16:00 | 09:15 | 1000.00
VIE | MIA | TK | 1 (IST) | 18:00 | 11:45 | 1050.00
VIE | MIA | KL | 1 (AMS) | 20:00 | 13:30 | 1150.00
VIE | MIA | OS | 0 | 22:00 | 14:45 | 1300.00
VIE | MIA | AF | 1 (CDG) | 00:30 | 08:15 | 1250.00


Here are the 16 flight plans:

MIA | ZRH | Swiss | 1 (LHR) | 08:00 | 18:30 | 850.00
MIA | ZRH | American | 2 (JFK, CDG) | 10:00 | 22:00 | 1200.00
MIA | ZRH | Lufthansa | 1 (FRA) | 12:00 | 22:30 | 1000.00
MIA | ZRH | Iberia | 2 (MAD, BCN) | 14:00 | 01:00 | 1100.00
MIA | ZRH | Delta | 1 (ATL) | 16:00 | 02:30 | 900.00
MIA | ZRH | United | 2 (EWR, BRU) | 18:00 | 04:00 | 1300.00
MIA | ZRH | Air France | 1 (CDG) | 20:00 | 06:30 | 1050.00
MIA | ZRH | Austrian | 2 (VIE, MUC) | 22:00 | 08:00 | 1250.00

ZRH | MIA | Swiss | 1 (LHR) | 08:30 | 14:00 | 800.00
ZRH | MIA | Lufthansa | 1 (FRA) | 10:30 | 16:00 | 950.00
ZRH | MIA | American | 2 (JFK, PHL) | 12:30 | 20:00 | 1150.00
ZRH | MIA | Iberia | 2 (MAD, LIS) | 14:30 | 22:30 | 1000.00
ZRH | MIA | Delta | 1 (ATL) | 16:30 | 00:00 | 850.00
ZRH | MIA | United | 2 (EWR, IAD) | 18:30 | 02:30 | 1200.00
ZRH | MIA | Air France | 1 (CDG) | 20:30 | 04:00 | 950.00
ZRH | MIA | Austrian | 2 (VIE, ZAG) | 22:30 | 06:00 | 1100.00
